cod_ibge,ano,pib,impostos_liquidos,va_agropecuaria,va_industria,va_servicos,va_adespss
1715002,2020,87460000,2508000,39301000,2129000,13236000,30286000
1715002,2021,100915000,3071000,49602000,2734000,12705000,32803000
1715101,2010,21270000,610000,1991000,1752000,3935000,12981000
1715101,2011,27493000,1041000,2152000,4931000,4603000,14767000
1715101,2012,28888000,2056000,2431000,2999000,5037000,16364000
1715101,2013,32819000,809000,3651000,2450000,5788000,20122000
1715101,2014,37529000,971000,7071000,1442000,6766000,21279000
1715101,2015,40814000,1540000,6647000,1410000,8585000,22632000
1715101,2016,42275000,1552000,5818000,1289000,8093000,25523000
1715101,2017,46483000,1698000,8183000,2040000,9073000,25489000
1715101,2018,52047000,1793000,11800000,1551000,9377000,27526000
1715101,2019,61684000,2756000,13360000,1763000,13392000,30413000
1715101,2020,69772000,2965000,19035000,2041000,13778000,31953000
1715101,2021,84723000,4532000,27014000,2521000,15340000,35317000
1715150,2010,14875000,455000,2519000,957000,2800000,8143000
1715150,2011,16543000,545000,2720000,1014000,2968000,9297000
1715150,2012,18076000,577000,2919000,1107000,3406000,10066000
1715150,2013,20958000,646000,3417000,775000,3984000,12135000
1715150,2014,21607000,650000,3808000,604000,3966000,12578000
1715150,2015,23634000,719000,4274000,1212000,4187000,13243000
1715150,2016,26527000,931000,5064000,1125000,4765000,14643000
1715150,2017,27054000,1007000,4503000,1074000,5370000,15100000
1715150,2018,27366000,1061000,4098000,1145000,5241000,15821000
1715150,2019,29354000,1009000,4264000,1407000,5229000,17445000
1715150,2020,31030000,1077000,6127000,1253000,5047000,17525000
1715150,2021,35521000,1102000,9297000,1257000,4639000,19226000
1715259,2010,53714000,1066000,31989000,5243000,6736000,8680000
1715259,2011,50037000,1352000,27525000,4523000,6499000,10138000
1715259,2012,51584000,1797000,26978000,4280000,6825000,11704000
1715259,2013,26038000,846000,3986000,3695000,3766000,13745000
1715259,2014,26960000,620000,4462000,3982000,3751000,14145000
1715259,2015,26534000,605000,4635000,2701000,3461000,15132000
1715259,2016,29159000,1018000,5382000,1644000,3526000,17589000
1715259,2017,28933000,1112000,4429000,626000,4286000,18480000
1715259,2018,29371000,1274000,4159000,689000,4246000,19004000
1715259,2019,30854000,1408000,4441000,800000,4564000,19642000
1715259,2020,36672000,1200000,6613000,2233000,4719000,21906000
1715259,2021,42672000,1788000,9617000,2723000,5483000,23061000
1715507,2010,11238000,1455000,2309000,512000,1645000,5315000
1715507,2011,12234000,977000,2760000,667000,1912000,5919000
1715507,2012,14045000,469000,3537000,828000,2620000,6592000
1715507,2013,17283000,575000,4757000,813000,3332000,7806000
1715507,2014,18136000,675000,4383000,1002000,3416000,8659000
1715507,2015,18408000,703000,4125000,573000,3543000,9465000
1715507,2016,18501000,631000,4001000,472000,2801000,10596000
1715507,2017,19655000,595000,4993000,566000,3527000,9975000
1715507,2018,19230000,654000,4489000,521000,3626000,9940000
1715507,2019,20801000,949000,4315000,566000,4025000,10946000
1715507,2020,23890000,748000,6736000,617000,4219000,11569000
1715507,2021,29469000,817000,10866000,755000,3944000,13086000
1715705,2010,32944000,1539000,11309000,1531000,3563000,15002000
1715705,2011,44212000,2953000,12911000,2462000,6355000,19530000
1715705,2012,47091000,1097000,15979000,2743000,5335000,21937000
1715705,2013,60370000,1634000,23391000,2938000,7462000,24946000
1715705,2014,69504000,5905000,24796000,2825000,7650000,28327000
1715705,2015,74792000,4209000,27614000,2505000,9758000,30706000
1715705,2016,77747000,3111000,27801000,2115000,11326000,33394000
1715705,2017,81984000,2930000,32148000,2863000,9560000,34484000
1715705,2018,95877000,3168000,35870000,2978000,14999000,38863000
1715705,2019,88644000,2796000,29409000,2166000,10291000,43982000
1715705,2020,133093000,6632000,44522000,4475000,35238000,42227000
1715705,2021,185349000,8171000,85088000,5025000,35342000,51724000
1715754,2010,60013000,3487000,10396000,3947000,18955000,23229000
1715754,2011,66062000,3599000,12272000,4761000,18242000,27188000
1715754,2012,72530000,3700000,12736000,5571000,20791000,29732000
1715754,2013,85374000,3913000,16415000,5958000,24159000,34929000
1715754,2014,92595000,4656000,17718000,5991000,27278000,36952000
1715754,2015,104183000,5650000,19930000,5536000,32463000,40604000
1715754,2016,111851000,6771000,19020000,5468000,34614000,45978000
1715754,2017,114168000,7103000,19849000,5195000,36716000,45305000
1715754,2018,118347000,7104000,18034000,7421000,37205000,48582000
1715754,2019,124955000,7290000,18602000,6556000,38665000,53841000
1715754,2020,139645000,8088000,30506000,7358000,38692000,55001000
1715754,2021,170118000,9689000,54230000,9342000,39000000,57857000
1716109,2010,570080000,84253000,15446000,111374000,223759000,135249000
1716109,2011,643407000,98417000,17222000,121943000,248023000,157800000
1716109,2012,764693000,108891000,23688000,160749000,296784000,174582000
1716109,2013,841620000,112863000,28395000,144501000,349685000,206175000
1716109,2014,902190000,128911000,19931000,151681000,390279000,211388000
1716109,2015,1011003000,131644000,35999000,162256000,446464000,234639000
1716109,2016,1221528000,147200000,29590000,265955000,513295000,265488000
1716109,2017,1237455000,151203000,22343000,245796000,547804000,270310000
1716109,2018,1221785000,159160000,21150000,164231000,580613000,296631000
1716109,2019,1392220000,171166000,23865000,215854000,648403000,332932000
1716109,2020,1445961000,191169000,61630000,199772000,653243000,340147000
1716109,2021,1513693000,228558000,66861000,202139000,647925000,368211000
1716208,2010,199268000,4240000,12407000,139393000,10441000,32787000
1716208,2011,199032000,3859000,13768000,131885000,11324000,38195000
1716208,2012,301799000,5207000,14292000,229352000,12602000,40345000
1716208,2013,255093000,4696000,16954000,167951000,15691000,49802000
1716208,2014,172785000,4660000,19956000,78624000,16571000,52974000
1716208,2015,195055000,4476000,24086000,92741000,19122000,54630000
1716208,2016,193913000,6159000,27336000,78554000,20386000,61478000
1716208,2017,214242000,7151000,37221000,83721000,23492000,62657000
1716208,2018,215390000,8953000,24459000,91848000,24341000,65790000
1716208,2019,243193000,7826000,26465000,108785000,28190000,71927000
1716208,2020,335255000,7895000,36043000,189467000,28007000,73843000
1716208,2021,315397000,9021000,57932000,139680000,29270000,79494000
1716307,2010,37199000,969000,10728000,5504000,5276000,14723000
1716307,2011,37629000,1159000,11881000,1766000,5463000,17361000
1716307,2012,43027000,1305000,13538000,2592000,6568000,19024000
1716307,2013,48368000,1448000,14942000,1934000,7555000,22489000
1716307,2014,50441000,1873000,16161000,1301000,7711000,23395000
1716307,2015,55419000,1919000,18590000,1366000,8665000,24879000
1716307,2016,60717000,2068000,21118000,1168000,8634000,27729000
1716307,2017,75161000,2517000,30420000,1655000,12527000,28041000
1716307,2018,68989000,2769000,22959000,1589000,10892000,30780000
1716307,2019,70372000,2464000,20673000,1594000,11929000,33712000
1716307,2020,81006000,3085000,28708000,1908000,12535000,34770000
1716307,2021,91169000,3605000,36196000,1970000,11713000,37686000
1716505,2010,175468000,17311000,43755000,13710000,61699000,38994000
1716505,2011,323050000,33188000,131503000,21874000,91259000,45226000
1716505,2012,345733000,38632000,114708000,46854000,96407000,49131000
1716505,2013,420242000,42966000,164699000,45535000,109226000,57815000
1716505,2014,691776000,67975000,109465000,304909000,148199000,61229000
1716505,2015,586469000,59304000,131298000,122208000,208777000,64883000
1716505,2016,609813000,63981000,124654000,132900000,214680000,73597000
1716505,2017,672379000,63380000,130846000,196387000,206473000,75292000
1716505,2018,532347000,59106000,177327000,60187000,152181000,83546000
1716505,2019,464444000,37799000,168835000,35851000,129415000,92544000
1716505,2020,631761000,39682000,277801000,87724000,129736000,96817000
1716505,2021,848671000,55264000,420746000,135393000,130680000,106587000
1716604,2010,421892000,7514000,30465000,328658000,19007000,36248000
1716604,2011,445361000,6885000,28128000,349064000,19319000,41965000
1716604,2012,506273000,6840000,42492000,387810000,23371000,45760000
1716604,2013,511246000,5439000,40693000,382226000,25077000,57811000
1716604,2014,389475000,4938000,64575000,232473000,26308000,61182000
1716604,2015,545343000,7815000,99653000,340940000,32372000,64564000
1716604,2016,512102000,11189000,77520000,310853000,38194000,74347000
1716604,2017,540632000,11393000,117411000,293015000,46080000,72732000
1716604,2018,527357000,8997000,110002000,289922000,41237000,77198000
1716604,2019,754188000,12356000,264858000,341877000,51778000,83319000
1716604,2020,679977000,16584000,241650000,282433000,55305000,84005000
1716604,2021,733929000,11114000,295280000,287006000,45271000,95257000
1716653,2010,35158000,1042000,9683000,1750000,5063000,17621000
1716653,2011,39594000,1346000,11226000,2068000,5715000,19240000
1716653,2012,43244000,1576000,11017000,2183000,6847000,21621000
1716653,2013,49021000,1441000,12095000,2117000,7737000,25631000
1716653,2014,56681000,1874000,14392000,4298000,8846000,27271000
1716653,2015,70727000,2483000,20763000,5507000,11721000,30253000
1716653,2016,73133000,2593000,24048000,2080000,11798000,32614000
1716653,2017,75486000,3112000,23492000,2430000,13942000,32510000
1716653,2018,75367000,3129000,21305000,1868000,13264000,35801000
1716653,2019,78649000,3095000,19736000,2585000,14452000,38781000
1716653,2020,91550000,3307000,29505000,2992000,14569000,41178000
1716653,2021,107606000,4409000,41252000,3260000,14167000,44519000
1716703,2010,65867000,5155000,10191000,5822000,20362000,24336000
1716703,2011,77873000,6575000,11318000,7880000,22361000,29739000
1716703,2012,81906000,5941000,11095000,8505000,24611000,31754000
1716703,2013,96698000,7060000,12585000,9424000,30219000,37410000
1716703,2014,101468000,6987000,14102000,7253000,34163000,38963000
1716703,2015,109809000,6388000,16829000,5791000,39133000,41667000
1716703,2016,132725000,8940000,20434000,8125000,48652000,46574000
1716703,2017,145267000,10031000,20324000,12143000,55271000,47498000
1716703,2018,143770000,9743000,18532000,7539000,57588000,50368000
1716703,2019,151939000,8998000,20636000,8559000,58665000,55082000
1716703,2020,166815000,10144000,28275000,10263000,60550000,57583000
1716703,2021,182796000,12002000,41567000,8275000,60684000,60267000
1717008,2010,27275000,1449000,5857000,1153000,4341000,14474000
1717008,2011,30903000,1726000,6705000,1406000,4550000,16516000
1717008,2012,33522000,1026000,7625000,1702000,5338000,17830000
1717008,2013,38520000,1253000,8157000,1531000,5926000,21653000
1717008,2014,41958000,1236000,10119000,1353000,6404000,22845000
1717008,2015,44280000,1520000,10925000,1204000,6993000,23638000
1717008,2016,48551000,1535000,12841000,750000,7344000,26081000
1717008,2017,48958000,1553000,11690000,927000,8736000,26052000
1717008,2018,52805000,2099000,10995000,1821000,9297000,28593000
1717008,2019,58412000,1816000,12558000,2228000,9949000,31860000
1717008,2020,62447000,1907000,16274000,2055000,9615000,32595000
1717008,2021,85006000,2925000,33421000,2672000,10967000,35021000
1717206,2010,22920000,660000,10380000,651000,2130000,9098000
1717206,2011,27347000,661000,11490000,986000,2586000,11624000
1717206,2012,28910000,600000,12346000,966000,2716000,12281000
1717206,2013,34205000,777000,13531000,849000,3567000,15481000
1717206,2014,39985000,1148000,17221000,955000,3830000,16831000
1717206,2015,46092000,1111000,22178000,1079000,4197000,17527000
1717206,2016,49329000,1029000,23808000,867000,4259000,19366000
1717206,2017,45451000,1824000,18393000,968000,4784000,19483000
1717206,2018,51544000,1162000,23021000,968000,5258000,21135000
1717206,2019,57087000,1347000,24334000,1056000,7277000,23073000
1717206,2020,69013000,1364000,34252000,1132000,7810000,24456000
1717206,2021,89940000,1298000,54669000,1430000,6323000,26219000
1717503,2010,58395000,1537000,22023000,6603000,7556000,20675000
1717503,2011,63949000,2356000,24972000,3702000,8904000,24016000
1717503,2012,74048000,2408000,31564000,3914000,11283000,24879000
1717503,2013,80496000,2506000,29646000,3346000,12536000,32463000
1717503,2014,99345000,3090000,44613000,3414000,14118000,34110000
1717503,2015,115757000,4460000,54987000,3696000,14821000,37793000
1717503,2016,150980000,6186000,75700000,4274000,20770000,44050000
1717503,2017,140566000,6798000,63888000,5182000,21830000,42868000
1717503,2018,157306000,6886000,75910000,4861000,21566000,48082000
1717503,2019,196685000,6723000,103301000,6943000,26596000,53123000
1717503,2020,312627000,7490000,205205000,9280000,35185000,55468000
1717503,2021,361915000,7654000,253143000,10438000,28827000,61852000
1717800,2010,22416000,864000,3380000,986000,4132000,13054000
1717800,2011,24842000,917000,3944000,1282000,4108000,14592000
1717800,2012,29495000,1078000,4653000,1452000,5407000,16904000
1717800,2013,34672000,1145000,5723000,1104000,6136000,20563000
1717800,2014,35812000,1299000,6757000,806000,6364000,20587000
1717800,2015,40987000,1940000,7000000,1114000,7461000,23472000
1717800,2016,45973000,2642000,7594000,1055000,8178000,26505000
1717800,2017,45255000,2242000,6510000,1117000,9545000,25841000
1717800,2018,47242000,2512000,6217000,1947000,8931000,27635000
1717800,2019,53293000,3220000,6814000,1926000,10484000,30849000
1717800,2020,58557000,3237000,11020000,2607000,10397000,31295000
1717800,2021,66158000,3250000,16379000,2742000,9907000,33880000
1717909,2010,41895000,1704000,7947000,2497000,7309000,22438000
1717909,2011,47511000,2124000,8445000,3094000,7816000,26031000
1717909,2012,52354000,2081000,9094000,3439000,9153000,28586000
1717909,2013,59151000,1989000,9745000,2775000,10790000,33852000
1717909,2014,65874000,1922000,13316000,3488000,11298000,35850000
1717909,2015,68534000,2394000,12004000,1995000,13963000,38178000
1717909,2016,76131000,2718000,13625000,1576000,14318000,43895000
1717909,2017,79547000,3069000,13824000,2227000,15869000,44558000
1717909,2018,83936000,3508000,12582000,3238000,16119000,48489000
1717909,2019,91647000,3958000,13676000,3843000,18245000,51925000
1717909,2020,100198000,4225000,19221000,3842000,18650000,54260000
1717909,2021,121170000,6109000,30046000,4452000,19758000,60805000
1718006,2010,16061000,494000,1403000,1259000,2855000,10050000
1718006,2011,17526000,576000,1621000,1125000,2868000,11336000
1718006,2012,19965000,736000,1620000,1182000,3962000,12465000
1718006,2013,22536000,626000,2130000,1077000,4068000,14635000
1718006,2014,24470000,880000,2358000,863000,4873000,15496000
1718006,2015,27128000,1047000,2919000,759000,5574000,16829000
1718006,2016,29803000,1311000,3673000,715000,5465000,18638000
1718006,2017,29027000,1047000,2874000,805000,5611000,18691000
1718006,2018,31095000,1193000,2602000,866000,5848000,20586000
1718006,2019,34867000,1364000,2691000,1669000,6434000,22709000
1718006,2020,39549000,1403000,5195000,1710000,7103000,24138000
1718006,2021,47043000,1765000,11067000,1993000,6966000,25251000
1718204,2010,550115000,71935000,35286000,101349000,189930000,151616000
1718204,2011,699645000,68734000,101521000,137380000,216607000,175403000
1718204,2012,866502000,93543000,111683000,179414000,289143000,192718000
1718204,2013,923421000,101364000,65872000,175832000,348149000,232204000
1718204,2014,1118548000,125394000,92954000,212256000,447150000,240795000
1718204,2015,1372034000,166004000,105273000,234945000,599794000,266018000
1718204,2016,1528242000,210934000,86052000,277475000,651582000,302199000
1718204,2017,1851639000,253804000,227678000,357702000,698085000,314370000
1718204,2018,1677032000,232151000,197492000,166876000,738192000,342321000
1718204,2019,1869765000,235317000,206029000,240782000,803922000,383715000
1718204,2020,2611222000,561249000,253750000,391474000,993552000,411198000
1718204,2021,3649421000,827379000,504037000,594708000,1268067000,455230000
1718303,2010,35356000,831000,2733000,1508000,5459000,24826000
1718303,2011,41503000,924000,2652000,2244000,5931000,29753000
1718303,2012,47479000,1006000,2954000,4420000,6834000,32265000
1718303,2013,52995000,1036000,3332000,1898000,7923000,38805000
1718303,2014,55103000,940000,4557000,1827000,8075000,39705000
1718303,2015,59264000,1352000,5294000,1370000,8346000,42901000
1718303,2016,63806000,1315000,5899000,1192000,8376000,47024000
1718303,2017,68762000,1373000,7313000,1403000,10779000,47893000
1718303,2018,72318000,1653000,7579000,1411000,10024000,51651000
1718303,2019,80923000,1979000,7891000,2621000,10989000,57441000
1718303,2020,83479000,1738000,9755000,3382000,10796000,57808000
1718303,2021,93139000,1931000,13436000,3670000,10982000,63120000
1718402,2010,40119000,3616000,6570000,4225000,13016000,12692000
1718402,2011,51185000,5572000,5777000,3227000,22300000,14309000
1718402,2012,54359000,6084000,6561000,2752000,23400000,15561000
1718402,2013,72122000,7046000,8703000,4993000,33450000,17930000
1718402,2014,41814000,2295000,9386000,2317000,9552000,18264000
1718402,2015,45711000,2812000,8454000,2249000,11877000,20320000
1718402,2016,50389000,3848000,8927000,1715000,13600000,22299000
1718402,2017,51416000,3684000,8523000,1570000,15355000,22284000
1718402,2018,49036000,3499000,7890000,1472000,13423000,22751000
1718402,2019,52487000,3250000,8177000,2536000,13608000,24916000
1718402,2020,57531000,3370000,10790000,2101000,13812000,27457000
1718402,2021,65165000,3593000,18096000,2447000,11578000,29451000
1718451,2010,45687000,4425000,2580000,12519000,17134000,9030000
1718451,2011,31467000,3622000,2664000,3750000,11360000,10071000
1718451,2012,30238000,3123000,2836000,2286000,10770000,11223000
1718451,2013,38344000,3803000,3128000,3358000,14609000,13446000
1718451,2014,49120000,5985000,5294000,3787000,19578000,14477000
1718451,2015,44426000,4200000,5520000,2260000,16921000,15526000
1718451,2016,53839000,4683000,12556000,2151000,17053000,17396000
1718451,2017,50651000,4515000,8662000,1608000,17592000,18274000
1718451,2018,56569000,5346000,7175000,5705000,19433000,18910000
1718451,2019,63502000,5904000,8602000,4747000,22538000,21712000
1718451,2020,81717000,5380000,26566000,5976000,21375000,22421000
1718451,2021,82663000,6770000,25069000,7808000,18569000,24447000
1718501,2010,21002000,738000,3449000,796000,3019000,13000000
1718501,2011,25618000,705000,3487000,2764000,3381000,15281000
1718501,2012,27466000,702000,3850000,1958000,4042000,16915000
1718501,2013,30677000,952000,4410000,947000,4735000,19634000
1718501,2014,32904000,1025000,5238000,1059000,4836000,20746000
1718501,2015,38136000,955000,8458000,948000,5334000,22441000
1718501,2016,41728000,1150000,9520000,695000,5658000,24705000
1718501,2017,41157000,1266000,7939000,717000,6945000,24290000
1718501,2018,43088000,1205000,6945000,750000,6540000,27647000
1718501,2019,47723000,1368000,7277000,892000,7866000,30320000
1718501,2020,52503000,1506000,10221000,939000,7697000,32139000
1718501,2021,91480000,1612000,45604000,1700000,8462000,34102000
1718550,2010,24035000,1134000,3860000,1000000,3676000,14365000
1718550,2011,28411000,991000,3812000,1480000,4438000,17690000
1718550,2012,30563000,1032000,3940000,1602000,5105000,18884000
1718550,2013,36388000,995000,4624000,1298000,5874000,23597000
1718550,2014,37748000,1080000,5181000,1307000,5949000,24231000
1718550,2015,40528000,1149000,6224000,1229000,6262000,25664000
1718550,2016,44173000,1275000,7486000,881000,6191000,28339000
1718550,2017,45192000,1449000,7542000,997000,7509000,27695000
1718550,2018,47088000,1352000,7440000,1304000,6801000,30191000
1718550,2019,51901000,1345000,7769000,1194000,7447000,34146000
1718550,2020,55912000,1241000,10822000,2565000,7317000,33966000
1718550,2021,68536000,1350000,19681000,1685000,7723000,38098000
1718659,2010,11848000,266000,1979000,831000,1960000,6812000
1718659,2011,11549000,298000,599000,745000,1975000,7933000
1718659,2012,12816000,300000,429000,793000,2379000,8914000
1718659,2013,15267000,291000,527000,633000,2681000,11136000
1718659,2014,16901000,345000,650000,589000,3035000,12281000
1718659,2015,16807000,366000,613000,440000,2759000,12628000
1718659,2016,18055000,441000,684000,397000,2713000,13820000
1718659,2017,19034000,384000,559000,436000,3365000,14291000
1718659,2018,21080000,439000,519000,518000,3364000,16241000
1718659,2019,23178000,445000,573000,837000,3492000,17830000
1718659,2020,25567000,499000,933000,1152000,3965000,19018000
1718659,2021,29142000,608000,1582000,1303000,4383000,21266000
1718709,2010,25884000,3353000,7563000,1767000,4324000,8878000
1718709,2011,23276000,1333000,6470000,1683000,3820000,9970000
1718709,2012,25289000,949000,7886000,1447000,4202000,10805000
1718709,2013,27165000,774000,8099000,1168000,4297000,12827000
1718709,2014,41325000,1160000,18411000,1951000,5826000,13977000
1718709,2015,37085000,1537000,14126000,1097000,5598000,14728000
1718709,2016,36742000,2215000,10866000,851000,5933000,16879000
1718709,2017,44369000,1825000,15821000,2196000,6951000,17577000
1718709,2018,50590000,1522000,20161000,2515000,7112000,19279000
1718709,2019,54777000,1225000,24311000,1350000,7391000,20499000
1718709,2020,63079000,1712000,30199000,1339000,7340000,22488000
1718709,2021,85928000,1988000,49060000,1876000,8525000,24479000
1718758,2010,31834000,1166000,5903000,1159000,4512000,19094000
1718758,2011,36775000,1214000,6667000,1581000,4932000,22382000
1718758,2012,40344000,1104000,7193000,1935000,5751000,24359000
1718758,2013,46332000,1066000,7941000,1995000,6357000,28973000
1718758,2014,49708000,1369000,8778000,1746000,6977000,30838000
1718758,2015,53285000,1625000,9679000,1905000,7395000,32682000
1718758,2016,59488000,2181000,12037000,1499000,7883000,35888000
1718758,2017,61639000,2913000,11621000,1784000,9447000,35873000
1718758,2018,65490000,2203000,13461000,1937000,9103000,38786000
1718758,2019,78833000,2397000,18812000,2459000,11475000,43690000
1718758,2020,87609000,2455000,26879000,2793000,11771000,43711000
1718758,2021,111443000,2967000,44816000,3729000,12207000,47725000
1718808,2010,19061000,441000,1491000,843000,3480000,12804000
1718808,2011,21395000,462000,1488000,1114000,3570000,14760000
1718808,2012,23910000,509000,1563000,1232000,4061000,16545000
1718808,2013,27399000,492000,1744000,881000,4561000,19722000
1718808,2014,28599000,342000,2281000,760000,4432000,20784000
1718808,2015,31457000,616000,2818000,667000,4717000,22640000
1718808,2016,35342000,739000,3223000,673000,5128000,25579000
1718808,2017,37328000,799000,3365000,823000,6415000,25926000
1718808,2018,39168000,903000,3365000,812000,5939000,28149000
1718808,2019,44546000,1161000,3584000,995000,6896000,31909000
1718808,2020,84869000,1552000,36758000,1751000,10363000,34446000
1718808,2021,145863000,2008000,89575000,3455000,12570000,38256000
1718840,2010,32763000,1172000,14767000,1126000,4927000,10771000
1718840,2011,37931000,1451000,16620000,1815000,5640000,12406000
1718840,2012,41454000,1529000,18009000,1764000,6451000,13701000
1718840,2013,47504000,1307000,21136000,1360000,6837000,16863000
1718840,2014,52197000,1765000,24180000,1039000,7688000,17524000
1718840,2015,60076000,2204000,28469000,1144000,9493000,18765000
1718840,2016,67607000,2650000,32568000,1168000,10446000,20776000
1718840,2017,69821000,2952000,32780000,1728000,11721000,20640000
1718840,2018,70318000,3155000,31649000,1498000,12180000,21836000
1718840,2019,79229000,3254000,34551000,1872000,14491000,25061000
1718840,2020,95556000,3910000,47180000,2075000,16036000,26355000
1718840,2021,116736000,3768000,69974000,2224000,12802000,27968000
1718865,2010,54764000,2913000,17376000,3205000,10125000,21144000
1718865,2011,59584000,3188000,16907000,3510000,11170000,24809000
1718865,2012,65355000,3038000,17710000,3192000,12894000,28522000
1718865,2013,77117000,3484000,19046000,4376000,15889000,34323000
1718865,2014,85252000,4220000,22263000,3438000,18641000,36689000
1718865,2015,91519000,4936000,24163000,2868000,20737000,38814000
1718865,2016,114983000,5988000,38585000,4233000,23267000,42910000
1718865,2017,114858000,6325000,33836000,5948000,25351000,43397000
1718865,2018,113608000,5985000,34174000,3959000,23169000,46321000
1718865,2019,124634000,6464000,34994000,6309000,26501000,50366000
1718865,2020,147514000,7579000,52428000,4516000,29974000,53017000
1718865,2021,175927000,8441000,78913000,4574000,27046000,56953000
1718881,2010,19746000,706000,3922000,1009000,3634000,10475000
1718881,2011,21850000,691000,4188000,1184000,3519000,12267000
1718881,2012,24538000,715000,4849000,1294000,4084000,13595000
1718881,2013,32539000,791000,9194000,1313000,5084000,16157000
1718881,2014,36471000,910000,11678000,1288000,5326000,17269000
1718881,2015,45500000,1121000,18738000,1307000,6108000,18227000
1718881,2016,44226000,1314000,15492000,971000,6320000,20129000
1718881,2017,40216000,1463000,10198000,933000,7217000,20406000
1718881,2018,52509000,1550000,19748000,1245000,7685000,22281000
1718881,2019,58063000,1532000,21342000,1708000,8585000,24896000
1718881,2020,113437000,1991000,70247000,2668000,13061000,25471000
1718881,2021,139630000,2367000,94479000,3384000,11795000,27606000
1718899,2010,22946000,940000,10277000,689000,3407000,7633000
1718899,2011,24764000,535000,12206000,904000,2269000,8849000
1718899,2012,28556000,574000,14326000,983000,2900000,9774000
1718899,2013,32596000,625000,15376000,877000,3307000,12410000
1718899,2014,41867000,897000,22317000,1206000,4109000,13337000
1718899,2015,46003000,887000,25655000,1012000,4459000,13990000
1718899,2016,49724000,1468000,25855000,914000,5240000,16246000
1718899,2017,85461000,5993000,39098000,2143000,21897000,16329000
1718899,2018,90895000,6492000,40205000,2259000,23755000,18184000
1718899,2019,120898000,11214000,43961000,2718000,44302000,18703000
1718899,2020,134369000,8224000,71476000,2744000,31547000,20377000
1718899,2021,180273000,10494000,114174000,3708000,30223000,21673000
1718907,2010,42419000,2039000,12990000,2745000,8572000,16073000
1718907,2011,55331000,1984000,22220000,3950000,8968000,18209000
1718907,2012,65131000,2111000,28862000,3927000,10547000,19683000
1718907,2013,76075000,2617000,33205000,3918000,13528000,22807000
1718907,2014,93431000,2993000,47003000,4679000,15281000,23475000
1718907,2015,109430000,4382000,53590000,4747000,20747000,25965000
1718907,2016,87265000,3570000,36701000,2410000,15368000,29216000
1718907,2017,146869000,7691000,68447000,5206000,36265000,29260000
1718907,2018,149228000,8846000,64304000,5995000,38446000,31637000
1718907,2019,144887000,7748000,65360000,4377000,34354000,33048000
1718907,2020,236631000,13366000,113947000,5387000,67988000,35942000
1718907,2021,307685000,15449000,177193000,7930000,65327000,41786000
1719004,2010,16502000,1028000,2724000,1023000,2750000,8977000
1719004,2011,18038000,1063000,3119000,1674000,2940000,9243000
1719004,2012,19935000,767000,3342000,1117000,3542000,11167000
1719004,2013,22415000,715000,3669000,869000,3839000,13323000
1719004,2014,23102000,735000,3842000,615000,3879000,14030000
1719004,2015,24716000,859000,3988000,632000,4240000,14996000
1719004,2016,27732000,926000,4695000,900000,4580000,16630000
1719004,2017,32280000,1498000,4453000,2582000,6489000,17258000
1719004,2018,32086000,1537000,4129000,870000,6138000,19411000
1719004,2019,36100000,1779000,4184000,899000,7251000,21986000
1719004,2020,37859000,1297000,5477000,933000,6223000,23930000
1719004,2021,48098000,1681000,12489000,2017000,6807000,25104000
1720002,2010,14703000,399000,2494000,700000,2275000,8835000
1720002,2011,15326000,393000,2026000,927000,2234000,9746000
1720002,2012,16197000,394000,1992000,1100000,2423000,10289000
1720002,2013,22676000,375000,5313000,932000,2903000,13153000
1720002,2014,25455000,410000,7806000,613000,3037000,13590000
1720002,2015,26833000,751000,8543000,561000,3051000,13927000
1720002,2016,31571000,845000,10604000,610000,3684000,15828000
1720002,2017,30733000,1008000,7996000,922000,4738000,16069000
1720002,2018,28803000,934000,5776000,774000,4147000,17172000
1720002,2019,32733000,999000,7285000,917000,4857000,18676000
1720002,2020,37116000,1003000,10739000,980000,4696000,19698000
1720002,2021,41931000,1118000,13774000,1015000,4757000,21266000
1720101,2010,22708000,751000,3273000,1168000,3246000,14270000
1720101,2011,25060000,814000,2786000,1588000,3635000,16237000
1720101,2012,31224000,943000,2963000,1746000,5231000,20341000
1720101,2013,34669000,1021000,3965000,1350000,5938000,22395000
1720101,2014,38508000,1259000,5351000,1273000,6450000,24175000
1720101,2015,43047000,2891000,6275000,1333000,7160000,25389000
1720101,2016,48259000,3735000,7647000,1323000,7306000,28249000
1720101,2017,49687000,2334000,7864000,1244000,9232000,29013000
1720101,2018,53133000,2380000,8336000,1310000,8987000,32119000
1720101,2019,57703000,2138000,7873000,1553000,10533000,35605000
1720101,2020,64306000,3025000,12189000,1605000,10979000,36508000
1720101,2021,73590000,3145000,16584000,1700000,11641000,40519000
1720150,2010,11117000,219000,3088000,730000,1432000,5647000
1720150,2011,12082000,274000,2994000,653000,1649000,6513000
1720150,2012,12647000,222000,2797000,709000,1812000,7107000
1720150,2013,14055000,253000,2290000,643000,2003000,8865000
1720150,2014,14151000,295000,1889000,613000,2146000,9208000
1720150,2015,15009000,357000,1766000,465000,2270000,10152000
1720150,2016,17951000,388000,2892000,409000,2361000,11902000
1720150,2017,18482000,437000,2252000,517000,3141000,12134000
1720150,2018,20810000,602000,3047000,622000,3887000,12653000
1720150,2019,23269000,604000,3974000,894000,4481000,13316000
