cod_ibge,ano,pib,impostos_liquidos,va_agropecuaria,va_industria,va_servicos,va_adespss
1700251,2010,16234000,514000,4355000,730000,2404000,8231000
1700251,2011,18710000,554000,5502000,940000,2418000,9296000
1700251,2012,20746000,594000,5906000,998000,3037000,10211000
1700251,2013,26613000,596000,6732000,3121000,3626000,12537000
1700251,2014,27178000,721000,8313000,1557000,3874000,12713000
1700251,2015,37328000,976000,16076000,1008000,5196000,14072000
1700251,2016,47386000,1631000,20313000,2109000,6798000,16535000
1700251,2017,56479000,1831000,26897000,1467000,8576000,17708000
1700251,2018,52413000,1453000,23789000,1243000,7515000,18413000
1700251,2019,53962000,1333000,24147000,1748000,7710000,19025000
1700251,2020,76414000,1491000,42752000,2204000,9088000,20880000
1700251,2021,112135000,1852000,74730000,2743000,9665000,23145000
1700301,2010,65256000,11175000,3534000,9205000,24163000,17180000
1700301,2011,65391000,10768000,3370000,7830000,22695000,20728000
1700301,2012,80978000,12950000,3546000,14175000,27203000,23104000
1700301,2013,107771000,17861000,7629000,16975000,37284000,28023000
1700301,2014,87868000,9496000,14349000,6315000,27980000,29728000
1700301,2015,109236000,12234000,19368000,7475000,37748000,32411000
1700301,2016,134499000,13340000,38386000,7297000,38513000,36963000
1700301,2017,127038000,13199000,23251000,5862000,46662000,38065000
1700301,2018,124948000,16958000,8518000,10096000,48094000,41282000
1700301,2019,162923000,22402000,14217000,18677000,61567000,46059000
1700301,2020,164457000,26798000,16719000,22948000,51322000,46669000
1700301,2021,165480000,29156000,17292000,21956000,45844000,51231000
1700350,2010,46764000,5417000,8487000,2060000,11439000,19360000
1700350,2011,51979000,3772000,9483000,4959000,11107000,22659000
1700350,2012,52879000,2653000,10645000,3623000,12977000,22981000
1700350,2013,63294000,3157000,11948000,5355000,15361000,27473000
1700350,2014,64887000,3278000,13824000,3583000,16266000,27936000
1700350,2015,73158000,3252000,18122000,4316000,18301000,29169000
1700350,2016,94295000,3828000,36098000,3364000,18946000,32059000
1700350,2017,116126000,4485000,51617000,4306000,23773000,31946000
1700350,2018,103526000,6613000,24073000,3976000,34361000,34503000
1700350,2019,109409000,6203000,26734000,6452000,32593000,37427000
1700350,2020,154385000,13372000,39222000,5678000,57455000,38658000
1700350,2021,616571000,21770000,472909000,6296000,72123000,43473000
1700400,2010,62942000,3484000,24569000,3026000,8820000,23043000
1700400,2011,73074000,4140000,27982000,5026000,9666000,26260000
1700400,2012,83699000,4934000,33125000,4651000,12453000,28536000
1700400,2013,93826000,3580000,37257000,4380000,14772000,33837000
1700400,2014,107424000,3611000,49444000,3894000,15705000,34770000
1700400,2015,119955000,3881000,59233000,4130000,16303000,36409000
1700400,2016,125463000,4067000,60996000,4077000,15273000,41050000
1700400,2017,151376000,5654000,78463000,7219000,20292000,39748000
1700400,2018,151823000,4902000,79923000,4165000,19679000,43155000
1700400,2019,171927000,5056000,93434000,4322000,23518000,45597000
1700400,2020,178542000,5093000,97369000,4530000,23261000,48290000
1700400,2021,273741000,6676000,183498000,6912000,24691000,51963000
1700707,2010,144372000,18430000,15371000,48134000,36197000,26239000
1700707,2011,214031000,35114000,20429000,80616000,45939000,31934000
1700707,2012,197775000,27416000,37076000,47755000,51407000,34121000
1700707,2013,218020000,32383000,44202000,41427000,62553000,37454000
1700707,2014,227896000,27772000,59161000,36082000,66076000,38805000
1700707,2015,231814000,29178000,52026000,32050000,77106000,41454000
1700707,2016,270766000,39237000,47184000,49040000,89615000,45689000
1700707,2017,331677000,42527000,50989000,96845000,94564000,46752000
1700707,2018,298510000,41915000,61609000,40099000,104401000,50487000
1700707,2019,335148000,47296000,47865000,45674000,137534000,56779000
1700707,2020,404850000,54501000,97394000,40286000,151812000,60857000
1700707,2021,474111000,67860000,152194000,42885000,146123000,65048000
1701002,2010,61771000,3019000,9146000,2166000,16478000,30962000
1701002,2011,69441000,3436000,10213000,3187000,16559000,36045000
1701002,2012,76290000,3773000,11211000,3286000,18903000,39116000
1701002,2013,85113000,3518000,12311000,4223000,21523000,43539000
1701002,2014,86109000,3631000,13731000,2299000,21883000,44565000
1701002,2015,89900000,3160000,15830000,2178000,21001000,47732000
1701002,2016,108842000,5353000,18295000,2415000,29021000,53759000
1701002,2017,124894000,6551000,30399000,3600000,30994000,53349000
1701002,2018,130713000,7294000,29897000,3661000,30899000,58962000
1701002,2019,148477000,7362000,35099000,4576000,37444000,63996000
1701002,2020,139737000,7120000,28960000,4313000,34625000,64719000
1701002,2021,159769000,8938000,42527000,4488000,34258000,69558000
1701051,2010,25223000,410000,2417000,8222000,3487000,10688000
1701051,2011,20737000,771000,2745000,1366000,3381000,12474000
1701051,2012,22557000,695000,3005000,1286000,3792000,13780000
1701051,2013,28697000,650000,5397000,1136000,4282000,17233000
1701051,2014,30646000,698000,6512000,1233000,4418000,17786000
1701051,2015,40468000,924000,14898000,1072000,4700000,18874000
1701051,2016,44036000,997000,16115000,1111000,4809000,21005000
1701051,2017,35480000,1247000,6619000,1333000,5508000,20773000
1701051,2018,35666000,935000,5453000,1089000,5400000,22789000
1701051,2019,39491000,1137000,6157000,1260000,5742000,25195000
1701051,2020,41536000,987000,7361000,1565000,5716000,25907000
1701051,2021,48276000,1328000,10234000,1661000,6296000,28758000
1701101,2010,32141000,1195000,10219000,1906000,5737000,13084000
1701101,2011,47884000,1567000,20028000,3143000,7774000,15372000
1701101,2012,51983000,1585000,20783000,4043000,8481000,17091000
1701101,2013,59320000,1638000,23872000,3063000,9886000,20861000
1701101,2014,72660000,1786000,33004000,3467000,10724000,23679000
1701101,2015,71286000,2325000,30311000,2628000,10977000,25045000
1701101,2016,73533000,2778000,28055000,2307000,11859000,28535000
1701101,2017,91452000,3062000,40163000,3405000,14870000,29952000
1701101,2018,102337000,3299000,47620000,3135000,15782000,32501000
1701101,2019,127209000,4405000,56742000,3756000,27950000,34355000
1701101,2020,208458000,5498000,126169000,4973000,34797000,37022000
1701101,2021,255912000,8265000,161633000,6608000,38178000,41229000
1701309,2010,34844000,739000,10429000,1379000,3865000,18432000
1701309,2011,40141000,1029000,11365000,2430000,4432000,20884000
1701309,2012,42748000,978000,12334000,1841000,5018000,22576000
1701309,2013,49741000,1105000,13506000,1459000,5819000,27852000
1701309,2014,53289000,1096000,15509000,1214000,6142000,29328000
1701309,2015,58663000,1251000,18617000,1103000,6417000,31275000
1701309,2016,63895000,1495000,20404000,1059000,6420000,34518000
1701309,2017,63243000,1715000,18248000,1371000,8143000,33766000
1701309,2018,63206000,1436000,18009000,1213000,7101000,35447000
1701309,2019,67899000,1474000,18964000,1777000,7424000,38261000
1701309,2020,78177000,1667000,25583000,1556000,8219000,41152000
1701309,2021,98441000,1797000,43334000,1784000,8618000,42908000
1701903,2010,37094000,1296000,8426000,1688000,6252000,19432000
1701903,2011,45328000,1448000,12057000,2516000,6633000,22674000
1701903,2012,52350000,1882000,13234000,2788000,9442000,25003000
1701903,2013,58672000,1814000,15558000,1980000,9992000,29328000
1701903,2014,68914000,2016000,21081000,2051000,11259000,32507000
1701903,2015,74800000,2556000,21576000,3375000,12920000,34372000
1701903,2016,94605000,3690000,33767000,2621000,15795000,38733000
1701903,2017,133138000,4196000,64055000,3540000,20865000,40481000
1701903,2018,126470000,4228000,53912000,3226000,20166000,44938000
1701903,2019,143577000,4526000,60671000,4436000,24639000,49305000
1701903,2020,258570000,5593000,162374000,7158000,32957000,50488000
1701903,2021,240246000,5415000,148350000,6923000,24595000,54963000
1702000,2010,97398000,4207000,31567000,10881000,22421000,28321000
1702000,2011,102934000,4597000,36402000,6716000,22049000,33170000
1702000,2012,113535000,5358000,38342000,6565000,27096000,36174000
1702000,2013,121562000,4684000,44093000,5204000,26726000,40856000
1702000,2014,138334000,5505000,53264000,5368000,30572000,43624000
1702000,2015,158036000,6260000,66416000,4674000,34437000,46249000
1702000,2016,181290000,7561000,78933000,4478000,38430000,51888000
1702000,2017,186488000,8231000,77156000,5994000,44755000,50352000
1702000,2018,191651000,8374000,77490000,5835000,45392000,54560000
1702000,2019,449522000,11464000,308552000,7431000,63102000,58973000
1702000,2020,273397000,9971000,137347000,7422000,57419000,61239000
1702000,2021,349050000,12303000,200286000,8542000,63020000,64899000
1702109,2010,1980668000,238669000,35034000,309755000,941162000,456048000
1702109,2011,2139828000,259356000,35720000,309385000,992140000,543227000
1702109,2012,2434281000,280646000,37498000,333639000,1176331000,606168000
1702109,2013,2887139000,332790000,37314000,405125000,1399416000,712494000
1702109,2014,3038315000,351381000,47876000,396876000,1495023000,747159000
1702109,2015,3442013000,370871000,54873000,452999000,1742059000,821210000
1702109,2016,3799312000,425178000,61742000,426287000,1943239000,942865000
1702109,2017,4140528000,442954000,54222000,598214000,2086080000,959058000
1702109,2018,4363395000,498196000,54041000,520175000,2221668000,1069316000
1702109,2019,4718947000,525002000,58635000,577186000,2376526000,1181598000
1702109,2020,4752385000,561449000,78094000,487857000,2396927000,1228059000
1702109,2021,5239050000,723122000,112274000,521090000,2540744000,1341819000
1702158,2010,37212000,1005000,10080000,1977000,6835000,17316000
1702158,2011,41164000,965000,11697000,2553000,6246000,19703000
1702158,2012,44861000,860000,12410000,2386000,6920000,22285000
1702158,2013,50347000,893000,14050000,2301000,7508000,25594000
1702158,2014,52971000,807000,16439000,2289000,7383000,26054000
1702158,2015,58972000,1240000,18478000,2141000,8072000,29041000
1702158,2016,66875000,1934000,20059000,2035000,9657000,33189000
1702158,2017,64696000,1872000,16764000,2327000,10855000,32879000
1702158,2018,65019000,1832000,14680000,2595000,10033000,35880000
1702158,2019,69820000,2212000,15164000,2806000,10934000,38703000
1702158,2020,77992000,2255000,20413000,3083000,11127000,41114000
1702158,2021,101858000,2356000,39949000,3245000,10891000,45417000
1702208,2010,193361000,9447000,28355000,7981000,53954000,93625000
1702208,2011,202268000,11746000,16175000,11825000,55842000,106681000
1702208,2012,230764000,12585000,17844000,12063000,68507000,119764000
1702208,2013,286238000,15381000,21242000,14848000,86794000,147973000
1702208,2014,304914000,16957000,25118000,14120000,93670000,155049000
1702208,2015,329820000,16282000,28885000,13266000,104140000,167247000
1702208,2016,376397000,21132000,31989000,13487000,120608000,189180000
1702208,2017,390779000,20565000,34862000,17029000,127418000,190905000
1702208,2018,425144000,24605000,34784000,17336000,136910000,211508000
1702208,2019,446821000,23298000,38467000,20477000,137071000,227508000
1702208,2020,462123000,24691000,53868000,16143000,130976000,236445000
1702208,2021,529290000,30720000,97870000,19065000,137431000,244204000
1702307,2010,54103000,2054000,15113000,2845000,11787000,22304000
1702307,2011,62901000,2704000,17406000,3300000,14087000,25404000
1702307,2012,72325000,2952000,19539000,3824000,16401000,29609000
1702307,2013,78412000,2817000,23162000,4111000,16738000,31584000
1702307,2014,86911000,3162000,27504000,3857000,20146000,32242000
1702307,2015,96251000,3848000,30779000,3135000,24087000,34401000
1702307,2016,106385000,4868000,33344000,3402000,26713000,38059000
1702307,2017,99454000,4148000,28829000,4061000,27279000,35137000
1702307,2018,288208000,4902000,27497000,173233000,42708000,39869000
1702307,2019,180909000,4692000,28546000,70072000,33941000,43658000
1702307,2020,356785000,5831000,39715000,224518000,41748000,44974000
1702307,2021,324523000,7285000,60824000,170127000,37392000,48895000
1702406,2010,117229000,3594000,53188000,8675000,19803000,31969000
1702406,2011,102544000,3917000,35987000,7248000,18624000,36767000
1702406,2012,120303000,12552000,36729000,7642000,22468000,40912000
1702406,2013,157478000,12852000,45862000,21661000,26703000,50400000
1702406,2014,137001000,9870000,31171000,16152000,27793000,52014000
1702406,2015,129116000,6196000,33689000,6837000,28064000,54330000
1702406,2016,143069000,7447000,36717000,8808000,31205000,58892000
1702406,2017,159682000,13484000,35034000,11465000,38250000,61448000
1702406,2018,185540000,26972000,35787000,12617000,43460000,66703000
1702406,2019,209124000,21203000,40912000,26727000,49642000,70640000
1702406,2020,195448000,10887000,56694000,8122000,45822000,73922000
1702406,2021,223310000,9962000,82975000,8818000,44556000,76999000
1702554,2010,101686000,7288000,6142000,9795000,31993000,46468000
1702554,2011,118462000,7639000,7170000,12602000,35930000,55121000
1702554,2012,137688000,9378000,7977000,13853000,45891000,60588000
1702554,2013,165829000,9837000,9055000,20014000,53491000,73431000
1702554,2014,171729000,10884000,11015000,13833000,58155000,77841000
1702554,2015,190943000,11908000,12101000,11349000,70581000,85004000
1702554,2016,222277000,15399000,12987000,17930000,80219000,95742000
1702554,2017,235998000,15903000,11887000,19713000,91338000,97158000
1702554,2018,253207000,17897000,11447000,14930000,102263000,106669000
1702554,2019,280585000,19312000,12423000,18616000,110212000,120021000
1702554,2020,288579000,21299000,17001000,17285000,111298000,121697000
1702554,2021,305118000,24664000,27450000,18659000,103437000,130909000
1702703,2010,21789000,528000,5327000,1223000,3274000,11437000
1702703,2011,24915000,696000,6576000,1401000,3613000,12629000
1702703,2012,27212000,734000,7182000,1489000,4205000,13602000
1702703,2013,31699000,820000,7906000,1219000,4872000,16883000
1702703,2014,33875000,788000,8814000,1082000,4973000,18219000
1702703,2015,37445000,983000,9584000,2267000,5192000,19419000
1702703,2016,41487000,1243000,11116000,1471000,5666000,21991000
1702703,2017,40972000,1308000,9941000,1716000,6471000,21536000
1702703,2018,42076000,1321000,9611000,1748000,6362000,23033000
1702703,2019,46935000,1514000,10028000,2154000,7435000,25803000
1702703,2020,51244000,1629000,13687000,1530000,7440000,26958000
1702703,2021,58806000,2011000,19176000,1855000,7364000,28400000
1702901,2010,52291000,2018000,5764000,1956000,12632000,29922000
1702901,2011,58117000,2264000,5168000,2798000,12818000,35068000
1702901,2012,64913000,2684000,5169000,2986000,14986000,39088000
1702901,2013,79718000,2875000,5911000,3381000,17711000,49839000
1702901,2014,83505000,3186000,7381000,2664000,19305000,50969000
1702901,2015,92032000,3760000,8450000,2660000,21465000,55698000
1702901,2016,104586000,4831000,10672000,2587000,24640000,61856000
1702901,2017,103842000,4241000,9631000,2930000,25255000,61784000
1702901,2018,120410000,5373000,17607000,3420000,26891000,67118000
1702901,2019,133267000,6152000,18576000,3987000,31746000,72806000
1702901,2020,124760000,5569000,15534000,3456000,28085000,72116000
1702901,2021,141092000,6665000,21290000,3740000,28201000,81195000
1703008,2010,58612000,3731000,8750000,5283000,8181000,32667000
1703008,2011,61868000,2362000,8571000,4109000,7922000,38904000
1703008,2012,61026000,1595000,9143000,2976000,7739000,39573000
1703008,2013,84676000,1853000,22745000,3272000,9295000,47511000
1703008,2014,90440000,3008000,24128000,3151000,10437000,49716000
1703008,2015,92000000,2225000,24053000,3268000,9792000,52662000
1703008,2016,101667000,2346000,27572000,2994000,10324000,58432000
1703008,2017,102829000,2974000,25031000,3393000,13713000,57718000
1703008,2018,105060000,2730000,23559000,3767000,12821000,62182000
1703008,2019,112508000,2892000,24635000,3666000,14351000,66965000
1703008,2020,127638000,3497000,34178000,4719000,16128000,69117000
1703008,2021,158741000,3876000,57534000,5336000,16247000,75749000
1703057,2010,45296000,1385000,14454000,12488000,5933000,11036000
1703057,2011,70020000,1876000,16956000,29594000,8978000,12615000
1703057,2012,56894000,2064000,18129000,15807000,7250000,13645000
1703057,2013,83175000,1715000,21066000,32173000,11109000,17111000
1703057,2014,90901000,2009000,24849000,34641000,11409000,17993000
1703057,2015,86779000,2385000,28197000,27268000,9782000,19146000
1703057,2016,83262000,2927000,31240000,18525000,8666000,21904000
1703057,2017,68677000,1980000,28555000,6297000,8731000,23114000
1703057,2018,120322000,2162000,26340000,50794000,15382000,25644000
1703057,2019,103147000,2491000,27017000,31913000,13593000,28132000
1703057,2020,130974000,4082000,36381000,43149000,16699000,30662000
1703057,2021,178654000,5509000,52114000,70648000,19091000,31291000
1703073,2010,25458000,914000,7699000,1170000,3141000,12534000
1703073,2011,30163000,806000,9092000,1618000,3643000,15003000
1703073,2012,38544000,1943000,12013000,2112000,5155000,17321000
1703073,2013,44373000,1057000,14310000,1873000,6452000,20680000
1703073,2014,50601000,1197000,18786000,1992000,6823000,21803000
1703073,2015,48748000,1249000,15798000,1538000,6674000,23490000
1703073,2016,55246000,1562000,17673000,1476000,7314000,27220000
1703073,2017,46306000,1452000,9120000,1425000,8129000,26179000
1703073,2018,56230000,1841000,15140000,1581000,8712000,28956000
1703073,2019,57845000,1858000,13773000,1634000,8903000,31677000
1703073,2020,73105000,1754000,27310000,1663000,9435000,32943000
1703073,2021,113260000,2438000,60887000,2691000,11367000,35876000
1703107,2010,38099000,2127000,7636000,2544000,9326000,16466000
1703107,2011,46217000,2953000,9279000,3489000,11426000,19070000
1703107,2012,46669000,2613000,9223000,3190000,11056000,20587000
1703107,2013,53920000,2725000,10278000,3502000,13011000,24403000
1703107,2014,55472000,2935000,10383000,3588000,13147000,25419000
1703107,2015,61091000,3289000,12194000,3090000,15310000,27208000
1703107,2016,71681000,4753000,14334000,3143000,17949000,31502000
1703107,2017,84020000,6090000,15641000,3373000,25556000,33360000
1703107,2018,93834000,6690000,15215000,8930000,26977000,36021000
1703107,2019,95742000,6443000,15845000,6478000,27728000,39248000
1703107,2020,106923000,7653000,23304000,5181000,29485000,41299000
1703107,2021,122016000,10116000,32502000,5680000,29420000,44299000
1703206,2010,37848000,1887000,12116000,2245000,5642000,15958000
1703206,2011,41943000,2078000,13119000,2573000,6344000,17829000
1703206,2012,46469000,2568000,13101000,3426000,7651000,19722000
1703206,2013,50558000,2689000,14497000,2704000,7965000,22703000
1703206,2014,54142000,2692000,16449000,2393000,8995000,23614000
1703206,2015,64822000,3178000,23661000,2535000,10464000,24984000
1703206,2016,75545000,4557000,27303000,3557000,11383000,28744000
1703206,2017,77636000,4942000,26313000,5982000,13071000,27328000
1703206,2018,74696000,5304000,24117000,3085000,12585000,29605000
1703206,2019,72861000,5701000,20599000,3511000,12643000,30408000
1703206,2020,81871000,5411000,27538000,3184000,14366000,31373000
1703206,2021,102684000,6073000,42800000,3135000,14185000,36491000
1703305,2010,28849000,594000,10466000,1140000,4076000,12574000
1703305,2011,32780000,708000,11111000,1569000,4455000,14936000
1703305,2012,44726000,819000,18908000,2359000,5927000,16713000
1703305,2013,45052000,1052000,15069000,2066000,6281000,20585000
1703305,2014,71087000,1211000,36984000,3211000,8038000,21643000
1703305,2015,60935000,1197000,26924000,2286000,7183000,23345000
1703305,2016,61567000,1426000,22989000,4031000,7108000,26013000
1703305,2017,63217000,1434000,21947000,4133000,8897000,26806000
1703305,2018,74023000,1703000,27295000,6585000,8929000,29511000
1703305,2019,134102000,2293000,79550000,3682000,15183000,33394000
1703305,2020,126172000,2031000,71614000,3407000,13802000,35318000
1703305,2021,139410000,2118000,83369000,3909000,11814000,38199000
1703602,2010,18970000,741000,5510000,902000,3386000,8432000
1703602,2011,21270000,910000,6169000,1111000,3184000,9896000
1703602,2012,26582000,1802000,5809000,1402000,7064000,10505000
1703602,2013,31570000,1815000,7646000,1308000,7885000,12917000
1703602,2014,34646000,2601000,8454000,1165000,9042000,13384000
1703602,2015,39755000,3036000,8472000,1983000,12465000,13799000
1703602,2016,39484000,3343000,8157000,849000,11341000,15795000
1703602,2017,38491000,2854000,7372000,993000,11739000,15532000
1703602,2018,41060000,3357000,6874000,1084000,12270000,17474000
1703602,2019,41733000,2783000,8394000,1156000,12060000,17340000
1703602,2020,54967000,5844000,9796000,1016000,20477000,17835000
1703602,2021,75634000,11159000,13936000,1408000,28037000,21095000
1703701,2010,48612000,2823000,15440000,3875000,8798000,17677000
1703701,2011,64337000,5617000,23306000,4673000,10135000,20606000
1703701,2012,68074000,3640000,26309000,4234000,11521000,22370000
1703701,2013,77799000,3019000,29610000,4859000,13723000,26588000
1703701,2014,89374000,2668000,40829000,4450000,13789000,27637000
1703701,2015,95909000,2677000,46609000,3886000,13559000,29178000
1703701,2016,89586000,3020000,36961000,3104000,13788000,32713000
1703701,2017,154449000,3826000,96548000,3648000,17951000,32476000
1703701,2018,193570000,4689000,131827000,3676000,17852000,35527000
1703701,2019,170079000,5344000,100120000,4111000,21646000,38858000
1703701,2020,222536000,5533000,149980000,4131000,22991000,39901000
1703701,2021,272945000,6470000,195158000,5251000,21840000,44226000
1703800,2010,49310000,2461000,3011000,2804000,11905000,29128000
1703800,2011,53910000,2427000,2785000,3304000,11118000,34276000
1703800,2012,57977000,2413000,3184000,3281000,11902000,37196000
1703800,2013,66688000,2300000,3716000,3620000,12900000,44151000
1703800,2014,68182000,2578000,4400000,3294000,13406000,44505000
1703800,2015,76159000,2719000,4845000,3446000,14744000,50406000
1703800,2016,87768000,3672000,5300000,3756000,17029000,58012000
1703800,2017,94762000,4437000,6299000,5088000,20491000,58446000
1703800,2018,97737000,4440000,6546000,4165000,19168000,63418000
1703800,2019,108224000,4248000,7307000,4702000,20475000,71492000
1703800,2020,116521000,4222000,11067000,4848000,20014000,76370000
1703800,2021,161641000,5963000,44530000,5812000,22966000,82370000
1703826,2010,13097000,395000,1904000,617000,2088000,8092000
1703826,2011,13908000,353000,1293000,677000,2087000,9498000
1703826,2012,15112000,374000,1405000,783000,2396000,10153000
1703826,2013,17929000,449000,2351000,662000,2570000,11898000
1703826,2014,21664000,647000,3655000,676000,3210000,13477000
1703826,2015,22182000,637000,3836000,550000,3406000,13754000
1703826,2016,26403000,903000,4940000,518000,4133000,15909000
1703826,2017,25904000,921000,3715000,676000,4776000,15817000
1703826,2018,27219000,956000,3586000,661000,4685000,17331000
1703826,2019,29234000,978000,4297000,754000,4733000,18472000
1703826,2020,33542000,948000,6141000,829000,5076000,20548000
1703826,2021,58547000,1206000,28901000,1339000,5963000,21138000
1703842,2010,161233000,14930000,68589000,14797000,36385000,26532000
1703842,2011,205546000,21587000,78910000,16707000,57629000,30712000
1703842,2012,276422000,26042000,111532000,34416000,70968000,33464000
1703842,2013,286958000,24425000,122571000,28876000,70173000,40913000
1703842,2014,381718000,35380000,166233000,43394000,92248000,44464000
1703842,2015,314383000,25208000,130695000,24779000,85029000,48672000
1703842,2016,274355000,19809000,105490000,17411000,76797000,54848000
1703842,2017,290585000,26263000,85666000,39780000,83245000,55630000
1703842,2018,306171000,17131000,140902000,12144000,74565000,61431000
1703842,2019,333975000,14859000,160152000,9500000,79307000,70157000
1703842,2020,472482000,19401000,263185000,10969000,104259000,74668000
1703842,2021,1004931000,33930000,706472000,22035000,161822000,80671000
1703867,2010,63927000,9482000,13020000,3849000,24555000,13020000
1703867,2011,91632000,15301000,14189000,6666000,39723000,15753000
1703867,2012,102874000,15181000,20016000,11713000,39118000,16846000
1703867,2013,127304000,18721000,21796000,12146000,53627000,21015000
1703867,2014,223167000,31976000,46713000,17487000,104645000,22345000
1703867,2015,286391000,39970000,39860000,18710000,163628000,24223000
1703867,2016,295819000,47696000,25367000,31403000,163892000,27462000
1703867,2017,345108000,54150000,36555000,79815000,146443000,28144000
1703867,2018,348251000,63280000,38940000,42306000,171893000,31830000
1703867,2019,364925000,63096000,39210000,56876000,170114000,35629000
1703867,2020,394470000,66235000,77585000,48674000,162772000,39204000
1703867,2021,517715000,117940000,102971000,84143000,169031000,43630000
1703883,2010,20878000,901000,6111000,860000,4141000,8865000
1703883,2011,22854000,1081000,6240000,1241000,4459000,9832000
1703883,2012,24400000,1104000,6614000,1181000,5045000,10456000
1703883,2013,30244000,1396000,6830000,1391000,6589000,14038000
1703883,2014,33225000,1714000,8402000,1040000,7234000,14835000
1703883,2015,32234000,1212000,8656000,935000,6030000,15402000
1703883,2016,35398000,1469000,9158000,738000,6293000,17740000
1703883,2017,35771000,1923000,7350000,935000,7337000,18227000
1703883,2018,36922000,1583000,6969000,1098000,7142000,20130000
1703883,2019,41448000,1629000,7614000,1417000,8562000,22226000
1703883,2020,45097000,1557000,9752000,1296000,8122000,24369000
1703883,2021,69222000,1897000,30368000,1516000,8688000,26754000
1703891,2010,19058000,457000,1617000,943000,3154000,12887000
1703891,2011,21246000,465000,1796000,1193000,3221000,14571000
1703891,2012,23420000,518000,2140000,1286000,3816000,15660000
1703891,2013,27368000,576000,2476000,1327000,4177000,18812000
1703891,2014,29129000,604000,2985000,1316000,4496000,19729000
1703891,2015,30620000,736000,3652000,1136000,4515000,20581000
1703891,2016,34606000,821000,4248000,1160000,4614000,23763000
1703891,2017,37415000,918000,4840000,1543000,5841000,24274000
1703891,2018,40010000,928000,4666000,1777000,5701000,26938000
1703891,2019,43338000,1027000,5192000,1854000,5695000,29570000
1703891,2020,45464000,911000,7318000,1542000,5583000,30112000
1703891,2021,50561000,1026000,9490000,1682000,5849000,32513000
1703909,2010,28715000,1153000,5899000,1347000,5727000,14590000
1703909,2011,34014000,1291000,6973000,3125000,5950000,16675000
1703909,2012,42863000,1679000,10417000,5006000,7691000,18071000
1703909,2013,56380000,1708000,15068000,6681000,9625000,23299000
1703909,2014,66646000,2253000,23547000,4689000,10981000,25176000
1703909,2015,64811000,2807000,19767000,2770000,12807000,26661000
1703909,2016,161634000,4893000,96435000,7690000,21524000,31091000
1703909,2017,132681000,4835000,65563000,8551000,22043000,31688000
1703909,2018,157639000,7404000,75943000,8217000,31395000,34680000
1703909,2019,168549000,7876000,72873000,11289000,37744000,38767000
1703909,2020,447766000,10400000,325670000,9186000,61722000,40787000
1703909,2021,389493000,9679000,284574000,8940000,41881000,44418000
1704105,2010,15279000,345000,2960000,716000,2094000,9165000
1704105,2011,17161000,407000,3199000,864000,2177000,10514000
1704105,2012,20555000,515000,4297000,1058000,3027000,11657000
1704105,2013,20081000,403000,2114000,645000,2889000,14030000
1704105,2014,24603000,616000,5261000,739000,3620000,14366000
1704105,2015,28078000,813000,6722000,658000,4115000,15771000
1704105,2016,30300000,935000,6542000,581000,4454000,17788000
1704105,2017,33009000,1022000,7815000,676000,5500000,17995000
1704105,2018,34345000,1116000,8191000,701000,5181000,19156000
1704105,2019,42468000,1368000,12515000,876000,6343000,21365000
1704105,2020,65315000,1634000,32539000,1194000,7880000,22068000
1704105,2021,64557000,1713000,30023000,1230000,6878000,24714000
1704600,2010,11127000,300000,3486000,784000,1240000,5317000
1704600,2011,12499000,279000,4074000,931000,1271000,5945000
1704600,2012,13609000,331000,4208000,827000,1586000,6657000
1704600,2013,15411000,307000,4610000,838000,1728000,7928000
1704600,2014,17096000,312000,5466000,922000,1953000,8444000
1704600,2015,19606000,440000,7011000,935000,1980000,9239000
1704600,2016,21829000,537000,8301000,794000,2038000,10159000
1704600,2017,26019000,642000,8718000,3306000,2819000,10533000
1704600,2018,23899000,539000,8191000,1166000,2725000,11278000
1704600,2019,24002000,517000,9447000,640000,2620000,10778000
1704600,2020,33245000,733000,15588000,1007000,3986000,11931000
1704600,2021,39824000,819000,19794000,1208000,3830000,14173000
1705102,2010,27637000,1016000,9300000,1337000,4583000,11401000
1705102,2011,31174000,1002000,11292000,1701000,4483000,12697000
1705102,2012,40865000,1005000,17369000,2476000,6069000,13945000
1705102,2013,43802000,1067000,17434000,1956000,6898000,16447000
1705102,2014,56449000,1244000,28031000,3249000,7063000,16862000
1705102,2015,60989000,1571000,31572000,2244000,7880000,17723000
1705102,2016,61465000,1779000,29833000,1843000,7833000,20177000
1705102,2017,66294000,1834000,31479000,2012000,9950000,21018000
1705102,2018,64165000,2352000,26843000,2992000,9374000,22605000
1705102,2019,68829000,2067000,29327000,2182000,10611000,24642000
1705102,2020,91724000,2684000,49133000,3265000,11245000,25397000
1705102,2021,148973000,3679000,83513000,18831000,14542000,28409000
1705508,2010,314491000,31671000,14326000,46550000,120400000,101544000
1705508,2011,351447000,40411000,16217000,45508000,133306000,116004000
1705508,2012,406845000,43619000,17013000,61104000,155760000,129348000
1705508,2013,472128000,47664000,19880000,65597000,185538000,153449000
1705508,2014,490489000,49453000,25726000,59168000,195202000,160940000
1705508,2015,577208000,57487000,29546000,63357000,250677000,176141000
1705508,2016,637264000,65668000,32587000,73081000,265418000,200511000
1705508,2017,688212000,72242000,29630000,62075000,324161000,200104000
