cod_ibge,ano,mes,tipo_unidade,estabelecimentos
1703701,2020,12,68,1
1703701,2020,12,2,2
1703701,2021,12,2,2
1703701,2021,12,5,1
1703701,2021,12,50,1
1703701,2021,12,68,1
1703701,2022,12,2,2
1703701,2022,12,5,1
1703701,2022,12,68,1
1703701,2022,12,50,1
1703701,2023,12,2,2
1703701,2023,12,68,1
1703701,2023,12,50,1
1703701,2023,12,5,1
1703701,2024,12,68,1
1703701,2024,12,2,2
1703701,2024,12,50,1
1703701,2024,12,5,1
1703800,2019,12,74,1
1703800,2019,12,68,1
1703800,2019,12,2,5
1703800,2019,12,70,1
1703800,2019,12,50,1
1703800,2020,12,68,1
1703800,2020,12,74,1
1703800,2020,12,50,1
1703800,2020,12,70,1
1703800,2020,12,2,7
1703800,2021,12,68,1
1703800,2021,12,2,7
1703800,2021,12,74,1
1703800,2021,12,50,1
1703800,2021,12,70,1
1703800,2022,12,68,1
1703800,2022,12,70,1
1703800,2022,12,2,7
1703800,2022,12,74,1
1703800,2022,12,50,1
1703800,2023,12,2,6
1703800,2023,12,70,1
1703800,2023,12,71,1
1703800,2023,12,68,1
1703800,2023,12,74,1
1703800,2023,12,50,1
1703800,2024,12,70,1
1703800,2024,12,71,1
1703800,2024,12,74,1
1703800,2024,12,2,6
1703800,2024,12,68,1
1703800,2024,12,50,1
1703826,2019,12,2,1
1703826,2019,12,50,1
1703826,2019,12,68,1
1703826,2020,12,50,1
1703826,2020,12,68,1
1703826,2020,12,2,1
1703826,2021,12,68,1
1703826,2021,12,50,1
1703826,2021,12,2,1
1703826,2022,12,50,1
1703826,2022,12,68,1
1703826,2022,12,2,1
1703826,2023,12,68,1
1703826,2023,12,50,1
1703826,2023,12,74,1
1703826,2023,12,2,1
1703826,2024,12,74,1
1703826,2024,12,2,1
1703826,2024,12,68,1
1703826,2024,12,50,1
1703842,2019,12,2,1
1703842,2019,12,74,1
1703842,2020,12,74,1
1703842,2020,12,2,1
1703842,2020,12,39,1
1703842,2021,12,39,1
1703842,2021,12,74,1
1703842,2021,12,2,1
1703842,2022,12,74,1
1703842,2022,12,50,1
1703842,2022,12,2,1
1703842,2023,12,74,1
1703842,2023,12,2,1
1703842,2023,12,50,1
1703842,2024,12,74,1
1703842,2024,12,2,1
1703842,2024,12,50,1
1703867,2019,12,39,1
1703867,2019,12,2,3
1703867,2019,12,68,1
1703867,2019,12,22,1
1703867,2019,12,50,1
1703867,2020,12,39,1
1703867,2020,12,68,1
1703867,2020,12,2,3
1703867,2020,12,50,1
1703867,2020,12,22,1
1703867,2021,12,68,1
1703867,2021,12,39,1
1703867,2021,12,50,1
1703867,2021,12,2,3
1703867,2021,12,22,1
1703867,2022,12,50,2
1703867,2022,12,68,1
1703867,2022,12,39,1
1703867,2022,12,43,1
1703867,2022,12,2,3
1703867,2023,12,39,1
1703867,2023,12,43,1
1703867,2023,12,2,3
1703867,2023,12,68,1
1703867,2023,12,50,2
1703867,2024,12,2,3
1703867,2024,12,50,2
1703867,2024,12,43,1
1703867,2024,12,39,1
1703867,2024,12,68,1
1703883,2019,12,68,1
1703883,2019,12,50,1
1703883,2019,12,2,1
1703883,2020,12,2,1
1703883,2020,12,50,1
1703883,2020,12,68,1
1703883,2021,12,50,1
1703883,2021,12,2,1
1703883,2021,12,68,1
1703883,2022,12,50,1
1703883,2022,12,2,1
1703883,2022,12,68,1
1703883,2023,12,68,1
1703883,2023,12,2,1
1703883,2023,12,50,1
1703883,2024,12,2,1
1703883,2024,12,50,1
1703883,2024,12,68,1
1703891,2019,12,2,2
1703891,2019,12,50,1
1703891,2019,12,68,1
1703891,2019,12,1,1
1703891,2019,12,43,1
1703891,2019,12,74,1
1703891,2020,12,1,1
1703891,2020,12,2,2
1703891,2020,12,50,1
1703891,2020,12,74,1
1703891,2020,12,68,1
1703891,2020,12,43,1
1703891,2021,12,2,2
1703891,2021,12,1,1
1703891,2021,12,74,1
1703891,2021,12,43,1
1703891,2021,12,50,1
