cod_ibge,ano,capitulo_cid10,obitos
1707108,2021,B,12
1707108,2021,G,1
1707108,2021,E,6
1707108,2021,W,2
1707108,2021,X,3
1707108,2021,C,4
1707108,2021,Y,1
1707108,2021,N,1
1707108,2021,I,18
1707108,2021,J,8
1707108,2021,P,1
1707108,2021,A,1
1707108,2022,Y,4
1707108,2022,C,3
1707108,2022,R,1
1707108,2022,P,3
1707108,2022,A,2
1707108,2022,W,1
1707108,2022,I,10
1707108,2022,X,3
1707108,2022,L,1
1707108,2022,F,2
1707108,2022,D,1
1707108,2022,B,3
1707108,2022,V,2
1707108,2022,J,5
1707108,2022,E,1
1707207,2019,P,1
1707207,2019,V,1
1707207,2019,I,13
1707207,2019,R,2
1707207,2019,E,1
1707207,2019,J,4
1707207,2019,Y,1
1707207,2019,C,6
1707207,2019,F,1
1707207,2019,K,2
1707207,2020,J,2
1707207,2020,I,12
1707207,2020,D,1
1707207,2020,A,1
1707207,2020,X,1
1707207,2020,W,3
1707207,2020,V,4
1707207,2020,C,5
1707207,2020,E,2
1707207,2020,B,8
1707207,2020,Y,1
1707207,2020,M,1
1707207,2020,K,3
1707207,2021,E,1
1707207,2021,B,16
1707207,2021,Q,1
1707207,2021,J,2
1707207,2021,K,1
1707207,2021,C,8
1707207,2021,I,7
1707207,2021,V,3
1707207,2021,F,1
1707207,2021,X,4
1707207,2021,D,2
1707207,2021,G,2
1707207,2021,Y,1
1707207,2022,B,1
1707207,2022,F,2
1707207,2022,I,10
1707207,2022,X,3
1707207,2022,J,1
1707207,2022,G,1
1707207,2022,K,2
1707207,2022,Q,1
1707207,2022,E,3
1707207,2022,C,4
1707207,2022,R,2
1707207,2022,V,2
1707207,2022,A,2
1707207,2022,P,1
1707306,2019,N,1
1707306,2019,I,3
1707306,2019,C,4
1707306,2019,E,4
1707306,2019,V,1
1707306,2019,K,1
1707306,2019,X,2
1707306,2019,J,1
1707306,2020,J,5
1707306,2020,B,3
1707306,2020,V,2
1707306,2020,D,1
1707306,2020,F,3
1707306,2020,E,2
1707306,2020,I,10
1707306,2020,R,3
1707306,2020,G,2
1707306,2020,X,1
1707306,2020,W,1
1707306,2021,K,1
1707306,2021,R,2
1707306,2021,G,2
1707306,2021,B,7
1707306,2021,C,3
1707306,2021,E,4
1707306,2021,J,4
1707306,2021,V,4
1707306,2021,F,1
1707306,2021,I,5
1707306,2022,B,5
1707306,2022,P,1
1707306,2022,A,1
1707306,2022,R,3
1707306,2022,E,2
1707306,2022,M,1
1707306,2022,C,5
1707306,2022,W,2
1707306,2022,K,1
1707306,2022,N,1
1707306,2022,I,8
1707306,2022,J,2
1707306,2022,Y,1
1707306,2022,V,3
1707405,2019,G,1
1707405,2019,M,1
1707405,2019,Q,3
1707405,2019,A,1
1707405,2019,C,4
1707405,2019,D,2
1707405,2019,V,4
1707405,2019,K,4
1707405,2019,I,11
1707405,2019,X,3
1707405,2019,W,1
1707405,2019,E,8
1707405,2019,F,5
1707405,2019,J,3
1707405,2019,Y,1
1707405,2020,G,3
1707405,2020,E,4
1707405,2020,N,1
1707405,2020,I,22
1707405,2020,F,3
1707405,2020,B,8
1707405,2020,J,1
1707405,2020,P,2
1707405,2020,K,1
1707405,2020,X,2
1707405,2020,C,4
1707405,2020,W,1
1707405,2021,W,1
1707405,2021,K,1
1707405,2021,N,3
1707405,2021,E,8
1707405,2021,B,19
1707405,2021,I,15
1707405,2021,C,5
1707405,2021,X,1
1707405,2021,J,3
1707405,2021,V,2
1707405,2021,R,6
1707405,2022,W,1
1707405,2022,A,2
1707405,2022,X,3
1707405,2022,E,2
1707405,2022,N,1
1707405,2022,J,8
1707405,2022,C,5
1707405,2022,I,25
1707405,2022,K,2
1707405,2022,V,5
1707405,2022,R,1
1707405,2022,G,4
1707405,2022,P,2
1707553,2019,J,4
1707553,2019,W,1
1707553,2019,A,1
1707553,2019,V,4
1707553,2019,C,6
1707553,2019,I,4
1707553,2019,K,4
1707553,2019,E,3
1707553,2019,Y,1
1707553,2020,K,1
1707553,2020,E,1
1707553,2020,X,2
1707553,2020,V,1
1707553,2020,J,3
1707553,2020,W,1
1707553,2020,R,1
1707553,2020,I,7
1707553,2020,B,3
1707553,2020,C,4
1707553,2021,B,5
1707553,2021,Y,1
1707553,2021,C,4
1707553,2021,J,1
1707553,2021,F,1
1707553,2021,K,1
1707553,2021,V,3
1707553,2021,E,3
1707553,2021,N,1
1707553,2021,I,6
1707553,2021,P,2
1707553,2021,X,2
1707553,2022,R,2
1707553,2022,A,1
1707553,2022,J,3
1707553,2022,I,13
1707553,2022,C,2
1707553,2022,X,1
1707553,2022,K,2
1707553,2022,W,1
1707553,2022,V,1
1707553,2022,E,3
1707652,2019,I,14
1707652,2019,N,1
1707652,2019,J,4
1707652,2019,K,2
1707652,2019,D,1
1707652,2019,E,5
1707652,2019,V,3
1707652,2019,P,1
1707652,2019,F,1
1707652,2019,R,2
1707652,2019,G,1
1707652,2019,C,7
1707652,2019,A,1
1707652,2019,W,1
1707652,2020,X,4
1707652,2020,E,4
1707652,2020,C,6
1707652,2020,J,2
1707652,2020,N,1
1707652,2020,I,12
1707652,2020,B,5
1707652,2020,R,4
1707652,2021,J,2
1707652,2021,W,2
1707652,2021,K,2
1707652,2021,B,14
1707652,2021,R,5
1707652,2021,X,2
1707652,2021,P,3
1707652,2021,C,3
1707652,2021,I,9
1707652,2021,V,2
1707652,2022,X,2
1707652,2022,R,3
1707652,2022,I,6
1707652,2022,E,3
1707652,2022,J,1
1707652,2022,W,1
1707652,2022,C,3
1707652,2022,B,5
1707652,2022,K,3
1707652,2022,V,2
1707702,2019,J,3
1707702,2019,G,2
1707702,2019,C,6
1707702,2019,E,1
1707702,2019,X,2
1707702,2019,I,8
1707702,2019,W,1
1707702,2019,Y,2
1707702,2019,V,1
1707702,2019,K,6
1707702,2019,N,1
1707702,2019,R,3
1707702,2019,P,2
1707702,2019,H,1
1707702,2020,I,18
1707702,2020,Y,2
1707702,2020,X,3
1707702,2020,P,1
1707702,2020,N,1
1707702,2020,K,4
1707702,2020,C,6
1707702,2020,W,3
1707702,2020,V,2
1707702,2020,Q,1
1707702,2020,D,1
1707702,2020,E,6
1707702,2020,B,6
1707702,2020,J,5
1707702,2020,R,1
1707702,2021,G,1
1707702,2021,I,17
1707702,2021,B,14
1707702,2021,V,2
1707702,2021,X,4
1707702,2021,N,1
1707702,2021,F,1
1707702,2021,J,7
1707702,2021,W,1
1707702,2021,K,3
1707702,2021,E,2
1707702,2021,C,6
1707702,2021,L,1
1707702,2022,G,1
1707702,2022,B,1
1707702,2022,W,1
1707702,2022,N,1
1707702,2022,K,1
1707702,2022,E,4
1707702,2022,I,18
1707702,2022,Y,1
1707702,2022,J,5
1707702,2022,P,3
1707702,2022,C,6
1707702,2022,X,2
1707702,2022,V,2
1707702,2022,D,1
1708205,2019,I,32
1708205,2019,K,4
1708205,2019,V,7
1708205,2019,J,12
1708205,2019,B,2
1708205,2019,Q,2
1708205,2019,A,1
1708205,2019,Y,2
1708205,2019,W,4
1708205,2019,G,4
1708205,2019,N,7
1708205,2019,C,12
1708205,2019,F,2
1708205,2019,P,1
1708205,2019,R,7
1708205,2019,X,14
1708205,2019,E,13
1708205,2020,B,23
1708205,2020,A,1
1708205,2020,E,15
1708205,2020,K,2
1708205,2020,D,1
1708205,2020,O,1
1708205,2020,W,8
1708205,2020,I,34
1708205,2020,F,2
1708205,2020,J,6
1708205,2020,R,3
1708205,2020,V,7
1708205,2020,C,14
1708205,2020,N,1
1708205,2020,Y,5
1708205,2020,P,1
1708205,2020,G,2
1708205,2020,X,6
1708205,2021,A,5
1708205,2021,D,1
1708205,2021,C,8
1708205,2021,J,13
1708205,2021,R,2
1708205,2021,X,6
1708205,2021,V,5
1708205,2021,B,56
1708205,2021,P,2
1708205,2021,W,1
1708205,2021,I,35
1708205,2021,N,3
1708205,2021,G,6
1708205,2021,K,1
1708205,2021,E,7
1708205,2022,W,4
1708205,2022,B,8
1708205,2022,L,1
1708205,2022,K,7
1708205,2022,P,1
1708205,2022,R,4
1708205,2022,A,4
1708205,2022,C,11
1708205,2022,E,10
1708205,2022,O,2
1708205,2022,N,3
1708205,2022,F,2
1708205,2022,D,2
1708205,2022,J,8
1708205,2022,I,35
1708205,2022,X,12
1708205,2022,Y,2
1708205,2022,G,2
1708205,2022,V,7
1708254,2019,C,1
1708254,2019,E,2
1708254,2019,I,5
1708254,2019,X,1
1708254,2019,G,1
1708254,2019,J,2
1708254,2019,F,1
1708254,2019,Q,1
1708254,2020,L,2
1708254,2020,C,4
1708254,2020,W,1
1708254,2020,F,1
1708254,2020,I,4
1708254,2020,J,6
1708254,2020,X,5
1708254,2020,V,1
1708254,2020,B,6
1708254,2021,J,2
1708254,2021,E,1
1708254,2021,I,9
1708254,2021,G,1
1708254,2021,B,5
1708254,2021,R,1
1708254,2021,V,1
1708254,2021,Y,1
1708254,2021,A,1
1708254,2021,K,1
1708254,2021,C,4
1708254,2022,P,1
1708254,2022,V,1
1708254,2022,X,1
1708254,2022,Y,1
1708254,2022,B,3
1708254,2022,E,1
1708254,2022,C,1
1708254,2022,J,3
1708254,2022,I,3
1708304,2019,X,1
1708304,2019,N,1
1708304,2019,W,1
1708304,2019,J,5
1708304,2019,I,7
1708304,2019,C,5
1708304,2019,E,2
1708304,2019,R,2
1708304,2019,Y,1
1708304,2020,K,3
1708304,2020,R,1
1708304,2020,C,3
1708304,2020,I,6
1708304,2020,W,1
1708304,2020,B,1
1708304,2020,A,1
1708304,2020,X,1
1708304,2020,Y,1
1708304,2020,V,2
1708304,2021,R,5
1708304,2021,X,6
1708304,2021,V,1
1708304,2021,B,6
1708304,2021,C,2
1708304,2021,J,3
1708304,2021,G,1
1708304,2021,I,10
1708304,2021,W,1
1708304,2021,K,3
1708304,2021,E,5
1708304,2022,O,1
1708304,2022,P,2
1708304,2022,I,11
1708304,2022,D,1
1708304,2022,E,6
1708304,2022,K,1
1708304,2022,C,2
1708304,2022,B,1
1708304,2022,N,2
1708304,2022,J,3
1708304,2022,V,3
1708304,2022,X,3
1709005,2019,K,2
1709005,2019,Q,5
1709005,2019,C,3
1709005,2019,J,6
1709005,2019,E,4
1709005,2019,G,1
1709005,2019,P,2
1709005,2019,I,16
1709005,2019,W,2
1709005,2019,R,11
1709005,2019,V,3
1709005,2019,X,3
1709005,2020,V,1
1709005,2020,Y,3
1709005,2020,R,5
1709005,2020,X,5
1709005,2020,I,21
1709005,2020,W,1
1709005,2020,B,7
1709005,2020,C,8
1709005,2020,E,7
1709005,2020,A,2
1709005,2020,F,5
1709005,2020,J,8
1709005,2020,P,1
1709005,2020,H,1
1709005,2020,L,1
1709005,2020,K,2
1709005,2021,W,2
1709005,2021,J,11
1709005,2021,O,1
1709005,2021,N,1
1709005,2021,Q,1
1709005,2021,X,4
1709005,2021,A,2
1709005,2021,L,1
1709005,2021,V,4
1709005,2021,K,6
1709005,2021,E,6
1709005,2021,B,17
1709005,2021,C,7
1709005,2021,I,27
1709005,2021,F,3
1709005,2021,R,2
1709005,2022,K,5
1709005,2022,V,5
1709005,2022,I,21
1709005,2022,P,5
1709005,2022,J,6
1709005,2022,L,1
1709005,2022,F,3
1709005,2022,C,4
1709005,2022,A,1
1709005,2022,W,2
1709005,2022,Y,2
1709005,2022,E,6
1709005,2022,B,3
1709005,2022,X,1
1709005,2022,R,8
1709005,2022,G,1
1709005,2022,N,1
1709302,2019,M,1
1709302,2019,I,36
1709302,2019,K,5
1709302,2019,E,6
1709302,2019,P,2
1709302,2019,G,1
1709302,2019,R,4
1709302,2019,N,3
1709302,2019,V,9
1709302,2019,Q,1
1709302,2019,F,2
1709302,2019,W,6
1709302,2019,C,19
1709302,2019,J,10
1709302,2019,B,3
1709302,2019,X,11
1709302,2019,Y,4
1709302,2019,D,3
1709302,2020,K,6
1709302,2020,X,7
1709302,2020,Y,1
1709302,2020,N,3
1709302,2020,A,3
1709302,2020,R,2
1709302,2020,W,3
1709302,2020,V,5
1709302,2020,B,28
1709302,2020,J,16
1709302,2020,E,12
1709302,2020,D,1
1709302,2020,G,4
1709302,2020,C,12
1709302,2020,I,48
1709302,2021,Q,1
1709302,2021,X,12
1709302,2021,R,5
1709302,2021,A,1
1709302,2021,I,42
1709302,2021,E,18
1709302,2021,N,4
1709302,2021,G,5
1709302,2021,C,23
1709302,2021,V,12
1709302,2021,P,2
1709302,2021,K,12
1709302,2021,F,1
1709302,2021,B,63
1709302,2021,W,3
1709302,2021,J,11
1709302,2021,Y,7
1709302,2022,E,9
1709302,2022,Y,1
1709302,2022,V,7
1709302,2022,X,6
1709302,2022,K,6
1709302,2022,F,4
1709302,2022,N,1
1709302,2022,O,1
1709302,2022,P,5
1709302,2022,I,34
1709302,2022,M,1
1709302,2022,W,7
1709302,2022,R,8
1709302,2022,Q,1
1709302,2022,G,6
1709302,2022,C,20
1709302,2022,B,8
1709302,2022,A,4
1709302,2022,J,18
1709302,2022,L,1
1709500,2019,C,89
1709500,2019,X,33
1709500,2019,F,12
1709500,2019,B,5
1709500,2019,L,1
1709500,2019,Y,5
1709500,2019,V,23
1709500,2019,E,67
1709500,2019,D,5
1709500,2019,G,18
1709500,2019,N,18
1709500,2019,I,109
1709500,2019,Q,3
1709500,2019,A,5
1709500,2019,K,25
1709500,2019,J,38
1709500,2019,R,2
1709500,2019,P,8
1709500,2019,M,1
1709500,2019,W,5
1709500,2020,R,5
1709500,2020,X,39
1709500,2020,I,118
1709500,2020,E,60
1709500,2020,G,13
1709500,2020,Q,2
1709500,2020,J,28
1709500,2020,W,6
1709500,2020,B,69
1709500,2020,M,1
1709500,2020,K,15
1709500,2020,A,2
1709500,2020,V,21
1709500,2020,N,19
1709500,2020,F,15
1709500,2020,C,75
1709500,2020,P,2
1709500,2020,Y,3
1709500,2020,O,2
1709500,2021,B,247
1709500,2021,L,1
1709500,2021,X,33
1709500,2021,C,72
1709500,2021,P,12
1709500,2021,Y,5
1709500,2021,R,10
1709500,2021,N,24
1709500,2021,O,2
1709500,2021,K,26
1709500,2021,W,9
1709500,2021,G,11
1709500,2021,I,127
1709500,2021,E,53
1709500,2021,A,18
1709500,2021,M,1
1709500,2021,J,53
1709500,2021,Q,2
1709500,2021,F,13
1709500,2021,V,32
1709500,2022,X,28
1709500,2022,F,9
1709500,2022,P,18
1709500,2022,B,39
1709500,2022,E,30
1709500,2022,V,29
1709500,2022,D,3
1709500,2022,A,16
1709500,2022,C,80
1709500,2022,W,5
1709500,2022,Q,5
1709500,2022,K,25
1709500,2022,Y,4
1709500,2022,G,20
1709500,2022,O,1
1709500,2022,J,61
1709500,2022,R,10
1709500,2022,N,18
1709500,2022,I,116
1709500,2022,L,3
1709807,2019,I,2
1709807,2019,E,2
1709807,2019,C,2
1709807,2019,V,1
1709807,2019,W,2
1709807,2019,X,1
1709807,2019,J,1
1709807,2019,N,1
1709807,2020,G,1
1709807,2020,J,1
1709807,2020,I,3
1709807,2020,E,1
1709807,2020,C,1
1709807,2020,B,2
1709807,2020,V,1
1709807,2021,C,1
1709807,2021,I,5
1709807,2021,O,1
1709807,2021,W,1
1709807,2021,K,1
1709807,2021,P,1
1709807,2021,E,1
1709807,2021,N,1
1709807,2021,B,2
1709807,2022,C,1
1709807,2022,F,1
1709807,2022,I,3
1709807,2022,J,2
1709807,2022,R,1
1710508,2019,X,1
1710508,2019,V,1
1710508,2019,J,5
1710508,2019,W,2
1710508,2019,K,7
1710508,2019,E,2
1710508,2019,O,1
1710508,2019,P,1
1710508,2019,G,4
1710508,2019,Q,3
1710508,2019,C,9
1710508,2019,I,12
1710508,2020,I,13
1710508,2020,C,4
1710508,2020,G,1
1710508,2020,A,3
1710508,2020,N,1
1710508,2020,P,3
1710508,2020,R,1
1710508,2020,W,1
1710508,2020,F,1
1710508,2020,B,9
1710508,2020,K,1
1710508,2020,X,2
1710508,2020,J,4
1710508,2020,Q,1
1710508,2020,V,4
1710508,2021,I,14
1710508,2021,E,3
1710508,2021,Q,3
1710508,2021,B,11
1710508,2021,C,8
1710508,2021,K,7
1710508,2021,G,3
1710508,2021,N,1
1710508,2021,Y,2
1710508,2021,V,1
1710508,2021,W,1
1710508,2021,X,1
1710508,2021,P,1
1710508,2021,R,1
1710508,2021,J,5
1710508,2022,Q,2
1710508,2022,K,3
1710508,2022,Y,2
1710508,2022,V,3
1710508,2022,W,1
1710508,2022,B,2
1710508,2022,F,1
1710508,2022,X,5
1710508,2022,I,11
1710508,2022,C,8
1710508,2022,A,1
1710508,2022,J,6
1710508,2022,E,4
1710508,2022,N,1
1710508,2022,R,5
1710706,2019,I,14
1710706,2019,R,1
1710706,2019,K,1
1710706,2019,E,3
1710706,2019,J,1
1710706,2019,W,1
1710706,2019,N,2
1710706,2019,V,2
1710706,2019,D,1
1710706,2020,G,1
1710706,2020,J,2
1710706,2020,V,1
1710706,2020,I,10
1710706,2020,E,5
1710706,2020,B,3
1710706,2020,C,1
1710706,2020,K,2
1710706,2021,E,6
1710706,2021,V,3
1710706,2021,J,4
1710706,2021,I,11
1710706,2021,F,1
1710706,2021,D,1
1710706,2021,R,2
1710706,2021,X,2
1710706,2021,G,2
1710706,2021,O,1
1710706,2021,P,1
1710706,2021,C,3
1710706,2021,K,2
1710706,2021,A,1
1710706,2021,B,14
1710706,2022,W,3
1710706,2022,J,3
1710706,2022,R,3
1710706,2022,I,9
1710706,2022,N,1
1710706,2022,A,2
1710706,2022,G,2
1710706,2022,E,2
1710706,2022,C,4
1710706,2022,V,1
1710706,2022,K,3
1710904,2019,V,1
1710904,2019,K,2
1710904,2019,Q,1
1710904,2019,J,4
1710904,2019,W,1
1710904,2019,G,1
1710904,2019,I,7
1710904,2019,X,3
1710904,2019,C,2
1710904,2019,N,1
1710904,2019,R,3
1710904,2020,C,2
1710904,2020,W,1
1710904,2020,Y,1
1710904,2020,I,5
1710904,2020,P,1
1710904,2020,X,1
1710904,2020,L,2
1710904,2020,B,4
1710904,2020,J,2
1710904,2020,V,5
1710904,2020,R,1
1710904,2021,E,3
1710904,2021,D,1
1710904,2021,J,4
1710904,2021,I,10
1710904,2021,B,8
1710904,2021,G,1
1710904,2021,X,3
1710904,2021,K,2
1710904,2021,C,2
1710904,2022,V,1
1710904,2022,Y,1
1710904,2022,W,1
1710904,2022,J,2
1710904,2022,X,3
1710904,2022,I,7
1710904,2022,K,2
1710904,2022,E,1
1710904,2022,B,3
1710904,2022,R,1
1711100,2019,N,1
1711100,2019,X,1
1711100,2019,I,8
1711100,2019,C,3
1711100,2019,K,1
1711100,2019,J,1
1711100,2020,R,2
1711100,2020,C,4
1711100,2020,I,7
1711100,2020,G,2
1711100,2020,B,2
1711100,2020,J,1
1711100,2020,E,3
1711100,2020,P,1
1711100,2021,C,1
1711100,2021,N,1
1711100,2021,J,1
1711100,2021,B,6
1711100,2021,K,1
1711100,2021,I,3
1711100,2022,C,1
1711100,2022,I,7
1711100,2022,B,1
1711100,2022,G,1
1711100,2022,V,1
1711506,2019,V,2
1711506,2019,K,3
1711506,2019,G,1
1711506,2019,J,1
1711506,2019,M,1
1711506,2019,A,1
1711506,2019,I,2
1711506,2019,C,6
1711506,2019,E,1
1711506,2020,I,3
1711506,2020,C,2
1711506,2020,J,1
1711506,2020,B,3
1711506,2020,N,1
1711506,2021,I,4
1711506,2021,C,1
1711506,2021,Q,1
1711506,2021,B,10
1711506,2021,K,2
1711506,2021,V,4
1711506,2021,J,1
1711506,2021,N,3
1711506,2021,D,1
1711506,2022,V,8
1711506,2022,C,5
1711506,2022,J,1
1711506,2022,G,1
1711506,2022,X,2
1711506,2022,P,1
1711506,2022,I,6
1711506,2022,K,2
1711803,2019,X,1
1711803,2019,E,1
1711803,2019,C,3
1711803,2019,I,5
1711803,2019,K,1
1711803,2019,B,1
1711803,2020,C,3
1711803,2020,J,2
1711803,2020,I,1
1711803,2020,R,1
1711803,2020,B,2
1711803,2021,G,1
1711803,2021,J,2
1711803,2021,M,1
1711803,2021,B,5
1711803,2021,A,1
1711803,2021,P,1
1711803,2021,K,2
1711803,2021,I,4
1711803,2021,E,1
1711803,2021,C,2
1711803,2022,G,1
1711803,2022,V,1
1711803,2022,I,5
1711803,2022,K,1
1711803,2022,C,2
1711803,2022,P,1
1711803,2022,J,1
1711803,2022,E,1
1711902,2019,Q,1
1711902,2019,K,6
1711902,2019,X,6
1711902,2019,E,7
1711902,2019,J,8
1711902,2019,V,4
1711902,2019,Y,3
1711902,2019,P,2
1711902,2019,C,7
1711902,2019,W,2
1711902,2019,I,15
1711902,2019,D,2
1711902,2019,R,7
1711902,2020,F,1
1711902,2020,A,1
1711902,2020,X,4
1711902,2020,K,3
1711902,2020,N,1
1711902,2020,R,3
1711902,2020,W,1
1711902,2020,C,7
1711902,2020,J,6
1711902,2020,M,1
1711902,2020,I,13
1711902,2020,E,6
1711902,2020,B,10
1711902,2020,V,2
1711902,2021,M,2
1711902,2021,R,1
1711902,2021,F,3
1711902,2021,Q,1
1711902,2021,X,6
1711902,2021,E,9
1711902,2021,O,2
1711902,2021,V,3
1711902,2021,K,3
1711902,2021,W,4
1711902,2021,J,6
1711902,2021,I,14
1711902,2021,Y,2
1711902,2021,C,13
1711902,2021,B,15
1711902,2021,P,1
1711902,2021,A,3
1711902,2022,R,3
1711902,2022,C,4
1711902,2022,Q,1
1711902,2022,P,2
1711902,2022,J,8
1711902,2022,W,1
1711902,2022,E,4
1711902,2022,I,14
1711902,2022,F,1
1711902,2022,B,4
1711902,2022,N,1
1711902,2022,V,2
1711902,2022,A,3
1711902,2022,G,2
1711902,2022,K,1
1711902,2022,X,10
1711951,2019,J,4
1711951,2019,E,2
1711951,2019,K,1
1711951,2019,C,2
1711951,2019,Y,1
1711951,2019,I,6
1711951,2019,R,1
1711951,2020,X,2
1711951,2020,V,1
1711951,2020,I,3
1711951,2020,W,1
1711951,2020,B,5
1711951,2020,R,2
1711951,2020,G,1
1711951,2020,C,2
1711951,2020,J,3
1711951,2020,E,4
1711951,2021,W,2
1711951,2021,X,2
1711951,2021,V,4
1711951,2021,I,7
1711951,2021,Y,2
1711951,2021,K,1
1711951,2021,B,5
1711951,2021,J,3
1711951,2021,E,2
1711951,2021,C,2
1711951,2022,E,2
1711951,2022,F,1
1711951,2022,W,2
1711951,2022,K,1
1711951,2022,X,1
1711951,2022,C,2
1711951,2022,P,2
1711951,2022,I,3
1711951,2022,R,3
1711951,2022,V,1
1711951,2022,G,1
1711951,2022,B,1
1711951,2022,J,4
1712009,2019,C,3
1712009,2019,V,3
1712009,2019,N,1
1712009,2019,E,1
1712009,2019,I,3
1712009,2019,J,5
1712009,2019,X,3
1712009,2019,R,1
1712009,2020,P,1
1712009,2020,J,2
1712009,2020,G,1
1712009,2020,Y,1
1712009,2020,D,1
1712009,2020,V,2
1712009,2020,K,1
1712009,2020,E,1
1712009,2020,B,4
1712009,2020,C,1
1712009,2020,I,3
1712009,2020,X,2
1712009,2020,W,1
1712009,2020,R,2
1712009,2021,W,2
1712009,2021,J,3
1712009,2021,B,2
1712009,2021,R,2
1712009,2021,X,2
1712009,2021,C,7
1712009,2021,I,6
1712009,2022,A,1
1712009,2022,G,1
1712009,2022,B,1
1712009,2022,Q,1
1712009,2022,N,1
1712009,2022,V,2
1712009,2022,C,3
1712009,2022,W,1
1712009,2022,I,7
1712009,2022,E,3
1712157,2019,I,2
1712157,2019,K,2
1712157,2019,C,2
1712157,2019,V,1
1712157,2019,P,1
1712157,2019,W,1
1712157,2019,F,1
1712157,2020,E,1
1712157,2020,W,1
1712157,2020,I,2
1712157,2021,C,1
1712157,2021,I,3
1712157,2021,E,1
1712157,2021,J,1
1712157,2021,B,1
1712157,2021,R,1
1712157,2021,X,2
1712157,2021,P,1
1712157,2022,B,1
1712157,2022,P,3
1712157,2022,C,2
1712157,2022,D,1
1712405,2019,R,1
1712405,2019,V,2
1712405,2019,Y,1
1712405,2019,I,4
1712405,2019,E,2
1712405,2019,N,1
1712405,2019,K,1
1712405,2020,W,1
1712405,2020,C,1
1712405,2020,B,3
1712405,2020,K,1
1712405,2020,X,1
1712405,2020,G,1
1712405,2020,E,1
1712405,2020,D,1
1712405,2020,J,3
1712405,2020,I,6
1712405,2020,R,2
1712405,2021,J,2
1712405,2021,N,1
1712405,2021,Y,1
1712405,2021,B,2
1712405,2021,R,2
1712405,2021,E,1
1712405,2021,I,10
1712405,2021,W,1
1712405,2021,K,3
1712405,2022,A,1
1712405,2022,E,1
1712405,2022,R,1
1712405,2022,Y,1
1712405,2022,C,1
1712405,2022,D,1
1712405,2022,I,8
1712405,2022,Q,1
1712405,2022,J,2
1712405,2022,X,2
1712454,2019,J,1
1712454,2019,C,5
1712454,2019,I,2
1712454,2019,B,1
1712454,2019,E,2
1712454,2020,R,2
1712454,2020,N,1
1712454,2020,C,1
1712454,2020,I,4
1712454,2020,Y,1
1712454,2020,E,2
1712454,2020,K,1
1712454,2020,V,2
1712454,2020,B,3
1712454,2021,P,1
1712454,2021,M,1
1712454,2021,K,3
1712454,2021,I,8
1712454,2021,C,2
1712454,2021,G,1
1712454,2021,J,1
1712454,2022,C,3
1712454,2022,X,1
1712454,2022,J,1
1712454,2022,E,4
1712454,2022,Y,1
1712454,2022,I,6
1712454,2022,K,1
1712454,2022,F,1
1712504,2019,P,1
1712504,2019,Y,1
1712504,2019,X,1
1712504,2019,V,4
1712504,2019,I,4
1712504,2019,N,1
1712504,2019,K,2
1712504,2019,C,3
1712504,2020,I,6
1712504,2020,R,3
1712504,2020,B,6
1712504,2020,P,1
1712504,2020,D,1
1712504,2020,V,2
1712504,2020,C,1
1712504,2020,X,1
1712504,2020,N,2
1712504,2020,J,3
1712504,2020,K,1
1712504,2021,W,1
1712504,2021,G,1
1712504,2021,I,6
1712504,2021,V,1
1712504,2021,R,2
1712504,2021,F,1
1712504,2021,J,2
1712504,2021,X,1
1712504,2021,A,2
1712504,2021,P,2
1712504,2021,K,1
1712504,2021,B,8
1712504,2021,D,1
1712504,2021,E,3
1712504,2021,C,3
1712504,2022,C,3
1712504,2022,E,3
1712504,2022,Q,1
1712504,2022,K,1
1712504,2022,X,1
1712504,2022,I,2
1712504,2022,J,5
1712504,2022,F,1
1712504,2022,B,4
1712504,2022,V,1
1712702,2019,V,1
1712702,2019,D,1
1712702,2019,I,5
1712702,2019,E,1
1712702,2019,B,1
1712702,2019,C,1
1712702,2020,F,1
1712702,2020,I,2
1712702,2020,V,1
1712702,2020,G,1
1712702,2020,C,1
1712702,2020,Y,1
1712702,2021,B,2
1712702,2021,P,2
1712702,2021,W,1
1712702,2021,K,1
1712702,2021,V,1
1712702,2021,Y,1
1712702,2021,J,2
1712702,2021,X,1
1712702,2021,I,2
1712702,2021,C,1
1712702,2022,V,1
1712702,2022,P,1
1712702,2022,I,4
1712702,2022,R,2
1712702,2022,E,1
1712702,2022,G,1
1712702,2022,J,2
1712702,2022,K,1
1712801,2019,N,1
1712801,2019,I,5
1712801,2019,E,6
1712801,2019,A,1
1712801,2019,C,1
1712801,2019,J,2
1712801,2019,G,3
1712801,2020,I,3
1712801,2020,J,1
1712801,2020,X,1
1712801,2020,E,4
1712801,2020,A,1
1712801,2020,C,3
1712801,2020,B,1
1712801,2020,F,1
1712801,2020,K,2
1712801,2021,E,1
1712801,2021,K,2
1712801,2021,X,3
1712801,2021,B,2
1712801,2021,Q,1
1712801,2021,I,7
1712801,2021,J,1
1712801,2021,W,1
1712801,2021,N,1
1712801,2021,P,2
1712801,2022,J,4
1712801,2022,K,1
1712801,2022,I,7
1712801,2022,X,1
1712801,2022,E,2
1712801,2022,C,2
1712801,2022,L,1
1713205,2019,V,6
1713205,2019,F,3
1713205,2019,G,7
1713205,2019,K,3
1713205,2019,B,4
1713205,2019,X,3
