cod_ibge,ano,rede,etapa_ensino,matriculas
1718303,2019,2,25,149
1718303,2019,3,20,146
1718303,2019,3,21,111
1718303,2019,2,20,41
1718303,2019,3,19,177
1718303,2019,2,41,78
1718303,2020,3,18,170
1718303,2020,3,17,190
1718303,2020,3,16,132
1718303,2020,3,15,104
1718303,2020,3,21,121
1718303,2020,3,20,137
1718303,2020,3,19,157
1718303,2020,3,41,85
1718303,2020,2,41,73
1718303,2020,2,21,44
1718303,2020,3,14,120
1718303,2020,3,2,214
1718303,2020,2,20,32
1718303,2020,2,27,85
1718303,2020,2,26,112
1718303,2020,3,1,159
1718303,2020,2,25,190
1718303,2020,2,19,23
1718303,2020,2,,65
1718303,2020,2,71,52
1718303,2020,3,,724
1718303,2020,3,69,18
1718402,2019,2,27,47
1718402,2019,3,14,57
1718402,2019,3,,37
1718402,2019,3,15,41
1718402,2019,3,2,58
1718402,2019,2,20,53
1718402,2019,3,17,43
1718402,2019,3,16,41
1718402,2019,2,26,44
1718402,2019,2,41,53
1718402,2019,2,19,62
1718402,2019,2,21,53
1718402,2019,3,18,42
1718402,2019,2,25,46
1718402,2019,2,,4
1718402,2020,3,17,41
1718402,2020,3,18,38
1718402,2020,3,16,39
1718402,2020,3,15,58
1718402,2020,3,14,32
1718402,2020,3,2,58
1718402,2020,2,20,56
1718402,2020,2,19,45
1718402,2020,2,,40
1718402,2020,2,21,43
1718402,2020,2,41,50
1718402,2020,2,25,44
1718402,2020,2,26,39
1718402,2020,2,27,39
1718402,2020,3,1,21
1718451,2019,3,15,32
1718451,2019,3,,240
1718451,2019,3,17,39
1718451,2019,2,71,27
1718451,2019,3,1,67
1718451,2019,3,16,37
1718451,2019,3,18,49
1718451,2019,3,14,34
1718451,2019,3,20,42
1718451,2019,3,19,48
1718451,2019,2,27,17
1718451,2019,2,21,39
1718451,2019,3,2,62
1718451,2019,2,26,21
1718451,2019,2,41,27
1718451,2019,2,25,33
1718451,2020,2,27,19
1718451,2020,3,18,32
1718451,2020,2,26,37
1718451,2020,3,17,26
1718451,2020,3,1,47
1718451,2020,3,16,34
1718451,2020,2,25,25
1718451,2020,3,15,30
1718451,2020,2,41,40
1718451,2020,3,,199
1718451,2020,3,19,50
1718451,2020,3,20,45
1718451,2020,3,14,37
1718451,2020,2,21,42
1718451,2020,3,2,64
1718451,2020,2,71,16
1718501,2019,2,20,14
1718501,2019,3,2,94
1718501,2019,3,18,111
1718501,2019,2,25,69
1718501,2019,3,16,82
1718501,2019,2,26,71
1718501,2019,3,15,74
1718501,2019,3,19,64
1718501,2019,3,1,56
1718501,2019,3,17,111
1718501,2019,3,14,58
1718501,2019,2,41,60
1718501,2019,2,19,26
1718501,2019,3,,41
1718501,2019,3,20,59
1718501,2019,3,21,39
1718501,2019,2,21,45
1718501,2019,2,27,63
1718501,2019,3,41,20
1718501,2019,3,70,18
1718501,2020,2,19,27
1718501,2020,2,20,24
1718501,2020,2,21,21
1718501,2020,2,41,46
1718501,2020,2,25,85
1718501,2020,2,26,66
1718501,2020,2,27,59
1718501,2020,3,2,102
1718501,2020,3,14,55
1718501,2020,3,15,60
1718501,2020,3,16,97
1718501,2020,3,17,74
1718501,2020,3,18,105
1718501,2020,3,19,88
1718501,2020,3,20,58
1718501,2020,3,21,41
1718501,2020,3,41,32
1718501,2020,3,1,72
1718501,2020,3,,111
1718501,2020,3,70,24
1718550,2019,3,2,83
1718550,2019,3,16,87
1718550,2019,3,17,100
1718550,2019,2,25,58
1718550,2019,3,20,124
1718550,2019,2,27,55
1718550,2019,3,19,93
1718550,2019,3,21,81
1718550,2019,3,18,103
1718550,2019,3,15,62
1718550,2019,3,14,54
1718550,2019,2,26,52
1718550,2019,3,41,80
1718550,2019,3,,24
1718550,2020,3,17,89
1718550,2020,3,19,113
1718550,2020,3,18,110
1718550,2020,3,16,78
1718550,2020,3,20,76
1718550,2020,3,21,113
1718550,2020,3,41,67
1718550,2020,3,15,53
1718550,2020,2,27,44
1718550,2020,3,14,49
1718550,2020,3,2,103
1718550,2020,3,,22
1718550,2020,2,26,53
1718550,2020,2,25,73
1718659,2019,2,26,22
1718659,2019,3,16,39
1718659,2019,3,18,34
1718659,2019,3,2,63
1718659,2019,3,17,45
1718659,2019,3,14,42
1718659,2019,2,25,36
1718659,2019,2,20,54
1718659,2019,2,41,31
1718659,2019,2,19,21
1718659,2019,3,1,49
1718659,2019,2,,79
1718659,2019,2,21,27
1718659,2019,3,15,30
1718659,2019,2,27,19
1718659,2020,2,19,34
1718659,2020,3,2,77
1718659,2020,3,1,54
1718659,2020,3,14,28
1718659,2020,3,15,44
1718659,2020,3,16,39
1718659,2020,3,17,41
1718659,2020,3,18,36
1718659,2020,2,20,20
1718659,2020,2,21,63
1718659,2020,2,41,27
1718659,2020,2,25,20
1718659,2020,2,26,33
1718659,2020,2,27,20
1718659,2020,2,,46
1718709,2019,2,26,23
1718709,2019,3,,246
1718709,2019,2,21,56
1718709,2019,2,41,39
1718709,2019,2,25,50
1718709,2019,2,27,21
1718709,2019,3,1,39
1718709,2019,2,19,47
1718709,2019,3,2,67
1718709,2019,3,17,56
1718709,2019,2,20,66
1718709,2019,3,18,60
1718709,2019,3,69,17
1718709,2019,3,15,42
1718709,2019,3,16,63
1718709,2019,3,14,33
1718709,2020,2,21,67
1718709,2020,2,20,50
1718709,2020,2,41,44
1718709,2020,2,25,41
1718709,2020,2,26,44
1718709,2020,2,27,25
1718709,2020,3,16,51
1718709,2020,3,17,58
1718709,2020,3,18,53
1718709,2020,3,2,55
1718709,2020,3,14,45
1718709,2020,3,15,36
1718709,2020,3,,35
1718709,2020,2,19,62
1718709,2020,3,1,51
1718709,2020,2,70,22
1718709,2020,2,71,27
1718709,2020,3,69,11
1718709,2020,2,,7
1718758,2019,2,71,23
1718758,2019,2,,207
1718758,2019,3,18,90
1718758,2019,3,15,77
1718758,2019,3,2,121
1718758,2019,2,25,93
1718758,2019,3,20,44
1718758,2019,2,21,76
1718758,2019,2,19,66
1718758,2019,3,14,75
1718758,2019,2,41,64
1718758,2019,2,16,8
1718758,2019,3,17,99
1718758,2019,2,20,77
1718758,2019,3,16,75
1718758,2019,3,1,38
1718758,2019,2,26,86
1718758,2019,2,27,60
1718758,2019,3,,33
1718758,2019,2,18,16
1718758,2019,3,21,25
1718758,2019,3,41,43
1718758,2019,3,19,33
1718758,2019,2,17,8
1718758,2020,2,21,80
1718758,2020,2,20,64
1718758,2020,2,27,76
1718758,2020,2,26,77
1718758,2020,2,41,74
1718758,2020,2,25,88
1718758,2020,3,21,41
1718758,2020,3,41,24
1718758,2020,3,18,95
1718758,2020,3,17,75
1718758,2020,3,16,74
1718758,2020,3,15,66
1718758,2020,3,19,36
1718758,2020,3,20,29
1718758,2020,3,14,75
1718758,2020,3,2,111
1718758,2020,2,19,67
1718758,2020,2,18,10
1718758,2020,3,1,34
1718758,2020,2,17,9
1718758,2020,2,,43
1718758,2020,2,16,10
1718808,2019,3,2,94
1718808,2019,3,16,110
1718808,2019,2,21,102
1718808,2019,3,1,96
1718808,2019,3,,245
1718808,2019,2,,215
1718808,2019,2,20,106
1718808,2019,2,27,58
1718808,2019,2,25,84
1718808,2019,3,14,71
1718808,2019,3,17,107
1718808,2019,2,19,96
1718808,2019,3,15,71
1718808,2019,3,18,111
1718808,2019,2,41,69
1718808,2019,2,26,66
1718808,2020,2,25,80
1718808,2020,2,41,92
1718808,2020,3,16,97
1718808,2020,3,17,106
1718808,2020,2,27,66
1718808,2020,3,18,91
1718808,2020,2,21,101
1718808,2020,2,20,104
1718808,2020,3,15,73
1718808,2020,2,26,81
1718808,2020,3,14,73
1718808,2020,3,2,117
1718808,2020,3,,347
1718808,2020,3,1,119
1718808,2020,2,,5
1718808,2020,2,19,116
1718840,2019,3,2,62
1718840,2019,2,,70
1718840,2019,2,18,28
1718840,2019,3,14,46
1718840,2019,2,27,52
1718840,2019,3,16,65
1718840,2019,2,25,56
1718840,2019,3,18,53
1718840,2019,3,,42
1718840,2019,2,41,70
1718840,2019,2,21,70
1718840,2019,2,19,78
1718840,2019,2,16,22
1718840,2019,2,20,70
1718840,2019,2,17,22
1718840,2019,3,15,53
1718840,2019,2,26,45
1718840,2019,3,17,73
1718840,2019,3,1,15
1718840,2019,2,14,3
1718840,2019,2,15,4
1718840,2020,2,20,86
1718840,2020,2,41,75
1718840,2020,2,21,68
1718840,2020,2,19,75
1718840,2020,2,25,70
1718840,2020,2,26,55
1718840,2020,2,27,42
1718840,2020,2,18,27
1718840,2020,3,14,41
1718840,2020,2,16,13
1718840,2020,3,15,46
1718840,2020,3,16,54
1718840,2020,3,17,63
1718840,2020,3,18,73
1718840,2020,2,17,25
1718840,2020,2,15,2
1718840,2020,2,,18
1718840,2020,3,2,74
1718840,2020,3,1,28
1718840,2020,2,14,8
1718840,2020,3,,51
1718865,2019,2,41,92
1718865,2019,3,14,98
1718865,2019,2,27,70
1718865,2019,2,25,121
1718865,2019,3,17,136
1718865,2019,2,20,127
1718865,2019,2,26,111
1718865,2019,3,15,79
1718865,2019,3,18,99
1718865,2019,3,2,100
1718865,2019,2,21,114
1718865,2019,2,71,41
1718865,2019,3,70,69
1718865,2019,3,,62
1718865,2019,2,18,17
1718865,2019,2,19,130
1718865,2019,2,70,8
1718865,2019,4,15,13
1718865,2019,3,1,141
1718865,2019,3,21,23
1718865,2019,3,16,136
1718865,2019,2,14,5
1718865,2019,3,69,28
1718865,2019,4,14,9
1718865,2019,3,41,21
1718865,2019,3,19,19
1718865,2019,2,17,9
1718865,2019,2,69,6
1718865,2019,3,20,31
1718865,2019,4,2,14
1718865,2019,4,18,9
1718865,2019,4,1,6
1718865,2019,4,17,10
1718865,2019,2,16,5
1718865,2019,4,16,11
1718865,2019,2,15,13
1718865,2020,2,41,118
1718865,2020,2,25,138
1718865,2020,2,26,110
1718865,2020,3,41,20
1718865,2020,2,21,111
1718865,2020,3,18,120
1718865,2020,3,19,21
1718865,2020,3,21,28
1718865,2020,3,20,20
1718865,2020,2,20,149
1718865,2020,3,17,123
1718865,2020,3,16,84
1718865,2020,2,71,31
1718865,2020,2,69,4
1718865,2020,2,27,81
1718865,2020,2,19,113
1718865,2020,3,15,99
1718865,2020,3,69,12
1718865,2020,2,70,12
1718865,2020,3,1,123
1718865,2020,3,70,43
1718865,2020,3,14,77
1718865,2020,4,2,10
1718865,2020,4,14,14
1718865,2020,3,2,117
1718865,2020,4,15,11
1718865,2020,4,17,7
1718865,2020,4,18,7
1718865,2020,2,16,13
1718865,2020,4,16,14
1718865,2020,2,,42
1718865,2020,2,17,8
1718865,2020,2,18,10
1718865,2020,2,15,6
1718865,2020,4,1,4
1718865,2020,2,14,3
1718865,2020,3,,17
1718881,2019,3,1,62
1718881,2019,2,41,39
1718881,2019,2,26,37
1718881,2019,3,,423
1718881,2019,2,25,49
1718881,2019,3,15,52
1718881,2019,2,21,37
1718881,2019,3,2,69
1718881,2019,2,19,60
1718881,2019,2,20,61
1718881,2019,3,16,52
1718881,2019,3,18,71
1718881,2019,3,17,61
1718881,2019,2,27,30
1718881,2019,3,14,43
1718881,2019,2,,3
1718881,2020,3,18,66
1718881,2020,3,16,58
1718881,2020,2,19,77
1718881,2020,3,17,44
1718881,2020,2,20,64
1718881,2020,2,21,64
1718881,2020,3,15,40
1718881,2020,2,41,39
1718881,2020,2,25,42
1718881,2020,2,26,44
1718881,2020,2,27,34
1718881,2020,3,14,27
1718881,2020,3,2,94
1718881,2020,3,1,61
1718881,2020,3,,235
1718899,2019,3,19,55
1718899,2019,3,,99
1718899,2019,3,2,50
1718899,2019,2,21,17
1718899,2019,2,25,31
1718899,2019,3,21,25
1718899,2019,3,1,18
1718899,2019,3,18,47
1718899,2019,3,17,46
1718899,2019,2,,27
1718899,2019,2,71,14
1718899,2019,3,14,32
1718899,2019,3,15,50
1718899,2019,3,41,26
1718899,2019,3,16,40
1718899,2019,2,20,11
1718899,2019,2,27,13
1718899,2019,3,20,35
1718899,2019,2,26,16
1718899,2020,2,19,27
1718899,2020,2,20,28
1718899,2020,2,21,22
1718899,2020,2,41,22
1718899,2020,2,25,17
1718899,2020,2,26,24
1718899,2020,2,27,15
1718899,2020,2,71,10
1718899,2020,2,,30
1718899,2020,3,19,24
1718899,2020,3,20,21
1718899,2020,3,21,18
1718899,2020,3,41,13
1718899,2020,3,14,28
1718899,2020,3,15,33
1718899,2020,3,16,49
1718899,2020,3,17,43
1718899,2020,3,18,39
1718899,2020,3,2,50
1718899,2020,3,1,26
1718899,2020,3,,5
1718907,2019,3,18,74
1718907,2019,3,,198
1718907,2019,2,26,59
1718907,2019,2,25,74
1718907,2019,3,2,116
1718907,2019,3,14,62
1718907,2019,3,17,97
1718907,2019,2,41,47
1718907,2019,4,18,9
1718907,2019,2,,136
1718907,2019,3,19,59
1718907,2019,3,1,130
1718907,2019,3,20,50
1718907,2019,3,15,76
1718907,2019,2,21,41
1718907,2019,4,14,10
1718907,2019,2,20,70
1718907,2019,3,21,34
1718907,2019,2,71,22
1718907,2019,2,18,23
1718907,2019,2,27,58
1718907,2019,4,15,4
1718907,2019,2,19,67
1718907,2019,3,16,117
1718907,2019,4,2,12
1718907,2019,3,41,25
1718907,2019,4,16,5
1718907,2019,4,17,9
1718907,2019,4,1,3
1718907,2020,3,41,30
1718907,2020,3,19,73
1718907,2020,3,20,42
1718907,2020,3,17,105
1718907,2020,3,21,35
1718907,2020,3,18,84
1718907,2020,3,16,100
1718907,2020,2,20,64
1718907,2020,2,19,42
1718907,2020,3,15,65
1718907,2020,2,21,69
1718907,2020,2,41,48
1718907,2020,3,14,52
1718907,2020,3,1,147
1718907,2020,4,15,9
1718907,2020,4,14,7
1718907,2020,3,2,130
1718907,2020,3,,136
1718907,2020,4,18,6
1718907,2020,4,16,5
1718907,2020,4,17,6
1718907,2020,4,2,9
1718907,2020,4,1,1
1718907,2020,2,25,61
1718907,2020,2,26,49
1718907,2020,2,27,57
1718907,2020,2,71,15
1718907,2020,2,,6
1719004,2019,3,,104
1719004,2019,3,20,73
1719004,2019,3,16,67
1719004,2019,2,21,34
1719004,2019,2,26,34
1719004,2019,2,25,49
1719004,2019,3,14,52
1719004,2019,3,19,68
1719004,2019,3,2,55
1719004,2019,3,17,56
1719004,2019,3,15,47
1719004,2019,3,41,10
1719004,2019,3,18,76
1719004,2019,2,41,28
1719004,2019,2,27,37
1719004,2019,3,21,11
1719004,2020,3,21,14
1719004,2020,3,19,82
1719004,2020,3,17,59
1719004,2020,3,20,56
1719004,2020,3,18,55
1719004,2020,3,16,59
1719004,2020,2,27,25
1719004,2020,3,15,61
1719004,2020,2,25,49
1719004,2020,2,26,35
1719004,2020,3,2,69
1719004,2020,3,14,28
1719004,2020,2,41,41
1719004,2020,3,,103
1719004,2020,2,21,55
1720002,2019,3,15,21
1720002,2019,3,1,62
1720002,2019,3,14,36
1720002,2019,3,,313
1720002,2019,2,27,27
1720002,2019,3,2,88
1720002,2019,2,21,25
1720002,2019,2,41,21
1720002,2019,2,19,28
1720002,2019,2,25,42
1720002,2019,3,18,54
1720002,2019,3,20,24
1720002,2019,3,17,37
1720002,2019,2,20,25
1720002,2019,2,26,30
1720002,2019,3,16,56
1720002,2019,3,21,18
1720002,2019,3,41,10
1720002,2019,3,19,22
1720002,2020,2,25,22
1720002,2020,2,27,28
1720002,2020,2,26,41
1720002,2020,2,41,23
1720002,2020,2,21,20
1720002,2020,3,18,36
1720002,2020,3,17,49
1720002,2020,3,15,33
1720002,2020,3,14,39
1720002,2020,3,16,25
1720002,2020,2,20,28
1720002,2020,3,19,30
1720002,2020,3,20,22
1720002,2020,3,21,26
1720002,2020,3,41,11
1720002,2020,3,2,76
1720002,2020,3,1,67
1720002,2020,2,19,23
1720002,2020,3,,265
1720002,2020,2,,30
1720101,2019,3,18,73
1720101,2019,2,20,132
1720101,2019,2,19,115
1720101,2019,3,21,14
1720101,2019,2,25,67
1720101,2019,3,15,114
1720101,2019,3,14,81
1720101,2019,3,16,124
1720101,2019,3,2,137
1720101,2019,2,21,111
1720101,2019,3,17,88
1720101,2019,3,20,15
1720101,2019,3,19,27
1720101,2019,2,18,38
1720101,2019,2,,39
1720101,2019,2,70,17
1720101,2019,2,69,9
1720101,2019,2,26,47
1720101,2019,2,71,28
1720101,2019,2,17,22
1720101,2019,2,41,101
1720101,2019,2,27,35
1720101,2019,3,1,33
1720101,2020,2,21,124
1720101,2020,2,41,113
1720101,2020,2,19,90
1720101,2020,2,25,90
1720101,2020,3,20,18
1720101,2020,3,19,27
1720101,2020,3,18,75
1720101,2020,3,17,101
1720101,2020,3,16,122
1720101,2020,2,20,114
1720101,2020,3,21,6
1720101,2020,3,15,80
1720101,2020,2,18,35
1720101,2020,3,14,89
1720101,2020,3,2,173
1720101,2020,2,71,48
1720101,2020,2,26,54
1720101,2020,2,27,32
1720101,2020,2,70,18
1720101,2020,2,17,14
1720101,2020,3,1,21
1720101,2020,2,,31
1720150,2019,3,17,11
1720150,2019,2,18,45
1720150,2019,2,26,28
1720150,2019,2,16,30
1720150,2019,3,18,23
1720150,2019,3,2,49
1720150,2019,2,19,32
1720150,2019,2,,36
1720150,2019,2,15,26
1720150,2019,2,27,19
1720150,2019,2,20,53
1720150,2019,2,21,48
1720150,2019,2,25,36
1720150,2019,3,14,32
1720150,2019,2,17,38
1720150,2019,2,41,25
1720150,2019,3,16,6
1720150,2019,3,15,8
1720150,2020,3,17,6
1720150,2020,2,21,48
1720150,2020,2,19,73
1720150,2020,3,18,12
1720150,2020,3,16,10
1720150,2020,3,15,11
1720150,2020,2,41,43
1720150,2020,2,17,35
1720150,2020,3,14,21
1720150,2020,3,2,48
1720150,2020,2,16,23
1720150,2020,2,18,37
1720150,2020,2,20,34
1720150,2020,2,25,31
1720150,2020,2,26,32
1720150,2020,2,27,25
1720150,2020,2,15,24
1720150,2020,2,,15
1720200,2019,2,71,51
1720200,2019,2,20,125
1720200,2019,3,19,153
1720200,2019,3,,467
1720200,2019,3,17,233
1720200,2019,2,26,141
1720200,2019,3,2,288
1720200,2019,3,1,256
1720200,2019,2,25,170
1720200,2019,3,16,257
1720200,2019,2,,14
1720200,2019,3,20,102
1720200,2019,2,41,158
1720200,2019,3,15,185
1720200,2019,3,21,66
1720200,2019,3,70,86
1720200,2019,2,21,122
1720200,2019,3,14,212
1720200,2019,3,41,37
1720200,2019,2,27,109
1720200,2019,3,18,187
1720200,2019,2,19,83
1720200,2019,2,18,25
1720200,2019,3,69,10
1720200,2020,3,18,202
1720200,2020,3,20,97
1720200,2020,3,19,145
1720200,2020,3,16,245
1720200,2020,3,21,73
1720200,2020,3,41,47
1720200,2020,2,26,143
1720200,2020,2,25,215
1720200,2020,2,27,131
1720200,2020,2,41,106
1720200,2020,3,17,231
1720200,2020,2,21,123
1720200,2020,2,20,119
1720200,2020,3,15,212
1720200,2020,3,14,162
1720200,2020,3,2,284
1720200,2020,2,19,93
1720200,2020,3,1,330
1720200,2020,3,,605
1720200,2020,3,70,81
1720200,2020,2,18,21
1720200,2020,2,,121
1720200,2020,2,71,24
1720259,2019,3,,161
1720259,2019,3,2,92
1720259,2019,3,16,49
1720259,2019,3,1,26
1720259,2019,4,27,27
1720259,2019,4,,90
1720259,2019,2,,63
1720259,2019,4,26,19
1720259,2019,2,20,83
1720259,2019,3,18,80
1720259,2019,3,17,62
1720259,2019,2,19,51
1720259,2019,2,26,27
1720259,2019,4,25,19
1720259,2019,2,27,30
1720259,2019,4,21,25
1720259,2019,2,41,63
1720259,2019,3,15,36
1720259,2019,3,14,31
1720259,2019,2,25,36
1720259,2019,2,21,66
1720259,2019,2,30,29
1720259,2019,2,32,10
1720259,2019,2,31,24
1720259,2020,2,27,23
1720259,2020,2,26,31
1720259,2020,3,18,55
1720259,2020,3,17,51
1720259,2020,2,41,45
1720259,2020,2,25,33
1720259,2020,3,2,100
1720259,2020,2,21,86
1720259,2020,4,27,16
1720259,2020,3,16,46
1720259,2020,2,20,53
1720259,2020,3,1,24
1720259,2020,4,26,14
1720259,2020,4,41,22
1720259,2020,3,15,35
1720259,2020,4,,76
1720259,2020,2,31,25
1720259,2020,2,32,21
1720259,2020,2,30,29
1720259,2020,3,14,37
1720259,2020,3,,151
1720259,2020,2,19,96
1720259,2020,2,,30
1720259,2020,4,20,24
1720309,2019,3,16,91
1720309,2019,3,,200
1720309,2019,2,25,88
1720309,2019,2,41,86
1720309,2019,3,14,51
1720309,2019,2,19,58
1720309,2019,2,26,52
1720309,2019,3,15,64
1720309,2019,2,27,57
1720309,2019,3,1,114
1720309,2019,3,2,100
1720309,2019,2,18,29
1720309,2019,3,17,73
1720309,2019,2,20,68
1720309,2019,2,,176
1720309,2019,3,18,63
1720309,2019,2,21,91
1720309,2019,3,19,37
1720309,2019,3,20,21
1720309,2020,3,20,24
1720309,2020,3,19,37
1720309,2020,3,18,72
1720309,2020,2,26,82
1720309,2020,3,17,82
1720309,2020,2,27,38
1720309,2020,2,25,87
1720309,2020,2,21,79
1720309,2020,2,20,64
1720309,2020,2,19,45
1720309,2020,2,41,83
1720309,2020,3,15,50
1720309,2020,3,16,78
1720309,2020,3,14,60
1720309,2020,3,2,107
1720309,2020,3,1,109
1720309,2020,2,,40
1720309,2020,3,,246
1720309,2020,3,69,12
1720499,2019,3,2,99
1720499,2019,3,21,42
1720499,2019,3,15,47
1720499,2019,3,1,47
1720499,2019,2,27,58
1720499,2019,3,16,57
1720499,2019,2,17,42
1720499,2019,2,21,40
1720499,2019,2,15,29
1720499,2019,2,26,52
1720499,2019,2,19,32
1720499,2019,3,17,51
1720499,2019,3,18,39
1720499,2019,2,18,39
1720499,2019,3,70,13
1720499,2019,2,16,25
1720499,2019,3,19,62
1720499,2019,2,41,37
1720499,2019,3,14,71
1720499,2019,2,25,56
1720499,2019,3,71,15
1720499,2019,3,20,35
1720499,2019,2,,14
1720499,2019,2,20,69
1720499,2019,3,41,23
1720499,2020,2,26,40
1720499,2020,2,27,42
1720499,2020,2,25,63
1720499,2020,2,41,41
1720499,2020,2,21,60
1720499,2020,2,20,31
1720499,2020,2,16,34
1720499,2020,2,17,30
1720499,2020,2,18,45
1720499,2020,3,14,57
1720499,2020,3,15,69
1720499,2020,3,16,47
1720499,2020,3,17,46
1720499,2020,3,18,39
1720499,2020,3,19,40
1720499,2020,3,20,52
1720499,2020,3,21,39
1720499,2020,3,41,31
1720499,2020,3,1,56
1720499,2020,2,,15
1720499,2020,3,2,115
1720499,2020,3,70,21
1720499,2020,3,71,31
1720499,2020,2,19,46
1720655,2019,2,19,109
1720655,2019,3,18,135
1720655,2019,2,26,76
1720655,2019,3,17,149
1720655,2019,3,14,110
1720655,2019,3,16,126
1720655,2019,3,2,128
1720655,2019,2,70,22
1720655,2019,3,1,78
1720655,2019,2,27,69
1720655,2019,2,41,76
1720655,2019,2,21,95
1720655,2019,3,15,103
1720655,2019,2,20,95
1720655,2019,2,25,74
1720655,2019,3,,3
1720655,2020,3,18,131
1720655,2020,3,16,117
1720655,2020,3,17,123
1720655,2020,2,26,67
1720655,2020,2,27,77
1720655,2020,2,25,68
1720655,2020,2,21,93
1720655,2020,2,41,90
1720655,2020,2,20,105
1720655,2020,2,70,27
1720655,2020,3,15,106
1720655,2020,2,19,146
1720655,2020,3,14,64
1720655,2020,3,1,128
1720655,2020,3,2,141
1720804,2019,3,,1093
1720804,2019,2,19,97
1720804,2019,2,21,91
1720804,2019,3,1,395
1720804,2019,3,19,130
1720804,2019,3,70,125
1720804,2019,3,14,134
1720804,2019,2,17,17
1720804,2019,3,21,72
1720804,2019,2,25,160
1720804,2019,3,2,314
1720804,2019,3,17,164
1720804,2019,2,,170
1720804,2019,3,16,177
1720804,2019,2,26,112
1720804,2019,3,20,72
1720804,2019,3,18,171
1720804,2019,2,20,100
1720804,2019,3,15,144
1720804,2019,2,41,79
1720804,2019,2,27,110
1720804,2019,2,71,53
1720804,2019,3,69,37
1720804,2019,3,41,60
1720804,2019,2,18,21
1720804,2020,2,41,96
1720804,2020,2,21,95
1720804,2020,2,20,113
1720804,2020,2,27,100
1720804,2020,2,25,169
1720804,2020,2,26,117
1720804,2020,2,19,105
1720804,2020,3,2,320
1720804,2020,3,16,149
1720804,2020,3,17,176
1720804,2020,3,18,156
1720804,2020,3,1,399
1720804,2020,2,18,15
1720804,2020,3,20,92
1720804,2020,3,21,77
1720804,2020,3,41,61
1720804,2020,3,14,160
1720804,2020,3,15,138
1720804,2020,3,19,128
1720804,2020,3,,1065
1720804,2020,2,,11
1720804,2020,2,71,63
1720804,2020,3,70,103
1720804,2020,3,69,43
1720853,2019,3,14,28
1720853,2019,2,,37
1720853,2019,2,21,36
1720853,2019,3,16,41
1720853,2019,2,19,27
1720853,2019,2,25,28
1720853,2019,2,20,34
1720853,2019,2,27,18
1720853,2019,3,15,22
1720853,2019,2,26,32
1720853,2019,2,41,29
1720853,2019,3,2,26
1720853,2019,3,17,36
1720853,2019,3,18,47
1720853,2019,3,,1
1720853,2020,3,14,15
1720853,2020,3,15,27
1720853,2020,3,16,35
1720853,2020,3,17,34
1720853,2020,3,18,37
1720853,2020,3,2,45
1720853,2020,3,1,14
1720853,2020,2,19,46
1720853,2020,2,20,32
1720853,2020,2,21,31
1720853,2020,2,41,30
1720853,2020,2,25,33
1720853,2020,2,26,26
1720853,2020,2,27,29
1720853,2020,2,,24
1720903,2019,2,41,206
1720903,2019,3,2,267
1720903,2019,2,19,175
1720903,2019,3,,462
1720903,2019,3,20,111
1720903,2019,3,18,202
1720903,2019,2,25,162
1720903,2019,3,21,82
1720903,2019,2,26,160
1720903,2019,2,27,107
1720903,2019,3,14,184
1720903,2019,2,20,172
1720903,2019,2,,174
1720903,2019,2,71,95
1720903,2019,3,16,270
1720903,2019,3,15,207
1720903,2019,2,18,69
1720903,2019,2,17,57
1720903,2019,4,2,21
1720903,2019,4,16,8
1720903,2019,3,19,159
1720903,2019,3,17,208
1720903,2019,2,70,64
1720903,2019,4,14,6
1720903,2019,2,21,162
1720903,2019,4,15,8
1720903,2019,3,41,22
1720903,2019,4,18,4
1720903,2019,4,17,5
1720903,2020,3,19,138
1720903,2020,3,20,108
1720903,2020,3,21,82
1720903,2020,3,41,45
1720903,2020,3,15,188
1720903,2020,3,14,181
1720903,2020,3,2,266
1720903,2020,3,17,243
1720903,2020,3,18,190
1720903,2020,4,2,10
1720903,2020,4,16,8
1720903,2020,4,14,5
1720903,2020,4,15,5
1720903,2020,4,17,5
1720903,2020,4,18,3
1720903,2020,3,16,258
1720903,2020,2,19,195
1720903,2020,2,20,174
1720903,2020,2,21,147
1720903,2020,2,18,66
1720903,2020,2,25,198
1720903,2020,2,26,119
1720903,2020,2,41,153
1720903,2020,2,27,123
1720903,2020,2,,144
1720903,2020,3,,183
1720903,2020,2,70,86
1720903,2020,2,71,105
1720903,2020,3,1,103
1720937,2019,2,21,35
1720937,2019,3,16,56
1720937,2019,2,19,40
1720937,2019,3,18,54
1720937,2019,3,14,37
1720937,2019,2,27,18
1720937,2019,3,2,61
1720937,2019,3,17,48
1720937,2019,2,,31
1720937,2019,2,26,14
1720937,2019,2,20,53
1720937,2019,3,1,30
1720937,2019,3,15,32
1720937,2019,2,25,25
1720937,2019,2,71,39
1720937,2019,2,41,19
1720937,2020,3,14,35
1720937,2020,3,1,37
1720937,2020,2,19,55
1720937,2020,3,2,52
1720937,2020,3,15,38
1720937,2020,2,20,48
1720937,2020,3,16,48
1720937,2020,2,21,38
1720937,2020,3,17,53
1720937,2020,2,25,26
1720937,2020,2,41,22
1720937,2020,3,18,49
1720937,2020,2,26,17
1720937,2020,2,27,12
1720937,2020,2,,34
1720937,2020,2,71,9
1720978,2019,3,15,45
1720978,2019,3,1,12
1720978,2019,2,25,35
