cod_ibge,ano,rede,etapa_ensino,matriculas
1714302,2020,2,21,59
1714302,2020,2,20,75
1714302,2020,2,41,58
1714302,2020,2,19,87
1714302,2020,3,41,12
1714302,2020,3,16,67
1714302,2020,2,2,4
1714302,2020,2,69,59
1714302,2020,3,21,18
1714302,2020,2,15,21
1714302,2020,2,1,4
1714302,2020,2,17,17
1714302,2020,2,70,17
1714302,2020,2,18,20
1714302,2020,3,15,51
1714302,2020,3,1,72
1714302,2020,2,71,13
1714302,2020,2,16,21
1714302,2020,3,14,66
1714302,2020,2,14,6
1714302,2020,2,,112
1714880,2019,2,25,121
1714880,2019,2,21,137
1714880,2019,3,16,283
1714880,2019,2,41,163
1714880,2019,3,1,303
1714880,2019,2,20,216
1714880,2019,3,15,156
1714880,2019,3,,949
1714880,2019,3,14,132
1714880,2019,3,18,249
1714880,2019,3,2,311
1714880,2019,2,19,206
1714880,2019,4,40,46
1714880,2019,3,17,268
1714880,2019,4,39,13
1714880,2019,2,26,129
1714880,2019,3,41,26
1714880,2019,2,71,94
1714880,2019,2,70,43
1714880,2019,2,27,99
1714880,2019,2,,59
1714880,2019,3,20,37
1714880,2019,3,19,33
1714880,2019,3,21,30
1714880,2019,2,69,51
1714880,2019,2,1,3
1714880,2019,2,14,3
1714880,2020,2,27,106
1714880,2020,2,26,106
1714880,2020,2,25,146
1714880,2020,3,18,220
1714880,2020,3,17,254
1714880,2020,3,19,41
1714880,2020,2,41,136
1714880,2020,2,71,90
1714880,2020,2,21,185
1714880,2020,2,69,51
1714880,2020,2,14,8
1714880,2020,2,70,56
1714880,2020,3,16,230
1714880,2020,2,20,164
1714880,2020,4,40,29
1714880,2020,4,39,5
1714880,2020,2,19,189
1714880,2020,3,15,127
1714880,2020,3,1,266
1714880,2020,3,2,348
1714880,2020,3,,18
1714880,2020,3,14,151
1714880,2020,3,20,25
1714880,2020,3,21,29
1714880,2020,3,41,19
1714880,2020,2,,81
1715002,2019,3,1,54
1715002,2019,2,20,63
1715002,2019,2,19,54
1715002,2019,3,16,54
1715002,2019,3,17,68
1715002,2019,3,,82
1715002,2019,3,15,50
1715002,2019,3,2,114
1715002,2019,3,18,57
1715002,2019,2,16,4
1715002,2019,2,15,9
1715002,2019,3,14,49
1715002,2019,2,27,39
1715002,2019,2,25,48
1715002,2019,2,21,51
1715002,2019,2,41,77
1715002,2019,2,70,5
1715002,2019,2,26,27
1715002,2019,2,14,5
1715002,2019,2,18,7
1715002,2019,2,17,7
1715002,2019,2,71,8
1715002,2020,3,18,62
1715002,2020,2,21,61
1715002,2020,2,41,47
1715002,2020,2,27,23
1715002,2020,2,26,42
1715002,2020,2,25,73
1715002,2020,2,20,55
1715002,2020,3,17,53
1715002,2020,3,2,87
1715002,2020,2,17,3
1715002,2020,2,19,63
1715002,2020,3,16,52
1715002,2020,2,16,10
1715002,2020,3,15,45
1715002,2020,3,1,60
1715002,2020,3,,68
1715002,2020,2,15,5
1715002,2020,2,18,9
1715002,2020,3,14,56
1715002,2020,2,14,9
1715002,2020,2,70,7
1715101,2019,3,16,89
1715101,2019,3,14,66
1715101,2019,3,2,100
1715101,2019,2,25,69
1715101,2019,2,21,90
1715101,2019,3,,70
1715101,2019,3,18,114
1715101,2019,2,41,97
1715101,2019,2,,163
1715101,2019,3,15,69
1715101,2019,2,26,70
1715101,2019,3,1,95
1715101,2019,2,19,67
1715101,2019,3,17,81
1715101,2019,2,20,72
1715101,2019,3,20,9
1715101,2019,3,19,6
1715101,2019,2,27,43
1715101,2020,2,25,110
1715101,2020,2,27,64
1715101,2020,2,26,60
1715101,2020,2,41,123
1715101,2020,3,18,84
1715101,2020,3,17,84
1715101,2020,2,21,93
1715101,2020,3,16,75
1715101,2020,3,15,64
1715101,2020,2,20,40
1715101,2020,3,19,10
1715101,2020,2,,96
1715101,2020,3,1,102
1715101,2020,3,14,63
1715101,2020,3,2,116
1715101,2020,3,,65
1715101,2020,2,19,92
1715101,2020,3,20,6
1715150,2019,2,,65
1715150,2019,2,16,46
1715150,2019,2,19,31
1715150,2019,3,2,43
1715150,2019,2,17,27
1715150,2019,3,14,21
1715150,2019,2,25,37
1715150,2019,2,41,31
1715150,2019,2,26,19
1715150,2019,2,27,23
1715150,2019,2,20,29
1715150,2019,2,15,31
1715150,2019,2,21,32
1715150,2019,3,1,14
1715150,2019,2,18,50
1715150,2020,2,41,43
1715150,2020,2,26,27
1715150,2020,2,27,20
1715150,2020,2,21,22
1715150,2020,2,16,39
1715150,2020,2,17,38
1715150,2020,2,18,28
1715150,2020,2,19,50
1715150,2020,2,20,33
1715150,2020,2,25,17
1715150,2020,2,,70
1715150,2020,3,15,18
1715150,2020,3,14,23
1715150,2020,3,2,40
1715150,2020,3,1,29
1715259,2019,2,25,46
1715259,2019,2,21,48
1715259,2019,3,17,61
1715259,2019,2,26,35
1715259,2019,3,14,27
1715259,2019,3,16,48
1715259,2019,3,1,32
1715259,2019,2,41,42
1715259,2019,2,20,48
1715259,2019,2,19,66
1715259,2019,3,2,54
1715259,2019,3,18,49
1715259,2019,3,15,53
1715259,2019,2,27,22
1715259,2020,2,25,29
1715259,2020,2,41,44
1715259,2020,2,21,43
1715259,2020,2,26,30
1715259,2020,2,27,34
1715259,2020,2,19,61
1715259,2020,2,20,55
1715259,2020,3,1,38
1715259,2020,3,2,70
1715259,2020,3,16,62
1715259,2020,3,15,34
1715259,2020,3,14,16
1715259,2020,3,17,45
1715259,2020,3,18,63
1715507,2019,3,18,35
1715507,2019,2,27,15
1715507,2019,2,26,23
1715507,2019,3,16,30
1715507,2019,3,20,40
1715507,2019,2,21,18
1715507,2019,3,14,21
1715507,2019,3,19,36
1715507,2019,3,17,31
1715507,2019,3,2,46
1715507,2019,2,41,24
1715507,2019,3,15,20
1715507,2019,2,25,15
1715507,2019,3,70,14
1715507,2020,3,19,40
1715507,2020,3,18,25
1715507,2020,3,17,36
1715507,2020,3,16,28
1715507,2020,3,15,23
1715507,2020,3,20,38
1715507,2020,3,14,31
1715507,2020,2,27,16
1715507,2020,2,26,12
1715507,2020,3,2,28
1715507,2020,2,41,16
1715507,2020,2,25,32
1715507,2020,2,21,22
1715705,2019,2,27,61
1715705,2019,3,15,82
1715705,2019,2,41,38
1715705,2019,3,2,97
1715705,2019,2,,10
1715705,2019,3,16,92
1715705,2019,3,1,55
1715705,2019,3,17,86
1715705,2019,2,20,50
1715705,2019,2,25,70
1715705,2019,2,19,57
1715705,2019,3,41,45
1715705,2019,3,18,96
1715705,2019,2,26,61
1715705,2019,3,14,61
1715705,2019,3,21,50
1715705,2019,2,21,49
1715705,2019,3,20,51
1715705,2019,3,19,69
1715705,2020,3,17,75
1715705,2020,3,16,109
1715705,2020,3,18,85
1715705,2020,3,19,56
1715705,2020,3,20,60
1715705,2020,3,21,48
1715705,2020,3,41,40
1715705,2020,3,15,60
1715705,2020,3,14,58
1715705,2020,3,2,103
1715705,2020,3,1,73
1715705,2020,2,19,48
1715705,2020,2,20,66
1715705,2020,2,21,46
1715705,2020,2,41,44
1715705,2020,2,25,86
1715705,2020,2,26,65
1715705,2020,2,27,53
1715705,2020,2,,10
1715754,2019,2,27,87
1715754,2019,3,2,191
1715754,2019,2,20,109
1715754,2019,3,15,93
1715754,2019,3,18,134
1715754,2019,2,21,144
1715754,2019,3,1,134
1715754,2019,3,,323
1715754,2019,2,19,124
1715754,2019,2,25,119
1715754,2019,2,26,99
1715754,2019,4,,36
1715754,2019,2,71,21
1715754,2019,2,,72
1715754,2019,3,16,119
1715754,2019,2,41,103
1715754,2019,3,17,126
1715754,2019,3,14,100
1715754,2019,4,41,16
1715754,2019,4,21,20
1715754,2020,3,2,177
1715754,2020,3,17,123
1715754,2020,3,18,127
1715754,2020,3,1,124
1715754,2020,3,16,88
1715754,2020,2,27,89
1715754,2020,2,26,110
1715754,2020,3,15,99
1715754,2020,4,41,19
1715754,2020,4,25,18
1715754,2020,3,14,110
1715754,2020,2,19,147
1715754,2020,2,20,132
1715754,2020,3,,204
1715754,2020,2,21,104
1715754,2020,2,41,129
1715754,2020,2,25,106
1715754,2020,2,,89
1715754,2020,2,71,28
1715754,2020,4,,37
1716109,2019,2,27,518
1716109,2019,3,,588
1716109,2019,4,69,43
1716109,2019,2,26,622
1716109,2019,4,14,143
1716109,2019,3,17,608
1716109,2019,3,15,583
1716109,2019,2,,240
1716109,2019,3,2,793
1716109,2019,2,20,750
1716109,2019,4,15,196
1716109,2019,3,18,901
1716109,2019,4,1,151
1716109,2019,3,16,658
1716109,2019,2,21,854
1716109,2019,2,15,33
1716109,2019,4,16,188
1716109,2019,3,14,624
1716109,2019,3,1,400
1716109,2019,2,41,755
1716109,2019,2,71,234
1716109,2019,2,19,715
1716109,2019,2,70,23
1716109,2019,4,19,95
1716109,2019,1,31,87
1716109,2019,4,2,320
1716109,2019,4,20,92
1716109,2019,4,17,202
1716109,2019,4,41,113
1716109,2019,2,25,705
1716109,2019,4,18,132
1716109,2019,4,25,29
1716109,2019,2,17,32
1716109,2019,1,30,152
1716109,2019,4,40,133
1716109,2019,1,32,85
1716109,2019,4,27,13
1716109,2019,2,18,51
1716109,2019,2,69,67
1716109,2019,2,16,35
1716109,2019,4,21,78
1716109,2019,4,26,20
1716109,2019,4,,22
1716109,2019,4,39,9
1716109,2019,2,1,18
1716109,2019,2,14,11
1716109,2020,3,17,647
1716109,2020,2,21,794
1716109,2020,2,20,702
1716109,2020,3,18,619
1716109,2020,2,41,815
1716109,2020,2,25,836
1716109,2020,2,26,635
1716109,2020,2,27,539
1716109,2020,4,21,78
1716109,2020,4,20,83
1716109,2020,4,41,73
1716109,2020,4,19,98
1716109,2020,4,25,40
1716109,2020,4,26,27
1716109,2020,4,27,22
1716109,2020,4,18,193
1716109,2020,4,17,166
1716109,2020,4,16,194
1716109,2020,4,15,129
1716109,2020,3,16,612
1716109,2020,3,15,625
1716109,2020,4,14,155
1716109,2020,3,14,548
1716109,2020,2,71,237
1716109,2020,1,32,68
1716109,2020,1,31,109
1716109,2020,4,2,308
1716109,2020,2,16,27
1716109,2020,3,2,911
1716109,2020,3,1,422
1716109,2020,1,30,153
1716109,2020,2,17,36
1716109,2020,2,19,1020
1716109,2020,4,1,129
1716109,2020,4,40,224
1716109,2020,3,,606
1716109,2020,4,39,38
1716109,2020,2,,273
1716109,2020,2,14,11
1716109,2020,2,15,2
1716109,2020,2,18,27
1716109,2020,2,69,74
1716109,2020,2,70,56
1716109,2020,4,,31
1716109,2020,4,69,65
1716109,2020,2,1,15
1716208,2019,2,19,185
1716208,2019,3,1,89
1716208,2019,3,18,121
1716208,2019,2,20,213
1716208,2019,2,21,129
1716208,2019,3,17,160
1716208,2019,2,,56
1716208,2019,2,71,88
1716208,2019,2,41,182
1716208,2019,2,25,141
1716208,2019,2,26,108
1716208,2019,3,15,164
1716208,2019,2,69,18
1716208,2019,3,16,244
1716208,2019,2,17,74
1716208,2019,3,70,15
1716208,2019,2,27,78
1716208,2019,3,2,218
1716208,2019,3,14,156
1716208,2019,3,41,12
1716208,2019,2,70,36
1716208,2019,2,18,105
1716208,2019,3,69,34
1716208,2019,3,21,20
1716208,2019,3,19,37
1716208,2019,3,20,28
1716208,2020,2,26,117
1716208,2020,2,25,168
1716208,2020,2,41,137
1716208,2020,2,27,90
1716208,2020,2,71,134
1716208,2020,2,20,171
1716208,2020,2,17,38
1716208,2020,2,18,104
1716208,2020,2,69,26
1716208,2020,2,19,192
1716208,2020,3,1,72
1716208,2020,3,2,241
1716208,2020,3,14,127
1716208,2020,3,15,154
1716208,2020,3,17,202
1716208,2020,3,18,124
1716208,2020,2,21,186
1716208,2020,3,16,204
1716208,2020,3,19,42
1716208,2020,3,20,22
1716208,2020,3,21,15
1716208,2020,3,70,67
1716208,2020,3,69,5
1716208,2020,2,,66
1716208,2020,3,41,3
1716208,2020,2,70,15
1716307,2019,3,18,90
1716307,2019,2,41,71
1716307,2019,2,21,50
1716307,2019,2,25,59
1716307,2019,3,17,91
1716307,2019,3,2,118
1716307,2019,3,16,101
1716307,2019,3,14,73
1716307,2019,2,20,61
1716307,2019,3,,7
1716307,2019,3,15,69
1716307,2019,3,1,65
1716307,2019,2,26,53
1716307,2019,3,21,10
1716307,2019,2,19,74
1716307,2019,2,27,45
1716307,2019,2,,21
1716307,2019,3,20,13
1716307,2019,3,41,16
1716307,2019,3,19,12
1716307,2020,2,26,52
1716307,2020,2,25,84
1716307,2020,3,16,102
1716307,2020,3,17,86
1716307,2020,3,18,76
1716307,2020,3,19,8
1716307,2020,3,21,14
1716307,2020,3,41,12
1716307,2020,3,20,11
1716307,2020,3,2,96
1716307,2020,3,15,70
1716307,2020,2,21,61
1716307,2020,2,20,57
1716307,2020,3,14,75
1716307,2020,3,1,80
1716307,2020,2,19,80
1716307,2020,2,27,42
1716307,2020,2,41,54
1716307,2020,2,,14
1716307,2020,3,,10
1716505,2019,2,26,200
1716505,2019,3,,1936
1716505,2019,3,16,245
1716505,2019,2,27,188
1716505,2019,3,1,138
1716505,2019,4,40,54
1716505,2019,2,21,213
1716505,2019,3,2,389
1716505,2019,3,17,273
1716505,2019,2,25,236
1716505,2019,2,17,13
1716505,2019,2,70,65
1716505,2019,2,19,254
1716505,2019,2,71,103
1716505,2019,3,18,215
1716505,2019,2,20,243
1716505,2019,2,,195
1716505,2019,3,14,222
1716505,2019,4,2,35
1716505,2019,2,15,7
1716505,2019,2,41,195
1716505,2019,3,15,210
1716505,2019,2,16,17
1716505,2019,4,41,9
1716505,2019,4,20,17
1716505,2019,2,32,17
1716505,2019,2,69,89
1716505,2019,2,18,25
1716505,2019,1,39,77
1716505,2019,4,1,26
1716505,2019,4,19,14
1716505,2019,4,39,6
1716505,2019,4,17,16
1716505,2019,1,40,27
1716505,2019,4,18,8
1716505,2019,4,21,9
1716505,2019,4,15,10
1716505,2019,4,16,20
1716505,2019,4,14,11
1716505,2019,2,14,10
1716505,2020,4,18,14
1716505,2020,4,19,14
1716505,2020,4,20,12
1716505,2020,4,21,14
1716505,2020,4,41,8
1716505,2020,3,18,269
1716505,2020,3,17,215
1716505,2020,4,2,34
1716505,2020,4,14,19
1716505,2020,4,15,12
1716505,2020,4,16,12
1716505,2020,4,17,19
1716505,2020,2,21,243
1716505,2020,3,16,217
1716505,2020,2,18,15
1716505,2020,2,19,239
1716505,2020,2,41,207
1716505,2020,2,25,204
1716505,2020,2,26,234
1716505,2020,2,27,174
1716505,2020,3,14,209
1716505,2020,3,15,230
1716505,2020,2,14,11
1716505,2020,2,69,117
1716505,2020,2,16,9
1716505,2020,2,17,17
1716505,2020,2,20,259
1716505,2020,3,,597
1716505,2020,2,15,6
1716505,2020,2,,308
1716505,2020,2,71,116
1716505,2020,4,1,16
1716505,2020,3,1,171
1716505,2020,3,2,368
1716505,2020,2,70,84
1716505,2020,1,39,47
1716505,2020,1,40,24
1716505,2020,4,40,47
1716505,2020,4,39,3
1716604,2019,3,17,168
1716604,2019,2,41,60
1716604,2019,3,1,139
1716604,2019,3,19,65
1716604,2019,3,15,111
1716604,2019,2,20,99
1716604,2019,3,16,167
1716604,2019,3,18,216
1716604,2019,2,19,95
1716604,2019,3,,325
1716604,2019,3,20,85
1716604,2019,2,27,65
1716604,2019,2,,145
1716604,2019,3,2,187
1716604,2019,2,71,33
1716604,2019,3,14,121
1716604,2019,2,25,152
1716604,2019,2,21,70
1716604,2019,2,26,92
1716604,2019,3,69,19
1716604,2019,3,41,52
1716604,2019,3,70,17
1716604,2019,3,21,45
1716604,2020,2,41,79
1716604,2020,2,21,74
1716604,2020,3,15,110
1716604,2020,3,16,148
1716604,2020,3,17,162
1716604,2020,3,18,153
1716604,2020,3,19,73
1716604,2020,3,20,52
1716604,2020,3,21,68
1716604,2020,3,41,39
1716604,2020,2,20,87
1716604,2020,2,19,129
1716604,2020,3,14,106
1716604,2020,3,2,203
1716604,2020,3,1,158
1716604,2020,3,70,29
1716604,2020,3,,89
1716604,2020,2,27,64
1716604,2020,2,25,147
1716604,2020,2,26,88
1716604,2020,2,71,27
1716604,2020,2,,21
1716653,2019,2,21,28
1716653,2019,2,,122
1716653,2019,3,2,132
1716653,2019,3,,445
1716653,2019,2,26,81
1716653,2019,3,1,122
1716653,2019,2,18,23
1716653,2019,2,71,20
1716653,2019,2,27,53
1716653,2019,3,14,67
1716653,2019,2,69,13
1716653,2019,3,15,80
1716653,2019,3,18,93
1716653,2019,3,20,62
1716653,2019,3,16,70
1716653,2019,2,16,20
1716653,2019,3,19,68
1716653,2019,3,41,77
1716653,2019,2,25,78
1716653,2019,2,20,26
1716653,2019,3,17,89
1716653,2019,2,41,24
1716653,2019,2,17,18
1716653,2019,2,19,21
1716653,2019,3,21,77
1716653,2020,2,21,28
1716653,2020,2,41,31
1716653,2020,3,20,54
1716653,2020,3,21,59
1716653,2020,3,19,87
1716653,2020,3,41,68
1716653,2020,3,18,75
1716653,2020,3,2,129
1716653,2020,2,20,18
1716653,2020,3,17,72
1716653,2020,3,16,57
1716653,2020,2,27,74
1716653,2020,3,1,94
1716653,2020,3,15,63
1716653,2020,2,19,24
1716653,2020,2,18,19
1716653,2020,2,26,59
1716653,2020,3,14,55
1716653,2020,2,25,81
1716653,2020,2,17,18
1716653,2020,2,16,16
1716653,2020,3,,322
1716653,2020,2,,123
1716653,2020,2,69,12
1716653,2020,2,71,15
1716703,2019,3,16,104
1716703,2019,2,71,54
1716703,2019,2,19,151
1716703,2019,3,15,108
1716703,2019,4,21,7
1716703,2019,2,20,144
1716703,2019,3,2,215
1716703,2019,3,1,123
1716703,2019,2,21,98
1716703,2019,2,,264
1716703,2019,3,18,145
1716703,2019,4,18,15
1716703,2019,4,16,7
1716703,2019,2,27,91
1716703,2019,2,70,30
1716703,2019,2,25,121
1716703,2019,2,41,105
1716703,2019,4,19,12
1716703,2019,2,26,94
1716703,2019,4,15,9
1716703,2019,3,14,92
1716703,2019,2,69,93
1716703,2019,3,17,116
1716703,2019,4,17,13
1716703,2019,4,14,8
1716703,2019,3,,25
1716703,2019,4,20,7
1716703,2019,4,41,1
1716703,2019,2,15,2
1716703,2019,2,2,2
1716703,2020,2,69,92
1716703,2020,3,2,183
1716703,2020,4,18,16
1716703,2020,4,19,13
1716703,2020,4,20,11
1716703,2020,4,21,6
1716703,2020,4,17,8
1716703,2020,3,1,116
1716703,2020,3,16,115
1716703,2020,2,15,1
1716703,2020,3,17,101
1716703,2020,3,18,114
1716703,2020,4,16,7
1716703,2020,4,15,14
1716703,2020,3,15,89
1716703,2020,2,,278
1716703,2020,3,14,111
1716703,2020,3,,26
1716703,2020,2,19,143
1716703,2020,2,21,125
1716703,2020,2,41,92
1716703,2020,2,27,83
1716703,2020,2,71,33
1716703,2020,4,41,4
1716703,2020,4,14,7
1716703,2020,2,25,118
1716703,2020,2,26,102
1716703,2020,2,20,156
1716703,2020,2,70,41
1716703,2020,4,2,24
1717008,2019,3,18,110
1717008,2019,2,19,85
1717008,2019,3,17,110
1717008,2019,2,21,102
1717008,2019,3,2,110
1717008,2019,2,27,46
1717008,2019,2,20,90
1717008,2019,3,16,107
1717008,2019,3,1,34
1717008,2019,2,41,96
1717008,2019,3,14,75
1717008,2019,3,15,76
1717008,2019,2,,14
1717008,2019,2,25,71
1717008,2019,2,26,65
1717008,2020,3,17,87
1717008,2020,2,26,58
1717008,2020,2,27,48
1717008,2020,3,18,89
1717008,2020,2,25,93
1717008,2020,3,16,96
1717008,2020,2,41,103
1717008,2020,2,21,74
1717008,2020,3,1,49
1717008,2020,3,15,66
1717008,2020,2,20,93
1717008,2020,2,19,114
1717008,2020,2,,12
1717008,2020,3,14,71
1717008,2020,3,2,86
1717206,2019,3,2,77
1717206,2019,2,27,35
1717206,2019,2,25,42
1717206,2019,3,1,65
1717206,2019,2,26,22
1717206,2019,3,15,27
1717206,2019,3,16,51
1717206,2019,3,17,57
1717206,2019,2,20,43
1717206,2019,3,18,37
1717206,2019,2,19,51
1717206,2019,2,41,43
1717206,2019,3,14,31
1717206,2019,2,21,42
1717206,2019,3,69,13
1717206,2020,3,18,46
1717206,2020,3,2,77
1717206,2020,3,16,39
1717206,2020,3,17,43
1717206,2020,3,15,25
1717206,2020,3,14,40
1717206,2020,3,1,43
1717206,2020,2,21,37
1717206,2020,2,41,44
1717206,2020,2,25,39
1717206,2020,2,26,33
1717206,2020,2,27,19
1717206,2020,2,19,33
1717206,2020,2,20,47
1717503,2019,3,15,103
1717503,2019,3,41,54
1717503,2019,2,,53
1717503,2019,3,18,137
1717503,2019,3,19,78
1717503,2019,3,21,54
1717503,2019,3,14,66
1717503,2019,3,20,69
1717503,2019,2,41,47
1717503,2019,3,16,124
1717503,2019,2,21,41
1717503,2019,3,2,141
1717503,2019,2,25,119
1717503,2019,3,1,96
1717503,2019,2,20,32
1717503,2019,2,26,67
1717503,2019,2,27,64
1717503,2019,3,17,103
1717503,2019,2,71,20
1717503,2019,2,19,24
1717503,2020,3,19,128
1717503,2020,3,18,100
1717503,2020,3,20,60
1717503,2020,2,27,62
1717503,2020,3,41,40
1717503,2020,3,21,69
1717503,2020,3,17,119
1717503,2020,2,25,87
1717503,2020,2,26,93
1717503,2020,2,41,43
1717503,2020,2,71,7
1717503,2020,3,16,115
1717503,2020,2,21,34
1717503,2020,2,20,29
1717503,2020,3,15,70
1717503,2020,3,2,166
1717503,2020,3,70,9
1717503,2020,3,14,103
1717503,2020,2,,50
1717503,2020,3,1,72
1717800,2019,3,2,106
1717800,2019,2,25,71
1717800,2019,2,18,55
1717800,2019,2,20,77
1717800,2019,2,14,50
1717800,2019,2,19,57
1717800,2019,2,15,55
1717800,2019,2,21,59
1717800,2019,2,17,52
1717800,2019,2,41,65
1717800,2019,2,16,64
1717800,2019,2,27,46
1717800,2019,2,26,55
1717800,2019,3,16,18
1717800,2019,3,15,21
1717800,2019,2,,75
1717800,2019,3,41,22
1717800,2019,3,18,20
1717800,2019,3,17,24
1717800,2019,3,1,16
1717800,2019,3,20,27
1717800,2019,3,19,16
1717800,2019,3,21,23
1717800,2019,3,14,7
1717800,2020,3,41,20
1717800,2020,3,18,27
1717800,2020,3,19,17
1717800,2020,3,20,17
1717800,2020,3,21,22
1717800,2020,2,14,49
1717800,2020,2,15,47
1717800,2020,3,17,15
1717800,2020,3,16,29
1717800,2020,3,15,8
1717800,2020,3,14,12
1717800,2020,3,2,81
1717800,2020,2,16,72
1717800,2020,2,17,52
1717800,2020,2,18,45
1717800,2020,2,19,75
1717800,2020,2,20,64
1717800,2020,2,,65
1717800,2020,2,21,58
1717800,2020,2,41,75
1717800,2020,2,25,59
1717800,2020,2,26,55
1717800,2020,2,27,53
1717800,2020,3,1,52
1717909,2019,3,,306
1717909,2019,3,15,116
1717909,2019,2,,351
1717909,2019,2,26,57
1717909,2019,2,41,127
1717909,2019,2,25,125
1717909,2019,2,21,132
1717909,2019,3,1,107
1717909,2019,3,14,103
1717909,2019,3,17,165
1717909,2019,3,18,170
1717909,2019,3,2,134
1717909,2019,3,16,154
1717909,2019,2,20,141
1717909,2019,2,71,18
1717909,2019,2,19,157
1717909,2019,2,27,43
1717909,2019,2,31,20
1717909,2019,4,69,42
1717909,2019,4,15,2
1717909,2019,4,14,3
1717909,2020,3,17,149
1717909,2020,3,18,151
1717909,2020,3,2,155
1717909,2020,3,1,135
1717909,2020,3,16,138
1717909,2020,3,15,96
1717909,2020,4,14,2
1717909,2020,4,69,46
1717909,2020,4,15,2
1717909,2020,2,20,148
1717909,2020,2,21,138
1717909,2020,2,19,183
1717909,2020,2,,57
1717909,2020,2,41,126
1717909,2020,2,25,120
1717909,2020,2,26,111
1717909,2020,2,27,54
1717909,2020,3,14,93
1717909,2020,2,32,18
1717909,2020,3,,203
1718006,2019,3,14,59
1718006,2019,2,41,62
1718006,2019,3,18,81
1718006,2019,2,25,51
1718006,2019,2,20,58
1718006,2019,2,21,61
1718006,2019,3,1,53
1718006,2019,2,,72
1718006,2019,3,17,69
1718006,2019,2,26,41
1718006,2019,3,16,53
1718006,2019,2,27,49
1718006,2019,3,2,97
1718006,2019,3,15,49
1718006,2019,2,19,53
1718006,2020,2,21,61
1718006,2020,2,20,48
1718006,2020,2,41,59
1718006,2020,2,25,47
1718006,2020,2,26,37
1718006,2020,2,27,35
1718006,2020,2,19,87
1718006,2020,2,,73
1718006,2020,3,2,88
1718006,2020,3,14,36
1718006,2020,3,15,55
1718006,2020,3,16,45
1718006,2020,3,,121
1718006,2020,3,17,56
1718006,2020,3,18,59
1718006,2020,3,1,71
1718204,2019,4,20,137
1718204,2019,3,16,1030
1718204,2019,2,25,769
1718204,2019,1,30,132
1718204,2019,3,,701
1718204,2019,3,14,737
1718204,2019,3,15,827
1718204,2019,2,26,589
1718204,2019,4,21,141
1718204,2019,2,21,854
1718204,2019,3,17,992
1718204,2019,2,19,881
1718204,2019,2,,1280
1718204,2019,3,18,1076
1718204,2019,3,2,1303
1718204,2019,4,18,203
1718204,2019,2,41,825
1718204,2019,4,15,228
1718204,2019,4,14,238
1718204,2019,3,19,54
1718204,2019,2,20,970
1718204,2019,4,41,131
1718204,2019,2,27,432
1718204,2019,1,40,101
1718204,2019,3,1,701
1718204,2019,3,70,243
1718204,2019,4,19,169
1718204,2019,4,2,451
1718204,2019,2,18,236
1718204,2019,4,16,223
1718204,2019,4,27,93
1718204,2019,3,21,46
1718204,2019,4,1,189
1718204,2019,2,71,391
1718204,2019,1,32,84
1718204,2019,1,31,104
1718204,2019,4,69,41
1718204,2019,4,25,108
1718204,2019,3,69,62
1718204,2019,4,17,237
1718204,2019,1,67,16
1718204,2019,4,26,91
1718204,2019,3,41,49
1718204,2019,3,20,64
1718204,2019,4,40,98
1718204,2019,2,32,56
1718204,2019,2,69,86
1718204,2019,2,70,9
1718204,2019,2,17,65
1718204,2019,2,30,52
1718204,2019,2,16,3
1718204,2019,2,31,44
1718204,2019,2,1,10
1718204,2019,2,40,18
1718204,2019,2,14,4
1718204,2019,2,15,2
1718204,2020,3,18,933
1718204,2020,2,21,972
1718204,2020,2,25,815
1718204,2020,2,27,502
1718204,2020,2,41,815
1718204,2020,2,26,639
1718204,2020,4,17,215
1718204,2020,4,16,224
1718204,2020,4,19,192
1718204,2020,4,18,222
1718204,2020,4,20,155
1718204,2020,4,69,47
1718204,2020,4,27,79
1718204,2020,4,26,89
1718204,2020,4,25,82
1718204,2020,4,21,128
1718204,2020,4,41,133
1718204,2020,3,17,1048
1718204,2020,4,15,224
1718204,2020,3,19,81
1718204,2020,3,20,58
1718204,2020,2,19,1225
1718204,2020,2,18,128
1718204,2020,2,20,889
1718204,2020,2,32,37
1718204,2020,2,31,64
1718204,2020,3,2,1625
1718204,2020,3,16,909
1718204,2020,4,14,223
1718204,2020,2,30,68
1718204,2020,4,2,411
1718204,2020,3,14,666
1718204,2020,3,15,755
1718204,2020,2,15,4
1718204,2020,2,69,87
1718204,2020,2,14,4
1718204,2020,2,16,4
1718204,2020,2,1,6
1718204,2020,3,1,732
1718204,2020,2,,684
1718204,2020,4,1,146
1718204,2020,3,,201
1718204,2020,4,40,73
1718204,2020,2,71,505
1718204,2020,3,41,33
1718204,2020,3,21,56
1718204,2020,1,30,134
1718204,2020,1,31,97
1718204,2020,3,70,231
1718204,2020,1,40,78
1718204,2020,1,67,21
1718204,2020,1,32,79
1718204,2020,3,69,33
1718204,2020,2,70,8
1718303,2019,2,,195
1718303,2019,3,2,227
1718303,2019,3,41,94
1718303,2019,2,71,51
1718303,2019,3,,711
1718303,2019,3,69,32
1718303,2019,3,14,113
1718303,2019,2,21,61
1718303,2019,2,27,75
1718303,2019,3,15,137
1718303,2019,3,17,171
1718303,2019,2,19,19
1718303,2019,3,16,166
1718303,2019,3,1,199
1718303,2019,3,18,163
1718303,2019,2,26,108
