cod_ibge,ano,rede,ensino,ideb,taxa_aprovacao,indicador_rendimento,nota_saeb_matematica,nota_saeb_lingua_portuguesa
1702554,2023,publica,fundamental,5.1,97.3,0.972609,200.92,191.11
1702554,2023,publica,medio,4.3,92.7,0.929529,270.86,273.45
1702703,2009,estadual,fundamental,4.5,87.2,0.87591201,205.13,179.91
1702703,2009,estadual,fundamental,4.0,75.0,0.75513798,267.07,252.13
1702703,2009,publica,fundamental,4.5,88.0,0.880162,205.13,179.91
1702703,2009,publica,fundamental,4.1,75.8,0.76132399,267.07,252.13
1702703,2011,estadual,fundamental,5.1,86.7,0.87398499,221.19,201.25
1702703,2011,estadual,fundamental,4.1,82.0,0.81612003,257.47,243.33
1702703,2011,publica,fundamental,4.1,82.0,0.81612003,257.47,243.33
1702703,2011,publica,fundamental,5.1,87.3,0.87137997,221.19,201.25
1702703,2013,estadual,fundamental,4.6,82.9,0.82359499,212.71,198.05
1702703,2013,estadual,fundamental,3.9,74.8,0.74842203,257.42,252.36
1702703,2013,publica,fundamental,5.0,89.5,0.89029598,212.71,198.05
1702703,2013,publica,fundamental,3.9,74.8,0.74842203,257.42,252.36
1702703,2015,estadual,fundamental,4.3,86.2,0.86500901,252.47,245.85
1702703,2015,estadual,fundamental,3.9,79.7,0.76749301,199.63,181.25
1702703,2017,estadual,fundamental,5.0,92.5,0.91668898,264.72,261.14
1702703,2017,estadual,fundamental,6.0,97.6,0.97600001,227.63,212.32
1702703,2017,estadual,medio,4.0,93.4,0.93904901,248.52,270.14
1702703,2017,publica,fundamental,6.0,96.6,0.97261602,227.63,212.32
1702703,2017,publica,fundamental,5.0,92.5,0.91668898,264.72,261.14
1702703,2017,publica,medio,4.0,93.4,0.93904901,248.52,270.14
1702703,2019,estadual,fundamental,4.2,93.7,0.93709099,238.94,230.19
1702703,2019,estadual,fundamental,5.8,95.8,0.958,222.83,211.55
1702703,2019,estadual,medio,3.9,97.2,0.97190499,256.26,248.39
1702703,2019,publica,fundamental,5.3,87.1,0.866754,222.83,211.55
1702703,2019,publica,fundamental,4.2,93.7,0.93709099,238.94,230.19
1702703,2019,publica,medio,3.9,97.2,0.97190499,256.26,248.39
1702703,2021,estadual,fundamental,,100.0,1.0,,
1702703,2021,estadual,fundamental,5.4,100.0,1.0,204.96,196.56
1702703,2021,estadual,medio,,97.3,0.972602,,
1702703,2021,publica,fundamental,5.4,100.0,1.0,204.96,196.56
1702703,2021,publica,fundamental,,100.0,1.0,,
1702703,2021,publica,medio,,97.3,0.972602,,
1702703,2023,estadual,fundamental,5.1,99.3,0.994149,246.84,259.74
1702703,2023,estadual,fundamental,,,,,
1702703,2023,estadual,medio,3.9,91.9,0.914898,256.52,261.97
1702703,2023,municipal,fundamental,4.4,90.1,0.898811,191.35,181.07
1702703,2023,publica,fundamental,5.0,97.7,0.978624,246.84,259.74
1702703,2023,publica,fundamental,4.4,90.1,0.898811,191.35,181.07
1702703,2023,publica,medio,3.9,91.9,0.914898,256.52,261.97
1702901,2009,estadual,fundamental,3.7,88.9,0.88671798,227.89,225.19
1702901,2009,estadual,fundamental,3.7,88.0,0.88976997,172.8,159.8
1702901,2009,municipal,fundamental,3.0,90.3,0.90463197,203.19,198.53
1702901,2009,municipal,fundamental,3.9,92.5,0.92369401,175.66,162.03
1702901,2009,publica,fundamental,3.8,90.9,0.91129398,174.13,160.85
1702901,2009,publica,fundamental,3.5,89.5,0.895688,218.25,214.78
1702901,2011,estadual,fundamental,4.7,88.2,0.883928,203.85,187.5
1702901,2011,estadual,fundamental,3.2,86.9,0.86668199,214.19,209.28
1702901,2011,municipal,fundamental,4.2,91.0,0.91291201,179.3,174.44
1702901,2011,municipal,fundamental,3.3,91.3,0.90199703,206.94,210.16
1702901,2011,publica,fundamental,3.3,89.6,0.88881803,210.41,209.74
1702901,2011,publica,fundamental,4.5,90.3,0.90649498,192.3,181.36
1702901,2013,estadual,fundamental,3.4,80.4,0.842112,227.11,216.16
1702901,2013,estadual,fundamental,4.5,92.5,0.93624902,189.17,175.63
1702901,2013,municipal,fundamental,3.2,85.1,0.84980601,215.1,209.17
1702901,2013,municipal,fundamental,4.0,97.1,0.971928,173.22,157.11
1702901,2013,publica,fundamental,3.2,83.7,0.83996999,217.0,210.27
1702901,2013,publica,fundamental,4.2,96.1,0.96272397,180.08,165.08
1702901,2015,estadual,fundamental,4.2,88.9,0.89116102,246.55,236.57
1702901,2015,estadual,fundamental,,,,,
1702901,2015,municipal,fundamental,3.7,87.2,0.87522501,229.27,222.39
1702901,2015,municipal,fundamental,4.4,95.6,0.95788002,187.1,168.83
1702901,2017,estadual,fundamental,,,,,
1702901,2017,estadual,fundamental,4.3,87.8,0.87833202,247.02,244.88
1702901,2017,estadual,medio,2.6,75.8,0.76988298,232.03,228.44
1702901,2017,municipal,fundamental,4.3,94.5,0.94677502,181.05,173.19
1702901,2017,municipal,fundamental,3.7,87.5,0.87519199,228.72,227.72
1702901,2017,publica,fundamental,3.9,87.6,0.87540799,233.08,231.8
1702901,2017,publica,fundamental,4.3,94.5,0.94677502,181.05,173.19
1702901,2017,publica,medio,2.6,75.8,0.76988298,232.03,228.44
1702901,2019,estadual,fundamental,4.1,87.9,0.879152,249.6,233.17
1702901,2019,estadual,fundamental,,,,,
1702901,2019,estadual,medio,,71.5,0.72966301,,
1702901,2019,municipal,fundamental,4.5,95.0,0.95389801,187.36,173.38
1702901,2019,municipal,fundamental,3.4,83.9,0.84008002,226.08,219.08
1702901,2019,publica,fundamental,4.5,95.0,0.95389801,187.36,173.38
1702901,2019,publica,fundamental,3.6,84.7,0.84708202,232.86,223.14
1702901,2019,publica,medio,,71.5,0.72966301,,
1702901,2021,estadual,fundamental,,,,,
1702901,2021,estadual,fundamental,,99.6,0.996207,,
1702901,2021,estadual,medio,,90.2,0.904029,,
1702901,2021,municipal,fundamental,,96.9,0.968693,,
1702901,2021,municipal,fundamental,4.3,97.2,0.97419,178.24,170.4
1702901,2021,publica,fundamental,4.3,97.2,0.97419,178.24,170.4
1702901,2021,publica,fundamental,4.1,97.6,0.975968,225.1,229.67
1702901,2021,publica,medio,,90.2,0.904029,,
1702901,2023,estadual,fundamental,,,,,
1702901,2023,estadual,fundamental,4.7,97.1,0.970084,246.91,243.84
1702901,2023,estadual,medio,,89.4,0.896289,,
1702901,2023,municipal,fundamental,4.0,93.1,0.929562,225.64,231.02
1702901,2023,municipal,fundamental,4.5,96.9,0.96879,182.7,175.47
1702901,2023,publica,fundamental,4.2,94.2,0.942086,232.84,235.36
1702901,2023,publica,fundamental,4.5,96.9,0.96879,182.7,175.47
1702901,2023,publica,medio,,89.4,0.896289,,
1703008,2009,estadual,fundamental,3.5,90.3,0.90384799,215.05,215.07
1703008,2009,estadual,fundamental,3.5,91.2,0.917135,162.77,151.75
1703008,2009,municipal,fundamental,,,,,
1703008,2009,municipal,fundamental,,,,,
1703008,2009,publica,fundamental,3.5,90.3,0.90598601,215.05,215.07
1703008,2009,publica,fundamental,3.4,90.1,0.90000302,162.77,151.75
1703008,2011,estadual,fundamental,3.4,87.6,0.87435502,216.61,218.97
1703008,2011,estadual,fundamental,3.7,91.4,0.91117299,172.97,153.72
1703008,2011,municipal,fundamental,,,,,
1703008,2011,municipal,fundamental,,,,,
1703008,2011,publica,fundamental,3.5,88.2,0.884175,216.61,218.97
1703008,2011,publica,fundamental,3.6,87.6,0.87597698,172.97,153.72
1703008,2013,estadual,fundamental,3.3,88.3,0.87422901,213.77,211.02
1703008,2013,estadual,fundamental,4.0,95.2,0.95853603,174.1,160.94
1703008,2013,municipal,fundamental,,,,,
1703008,2013,municipal,fundamental,,,,,
1703008,2013,publica,fundamental,3.9,93.5,0.933492,174.1,160.94
1703008,2013,publica,fundamental,3.3,88.8,0.88611299,213.77,211.02
1703008,2015,estadual,fundamental,3.9,89.5,0.89279997,236.36,228.14
1703008,2015,estadual,fundamental,3.9,85.3,0.85299999,183.04,170.89
1703008,2015,municipal,fundamental,4.2,95.0,0.94679898,182.28,163.89
1703008,2015,municipal,fundamental,,,,,
1703008,2017,estadual,fundamental,4.2,94.1,0.94068098,237.5,231.99
1703008,2017,estadual,fundamental,4.7,92.0,0.92000002,191.74,191.07
1703008,2017,estadual,medio,3.1,95.4,0.95504498,224.67,227.21
1703008,2017,municipal,fundamental,3.9,92.7,0.93478298,173.99,160.61
1703008,2017,municipal,fundamental,,92.2,0.909284,,
1703008,2017,publica,fundamental,4.3,92.6,0.93932098,181.21,173.0
1703008,2017,publica,fundamental,4.2,93.5,0.93438601,237.5,231.99
1703008,2017,publica,medio,3.1,95.4,0.95504498,224.67,227.21
1703008,2019,estadual,fundamental,,,,,
1703008,2019,estadual,fundamental,4.2,96.4,0.96571398,230.55,230.05
1703008,2019,estadual,medio,3.3,89.0,0.892887,241.61,243.78
1703008,2019,municipal,fundamental,3.9,91.2,0.90525103,175.46,164.02
1703008,2019,municipal,fundamental,,,,,
1703008,2019,publica,fundamental,4.1,94.2,0.94342601,230.55,230.05
1703008,2019,publica,fundamental,3.9,91.2,0.90525103,175.46,164.02
1703008,2019,publica,medio,3.3,89.0,0.892887,241.61,243.78
1703008,2021,estadual,fundamental,,,,,
1703008,2021,estadual,fundamental,4.1,99.4,0.995438,222.08,225.37
1703008,2021,estadual,medio,3.4,99.5,0.994316,231.38,232.87
1703008,2021,municipal,fundamental,4.2,99.0,0.991949,171.12,163.43
1703008,2021,municipal,fundamental,,,,,
1703008,2021,publica,fundamental,4.1,99.2,0.992728,222.08,225.37
1703008,2021,publica,fundamental,4.2,99.0,0.991949,171.12,163.43
1703008,2021,publica,medio,3.4,99.5,0.994316,231.38,232.87
1703008,2023,estadual,fundamental,4.0,97.9,0.975575,220.54,224.01
1703008,2023,estadual,fundamental,,,,,
1703008,2023,estadual,medio,3.5,97.9,0.978392,241.36,236.09
1703008,2023,municipal,fundamental,4.3,97.7,0.978226,173.92,169.16
1703008,2023,municipal,fundamental,,,,,
1703008,2023,publica,fundamental,4.3,97.7,0.978226,173.92,169.16
1703008,2023,publica,fundamental,4.0,97.7,0.975491,220.54,224.01
1703008,2023,publica,medio,3.5,97.9,0.978392,241.36,236.09
1703057,2009,estadual,fundamental,5.2,95.7,0.95606899,209.77,188.49
1703057,2009,estadual,fundamental,,90.3,0.90695602,,
1703057,2009,municipal,fundamental,,95.7,0.96447003,,
1703057,2009,municipal,fundamental,,96.0,0.96898299,,
1703057,2009,publica,fundamental,,93.4,0.942334,,
1703057,2009,publica,fundamental,5.2,95.9,0.961842,209.77,188.49
1703057,2011,estadual,fundamental,4.4,94.3,0.94688398,187.24,171.33
1703057,2011,estadual,fundamental,3.5,94.9,0.94932598,206.86,212.86
1703057,2011,municipal,fundamental,,95.7,0.95976001,,
1703057,2011,municipal,fundamental,,96.4,0.957232,,
1703057,2011,publica,fundamental,3.5,95.6,0.95515603,206.86,212.86
1703057,2011,publica,fundamental,4.4,95.3,0.95588899,187.24,171.33
1703057,2013,estadual,fundamental,4.1,87.1,0.87397802,242.63,239.66
1703057,2013,estadual,fundamental,,,,,
1703057,2013,municipal,fundamental,,0.0,,,
1703057,2013,municipal,fundamental,4.3,95.8,0.95908499,180.89,169.72
1703057,2013,publica,fundamental,4.1,86.7,0.87104899,242.63,239.66
1703057,2013,publica,fundamental,,95.8,0.95908499,,
1703057,2015,estadual,fundamental,,,,,
1703057,2015,estadual,fundamental,4.2,91.9,0.92561501,237.05,234.75
1703057,2015,municipal,fundamental,4.6,90.5,0.90335399,194.58,188.69
1703057,2015,municipal,fundamental,,90.0,0.89999998,,
1703057,2017,estadual,fundamental,4.1,94.2,0.95417702,232.64,226.16
1703057,2017,estadual,fundamental,,,,,
1703057,2017,estadual,medio,3.3,94.5,0.94541901,237.25,229.74
1703057,2017,municipal,fundamental,4.7,95.8,0.95740002,190.42,182.05
1703057,2017,municipal,fundamental,,91.3,0.92299801,,
1703057,2017,publica,fundamental,4.7,95.8,0.95740002,190.42,182.05
1703057,2017,publica,fundamental,4.0,93.0,0.92949098,232.64,226.16
1703057,2017,publica,medio,3.3,94.5,0.94541901,237.25,229.74
1703057,2019,estadual,fundamental,,98.4,0.98538601,,
1703057,2019,estadual,fundamental,,,,,
1703057,2019,estadual,medio,3.3,84.7,0.85203099,250.5,242.92
1703057,2019,municipal,fundamental,4.2,86.9,0.86512899,250.69,241.02
1703057,2019,municipal,fundamental,4.9,98.1,0.97892499,196.05,180.63
1703057,2019,publica,fundamental,4.3,90.2,0.90055299,250.63,238.97
1703057,2019,publica,fundamental,4.9,98.1,0.97892499,196.05,180.63
1703057,2019,publica,medio,3.3,84.7,0.85203099,250.5,242.92
1703057,2021,estadual,fundamental,,,,,
1703057,2021,estadual,fundamental,,100.0,1.0,,
1703057,2021,estadual,medio,,98.3,0.982402,,
1703057,2021,municipal,fundamental,4.7,99.6,0.996347,187.9,176.37
1703057,2021,municipal,fundamental,4.4,100.0,1.0,232.05,232.15
1703057,2021,publica,fundamental,4.1,100.0,1.0,220.35,227.92
1703057,2021,publica,fundamental,4.7,99.6,0.996347,187.9,176.37
1703057,2021,publica,medio,,98.3,0.982402,,
1703057,2023,estadual,fundamental,3.8,100.0,1.0,213.71,216.3
1703057,2023,estadual,fundamental,,,,,
1703057,2023,estadual,medio,3.8,98.5,0.985562,246.8,247.77
1703057,2023,municipal,fundamental,5.2,100.0,1.0,201.58,186.87
1703057,2023,municipal,fundamental,4.6,99.3,0.994408,238.06,239.73
1703057,2023,publica,fundamental,5.2,100.0,1.0,201.58,186.87
1703057,2023,publica,fundamental,4.3,99.6,0.996718,228.2,230.24
1703057,2023,publica,medio,3.8,98.5,0.985562,246.8,247.77
1703073,2009,estadual,fundamental,3.6,93.8,0.93497002,168.33,149.6
1703073,2009,estadual,fundamental,3.4,84.4,0.844055,221.83,222.13
1703073,2009,municipal,fundamental,,,,,
1703073,2009,publica,fundamental,3.4,86.5,0.86769801,168.33,149.6
1703073,2009,publica,fundamental,3.4,83.6,0.82836998,221.83,222.13
1703073,2011,estadual,fundamental,3.2,80.2,0.80560797,221.8,214.75
1703073,2011,estadual,fundamental,4.0,92.3,0.92350298,179.21,164.8
1703073,2011,municipal,fundamental,3.5,85.0,0.85418499,173.85,154.55
1703073,2011,publica,fundamental,3.2,81.3,0.81718999,221.8,214.75
1703073,2011,publica,fundamental,3.8,88.2,0.88119501,177.67,161.88
1703073,2013,estadual,fundamental,3.9,88.1,0.87380701,179.19,168.19
1703073,2013,estadual,fundamental,3.4,80.0,0.799532,232.96,225.08
1703073,2013,municipal,fundamental,3.7,98.0,0.972426,163.16,148.08
1703073,2013,publica,fundamental,3.9,96.2,0.960917,170.13,156.82
1703073,2013,publica,fundamental,3.4,79.4,0.792898,232.96,225.08
1703073,2015,estadual,fundamental,,,,,
1703073,2015,estadual,fundamental,4.2,87.8,0.879852,249.64,234.24
1703073,2015,municipal,fundamental,3.4,83.8,0.83361602,174.42,154.52
1703073,2017,estadual,fundamental,,,,,
1703073,2017,estadual,fundamental,3.9,89.5,0.894292,230.58,228.05
1703073,2017,estadual,medio,3.3,87.8,0.88253301,249.58,236.83
1703073,2017,municipal,fundamental,4.1,84.1,0.85329401,188.16,181.17
1703073,2017,publica,fundamental,4.1,84.1,0.85329401,188.16,181.17
1703073,2017,publica,fundamental,3.9,89.5,0.894292,230.58,228.05
1703073,2017,publica,medio,3.3,87.8,0.88253301,249.58,236.83
1703073,2019,estadual,fundamental,,74.8,0.73639899,,
1703073,2019,estadual,fundamental,,,,,
1703073,2019,estadual,medio,3.1,82.2,0.81907302,250.94,237.75
1703073,2019,municipal,fundamental,4.0,88.4,0.89280701,183.07,166.22
1703073,2019,publica,fundamental,,74.8,0.73639899,,
1703073,2019,publica,fundamental,4.0,88.4,0.89280701,183.07,166.22
1703073,2019,publica,medio,3.1,82.2,0.81907302,250.94,237.75
1703073,2021,estadual,fundamental,,90.3,0.902079,,
1703073,2021,estadual,fundamental,,,,,
1703073,2021,estadual,medio,3.5,89.8,0.902536,245.25,250.12
1703073,2021,municipal,fundamental,,86.7,0.8767,,
1703073,2021,publica,fundamental,,90.3,0.902079,,
1703073,2021,publica,fundamental,,86.7,0.8767,,
1703073,2021,publica,medio,3.5,89.8,0.902536,245.25,250.12
1703073,2023,estadual,fundamental,,,,,
1703073,2023,estadual,fundamental,3.9,94.8,0.946662,224.3,224.7
1703073,2023,estadual,medio,3.5,95.4,0.956357,242.61,239.52
1703073,2023,municipal,fundamental,,93.5,0.930688,,
1703073,2023,publica,fundamental,3.9,94.8,0.946662,224.3,224.7
1703073,2023,publica,fundamental,,93.5,0.930688,,
1703073,2023,publica,medio,3.5,95.4,0.956357,242.61,239.52
1703107,2009,estadual,fundamental,4.0,89.8,0.89587402,235.46,231.11
1703107,2009,estadual,fundamental,4.1,94.8,0.95311397,174.88,164.91
1703107,2009,municipal,fundamental,4.3,92.3,0.91879803,185.58,175.27
1703107,2009,publica,fundamental,4.0,89.8,0.89587402,235.46,231.11
1703107,2009,publica,fundamental,4.2,93.5,0.93553001,178.75,168.69
1703107,2011,estadual,fundamental,4.3,92.5,0.93841201,189.0,167.13
1703107,2011,estadual,fundamental,3.7,86.3,0.86389297,236.44,222.16
1703107,2011,municipal,fundamental,4.9,97.7,0.97495401,203.03,175.91
1703107,2011,publica,fundamental,3.7,86.3,0.86389297,236.44,222.16
1703107,2011,publica,fundamental,4.6,95.5,0.95671499,194.19,170.36
1703107,2013,estadual,fundamental,3.2,79.2,0.791462,230.86,215.14
1703107,2013,estadual,fundamental,4.9,90.6,0.89985198,205.13,193.39
1703107,2013,municipal,fundamental,4.0,89.7,0.88848501,183.63,168.71
1703107,2013,publica,fundamental,3.2,79.2,0.791462,230.86,215.14
1703107,2013,publica,fundamental,4.5,89.9,0.90170598,193.86,180.47
1703107,2015,estadual,fundamental,3.8,84.7,0.84257001,237.36,236.2
1703107,2015,estadual,fundamental,,85.0,0.85000002,,
1703107,2015,municipal,fundamental,5.3,98.1,0.98047799,200.17,199.34
1703107,2017,estadual,fundamental,4.3,87.5,0.87581402,247.5,246.28
1703107,2017,estadual,fundamental,,,,,
1703107,2017,estadual,medio,3.5,92.0,0.92200798,252.17,240.24
1703107,2017,municipal,fundamental,5.1,94.9,0.94915199,199.8,196.19
1703107,2017,publica,fundamental,5.1,94.9,0.94915199,199.8,196.19
1703107,2017,publica,fundamental,4.3,87.5,0.87581402,247.5,246.28
1703107,2017,publica,medio,3.5,92.0,0.92200798,252.17,240.24
1703107,2019,estadual,fundamental,,,,,
1703107,2019,estadual,fundamental,4.5,89.1,0.89358401,255.0,248.13
1703107,2019,estadual,medio,3.4,90.5,0.90319699,251.91,238.83
1703107,2019,municipal,fundamental,5.5,97.6,0.97412401,213.97,198.63
1703107,2019,publica,fundamental,4.5,89.1,0.89358401,255.0,248.13
1703107,2019,publica,fundamental,5.5,97.6,0.97412401,213.97,198.63
1703107,2019,publica,medio,3.4,90.5,0.90319699,251.91,238.83
1703107,2021,estadual,fundamental,,,,,
1703107,2021,estadual,fundamental,4.4,97.9,0.977592,234.62,233.9
1703107,2021,estadual,medio,3.8,96.0,0.960268,249.34,251.35
1703107,2021,municipal,fundamental,4.9,99.2,0.992967,190.42,183.77
1703107,2021,publica,fundamental,4.4,97.9,0.977592,234.62,233.9
1703107,2021,publica,fundamental,4.9,99.2,0.992967,190.42,183.77
1703107,2021,publica,medio,3.8,96.0,0.960268,249.34,251.35
1703107,2023,estadual,fundamental,,,,,
1703107,2023,estadual,fundamental,5.0,99.4,0.994719,249.54,254.12
1703107,2023,estadual,medio,4.1,98.0,0.980318,256.18,260.74
1703107,2023,municipal,fundamental,4.7,99.4,0.994352,184.34,179.62
1703107,2023,publica,fundamental,5.0,99.4,0.994719,249.54,254.12
1703107,2023,publica,fundamental,4.7,99.4,0.994352,184.34,179.62
1703107,2023,publica,medio,4.1,98.0,0.980318,256.18,260.74
1703206,2009,estadual,fundamental,3.9,87.9,0.88297701,187.36,159.47
1703206,2009,estadual,fundamental,,89.4,0.88149798,,
1703206,2009,municipal,fundamental,4.5,92.5,0.92456597,192.13,178.97
1703206,2009,municipal,fundamental,3.9,88.3,0.88196099,226.13,235.86
1703206,2009,publica,fundamental,3.9,88.6,0.88391501,226.13,235.86
1703206,2009,publica,fundamental,4.3,91.6,0.91669601,190.11,170.71
1703206,2011,estadual,fundamental,5.2,90.0,0.90314102,212.77,203.86
1703206,2011,estadual,fundamental,4.7,91.3,0.90630001,266.16,246.86
1703206,2011,municipal,fundamental,4.6,95.4,0.95291698,192.71,173.86
1703206,2011,municipal,fundamental,4.2,92.6,0.92393303,240.25,233.97
1703206,2011,publica,fundamental,4.5,92.3,0.91967702,254.71,241.16
1703206,2011,publica,fundamental,4.8,94.3,0.94176602,199.39,183.86
1703206,2013,estadual,fundamental,5.7,96.7,0.96748,223.96,203.08
1703206,2013,estadual,fundamental,5.0,99.2,0.99127799,262.61,237.24
1703206,2013,municipal,fundamental,4.5,97.9,0.97586101,188.3,167.41
1703206,2013,municipal,fundamental,,89.8,0.90991199,,
1703206,2013,publica,fundamental,4.7,93.2,0.93299598,262.61,237.24
1703206,2013,publica,fundamental,5.1,97.7,0.97727001,205.27,184.39
1703206,2015,estadual,fundamental,,100.0,1.0,,
1703206,2015,estadual,fundamental,4.2,85.6,0.85791701,253.76,242.58
1703206,2015,municipal,fundamental,4.9,95.5,0.94608003,198.85,185.62
1703206,2015,municipal,fundamental,,87.9,0.87970603,,
1703206,2017,estadual,fundamental,4.5,90.9,0.89877898,251.13,249.63
1703206,2017,estadual,fundamental,,,,,
1703206,2017,estadual,medio,3.4,84.1,0.83489603,251.91,256.13
1703206,2017,municipal,fundamental,4.9,93.4,0.93180603,200.3,189.61
1703206,2017,municipal,fundamental,4.4,84.5,0.846394,264.42,244.69
1703206,2017,publica,fundamental,4.4,86.3,0.86189401,256.82,247.5
1703206,2017,publica,fundamental,4.9,93.4,0.93180603,200.3,189.61
1703206,2017,publica,medio,3.4,84.1,0.83489603,251.91,256.13
1703206,2019,estadual,fundamental,,,,,
1703206,2019,estadual,fundamental,3.4,82.1,0.81288701,228.58,223.82
1703206,2019,estadual,medio,,85.0,0.85149801,,
1703206,2019,municipal,fundamental,4.6,93.2,0.93621999,191.5,182.08
1703206,2019,municipal,fundamental,4.6,83.4,0.82921702,278.75,255.24
1703206,2019,publica,fundamental,4.6,93.2,0.93621999,191.5,182.08
1703206,2019,publica,fundamental,3.9,83.0,0.82534498,249.91,237.16
1703206,2019,publica,medio,,85.0,0.85149801,,
1703206,2021,estadual,fundamental,,,,,
1703206,2021,estadual,fundamental,,,,,
1703206,2021,estadual,medio,,99.5,0.994609,,
1703206,2021,municipal,fundamental,4.4,100.0,1.0,230.32,235.85
1703206,2021,municipal,fundamental,4.3,100.0,1.0,175.99,162.33
1703206,2021,publica,fundamental,4.5,100.0,1.0,236.03,234.79
1703206,2021,publica,fundamental,4.3,100.0,1.0,175.99,162.33
1703206,2021,publica,medio,,99.5,0.994609,,
1703206,2023,estadual,fundamental,,,,,
1703206,2023,estadual,fundamental,4.2,96.8,0.973945,225.05,233.31
1703206,2023,estadual,medio,3.9,91.2,0.909665,259.82,262.42
1703206,2023,municipal,fundamental,4.6,97.8,0.978102,184.66,176.79
1703206,2023,municipal,fundamental,4.1,93.4,0.934289,228.07,232.93
1703206,2023,publica,fundamental,4.1,94.0,0.938461,226.73,233.1
1703206,2023,publica,fundamental,4.6,97.8,0.978102,184.66,176.79
1703206,2023,publica,medio,3.9,91.2,0.909665,259.82,262.42
1703305,2009,estadual,fundamental,,96.8,0.963943,,
1703305,2009,estadual,fundamental,4.1,96.2,0.96015501,228.38,226.25
1703305,2009,municipal,fundamental,3.9,91.1,0.913037,180.39,155.33
1703305,2009,municipal,fundamental,3.3,94.0,0.93291599,206.36,202.75
1703305,2009,publica,fundamental,3.6,94.8,0.94825202,215.92,212.96
1703305,2009,publica,fundamental,3.9,93.5,0.93344098,180.39,155.33
1703305,2011,estadual,fundamental,4.2,92.6,0.93832302,241.24,225.63
1703305,2011,estadual,fundamental,4.6,95.6,0.96079803,195.21,172.69
1703305,2011,municipal,fundamental,4.1,94.5,0.945158,235.83,224.77
1703305,2011,municipal,fundamental,3.6,97.3,0.97179902,160.3,149.13
1703305,2011,publica,fundamental,4.7,96.4,0.966869,195.21,172.69
1703305,2011,publica,fundamental,4.1,93.6,0.93896699,238.82,225.24
1703305,2013,estadual,fundamental,4.6,95.3,0.957506,249.28,236.3
1703305,2013,estadual,fundamental,5.1,99.1,0.98559701,197.58,190.71
1703305,2013,municipal,fundamental,4.1,98.0,0.97564298,175.86,156.22
1703305,2013,municipal,fundamental,,89.4,0.868662,,
1703305,2013,publica,fundamental,4.8,98.3,0.98124802,190.44,179.36
1703305,2013,publica,fundamental,4.5,93.5,0.936508,249.28,236.3
1703305,2015,estadual,fundamental,4.1,98.1,0.98080701,232.43,220.32
1703305,2015,estadual,fundamental,5.1,96.6,0.96600002,195.69,196.57
1703305,2015,municipal,fundamental,5.0,99.2,0.98936403,195.04,186.08
1703305,2015,municipal,fundamental,,98.1,0.98374403,,
1703305,2017,estadual,fundamental,,,,,
1703305,2017,estadual,fundamental,4.4,93.8,0.93675297,240.88,242.17
1703305,2017,estadual,medio,3.8,94.0,0.94170201,257.48,248.69
1703305,2017,municipal,fundamental,,87.5,0.86203098,,
1703305,2017,municipal,fundamental,5.5,99.0,0.98940802,208.08,198.08
1703305,2017,publica,fundamental,5.5,99.0,0.98940802,208.08,198.08
1703305,2017,publica,fundamental,4.4,92.7,0.92762798,240.88,242.17
1703305,2017,publica,medio,3.8,94.0,0.94170201,257.48,248.69
1703305,2019,estadual,fundamental,,,,,
1703305,2019,estadual,fundamental,4.4,94.1,0.94050598,243.89,233.64
1703305,2019,estadual,medio,3.7,93.5,0.93920302,246.39,254.63
1703305,2019,municipal,fundamental,5.0,99.5,0.995161,200.5,178.6
1703305,2019,municipal,fundamental,,,,,
1703305,2019,publica,fundamental,5.0,99.5,0.995161,200.5,178.6
1703305,2019,publica,fundamental,4.3,94.0,0.936966,243.89,233.64
1703305,2019,publica,medio,3.7,93.5,0.93920302,246.39,254.63
1703305,2021,estadual,fundamental,,,,,
1703305,2021,estadual,fundamental,,100.0,1.0,,
1703305,2021,estadual,medio,,100.0,1.0,,
1703305,2021,municipal,fundamental,4.3,100.0,1.0,176.53,165.34
1703305,2021,municipal,fundamental,,,,,
1703305,2021,publica,fundamental,,99.1,0.992696,,
1703305,2021,publica,fundamental,4.3,100.0,1.0,176.53,165.34
1703305,2021,publica,medio,,100.0,1.0,,
1703305,2023,estadual,fundamental,,,,,
1703305,2023,estadual,fundamental,4.1,97.6,0.977013,228.82,224.98
1703305,2023,estadual,medio,3.7,96.9,0.970724,245.33,247.29
1703305,2023,municipal,fundamental,,,,,
1703305,2023,municipal,fundamental,4.6,100.0,1.0,182.58,172.12
1703305,2023,publica,fundamental,4.6,100.0,1.0,182.58,172.12
1703305,2023,publica,fundamental,4.1,98.0,0.97981,228.82,224.98
1703305,2023,publica,medio,3.7,96.9,0.970724,245.33,247.29
1703602,2009,estadual,fundamental,4.5,96.4,0.96659499,235.28,245.11
1703602,2009,municipal,fundamental,4.2,86.0,0.85839498,202.39,168.57
1703602,2009,publica,fundamental,4.5,96.4,0.96659499,235.28,245.11
1703602,2009,publica,fundamental,4.2,86.0,0.85839498,202.39,168.57
1703602,2011,estadual,fundamental,4.0,89.0,0.88788599,237.57,230.86
1703602,2011,municipal,fundamental,5.2,92.5,0.92878801,227.8,181.39
1703602,2011,publica,fundamental,5.2,92.5,0.92878801,227.8,181.39
1703602,2011,publica,fundamental,4.0,89.0,0.88788599,237.57,230.86
