cod_ibge,ano,rede,ensino,ideb,taxa_aprovacao,indicador_rendimento,nota_saeb_matematica,nota_saeb_lingua_portuguesa
1713601,2023,publica,medio,3.8,94.1,0.942088,252.33,252.49
1713700,2009,municipal,fundamental,3.9,91.5,0.90974998,176.19,163.36
1713700,2009,municipal,fundamental,4.3,87.6,0.886316,239.07,252.3
1713700,2009,publica,fundamental,3.9,91.5,0.90974998,176.19,163.36
1713700,2009,publica,fundamental,4.3,87.6,0.886316,239.07,252.3
1713700,2011,municipal,fundamental,,89.4,0.895684,,
1713700,2011,municipal,fundamental,5.0,94.4,0.93859398,210.91,182.67
1713700,2011,publica,fundamental,,,,,
1713700,2011,publica,fundamental,,,,,
1713700,2013,municipal,fundamental,3.5,95.5,0.953834,215.36,204.3
1713700,2013,municipal,fundamental,,98.6,0.98522002,,
1713700,2013,publica,fundamental,3.5,95.5,0.953834,215.36,204.3
1713700,2013,publica,fundamental,,98.6,0.98522002,,
1713700,2015,municipal,fundamental,5.0,98.0,0.979029,197.93,185.82
1713700,2015,municipal,fundamental,,98.8,0.988361,,
1713700,2017,municipal,fundamental,5.3,97.2,0.96828997,207.24,194.13
1713700,2017,municipal,fundamental,4.0,95.7,0.95980799,230.19,220.02
1713700,2017,publica,fundamental,5.3,97.2,0.96828997,207.24,194.13
1713700,2017,publica,fundamental,4.0,95.7,0.95980799,230.19,220.02
1713700,2019,municipal,fundamental,5.1,99.0,0.98936599,198.13,188.17
1713700,2019,municipal,fundamental,4.5,97.4,0.97323,232.63,243.74
1713700,2019,publica,fundamental,5.1,99.0,0.98936599,198.13,188.17
1713700,2019,publica,fundamental,4.5,97.4,0.97323,232.63,243.74
1713700,2021,municipal,fundamental,4.5,99.4,0.993642,184.99,165.53
1713700,2021,municipal,fundamental,4.3,98.3,0.983567,227.41,233.09
1713700,2021,publica,fundamental,4.5,99.4,0.993642,184.99,165.53
1713700,2021,publica,fundamental,4.3,98.3,0.983567,227.41,233.09
1713700,2023,municipal,fundamental,5.4,100.0,1.0,206.18,194.96
1713700,2023,municipal,fundamental,4.5,97.8,0.975641,237.31,241.5
1713700,2023,publica,fundamental,5.4,100.0,1.0,206.18,194.96
1713700,2023,publica,fundamental,4.5,97.8,0.975641,237.31,241.5
1713809,2009,estadual,fundamental,3.4,76.4,0.76704901,234.07,234.38
1713809,2009,estadual,fundamental,3.7,90.4,0.90156102,174.74,154.66
1713809,2009,municipal,fundamental,3.6,87.9,0.88151997,174.63,156.16
1713809,2009,publica,fundamental,3.4,76.6,0.76194799,234.07,234.38
1713809,2009,publica,fundamental,3.7,88.5,0.88633603,174.66,155.63
1713809,2011,estadual,fundamental,4.2,85.9,0.83579898,193.97,183.63
1713809,2011,estadual,fundamental,3.3,74.7,0.74667603,241.14,222.08
1713809,2011,municipal,fundamental,4.2,82.7,0.830042,190.64,189.91
1713809,2011,publica,fundamental,3.3,74.7,0.74667603,241.14,222.08
1713809,2011,publica,fundamental,4.2,83.4,0.83818197,192.3,186.8
1713809,2013,estadual,fundamental,3.8,86.8,0.86553401,228.99,233.13
1713809,2013,estadual,fundamental,4.3,89.2,0.88008702,193.02,176.24
1713809,2013,municipal,fundamental,3.8,89.6,0.88584101,174.1,165.47
1713809,2013,publica,fundamental,3.8,86.8,0.86553401,228.99,233.13
1713809,2013,publica,fundamental,4.1,89.5,0.89262497,184.66,171.47
1713809,2015,estadual,fundamental,3.3,78.9,0.721771,177.84,176.65
1713809,2015,estadual,fundamental,3.6,83.0,0.83076,231.24,227.22
1713809,2015,municipal,fundamental,4.2,91.3,0.90387303,184.43,172.22
1713809,2017,estadual,fundamental,4.4,86.4,0.86400002,201.27,182.14
1713809,2017,estadual,fundamental,4.3,85.4,0.86003602,253.69,247.08
1713809,2017,estadual,medio,4.0,91.2,0.92663401,267.04,259.01
1713809,2017,municipal,fundamental,5.3,98.5,0.985313,203.36,195.88
1713809,2017,publica,fundamental,5.2,98.0,0.97960198,202.63,191.08
1713809,2017,publica,fundamental,4.3,85.4,0.86003602,253.69,247.08
1713809,2017,publica,medio,4.0,91.2,0.92663401,267.04,259.01
1713809,2019,estadual,fundamental,,,,,
1713809,2019,estadual,fundamental,4.4,91.6,0.919074,241.72,242.55
1713809,2019,estadual,medio,4.1,94.6,0.94309002,268.44,259.64
1713809,2019,municipal,fundamental,4.6,95.2,0.95155698,190.16,175.42
1713809,2019,publica,fundamental,4.6,95.2,0.95155698,190.16,175.42
1713809,2019,publica,fundamental,4.4,91.6,0.919074,241.72,242.55
1713809,2019,publica,medio,4.1,94.6,0.94309002,268.44,259.64
1713809,2021,estadual,fundamental,4.4,98.2,0.97793,234.31,237.09
1713809,2021,estadual,fundamental,,,,,
1713809,2021,estadual,medio,,94.2,0.946131,,
1713809,2021,municipal,fundamental,4.6,100.0,1.0,181.98,171.51
1713809,2021,publica,fundamental,4.6,100.0,1.0,181.98,171.51
1713809,2021,publica,fundamental,4.4,98.2,0.97793,234.31,237.09
1713809,2021,publica,medio,,94.2,0.946131,,
1713809,2023,estadual,fundamental,4.5,99.5,0.995479,231.41,238.0
1713809,2023,estadual,fundamental,,,,,
1713809,2023,estadual,medio,3.6,90.5,0.917271,248.19,249.48
1713809,2023,municipal,fundamental,4.7,100.0,1.0,184.67,177.78
1713809,2023,publica,fundamental,4.5,99.5,0.995479,231.41,238.0
1713809,2023,publica,fundamental,4.7,100.0,1.0,184.67,177.78
1713809,2023,publica,medio,3.6,90.5,0.917271,248.19,249.48
1713957,2009,estadual,fundamental,3.9,88.6,0.88708502,228.6,232.61
1713957,2009,estadual,fundamental,3.9,96.5,0.95928401,171.24,157.66
1713957,2009,municipal,fundamental,,84.8,0.82380801,,
1713957,2009,publica,fundamental,3.9,89.1,0.89271498,228.6,232.61
1713957,2009,publica,fundamental,3.5,87.9,0.86281502,171.24,157.66
1713957,2011,estadual,fundamental,3.5,91.5,0.91653502,216.38,210.71
1713957,2011,estadual,fundamental,4.3,94.6,0.94878399,175.86,174.25
1713957,2011,municipal,fundamental,3.8,90.0,0.889902,181.38,154.47
1713957,2011,publica,fundamental,3.9,91.3,0.90573502,179.53,161.07
1713957,2011,publica,fundamental,3.5,91.6,0.91676801,216.38,210.71
1713957,2013,estadual,fundamental,3.9,90.0,0.90290397,231.27,229.63
1713957,2013,estadual,fundamental,,94.3,0.94675201,,
1713957,2013,municipal,fundamental,4.6,99.5,0.99614102,189.25,169.86
1713957,2013,publica,fundamental,3.9,90.0,0.90290397,231.27,229.63
1713957,2013,publica,fundamental,4.6,98.3,0.98299199,189.25,169.86
1713957,2015,estadual,fundamental,,78.4,0.77437103,,
1713957,2015,estadual,fundamental,3.9,89.9,0.89502901,227.7,231.77
1713957,2015,municipal,fundamental,,,,,
1713957,2017,estadual,fundamental,4.3,94.3,0.94174999,230.5,241.38
1713957,2017,estadual,fundamental,4.7,89.5,0.90470999,195.99,194.14
1713957,2017,estadual,medio,3.4,94.5,0.95186901,248.22,229.5
1713957,2017,municipal,fundamental,4.5,91.4,0.915986,187.07,186.47
1713957,2017,publica,fundamental,4.6,91.2,0.91908097,189.89,188.91
1713957,2017,publica,fundamental,4.3,94.3,0.94174999,230.5,241.38
1713957,2017,publica,medio,3.4,94.5,0.95186901,248.22,229.5
1713957,2019,estadual,fundamental,4.0,95.0,0.95030397,226.52,227.19
1713957,2019,estadual,fundamental,4.1,91.2,0.91891903,183.85,163.25
1713957,2019,estadual,medio,,86.8,0.87256098,,
1713957,2019,municipal,fundamental,4.2,93.4,0.92933398,182.72,167.21
1713957,2019,publica,fundamental,4.2,93.2,0.93559599,183.11,165.83
1713957,2019,publica,fundamental,4.0,95.0,0.95030397,226.52,227.19
1713957,2019,publica,medio,,86.8,0.87256098,,
1713957,2021,estadual,fundamental,,,,,
1713957,2021,estadual,fundamental,4.3,98.3,0.983878,232.51,227.2
1713957,2021,estadual,medio,,93.0,0.934071,,
1713957,2021,municipal,fundamental,4.3,99.5,0.99469,173.54,165.2
1713957,2021,publica,fundamental,4.3,98.3,0.983878,232.51,227.2
1713957,2021,publica,fundamental,4.3,99.5,0.99469,173.54,165.2
1713957,2021,publica,medio,,93.0,0.934071,,
1713957,2023,estadual,fundamental,4.0,100.0,1.0,223.12,217.54
1713957,2023,estadual,fundamental,,,,,
1713957,2023,estadual,medio,3.8,98.5,0.985225,248.08,248.24
1713957,2023,municipal,fundamental,4.5,99.1,0.991076,179.85,170.86
1713957,2023,publica,fundamental,4.0,100.0,1.0,223.12,217.54
1713957,2023,publica,fundamental,4.5,99.1,0.991076,179.85,170.86
1713957,2023,publica,medio,3.8,98.5,0.985225,248.08,248.24
1714203,2009,estadual,fundamental,4.0,86.1,0.86207402,235.86,241.38
1714203,2009,estadual,fundamental,4.4,93.4,0.93516803,186.02,173.25
1714203,2009,municipal,fundamental,4.3,89.2,0.89569598,186.58,177.58
1714203,2009,municipal,fundamental,,,,,
1714203,2009,publica,fundamental,3.9,85.3,0.851457,235.86,241.38
1714203,2009,publica,fundamental,4.3,91.5,0.917418,186.21,174.69
1714203,2011,estadual,fundamental,4.8,94.7,0.94649798,196.94,184.8
1714203,2011,estadual,fundamental,4.0,83.8,0.83997703,243.53,241.39
1714203,2011,municipal,fundamental,,,,,
1714203,2011,municipal,fundamental,4.1,91.6,0.91436601,172.57,176.08
1714203,2011,publica,fundamental,4.6,93.4,0.934129,191.44,182.83
1714203,2011,publica,fundamental,4.0,85.0,0.848984,243.53,241.39
1714203,2013,estadual,fundamental,3.7,82.6,0.825158,235.38,234.91
1714203,2013,estadual,fundamental,4.6,97.1,0.97316098,194.21,166.13
1714203,2013,municipal,fundamental,3.9,95.9,0.952959,168.52,158.69
1714203,2013,municipal,fundamental,,,,,
1714203,2013,publica,fundamental,4.6,96.7,0.96512997,188.25,178.83
1714203,2013,publica,fundamental,3.7,83.0,0.82842302,235.38,234.91
1714203,2015,estadual,fundamental,3.5,83.6,0.836779,228.98,222.37
1714203,2015,estadual,fundamental,5.5,87.9,0.87915701,233.2,210.35
1714203,2015,municipal,fundamental,,,,,
1714203,2015,municipal,fundamental,4.8,96.5,0.94478202,194.68,186.92
1714203,2017,estadual,fundamental,5.8,94.9,0.94572598,224.71,212.89
1714203,2017,estadual,fundamental,4.1,84.6,0.84482503,242.44,252.22
1714203,2017,estadual,medio,3.2,77.3,0.77826202,259.14,253.69
1714203,2017,municipal,fundamental,5.6,96.7,0.95840001,216.42,205.14
1714203,2017,municipal,fundamental,,89.6,0.89954901,,
1714203,2017,publica,fundamental,5.8,96.1,0.95995802,221.75,210.13
1714203,2017,publica,fundamental,4.2,85.1,0.85142702,242.44,252.22
1714203,2017,publica,medio,3.2,77.3,0.77826202,259.14,253.69
1714203,2019,estadual,fundamental,6.0,95.0,0.947308,238.24,213.02
1714203,2019,estadual,fundamental,4.7,92.5,0.92605799,254.33,252.22
1714203,2019,estadual,medio,,90.8,0.909159,,
1714203,2019,municipal,fundamental,,,,,
1714203,2019,municipal,fundamental,5.8,95.7,0.95343101,228.22,208.13
1714203,2019,publica,fundamental,4.7,92.0,0.92199302,254.33,252.22
1714203,2019,publica,fundamental,6.0,95.5,0.95842701,232.5,210.22
1714203,2019,publica,medio,,90.8,0.909159,,
1714203,2021,estadual,fundamental,5.2,100.0,1.0,203.73,181.4
1714203,2021,estadual,fundamental,4.7,100.0,1.0,245.12,239.22
1714203,2021,estadual,medio,,99.1,0.991628,,
1714203,2021,municipal,fundamental,,100.0,1.0,,
1714203,2021,municipal,fundamental,,100.0,1.0,,
1714203,2021,publica,fundamental,4.7,100.0,1.0,244.08,238.97
1714203,2021,publica,fundamental,5.0,100.0,1.0,199.08,179.31
1714203,2021,publica,medio,,99.1,0.991628,,
1714203,2023,estadual,fundamental,5.1,99.2,0.992212,254.78,254.39
1714203,2023,estadual,fundamental,,,,,
1714203,2023,estadual,medio,4.2,100.0,1.0,256.68,260.47
1714203,2023,municipal,fundamental,,,,,
1714203,2023,municipal,fundamental,5.3,99.1,0.989499,204.47,190.52
1714203,2023,publica,fundamental,5.1,99.1,0.99144,254.78,254.39
1714203,2023,publica,fundamental,5.3,99.1,0.989499,204.47,190.52
1714203,2023,publica,medio,4.2,100.0,1.0,256.68,260.47
1714302,2009,estadual,fundamental,4.2,92.9,0.92659497,187.78,166.67
1714302,2009,estadual,fundamental,3.8,85.1,0.85158098,231.61,235.02
1714302,2009,municipal,fundamental,,,,,
1714302,2009,municipal,fundamental,,,,,
1714302,2009,publica,fundamental,3.8,85.3,0.85344601,231.61,235.02
1714302,2009,publica,fundamental,4.3,93.4,0.93343502,187.78,166.67
1714302,2011,estadual,fundamental,4.9,93.9,0.94391698,201.85,185.02
1714302,2011,estadual,fundamental,4.2,85.6,0.85947901,259.16,233.14
1714302,2011,municipal,fundamental,,,,,
1714302,2011,municipal,fundamental,,,,,
1714302,2011,publica,fundamental,4.3,86.8,0.87322998,259.16,233.14
1714302,2011,publica,fundamental,4.5,86.9,0.87584102,201.85,185.02
1714302,2013,estadual,fundamental,,93.3,0.961402,,
1714302,2013,estadual,fundamental,3.7,83.5,0.829135,240.25,227.72
1714302,2013,municipal,fundamental,,,,,
1714302,2013,municipal,fundamental,,,,,
1714302,2013,publica,fundamental,,92.2,0.92039001,,
1714302,2013,publica,fundamental,3.7,84.2,0.83859801,240.25,227.72
1714302,2015,estadual,fundamental,3.5,73.5,0.72453803,249.95,239.11
1714302,2015,estadual,fundamental,,99.2,0.99322098,,
1714302,2015,municipal,fundamental,,,,,
1714302,2015,municipal,fundamental,4.9,88.2,0.88287002,208.05,198.75
1714302,2017,estadual,fundamental,,94.7,0.88299698,,
1714302,2017,estadual,fundamental,3.7,75.4,0.75407702,249.24,244.33
1714302,2017,estadual,medio,3.7,88.7,0.88208097,262.3,256.7
1714302,2017,municipal,fundamental,5.0,82.7,0.81430697,228.3,212.83
1714302,2017,municipal,fundamental,,91.5,0.92487901,,
1714302,2017,publica,fundamental,5.3,85.3,0.85434097,228.3,212.83
1714302,2017,publica,fundamental,3.8,77.4,0.77495801,249.24,244.33
1714302,2017,publica,medio,3.7,88.7,0.88208097,262.3,256.7
1714302,2019,estadual,fundamental,4.3,81.2,0.81230003,261.52,258.14
1714302,2019,estadual,fundamental,,,,,
1714302,2019,estadual,medio,3.8,83.0,0.841223,275.7,266.94
1714302,2019,municipal,fundamental,4.9,84.3,0.84217602,217.91,202.49
1714302,2019,municipal,fundamental,,,,,
1714302,2019,publica,fundamental,4.5,83.6,0.83624101,261.52,258.14
1714302,2019,publica,fundamental,5.0,86.2,0.86624497,217.91,202.49
1714302,2019,publica,medio,3.8,83.0,0.841223,275.7,266.94
1714302,2021,estadual,fundamental,4.9,99.6,0.995438,245.25,249.52
1714302,2021,estadual,fundamental,,,,,
1714302,2021,estadual,medio,4.2,98.9,0.990143,261.64,256.13
1714302,2021,municipal,fundamental,4.9,97.9,0.981271,195.19,180.82
1714302,2021,municipal,fundamental,,,,,
1714302,2021,publica,fundamental,4.9,99.4,0.993204,245.25,249.52
1714302,2021,publica,fundamental,4.9,98.0,0.98207,195.19,180.82
1714302,2021,publica,medio,4.2,98.9,0.990143,261.64,256.13
1714302,2023,estadual,fundamental,,,,,
1714302,2023,estadual,fundamental,4.9,97.1,0.969395,247.42,255.86
1714302,2023,estadual,medio,4.7,96.9,0.96838,281.13,280.58
1714302,2023,municipal,fundamental,5.1,95.0,0.928282,209.32,195.1
1714302,2023,municipal,fundamental,,,,,
1714302,2023,publica,fundamental,4.8,96.0,0.958632,247.42,255.86
1714302,2023,publica,fundamental,5.2,95.3,0.93986,209.32,195.1
1714302,2023,publica,medio,4.7,96.9,0.96838,281.13,280.58
1714880,2009,estadual,fundamental,3.4,86.1,0.86178702,215.35,220.36
1714880,2009,estadual,fundamental,4.1,95.2,0.95274198,178.94,163.03
1714880,2009,municipal,fundamental,3.3,77.6,0.77672398,171.66,163.16
1714880,2009,municipal,fundamental,,,,,
1714880,2009,publica,fundamental,3.7,85.0,0.85167301,177.46,163.07
1714880,2009,publica,fundamental,3.3,84.1,0.84099698,215.35,220.36
1714880,2011,estadual,fundamental,4.0,89.5,0.89810997,178.05,170.72
1714880,2011,estadual,fundamental,3.5,88.3,0.87919497,220.63,216.83
1714880,2011,municipal,fundamental,,,,,
1714880,2011,municipal,fundamental,3.5,82.7,0.823318,178.35,161.6
1714880,2011,publica,fundamental,3.8,85.7,0.85791397,178.13,168.22
1714880,2011,publica,fundamental,3.5,87.7,0.87512499,220.63,216.83
1714880,2013,estadual,fundamental,4.4,96.6,0.96973097,187.63,166.94
1714880,2013,estadual,fundamental,3.4,89.1,0.89055002,221.39,208.55
1714880,2013,municipal,fundamental,4.3,90.0,0.88062,194.33,177.63
1714880,2013,municipal,fundamental,,,,,
1714880,2013,publica,fundamental,3.4,89.3,0.89304298,221.39,208.55
1714880,2013,publica,fundamental,4.3,93.2,0.93072498,189.25,169.52
1714880,2015,estadual,fundamental,3.5,86.8,0.86776298,222.76,219.59
1714880,2015,estadual,fundamental,,,,,
1714880,2015,municipal,fundamental,,,,,
1714880,2015,municipal,fundamental,4.0,84.0,0.83428901,186.19,180.66
1714880,2017,estadual,fundamental,4.0,89.4,0.89506102,239.44,229.61
1714880,2017,estadual,fundamental,,,,,
1714880,2017,estadual,medio,3.0,79.8,0.80469197,238.94,243.86
1714880,2017,municipal,fundamental,,68.2,0.69308001,,
1714880,2017,municipal,fundamental,4.0,86.1,0.861215,182.25,173.89
1714880,2017,publica,fundamental,3.9,85.9,0.86131102,239.44,229.61
1714880,2017,publica,fundamental,4.0,86.1,0.861215,182.25,173.89
1714880,2017,publica,medio,3.0,79.8,0.80469197,238.94,243.86
1714880,2019,estadual,fundamental,,,,,
1714880,2019,estadual,fundamental,4.2,92.9,0.92885399,237.52,230.8
1714880,2019,estadual,medio,3.5,90.6,0.90624201,242.71,251.25
1714880,2019,municipal,fundamental,4.3,84.9,0.85991699,193.72,182.47
1714880,2019,municipal,fundamental,,,,,
1714880,2019,publica,fundamental,4.3,84.9,0.85991699,193.72,182.47
1714880,2019,publica,fundamental,4.1,90.6,0.90704399,237.52,230.8
1714880,2019,publica,medio,3.5,90.6,0.90624201,242.71,251.25
1714880,2021,estadual,fundamental,3.9,93.2,0.92985,222.51,229.19
1714880,2021,estadual,fundamental,,,,,
1714880,2021,estadual,medio,,87.7,0.878623,,
1714880,2021,municipal,fundamental,4.5,99.2,0.992984,178.99,171.55
1714880,2021,municipal,fundamental,,,,,
1714880,2021,publica,fundamental,3.9,93.4,0.930609,222.51,229.19
1714880,2021,publica,fundamental,4.5,99.2,0.992984,178.99,171.55
1714880,2021,publica,medio,,87.7,0.878623,,
1714880,2023,estadual,fundamental,,,,,
1714880,2023,estadual,fundamental,4.5,97.5,0.97375,237.35,237.62
1714880,2023,estadual,medio,3.6,87.6,0.887505,258.98,248.68
1714880,2023,municipal,fundamental,3.9,89.9,0.894591,175.33,169.15
1714880,2023,municipal,fundamental,,,,,
1714880,2023,publica,fundamental,4.4,95.1,0.951399,237.35,237.62
1714880,2023,publica,fundamental,3.9,89.9,0.894591,175.33,169.15
1714880,2023,publica,medio,3.6,87.6,0.887505,258.98,248.68
1715002,2009,estadual,fundamental,4.1,94.0,0.93898201,227.5,235.5
1715002,2009,estadual,fundamental,4.7,97.8,0.97978997,193.91,174.53
1715002,2009,municipal,fundamental,4.1,90.5,0.90532899,186.5,165.74
1715002,2009,publica,fundamental,4.1,94.0,0.93898201,227.5,235.5
1715002,2009,publica,fundamental,4.5,95.0,0.948533,190.78,170.83
1715002,2011,estadual,fundamental,4.9,96.6,0.96724701,203.75,179.47
1715002,2011,estadual,fundamental,4.1,94.3,0.942801,236.27,227.8
1715002,2011,municipal,fundamental,5.0,96.7,0.96384001,202.8,186.47
1715002,2011,publica,fundamental,5.0,96.6,0.96561301,203.3,182.69
1715002,2011,publica,fundamental,4.2,95.4,0.95253301,236.27,227.8
1715002,2013,estadual,fundamental,5.0,98.0,0.990017,204.91,176.19
1715002,2013,estadual,fundamental,3.8,92.7,0.92360198,229.05,216.78
1715002,2013,municipal,fundamental,,,,,
1715002,2013,publica,fundamental,3.8,92.7,0.92360198,229.05,216.78
1715002,2013,publica,fundamental,5.0,98.4,0.98871201,204.91,176.19
1715002,2015,estadual,fundamental,4.2,91.5,0.92750603,183.21,169.97
1715002,2015,estadual,fundamental,3.7,85.8,0.84740102,229.8,230.84
1715002,2015,municipal,fundamental,5.3,97.0,0.96770602,203.75,196.73
1715002,2017,estadual,fundamental,4.5,91.8,0.90865701,191.0,183.82
1715002,2017,estadual,fundamental,3.9,89.0,0.887564,233.61,227.14
1715002,2017,estadual,medio,3.6,89.3,0.90810198,248.83,253.21
1715002,2017,municipal,fundamental,5.5,91.9,0.91252601,213.63,216.8
1715002,2017,publica,fundamental,5.2,91.9,0.91411197,206.69,206.69
1715002,2017,publica,fundamental,3.9,89.0,0.887564,233.61,227.14
1715002,2017,publica,medio,3.6,89.3,0.90810198,248.83,253.21
1715002,2019,estadual,fundamental,4.6,97.5,0.974666,246.49,234.6
1715002,2019,estadual,fundamental,,,,,
1715002,2019,estadual,medio,,93.7,0.94730997,,
1715002,2019,municipal,fundamental,5.3,95.9,0.96022499,204.27,201.91
1715002,2019,publica,fundamental,4.6,97.5,0.974666,246.49,234.6
1715002,2019,publica,fundamental,5.3,96.4,0.96355301,204.27,201.91
1715002,2019,publica,medio,,93.7,0.94730997,,
1715002,2021,estadual,fundamental,,,,,
1715002,2021,estadual,fundamental,5.2,100.0,1.0,256.28,254.17
1715002,2021,estadual,medio,4.1,100.0,1.0,261.91,252.4
1715002,2021,municipal,fundamental,4.6,100.0,1.0,180.87,174.15
1715002,2021,publica,fundamental,4.6,100.0,1.0,180.87,174.15
1715002,2021,publica,fundamental,5.2,100.0,1.0,256.28,254.17
1715002,2021,publica,medio,4.1,100.0,1.0,261.91,252.4
1715002,2023,estadual,fundamental,,,,,
1715002,2023,estadual,fundamental,5.1,99.6,0.996718,254.78,253.48
1715002,2023,estadual,medio,4.6,98.2,0.983471,282.73,270.01
1715002,2023,municipal,fundamental,5.3,99.0,0.990233,203.15,193.98
1715002,2023,publica,fundamental,5.1,99.6,0.996718,254.78,253.48
1715002,2023,publica,fundamental,5.3,98.6,0.987516,203.15,193.98
1715002,2023,publica,medio,4.6,98.2,0.983471,282.73,270.01
1715101,2009,estadual,fundamental,4.8,95.8,0.95513803,197.8,180.02
1715101,2009,estadual,fundamental,3.7,82.6,0.81931198,229.63,239.8
1715101,2009,municipal,fundamental,4.0,85.1,0.85854799,189.1,172.83
1715101,2009,municipal,fundamental,,,,,
1715101,2009,publica,fundamental,3.7,82.0,0.82178402,229.63,239.8
1715101,2009,publica,fundamental,4.4,89.4,0.895096,193.83,176.71
1715101,2011,estadual,fundamental,5.0,97.4,0.97752398,199.58,184.83
1715101,2011,estadual,fundamental,3.6,78.2,0.78031498,238.22,238.52
1715101,2011,municipal,fundamental,3.4,79.0,0.76608199,181.03,162.88
1715101,2011,municipal,fundamental,,,,,
1715101,2011,publica,fundamental,4.1,86.3,0.859272,190.94,174.61
1715101,2011,publica,fundamental,3.4,74.8,0.74650103,238.22,238.52
1715101,2013,estadual,fundamental,4.8,98.6,0.985618,194.94,177.35
1715101,2013,estadual,fundamental,3.0,72.3,0.72658902,226.19,223.6
1715101,2013,municipal,fundamental,,,,,
1715101,2013,municipal,fundamental,5.4,98.4,0.98176003,206.96,198.08
1715101,2013,publica,fundamental,3.0,72.6,0.72970402,226.19,223.6
1715101,2013,publica,fundamental,5.1,98.5,0.98358899,199.53,185.27
1715101,2015,estadual,fundamental,2.9,77.8,0.75886297,217.91,207.45
1715101,2015,estadual,fundamental,4.8,96.0,0.964311,195.5,180.81
1715101,2015,municipal,fundamental,,,,,
1715101,2015,municipal,fundamental,4.3,91.7,0.85677201,194.89,185.76
1715101,2017,estadual,fundamental,3.3,83.8,0.82517701,218.91,220.27
1715101,2017,estadual,fundamental,5.6,100.0,1.0,203.66,208.36
1715101,2017,estadual,medio,2.5,81.1,0.80500197,230.16,215.13
1715101,2017,municipal,fundamental,4.6,95.8,0.958489,191.86,176.33
1715101,2017,municipal,fundamental,,87.5,0.85207099,,
1715101,2017,publica,fundamental,3.3,84.0,0.82801998,218.91,220.27
1715101,2017,publica,fundamental,5.0,96.1,0.96143597,197.07,190.47
1715101,2017,publica,medio,2.5,81.1,0.80500197,230.16,215.13
1715101,2019,estadual,fundamental,3.7,94.3,0.941975,218.1,216.22
1715101,2019,estadual,fundamental,,,,,
1715101,2019,estadual,medio,3.1,92.0,0.92326897,225.38,237.13
1715101,2019,municipal,fundamental,,,,,
1715101,2019,municipal,fundamental,4.8,95.6,0.95826399,191.74,185.08
1715101,2019,publica,fundamental,3.7,94.6,0.94342601,218.1,216.22
1715101,2019,publica,fundamental,4.8,95.6,0.95826399,191.74,185.08
1715101,2019,publica,medio,3.1,92.0,0.92326897,225.38,237.13
1715101,2021,estadual,fundamental,4.1,100.0,1.0,221.64,224.81
1715101,2021,estadual,fundamental,,,,,
1715101,2021,estadual,medio,,100.0,1.0,,
1715101,2021,municipal,fundamental,4.3,100.0,1.0,173.17,165.68
1715101,2021,municipal,fundamental,,,,,
1715101,2021,publica,fundamental,4.3,100.0,1.0,173.17,165.68
1715101,2021,publica,fundamental,4.1,100.0,1.0,221.64,224.81
1715101,2021,publica,medio,,100.0,1.0,,
1715101,2023,estadual,fundamental,4.3,98.7,0.98674,229.53,229.14
1715101,2023,estadual,fundamental,,,,,
1715101,2023,estadual,medio,3.7,95.7,0.958736,249.14,244.61
1715101,2023,municipal,fundamental,,,,,
1715101,2023,municipal,fundamental,5.1,99.0,0.991522,198.12,185.73
1715101,2023,publica,fundamental,5.1,99.0,0.991522,198.12,185.73
1715101,2023,publica,fundamental,4.3,98.8,0.987791,229.53,229.14
1715101,2023,publica,medio,3.7,95.7,0.958736,249.14,244.61
1715150,2009,estadual,fundamental,4.9,95.1,0.94749999,207.83,180.38
1715150,2009,estadual,fundamental,3.2,79.7,0.78301799,224.47,223.39
1715150,2009,publica,fundamental,3.2,80.8,0.78399497,224.47,223.39
1715150,2009,publica,fundamental,5.0,95.8,0.957555,207.83,180.38
1715150,2011,estadual,fundamental,4.0,84.0,0.83626699,243.63,243.36
1715150,2011,estadual,fundamental,4.5,89.0,0.88574499,201.25,182.19
1715150,2011,publica,fundamental,4.6,90.6,0.90645802,201.25,182.19
1715150,2011,publica,fundamental,4.0,84.0,0.83626699,243.63,243.36
1715150,2013,estadual,fundamental,5.6,96.8,0.96477503,221.94,200.88
1715150,2013,estadual,fundamental,3.1,74.1,0.73801303,227.5,224.13
1715150,2013,publica,fundamental,5.7,97.3,0.97162002,221.94,200.88
1715150,2013,publica,fundamental,3.1,74.1,0.73801303,227.5,224.13
1715150,2015,estadual,fundamental,5.5,91.5,0.91692102,218.83,213.62
1715150,2015,estadual,fundamental,4.5,88.9,0.893094,254.85,244.29
1715150,2017,estadual,fundamental,5.3,93.7,0.93849599,273.13,266.98
1715150,2017,estadual,fundamental,5.9,92.9,0.93831599,230.19,214.58
1715150,2017,estadual,medio,4.5,97.3,0.97071302,277.17,268.95
1715150,2017,publica,fundamental,5.3,93.7,0.93849599,273.13,266.98
1715150,2017,publica,fundamental,5.9,94.3,0.950037,230.19,214.58
1715150,2017,publica,medio,4.5,97.3,0.97071302,277.17,268.95
1715150,2019,estadual,fundamental,5.7,90.4,0.89703,233.55,218.14
1715150,2019,estadual,fundamental,5.2,85.7,0.84514099,285.75,281.39
1715150,2019,estadual,medio,4.8,94.5,0.95100999,290.73,286.42
1715150,2019,publica,fundamental,5.2,85.7,0.84514099,285.75,281.39
1715150,2019,publica,fundamental,5.9,91.4,0.915892,233.55,218.14
