cod_ibge,nome,cultura,ano,area_plantada_ha,area_colhida_ha,quantidade_ton,valor_mil_reais
1716604,Peixe,feijao,2024,...,...,...,...
1716653,Pequizeiro,feijao,2024,...,...,...,...
1716703,Colméia,feijao,2024,...,...,...,...
1717008,Pindorama do Tocantins,feijao,2024,...,...,...,...
1717206,Piraquê,feijao,2024,...,...,...,...
1717503,Pium,feijao,2024,...,...,...,...
1717800,Ponte Alta do Bom Jesus,feijao,2024,...,...,...,...
1717909,Ponte Alta do Tocantins,feijao,2024,...,...,...,...
1718006,Porto Alegre do Tocantins,feijao,2024,...,...,...,...
1718204,Porto Nacional,feijao,2024,...,...,...,...
1718303,Praia Norte,feijao,2024,...,...,...,...
1718402,Presidente Kennedy,feijao,2024,...,...,...,...
1718451,Pugmil,feijao,2024,...,...,...,...
1718501,Recursolândia,feijao,2024,...,...,...,...
1718550,Riachinho,feijao,2024,...,...,...,...
1718659,Rio da Conceição,feijao,2024,...,...,...,...
1718709,Rio dos Bois,feijao,2024,...,...,...,...
1718758,Rio Sono,feijao,2024,...,...,...,...
1718808,Sampaio,feijao,2024,...,...,...,...
1718840,Sandolândia,feijao,2024,...,...,...,...
1718865,Santa Fé do Araguaia,feijao,2024,...,...,...,...
1718881,Santa Maria do Tocantins,feijao,2024,...,...,...,...
1718899,Santa Rita do Tocantins,feijao,2024,...,...,...,...
1718907,Santa Rosa do Tocantins,feijao,2024,...,...,...,...
1719004,Santa Tereza do Tocantins,feijao,2024,...,...,...,...
1720002,Santa Terezinha do Tocantins,feijao,2024,...,...,...,...
1720101,São Bento do Tocantins,feijao,2024,...,...,...,...
1720150,São Félix do Tocantins,feijao,2024,...,...,...,...
1720200,São Miguel do Tocantins,feijao,2024,...,...,...,...
1720259,São Salvador do Tocantins,feijao,2024,...,...,...,...
1720309,São Sebastião do Tocantins,feijao,2024,...,...,...,...
1720499,São Valério,feijao,2024,...,...,...,...
1720655,Silvanópolis,feijao,2024,...,...,...,...
1720804,Sítio Novo do Tocantins,feijao,2024,...,...,...,...
1720853,Sucupira,feijao,2024,...,...,...,...
1720903,Taguatinga,feijao,2024,...,...,...,...
1720937,Taipas do Tocantins,feijao,2024,...,...,...,...
1720978,Talismã,feijao,2024,...,...,...,...
1721000,Palmas,feijao,2024,...,...,...,...
1721109,Tocantínia,feijao,2024,...,...,...,...
1721208,Tocantinópolis,feijao,2024,...,...,...,...
1721257,Tupirama,feijao,2024,...,...,...,...
1721307,Tupiratins,feijao,2024,...,...,...,...
1722081,Wanderlândia,feijao,2024,...,...,...,...
1722107,Xambioá,feijao,2024,...,...,...,...
1700251,Abreulândia,mandioca,2024,...,...,...,...
1700301,Aguiarnópolis,mandioca,2024,...,...,...,...
1700350,Aliança do Tocantins,mandioca,2024,...,...,...,...
1700400,Almas,mandioca,2024,...,...,...,...
1700707,Alvorada,mandioca,2024,...,...,...,...
1701002,Ananás,mandioca,2024,...,...,...,...
1701051,Angico,mandioca,2024,...,...,...,...
1701101,Aparecida do Rio Negro,mandioca,2024,...,...,...,...
1701309,Aragominas,mandioca,2024,...,...,...,...
1701903,Araguacema,mandioca,2024,...,...,...,...
1702000,Araguaçu,mandioca,2024,...,...,...,...
1702109,Araguaína,mandioca,2024,...,...,...,...
1702158,Araguanã,mandioca,2024,...,...,...,...
1702208,Araguatins,mandioca,2024,...,...,...,...
1702307,Arapoema,mandioca,2024,...,...,...,...
1702406,Arraias,mandioca,2024,...,...,...,...
1702554,Augustinópolis,mandioca,2024,...,...,...,...
1702703,Aurora do Tocantins,mandioca,2024,...,...,...,...
1702901,Axixá do Tocantins,mandioca,2024,...,...,...,...
1703008,Babaçulândia,mandioca,2024,...,...,...,...
1703057,Bandeirantes do Tocantins,mandioca,2024,...,...,...,...
1703073,Barra do Ouro,mandioca,2024,...,...,...,...
1703107,Barrolândia,mandioca,2024,...,...,...,...
1703206,Bernardo Sayão,mandioca,2024,...,...,...,...
1703305,Bom Jesus do Tocantins,mandioca,2024,...,...,...,...
1703602,Brasilândia do Tocantins,mandioca,2024,...,...,...,...
1703701,Brejinho de Nazaré,mandioca,2024,...,...,...,...
1703800,Buriti do Tocantins,mandioca,2024,...,...,...,...
1703826,Cachoeirinha,mandioca,2024,...,...,...,...
1703842,Campos Lindos,mandioca,2024,...,...,...,...
1703867,Cariri do Tocantins,mandioca,2024,...,...,...,...
1703883,Carmolândia,mandioca,2024,...,...,...,...
1703891,Carrasco Bonito,mandioca,2024,...,...,...,...
1703909,Caseara,mandioca,2024,...,...,...,...
1704105,Centenário,mandioca,2024,...,...,...,...
1704600,Chapada de Areia,mandioca,2024,...,...,...,...
1705102,Chapada da Natividade,mandioca,2024,...,...,...,...
1705508,Colinas do Tocantins,mandioca,2024,...,...,...,...
1705557,Combinado,mandioca,2024,...,...,...,...
1705607,Conceição do Tocantins,mandioca,2024,...,...,...,...
1706001,Couto Magalhães,mandioca,2024,...,...,...,...
1706100,Cristalândia,mandioca,2024,...,...,...,...
1706258,Crixás do Tocantins,mandioca,2024,...,...,...,...
1706506,Darcinópolis,mandioca,2024,...,...,...,...
1707009,Dianópolis,mandioca,2024,...,...,...,...
1707108,Divinópolis do Tocantins,mandioca,2024,...,...,...,...
1707207,Dois Irmãos do Tocantins,mandioca,2024,...,...,...,...
1707306,Dueré,mandioca,2024,...,...,...,...
1707405,Esperantina,mandioca,2024,...,...,...,...
1707553,Fátima,mandioca,2024,...,...,...,...
1707652,Figueirópolis,mandioca,2024,...,...,...,...
1707702,Filadélfia,mandioca,2024,...,...,...,...
1708205,Formoso do Araguaia,mandioca,2024,...,...,...,...
1708254,Tabocão,mandioca,2024,...,...,...,...
1708304,Goianorte,mandioca,2024,...,...,...,...
1709005,Goiatins,mandioca,2024,...,...,...,...
1709302,Guaraí,mandioca,2024,...,...,...,...
1709500,Gurupi,mandioca,2024,...,...,...,...
1709807,Ipueiras,mandioca,2024,...,...,...,...
1710508,Itacajá,mandioca,2024,...,...,...,...
1710706,Itaguatins,mandioca,2024,...,...,...,...
1710904,Itapiratins,mandioca,2024,...,...,...,...
1711100,Itaporã do Tocantins,mandioca,2024,...,...,...,...
1711506,Jaú do Tocantins,mandioca,2024,...,...,...,...
1711803,Juarina,mandioca,2024,...,...,...,...
1711902,Lagoa da Confusão,mandioca,2024,...,...,...,...
1711951,Lagoa do Tocantins,mandioca,2024,...,...,...,...
1712009,Lajeado,mandioca,2024,...,...,...,...
1712157,Lavandeira,mandioca,2024,...,...,...,...
1712405,Lizarda,mandioca,2024,...,...,...,...
1712454,Luzinópolis,mandioca,2024,...,...,...,...
1712504,Marianópolis do Tocantins,mandioca,2024,...,...,...,...
1712702,Mateiros,mandioca,2024,...,...,...,...
1712801,Maurilândia do Tocantins,mandioca,2024,...,...,...,...
1713205,Miracema do Tocantins,mandioca,2024,...,...,...,...
1713304,Miranorte,mandioca,2024,...,...,...,...
1713601,Monte do Carmo,mandioca,2024,...,...,...,...
1713700,Monte Santo do Tocantins,mandioca,2024,...,...,...,...
1713809,Palmeiras do Tocantins,mandioca,2024,...,...,...,...
1713957,Muricilândia,mandioca,2024,...,...,...,...
1714203,Natividade,mandioca,2024,...,...,...,...
1714302,Nazaré,mandioca,2024,...,...,...,...
1714880,Nova Olinda,mandioca,2024,...,...,...,...
1715002,Nova Rosalândia,mandioca,2024,...,...,...,...
1715101,Novo Acordo,mandioca,2024,...,...,...,...
1715150,Novo Alegre,mandioca,2024,...,...,...,...
1715259,Novo Jardim,mandioca,2024,...,...,...,...
1715507,Oliveira de Fátima,mandioca,2024,...,...,...,...
1715705,Palmeirante,mandioca,2024,...,...,...,...
1715754,Palmeirópolis,mandioca,2024,...,...,...,...
1716109,Paraíso do Tocantins,mandioca,2024,...,...,...,...
1716208,Paranã,mandioca,2024,...,...,...,...
1716307,Pau D'Arco,mandioca,2024,...,...,...,...
1716505,Pedro Afonso,mandioca,2024,...,...,...,...
1716604,Peixe,mandioca,2024,...,...,...,...
1716653,Pequizeiro,mandioca,2024,...,...,...,...
1716703,Colméia,mandioca,2024,...,...,...,...
1717008,Pindorama do Tocantins,mandioca,2024,...,...,...,...
1717206,Piraquê,mandioca,2024,...,...,...,...
1717503,Pium,mandioca,2024,...,...,...,...
1717800,Ponte Alta do Bom Jesus,mandioca,2024,...,...,...,...
1717909,Ponte Alta do Tocantins,mandioca,2024,...,...,...,...
1718006,Porto Alegre do Tocantins,mandioca,2024,...,...,...,...
1718204,Porto Nacional,mandioca,2024,...,...,...,...
1718303,Praia Norte,mandioca,2024,...,...,...,...
1718402,Presidente Kennedy,mandioca,2024,...,...,...,...
1718451,Pugmil,mandioca,2024,...,...,...,...
1718501,Recursolândia,mandioca,2024,...,...,...,...
1718550,Riachinho,mandioca,2024,...,...,...,...
1718659,Rio da Conceição,mandioca,2024,...,...,...,...
1718709,Rio dos Bois,mandioca,2024,...,...,...,...
1718758,Rio Sono,mandioca,2024,...,...,...,...
1718808,Sampaio,mandioca,2024,...,...,...,...
1718840,Sandolândia,mandioca,2024,...,...,...,...
1718865,Santa Fé do Araguaia,mandioca,2024,...,...,...,...
1718881,Santa Maria do Tocantins,mandioca,2024,...,...,...,...
1718899,Santa Rita do Tocantins,mandioca,2024,...,...,...,...
1718907,Santa Rosa do Tocantins,mandioca,2024,...,...,...,...
1719004,Santa Tereza do Tocantins,mandioca,2024,...,...,...,...
1720002,Santa Terezinha do Tocantins,mandioca,2024,...,...,...,...
1720101,São Bento do Tocantins,mandioca,2024,...,...,...,...
1720150,São Félix do Tocantins,mandioca,2024,...,...,...,...
1720200,São Miguel do Tocantins,mandioca,2024,...,...,...,...
1720259,São Salvador do Tocantins,mandioca,2024,...,...,...,...
1720309,São Sebastião do Tocantins,mandioca,2024,...,...,...,...
1720499,São Valério,mandioca,2024,...,...,...,...
1720655,Silvanópolis,mandioca,2024,...,...,...,...
1720804,Sítio Novo do Tocantins,mandioca,2024,...,...,...,...
1720853,Sucupira,mandioca,2024,...,...,...,...
1720903,Taguatinga,mandioca,2024,...,...,...,...
1720937,Taipas do Tocantins,mandioca,2024,...,...,...,...
1720978,Talismã,mandioca,2024,...,...,...,...
1721000,Palmas,mandioca,2024,...,...,...,...
1721109,Tocantínia,mandioca,2024,...,...,...,...
1721208,Tocantinópolis,mandioca,2024,...,...,...,...
1721257,Tupirama,mandioca,2024,...,...,...,...
1721307,Tupiratins,mandioca,2024,...,...,...,...
1722081,Wanderlândia,mandioca,2024,...,...,...,...
1722107,Xambioá,mandioca,2024,...,...,...,...
1700251,Abreulândia,cana,2024,...,...,...,...
1700301,Aguiarnópolis,cana,2024,...,...,...,...
1700350,Aliança do Tocantins,cana,2024,...,...,...,...
1700400,Almas,cana,2024,...,...,...,...
1700707,Alvorada,cana,2024,...,...,...,...
1701002,Ananás,cana,2024,...,...,...,...
1701051,Angico,cana,2024,...,...,...,...
1701101,Aparecida do Rio Negro,cana,2024,...,...,...,...
1701309,Aragominas,cana,2024,...,...,...,...
1701903,Araguacema,cana,2024,...,...,...,...
1702000,Araguaçu,cana,2024,...,...,...,...
1702109,Araguaína,cana,2024,...,...,...,...
1702158,Araguanã,cana,2024,...,...,...,...
1702208,Araguatins,cana,2024,...,...,...,...
1702307,Arapoema,cana,2024,...,...,...,...
1702406,Arraias,cana,2024,...,...,...,...
1702554,Augustinópolis,cana,2024,...,...,...,...
1702703,Aurora do Tocantins,cana,2024,...,...,...,...
1702901,Axixá do Tocantins,cana,2024,...,...,...,...
1703008,Babaçulândia,cana,2024,...,...,...,...
1703057,Bandeirantes do Tocantins,cana,2024,...,...,...,...
1703073,Barra do Ouro,cana,2024,...,...,...,...
1703107,Barrolândia,cana,2024,...,...,...,...
1703206,Bernardo Sayão,cana,2024,...,...,...,...
1703305,Bom Jesus do Tocantins,cana,2024,...,...,...,...
1703602,Brasilândia do Tocantins,cana,2024,...,...,...,...
1703701,Brejinho de Nazaré,cana,2024,...,...,...,...
1703800,Buriti do Tocantins,cana,2024,...,...,...,...
1703826,Cachoeirinha,cana,2024,...,...,...,...
1703842,Campos Lindos,cana,2024,...,...,...,...
1703867,Cariri do Tocantins,cana,2024,...,...,...,...
1703883,Carmolândia,cana,2024,...,...,...,...
1703891,Carrasco Bonito,cana,2024,...,...,...,...
1703909,Caseara,cana,2024,...,...,...,...
1704105,Centenário,cana,2024,...,...,...,...
1704600,Chapada de Areia,cana,2024,...,...,...,...
1705102,Chapada da Natividade,cana,2024,...,...,...,...
1705508,Colinas do Tocantins,cana,2024,...,...,...,...
1705557,Combinado,cana,2024,...,...,...,...
1705607,Conceição do Tocantins,cana,2024,...,...,...,...
1706001,Couto Magalhães,cana,2024,...,...,...,...
1706100,Cristalândia,cana,2024,...,...,...,...
1706258,Crixás do Tocantins,cana,2024,...,...,...,...
1706506,Darcinópolis,cana,2024,...,...,...,...
1707009,Dianópolis,cana,2024,...,...,...,...
1707108,Divinópolis do Tocantins,cana,2024,...,...,...,...
1707207,Dois Irmãos do Tocantins,cana,2024,...,...,...,...
1707306,Dueré,cana,2024,...,...,...,...
1707405,Esperantina,cana,2024,...,...,...,...
1707553,Fátima,cana,2024,...,...,...,...
1707652,Figueirópolis,cana,2024,...,...,...,...
1707702,Filadélfia,cana,2024,...,...,...,...
1708205,Formoso do Araguaia,cana,2024,...,...,...,...
1708254,Tabocão,cana,2024,...,...,...,...
1708304,Goianorte,cana,2024,...,...,...,...
1709005,Goiatins,cana,2024,...,...,...,...
1709302,Guaraí,cana,2024,...,...,...,...
1709500,Gurupi,cana,2024,...,...,...,...
1709807,Ipueiras,cana,2024,...,...,...,...
1710508,Itacajá,cana,2024,...,...,...,...
1710706,Itaguatins,cana,2024,...,...,...,...
1710904,Itapiratins,cana,2024,...,...,...,...
1711100,Itaporã do Tocantins,cana,2024,...,...,...,...
1711506,Jaú do Tocantins,cana,2024,...,...,...,...
1711803,Juarina,cana,2024,...,...,...,...
1711902,Lagoa da Confusão,cana,2024,...,...,...,...
1711951,Lagoa do Tocantins,cana,2024,...,...,...,...
1712009,Lajeado,cana,2024,...,...,...,...
1712157,Lavandeira,cana,2024,...,...,...,...
1712405,Lizarda,cana,2024,...,...,...,...
1712454,Luzinópolis,cana,2024,...,...,...,...
1712504,Marianópolis do Tocantins,cana,2024,...,...,...,...
1712702,Mateiros,cana,2024,...,...,...,...
1712801,Maurilândia do Tocantins,cana,2024,...,...,...,...
1713205,Miracema do Tocantins,cana,2024,...,...,...,...
1713304,Miranorte,cana,2024,...,...,...,...
1713601,Monte do Carmo,cana,2024,...,...,...,...
1713700,Monte Santo do Tocantins,cana,2024,...,...,...,...
1713809,Palmeiras do Tocantins,cana,2024,...,...,...,...
1713957,Muricilândia,cana,2024,...,...,...,...
1714203,Natividade,cana,2024,...,...,...,...
1714302,Nazaré,cana,2024,...,...,...,...
1714880,Nova Olinda,cana,2024,...,...,...,...
1715002,Nova Rosalândia,cana,2024,...,...,...,...
1715101,Novo Acordo,cana,2024,...,...,...,...
1715150,Novo Alegre,cana,2024,...,...,...,...
1715259,Novo Jardim,cana,2024,...,...,...,...
1715507,Oliveira de Fátima,cana,2024,...,...,...,...
1715705,Palmeirante,cana,2024,...,...,...,...
1715754,Palmeirópolis,cana,2024,...,...,...,...
1716109,Paraíso do Tocantins,cana,2024,...,...,...,...
1716208,Paranã,cana,2024,...,...,...,...
1716307,Pau D'Arco,cana,2024,...,...,...,...
1716505,Pedro Afonso,cana,2024,...,...,...,...
1716604,Peixe,cana,2024,...,...,...,...
1716653,Pequizeiro,cana,2024,...,...,...,...
1716703,Colméia,cana,2024,...,...,...,...
1717008,Pindorama do Tocantins,cana,2024,...,...,...,...
1717206,Piraquê,cana,2024,...,...,...,...
1717503,Pium,cana,2024,...,...,...,...
1717800,Ponte Alta do Bom Jesus,cana,2024,...,...,...,...
1717909,Ponte Alta do Tocantins,cana,2024,...,...,...,...
1718006,Porto Alegre do Tocantins,cana,2024,...,...,...,...
1718204,Porto Nacional,cana,2024,...,...,...,...
1718303,Praia Norte,cana,2024,...,...,...,...
1718402,Presidente Kennedy,cana,2024,...,...,...,...
1718451,Pugmil,cana,2024,...,...,...,...
1718501,Recursolândia,cana,2024,...,...,...,...
1718550,Riachinho,cana,2024,...,...,...,...
1718659,Rio da Conceição,cana,2024,...,...,...,...
1718709,Rio dos Bois,cana,2024,...,...,...,...
1718758,Rio Sono,cana,2024,...,...,...,...
1718808,Sampaio,cana,2024,...,...,...,...
1718840,Sandolândia,cana,2024,...,...,...,...
1718865,Santa Fé do Araguaia,cana,2024,...,...,...,...
1718881,Santa Maria do Tocantins,cana,2024,...,...,...,...
1718899,Santa Rita do Tocantins,cana,2024,...,...,...,...
1718907,Santa Rosa do Tocantins,cana,2024,...,...,...,...
1719004,Santa Tereza do Tocantins,cana,2024,...,...,...,...
1720002,Santa Terezinha do Tocantins,cana,2024,...,...,...,...
1720101,São Bento do Tocantins,cana,2024,...,...,...,...
1720150,São Félix do Tocantins,cana,2024,...,...,...,...
1720200,São Miguel do Tocantins,cana,2024,...,...,...,...
1720259,São Salvador do Tocantins,cana,2024,...,...,...,...
1720309,São Sebastião do Tocantins,cana,2024,...,...,...,...
1720499,São Valério,cana,2024,...,...,...,...
1720655,Silvanópolis,cana,2024,...,...,...,...
1720804,Sítio Novo do Tocantins,cana,2024,...,...,...,...
1720853,Sucupira,cana,2024,...,...,...,...
1720903,Taguatinga,cana,2024,...,...,...,...
1720937,Taipas do Tocantins,cana,2024,...,...,...,...
1720978,Talismã,cana,2024,...,...,...,...
1721000,Palmas,cana,2024,...,...,...,...
1721109,Tocantínia,cana,2024,...,...,...,...
1721208,Tocantinópolis,cana,2024,...,...,...,...
1721257,Tupirama,cana,2024,...,...,...,...
1721307,Tupiratins,cana,2024,...,...,...,...
1722081,Wanderlândia,cana,2024,...,...,...,...
1722107,Xambioá,cana,2024,...,...,...,...
