cod_ibge,ano,cnae_2_secao,vinculos
1711902,2021,62,1
1711902,2021,77,1
1711902,2021,10,236
1711902,2021,33,5
1711902,2021,41,79
1711902,2021,85,26
1711902,2021,23,10
1711902,2021,53,4
1711902,2021,96,2
1711902,2021,81,1
1711902,2021,28,1
1711902,2021,25,34
1711902,2021,43,9
1711902,2021,46,197
1711902,2021,52,157
1711902,2021,64,15
1711902,2021,55,29
1711902,2021,74,50
1711902,2021,08,30
1711902,2021,35,10
1711902,2021,82,12
1711902,2021,01,1731
1711902,2021,94,4
1711902,2021,86,2
1711902,2021,47,446
1711902,2021,49,15
1711902,2021,61,22
1711902,2021,56,12
1711902,2021,84,828
1711902,2021,95,1
1711902,2022,23,7
1711902,2022,42,4
1711902,2022,43,9
1711902,2022,52,129
1711902,2022,01,1983
1711902,2022,47,515
1711902,2022,61,28
1711902,2022,62,77
1711902,2022,74,37
1711902,2022,94,5
1711902,2022,45,52
1711902,2022,56,40
1711902,2022,81,152
1711902,2022,35,13
1711902,2022,53,5
1711902,2022,25,34
1711902,2022,28,2
1711902,2022,55,35
1711902,2022,77,2
1711902,2022,46,209
1711902,2022,18,4
1711902,2022,73,1
1711902,2022,10,217
1711902,2022,84,981
1711902,2022,49,25
1711902,2022,69,37
1711902,2022,86,191
1711902,2022,95,2
1711902,2022,82,23
1711902,2022,96,2
1711902,2022,08,37
1711902,2022,33,6
1711902,2022,41,178
1711902,2022,64,33
1711902,2022,85,45
1711902,2023,77,5
1711902,2023,84,1039
1711902,2023,25,38
1711902,2023,49,34
1711902,2023,23,15
1711902,2023,43,7
1711902,2023,13,2
1711902,2023,46,258
1711902,2023,14,593
1711902,2023,18,5
1711902,2023,73,1
1711902,2023,86,205
1711902,2023,64,36
1711902,2023,45,55
1711902,2023,28,1
1711902,2023,15,164
1711902,2023,47,445
1711902,2023,66,1
1711902,2023,11,1263
1711902,2023,53,5
1711902,2023,52,143
1711902,2023,82,33
1711902,2023,69,35
1711902,2023,85,49
1711902,2023,33,5
1711902,2023,16,258
1711902,2023,74,47
1711902,2023,56,39
1711902,2023,61,27
1711902,2023,94,7
1711902,2023,78,12
1711902,2023,80,3
1711902,2023,41,131
1711902,2023,35,15
1711902,2023,62,98
1711902,2023,55,36
1711902,2023,81,191
1711902,2023,10,179
1711902,2023,70,3
1711902,2023,96,3
1711902,2024,11,1204
1711902,2024,45,66
1711902,2024,69,28
1711902,2024,82,36
1711902,2024,64,35
1711902,2024,55,32
1711902,2024,46,206
1711902,2024,16,320
1711902,2024,56,40
1711902,2024,85,45
1711902,2024,95,1
1711902,2024,52,160
1711902,2024,25,60
1711902,2024,81,199
1711902,2024,14,511
1711902,2024,43,28
1711902,2024,41,163
1711902,2024,70,3
1711902,2024,78,23
1711902,2024,73,1
1711902,2024,80,6
1711902,2024,13,3
1711902,2024,18,7
1711902,2024,66,1
1711902,2024,77,6
1711902,2024,62,214
1711902,2024,47,472
1711902,2024,23,26
1711902,2024,15,167
1711902,2024,49,31
1711902,2024,74,39
1711902,2024,28,2
1711902,2024,10,158
1711902,2024,84,1081
1711902,2024,61,76
1711902,2024,86,217
1711902,2024,35,18
1711902,2024,33,8
1711902,2024,96,2
1711902,2024,53,3
1711902,2024,94,4
1711951,2019,84,268
1711951,2019,69,2
1711951,2019,49,2
1711951,2019,82,1
1711951,2019,53,1
1711951,2019,01,25
1711951,2019,47,12
1711951,2019,56,1
1711951,2019,23,4
1711951,2020,01,36
1711951,2020,53,1
1711951,2020,56,1
1711951,2020,69,2
1711951,2020,47,16
1711951,2020,70,6
1711951,2020,84,273
1711951,2020,61,1
1711951,2020,82,1
1711951,2020,49,3
1711951,2020,23,12
1711951,2021,61,2
1711951,2021,69,3
1711951,2021,25,1
1711951,2021,47,31
1711951,2021,49,3
1711951,2021,56,5
1711951,2021,70,1
1711951,2021,84,338
1711951,2021,82,1
1711951,2021,53,1
1711951,2021,46,4
1711951,2021,23,22
1711951,2021,10,1
1711951,2021,45,5
1711951,2021,01,57
1711951,2022,84,340
1711951,2022,82,1
1711951,2022,61,2
1711951,2022,56,3
1711951,2022,23,22
1711951,2022,69,2
1711951,2022,49,1
1711951,2022,53,1
1711951,2022,01,70
1711951,2022,45,6
1711951,2022,47,28
1711951,2022,70,1
1711951,2023,41,19
1711951,2023,82,1
1711951,2023,53,1
1711951,2023,49,1
1711951,2023,70,1
1711951,2023,61,2
1711951,2023,15,19
1711951,2023,16,22
1711951,2023,84,96
1711951,2023,88,24
1711951,2023,85,147
1711951,2023,23,19
1711951,2023,86,101
1711951,2023,47,49
1711951,2023,11,46
1711951,2023,56,3
1711951,2023,69,2
1711951,2024,11,39
1711951,2024,55,2
1711951,2024,47,64
1711951,2024,85,147
1711951,2024,86,108
1711951,2024,41,19
1711951,2024,82,1
1711951,2024,56,1
1711951,2024,69,2
1711951,2024,88,27
1711951,2024,84,110
1711951,2024,53,1
1711951,2024,46,1
1711951,2024,16,6
1711951,2024,61,4
1711951,2024,23,21
1711951,2024,15,14
1711951,2024,70,4
1711951,2024,62,11
1712009,2019,01,47
1712009,2019,46,6
1712009,2019,84,557
1712009,2019,81,141
1712009,2019,43,11
1712009,2019,49,1
1712009,2019,25,3
1712009,2019,23,27
1712009,2019,36,6
1712009,2019,66,6
1712009,2019,42,1
1712009,2019,41,66
1712009,2019,85,3
1712009,2019,45,1
1712009,2019,82,1
1712009,2019,47,51
1712009,2019,56,9
1712009,2019,94,4
1712009,2019,69,1
1712009,2019,53,2
1712009,2019,55,3
1712009,2019,96,1
1712009,2019,35,3
1712009,2020,23,32
1712009,2020,25,3
1712009,2020,70,1
1712009,2020,42,1
1712009,2020,35,5
1712009,2020,47,49
1712009,2020,45,1
1712009,2020,55,2
1712009,2020,69,3
1712009,2020,41,70
1712009,2020,53,2
1712009,2020,85,4
1712009,2020,82,1
1712009,2020,94,4
1712009,2020,36,1
1712009,2020,43,20
1712009,2020,46,18
1712009,2020,49,3
1712009,2020,01,36
1712009,2020,56,7
1712009,2020,66,2
1712009,2020,84,762
1712009,2021,47,59
1712009,2021,85,8
1712009,2021,96,1
1712009,2021,53,2
1712009,2021,56,2
1712009,2021,01,37
1712009,2021,23,49
1712009,2021,46,12
1712009,2021,41,6
1712009,2021,35,7
1712009,2021,36,6
1712009,2021,84,483
1712009,2021,69,4
1712009,2021,03,1
1712009,2021,42,1
1712009,2021,70,1
1712009,2021,43,18
1712009,2021,55,2
1712009,2021,94,4
1712009,2021,49,2
1712009,2021,82,1
1712009,2022,35,6
1712009,2022,85,287
1712009,2022,23,40
1712009,2022,96,2
1712009,2022,69,5
1712009,2022,82,2
1712009,2022,70,1
1712009,2022,46,10
1712009,2022,53,2
1712009,2022,36,3
1712009,2022,42,17
1712009,2022,93,1
1712009,2022,43,29
1712009,2022,47,61
1712009,2022,86,172
1712009,2022,94,2
1712009,2022,55,2
1712009,2022,01,57
1712009,2022,41,43
1712009,2022,66,1
1712009,2022,84,293
1712009,2022,56,6
1712009,2022,03,4
1712009,2022,77,1
1712009,2023,84,305
1712009,2023,85,315
1712009,2023,69,4
1712009,2023,35,4
1712009,2023,93,1
1712009,2023,70,1
1712009,2023,32,11
1712009,2023,53,2
1712009,2023,42,2
1712009,2023,94,2
1712009,2023,96,2
1712009,2023,15,32
1712009,2023,46,4
1712009,2023,82,2
1712009,2023,78,40
1712009,2023,77,5
1712009,2023,86,151
1712009,2023,13,4
1712009,2023,56,7
1712009,2023,41,36
1712009,2023,47,67
1712009,2023,23,18
1712009,2023,12,1
1712009,2023,55,1
1712009,2023,11,4
1712009,2023,43,16
1712009,2023,16,18
1712009,2024,96,2
1712009,2024,56,13
1712009,2024,11,4
1712009,2024,70,1
1712009,2024,78,74
1712009,2024,16,16
1712009,2024,41,76
1712009,2024,35,5
1712009,2024,42,2
1712009,2024,32,13
1712009,2024,85,302
1712009,2024,23,22
1712009,2024,46,3
1712009,2024,94,1
1712009,2024,13,4
1712009,2024,10,3
1712009,2024,53,1
1712009,2024,84,275
1712009,2024,86,139
1712009,2024,47,61
1712009,2024,55,1
1712009,2024,25,2
1712009,2024,43,17
1712009,2024,82,4
1712009,2024,93,1
1712009,2024,15,35
1712009,2024,69,5
1712157,2019,47,1
1712157,2019,01,11
1712157,2019,53,1
1712157,2019,84,241
1712157,2020,53,1
1712157,2020,01,14
1712157,2020,47,1
1712157,2020,84,226
1712157,2021,84,216
1712157,2021,47,1
1712157,2021,94,2
1712157,2021,53,1
1712157,2021,01,25
1712157,2022,01,35
1712157,2022,86,54
1712157,2022,53,1
1712157,2022,94,3
1712157,2022,41,5
1712157,2022,84,193
1712157,2022,47,3
1712157,2023,15,21
1712157,2023,41,6
1712157,2023,86,88
1712157,2023,47,5
1712157,2023,84,234
1712157,2023,11,9
1712157,2023,94,2
1712157,2023,53,1
1712157,2023,16,2
1712157,2024,15,21
1712157,2024,94,3
1712157,2024,11,12
1712157,2024,16,3
1712157,2024,69,2
1712157,2024,84,199
1712157,2024,86,58
1712157,2024,47,6
1712157,2024,53,1
1712405,2019,47,16
1712405,2019,69,3
1712405,2019,10,4
1712405,2019,94,2
1712405,2019,86,63
1712405,2019,84,154
1712405,2019,35,3
1712405,2019,01,21
1712405,2019,53,1
1712405,2020,01,42
1712405,2020,35,3
1712405,2020,69,2
1712405,2020,84,217
1712405,2020,94,2
1712405,2020,53,1
1712405,2020,47,13
1712405,2020,36,3
1712405,2020,10,2
1712405,2021,47,14
1712405,2021,45,1
1712405,2021,53,1
1712405,2021,01,73
1712405,2021,69,2
1712405,2021,35,3
1712405,2021,36,4
1712405,2021,84,224
1712405,2021,94,2
1712405,2022,01,116
1712405,2022,10,1
1712405,2022,85,76
1712405,2022,94,2
1712405,2022,36,8
1712405,2022,47,16
1712405,2022,53,1
1712405,2022,82,1
1712405,2022,69,2
1712405,2022,45,3
1712405,2022,84,89
1712405,2022,86,69
1712405,2022,35,3
1712405,2023,84,107
1712405,2023,16,34
1712405,2023,10,1
1712405,2023,47,18
1712405,2023,46,1
1712405,2023,86,72
1712405,2023,35,3
1712405,2023,69,2
1712405,2023,11,90
1712405,2023,36,6
1712405,2023,85,79
1712405,2023,15,9
1712405,2023,45,2
1712405,2023,94,1
1712405,2024,94,1
1712405,2024,36,3
1712405,2024,10,1
1712405,2024,69,16
1712405,2024,85,89
1712405,2024,11,100
1712405,2024,45,2
1712405,2024,46,1
1712405,2024,84,114
1712405,2024,86,73
1712405,2024,35,3
1712405,2024,15,16
1712405,2024,16,36
1712405,2024,47,15
1712454,2019,47,29
1712454,2019,84,251
1712454,2019,82,1
1712454,2019,35,3
1712454,2019,01,43
1712454,2019,02,22
1712454,2019,53,2
1712454,2019,69,1
1712454,2020,01,52
1712454,2020,69,3
1712454,2020,10,1
1712454,2020,84,299
1712454,2020,02,15
1712454,2020,61,1
1712454,2020,53,2
1712454,2020,35,3
1712454,2020,47,48
1712454,2020,82,1
1712454,2021,35,4
1712454,2021,61,1
1712454,2021,01,48
1712454,2021,53,1
1712454,2021,02,36
1712454,2021,94,1
1712454,2021,82,3
1712454,2021,84,312
1712454,2021,47,47
1712454,2021,69,1
1712454,2021,10,2
1712454,2022,02,34
1712454,2022,47,45
1712454,2022,53,1
1712454,2022,69,4
1712454,2022,01,45
1712454,2022,10,1
1712454,2022,94,1
1712454,2022,84,428
1712454,2022,35,3
1712454,2022,82,3
1712454,2022,42,1
1712454,2022,61,4
1712454,2023,84,454
1712454,2023,35,2
1712454,2023,94,3
1712454,2023,15,41
1712454,2023,21,8
1712454,2023,82,2
1712454,2023,53,1
1712454,2023,61,6
1712454,2023,42,73
1712454,2023,47,46
1712454,2023,69,6
1712454,2023,16,2
1712454,2024,61,10
1712454,2024,47,38
1712454,2024,94,2
1712454,2024,41,3
1712454,2024,69,5
1712454,2024,84,571
1712454,2024,53,1
1712454,2024,56,1
1712454,2024,35,2
1712454,2024,21,8
1712454,2024,82,2
1712454,2024,16,2
1712454,2024,15,40
1712454,2024,42,99
1712504,2019,01,553
1712504,2019,46,14
1712504,2019,69,17
1712504,2019,84,502
1712504,2019,25,11
1712504,2019,77,5
1712504,2019,82,1
1712504,2019,86,1
1712504,2019,74,1
1712504,2019,19,2
1712504,2019,45,1
1712504,2019,47,105
1712504,2019,64,5
1712504,2019,35,7
1712504,2019,52,15
1712504,2019,53,1
1712504,2019,94,1
1712504,2019,23,2
1712504,2019,33,6
1712504,2019,43,44
1712504,2019,85,2
1712504,2020,69,12
1712504,2020,45,2
1712504,2020,86,1
1712504,2020,53,2
1712504,2020,19,1
1712504,2020,25,15
1712504,2020,82,1
1712504,2020,94,1
1712504,2020,35,5
1712504,2020,77,8
1712504,2020,23,2
1712504,2020,33,6
1712504,2020,46,17
1712504,2020,52,19
1712504,2020,01,737
1712504,2020,47,112
1712504,2020,64,5
1712504,2020,74,1
1712504,2020,43,35
1712504,2020,84,464
1712504,2020,85,1
1712504,2021,01,976
1712504,2021,25,9
1712504,2021,38,3
1712504,2021,85,1
1712504,2021,47,120
1712504,2021,35,6
1712504,2021,52,26
1712504,2021,61,12
1712504,2021,82,2
1712504,2021,86,1
1712504,2021,94,1
1712504,2021,33,8
1712504,2021,43,26
1712504,2021,84,515
1712504,2021,55,2
1712504,2021,53,2
1712504,2021,56,1
1712504,2021,46,29
1712504,2021,64,8
1712504,2021,77,17
1712504,2021,74,1
1712504,2021,45,2
1712504,2021,69,14
1712504,2021,19,1
1712504,2022,01,619
1712504,2022,43,31
1712504,2022,47,132
1712504,2022,84,552
1712504,2022,94,1
1712504,2022,53,2
1712504,2022,61,11
1712504,2022,64,8
1712504,2022,41,2
1712504,2022,55,2
1712504,2022,46,46
1712504,2022,25,5
1712504,2022,77,15
1712504,2022,85,2
1712504,2022,19,4
1712504,2022,33,10
1712504,2022,35,6
1712504,2022,45,8
1712504,2022,69,14
1712504,2022,74,3
1712504,2022,52,30
1712504,2022,88,48
1712504,2022,38,1
1712504,2023,69,17
1712504,2023,52,26
1712504,2023,38,2
1712504,2023,33,26
1712504,2023,35,6
1712504,2023,61,8
1712504,2023,68,4
1712504,2023,77,3
1712504,2023,45,6
1712504,2023,56,2
1712504,2023,23,2
1712504,2023,11,386
1712504,2023,16,19
1712504,2023,55,7
1712504,2023,71,5
1712504,2023,13,42
1712504,2023,74,3
1712504,2023,64,13
1712504,2023,47,138
1712504,2023,88,47
1712504,2023,53,2
1712504,2023,46,77
1712504,2023,43,38
1712504,2023,19,4
1712504,2023,82,2
1712504,2023,85,2
1712504,2023,25,3
1712504,2023,84,584
1712504,2023,15,183
1712504,2023,49,2
1712504,2024,84,649
1712504,2024,43,50
1712504,2024,74,6
1712504,2024,25,3
1712504,2024,68,3
1712504,2024,11,402
1712504,2024,82,2
1712504,2024,56,6
1712504,2024,15,167
1712504,2024,55,10
1712504,2024,45,1
1712504,2024,19,2
1712504,2024,63,1
1712504,2024,64,10
1712504,2024,46,109
1712504,2024,47,140
1712504,2024,35,6
1712504,2024,85,2
1712504,2024,13,37
1712504,2024,88,55
1712504,2024,77,5
1712504,2024,71,3
1712504,2024,23,1
1712504,2024,16,27
1712504,2024,69,18
1712504,2024,61,8
1712504,2024,33,12
1712504,2024,49,2
1712504,2024,10,1
1712504,2024,94,3
1712702,2019,01,411
1712702,2019,53,1
1712702,2019,35,7
1712702,2019,10,2
1712702,2019,47,30
1712702,2019,94,1
1712702,2019,55,23
1712702,2019,69,4
1712702,2019,84,357
1712702,2019,52,1
1712702,2019,36,21
1712702,2020,10,2
1712702,2020,35,7
1712702,2020,43,12
1712702,2020,55,23
1712702,2020,94,1
1712702,2020,79,7
1712702,2020,52,5
1712702,2020,36,12
1712702,2020,84,265
1712702,2020,01,376
1712702,2020,69,3
1712702,2020,47,40
1712702,2020,53,1
1712702,2021,10,3
1712702,2021,52,6
1712702,2021,94,1
1712702,2021,55,40
1712702,2021,36,4
1712702,2021,43,11
1712702,2021,01,336
1712702,2021,79,16
1712702,2021,35,4
1712702,2021,69,4
1712702,2021,56,5
1712702,2021,53,1
1712702,2021,47,48
1712702,2021,84,307
1712702,2022,84,213
1712702,2022,52,3
1712702,2022,70,2
1712702,2022,87,38
1712702,2022,53,1
1712702,2022,47,51
1712702,2022,56,7
1712702,2022,79,24
1712702,2022,86,83
1712702,2022,82,1
1712702,2022,69,4
1712702,2022,43,2
1712702,2022,49,1
1712702,2022,01,388
1712702,2022,35,6
1712702,2022,55,51
1712702,2022,32,1
1712702,2022,36,11
1712702,2023,52,4
1712702,2023,36,8
1712702,2023,94,1
1712702,2023,55,62
1712702,2023,84,185
1712702,2023,15,4
1712702,2023,49,1
1712702,2023,69,4
1712702,2023,53,1
1712702,2023,79,40
1712702,2023,86,77
1712702,2023,56,8
1712702,2023,35,4
1712702,2023,87,31
1712702,2023,43,6
1712702,2023,13,13
1712702,2023,47,93
1712702,2023,11,370
1712702,2023,16,3
1712702,2023,82,2
1712702,2024,79,42
1712702,2024,35,4
1712702,2024,86,88
1712702,2024,36,2
1712702,2024,84,225
1712702,2024,94,2
1712702,2024,53,1
1712702,2024,11,474
1712702,2024,47,86
1712702,2024,69,4
1712702,2024,49,1
1712702,2024,56,11
1712702,2024,15,3
1712702,2024,52,5
1712702,2024,82,2
1712702,2024,13,14
1712702,2024,55,65
1712702,2024,87,31
1712702,2024,16,9
1712702,2024,43,4
1712801,2019,69,2
1712801,2019,01,45
1712801,2019,47,25
1712801,2019,53,1
1712801,2019,61,1
1712801,2019,84,271
1712801,2019,82,1
1712801,2020,47,26
1712801,2020,53,1
1712801,2020,82,1
1712801,2020,01,59
1712801,2020,69,1
1712801,2020,84,283
1712801,2020,61,1
1712801,2021,61,1
1712801,2021,69,2
1712801,2021,82,1
1712801,2021,84,341
1712801,2021,01,8
1712801,2021,47,29
1712801,2021,53,1
1712801,2022,53,1
1712801,2022,85,189
1712801,2022,10,1
1712801,2022,47,25
1712801,2022,82,1
1712801,2022,84,228
1712801,2022,01,80
1712801,2022,61,1
1712801,2023,16,2
1712801,2023,47,30
1712801,2023,85,201
1712801,2023,82,15
1712801,2023,15,89
1712801,2023,10,1
1712801,2023,61,1
1712801,2023,84,229
1712801,2023,69,1
1712801,2023,53,1
1712801,2024,61,2
1712801,2024,15,87
1712801,2024,82,18
1712801,2024,85,169
1712801,2024,84,264
1712801,2024,69,1
1712801,2024,47,19
1712801,2024,10,1
1712801,2024,16,2
1712801,2024,53,1
1713205,2019,33,29
1713205,2019,56,23
1713205,2019,64,42
1713205,2019,63,1
1713205,2019,02,20
1713205,2019,42,103
1713205,2019,49,33
1713205,2019,58,9
1713205,2019,69,43
1713205,2019,93,4
1713205,2019,94,33
1713205,2019,35,90
1713205,2019,55,11
1713205,2019,50,72
1713205,2019,61,13
1713205,2019,77,3
1713205,2019,10,83
1713205,2019,96,6
1713205,2019,01,287
1713205,2019,23,36
1713205,2019,47,551
1713205,2019,80,4
1713205,2019,31,6
1713205,2019,45,62
1713205,2019,53,9
1713205,2019,38,113
1713205,2019,43,4
1713205,2019,81,2
1713205,2019,84,1400
1713205,2019,82,5
1713205,2019,85,48
1713205,2019,46,1
1713205,2019,41,95
1713205,2019,86,28
1713205,2020,31,2
1713205,2020,32,2
1713205,2020,38,1
1713205,2020,84,1271
1713205,2020,23,43
1713205,2020,42,20
1713205,2020,50,54
1713205,2020,55,23
1713205,2020,56,34
1713205,2020,81,4
1713205,2020,96,6
1713205,2020,43,12
1713205,2020,45,15
1713205,2020,53,9
1713205,2020,86,29
1713205,2020,94,31
1713205,2020,01,343
1713205,2020,10,75
1713205,2020,61,15
1713205,2020,63,1
1713205,2020,58,5
1713205,2020,93,3
1713205,2020,41,105
1713205,2020,64,43
1713205,2020,80,4
1713205,2020,82,8
1713205,2020,46,1
1713205,2020,49,47
1713205,2020,85,44
1713205,2020,02,26
1713205,2020,35,97
1713205,2020,47,597
1713205,2020,69,50
1713205,2021,86,21
1713205,2021,35,91
1713205,2021,69,44
1713205,2021,96,9
1713205,2021,41,147
1713205,2021,52,1
1713205,2021,80,26
1713205,2021,49,103
1713205,2021,56,39
1713205,2021,82,8
1713205,2021,01,441
1713205,2021,02,25
1713205,2021,47,604
1713205,2021,55,60
1713205,2021,64,43
1713205,2021,32,2
1713205,2021,38,1
1713205,2021,45,17
1713205,2021,23,41
1713205,2021,43,12
1713205,2021,58,4
1713205,2021,94,24
1713205,2021,10,87
1713205,2021,42,271
1713205,2021,50,17
1713205,2021,84,983
1713205,2021,31,1
1713205,2021,81,4
1713205,2021,63,2
1713205,2021,53,9
1713205,2021,61,23
1713205,2021,85,49
1713205,2021,93,3
1713205,2022,61,20
1713205,2022,94,14
1713205,2022,14,1
1713205,2022,01,550
1713205,2022,42,311
1713205,2022,66,1
1713205,2022,88,88
1713205,2022,46,3
1713205,2022,08,3
1713205,2022,10,79
1713205,2022,35,95
1713205,2022,49,130
1713205,2022,55,97
1713205,2022,41,151
1713205,2022,53,8
1713205,2022,56,40
1713205,2022,58,5
1713205,2022,81,4
1713205,2022,84,754
1713205,2022,50,19
1713205,2022,86,346
1713205,2022,93,4
1713205,2022,69,46
1713205,2022,32,4
1713205,2022,43,16
1713205,2022,47,602
1713205,2022,79,1
1713205,2022,02,2
1713205,2022,23,74
1713205,2022,70,1
1713205,2022,80,42
1713205,2022,82,12
1713205,2022,63,7
1713205,2022,85,55
1713205,2022,31,1
1713205,2022,45,20
1713205,2022,64,57
1713205,2022,96,33
1713205,2023,50,17
1713205,2023,96,38
1713205,2023,13,7
1713205,2023,73,1
1713205,2023,86,355
1713205,2023,15,419
1713205,2023,66,2
1713205,2023,46,10
1713205,2023,84,874
1713205,2023,23,65
1713205,2023,42,638
1713205,2023,43,18
1713205,2023,16,22
1713205,2023,55,104
1713205,2023,35,90
1713205,2023,41,162
1713205,2023,58,7
1713205,2023,79,1
1713205,2023,53,7
1713205,2023,14,27
1713205,2023,88,102
1713205,2023,10,108
1713205,2023,69,44
1713205,2023,94,18
1713205,2023,81,6
1713205,2023,49,189
1713205,2023,47,615
1713205,2023,11,98
1713205,2023,64,51
1713205,2023,56,77
1713205,2023,31,2
1713205,2023,68,1
1713205,2023,32,5
1713205,2023,80,58
1713205,2023,93,2
1713205,2023,85,56
1713205,2023,61,14
1713205,2023,45,18
1713205,2023,82,14
1713205,2023,63,5
1713205,2023,21,2
1713205,2024,15,407
1713205,2024,42,294
1713205,2024,16,20
1713205,2024,38,1
1713205,2024,85,55
1713205,2024,10,160
1713205,2024,49,167
1713205,2024,88,84
1713205,2024,56,117
1713205,2024,69,45
1713205,2024,11,114
1713205,2024,45,18
1713205,2024,93,3
1713205,2024,46,10
1713205,2024,74,2
1713205,2024,41,158
1713205,2024,86,332
1713205,2024,43,28
1713205,2024,14,24
1713205,2024,53,7
1713205,2024,13,2
1713205,2024,55,147
1713205,2024,32,4
1713205,2024,82,12
1713205,2024,84,738
1713205,2024,81,7
1713205,2024,47,615
1713205,2024,61,20
1713205,2024,94,20
1713205,2024,50,17
1713205,2024,63,4
1713205,2024,21,1
1713205,2024,35,99
1713205,2024,23,57
1713205,2024,87,3
1713205,2024,66,2
1713205,2024,80,66
1713205,2024,31,3
1713205,2024,77,5
1713205,2024,70,1
1713205,2024,68,2
1713205,2024,64,56
1713205,2024,96,17
1713205,2024,58,7
1713205,2024,79,1
1713304,2019,84,793
1713304,2019,18,3
1713304,2019,47,435
1713304,2019,74,1
1713304,2019,77,6
1713304,2019,71,2
1713304,2019,10,28
1713304,2019,41,15
1713304,2019,61,3
1713304,2019,85,13
1713304,2019,94,7
1713304,2019,96,4
1713304,2019,43,18
1713304,2019,45,40
1713304,2019,69,33
1713304,2019,35,9
1713304,2019,64,24
1713304,2019,31,2
1713304,2019,53,5
1713304,2019,02,21
1713304,2019,49,15
1713304,2019,52,40
1713304,2019,86,13
1713304,2019,01,277
1713304,2019,46,32
1713304,2019,55,41
1713304,2019,56,111
1713304,2019,82,6
1713304,2019,23,72
1713304,2019,32,6
1713304,2019,68,1
1713304,2020,43,11
1713304,2020,56,124
1713304,2020,18,1
1713304,2020,45,31
1713304,2020,49,33
1713304,2020,53,4
1713304,2020,61,6
1713304,2020,94,8
1713304,2020,31,1
1713304,2020,82,18
1713304,2020,86,17
1713304,2020,01,387
1713304,2020,69,30
1713304,2020,85,8
1713304,2020,32,7
1713304,2020,47,399
1713304,2020,52,34
1713304,2020,71,2
1713304,2020,02,30
1713304,2020,23,63
1713304,2020,41,32
1713304,2020,55,32
1713304,2020,68,1
1713304,2020,74,1
1713304,2020,77,9
1713304,2020,33,1
1713304,2020,35,10
1713304,2020,46,33
1713304,2020,96,4
1713304,2020,84,751
1713304,2020,10,40
1713304,2020,42,2
1713304,2020,64,24
1713304,2021,35,11
1713304,2021,42,9
1713304,2021,52,22
1713304,2021,61,8
1713304,2021,01,517
1713304,2021,53,4
1713304,2021,64,25
1713304,2021,94,6
1713304,2021,73,1
1713304,2021,32,3
1713304,2021,45,32
1713304,2021,84,802
1713304,2021,68,1
1713304,2021,46,60
1713304,2021,77,9
1713304,2021,82,17
1713304,2021,93,1
1713304,2021,43,18
1713304,2021,56,124
1713304,2021,10,31
1713304,2021,33,9
1713304,2021,55,33
1713304,2021,69,31
1713304,2021,86,23
1713304,2021,47,347
1713304,2021,85,10
1713304,2021,18,1
1713304,2021,74,1
1713304,2021,49,35
1713304,2021,96,4
1713304,2021,02,17
1713304,2021,23,47
1713304,2021,31,1
1713304,2021,71,1
1713304,2022,93,1
1713304,2022,53,4
1713304,2022,86,275
1713304,2022,42,67
1713304,2022,43,105
1713304,2022,64,32
1713304,2022,69,30
1713304,2022,82,20
1713304,2022,49,124
1713304,2022,52,38
1713304,2022,96,8
1713304,2022,01,564
1713304,2022,41,188
1713304,2022,84,808
1713304,2022,68,2
1713304,2022,16,1
1713304,2022,32,6
1713304,2022,46,54
1713304,2022,47,478
1713304,2022,74,1
1713304,2022,85,11
1713304,2022,94,9
1713304,2022,56,106
1713304,2022,61,6
1713304,2022,62,6
1713304,2022,77,11
1713304,2022,23,102
1713304,2022,71,13
1713304,2022,31,1
1713304,2022,02,12
1713304,2022,10,38
1713304,2022,45,50
1713304,2022,35,11
1713304,2022,55,38
1713304,2022,08,1
1713304,2023,86,245
1713304,2023,11,397
1713304,2023,10,60
1713304,2023,31,1
1713304,2023,82,66
1713304,2023,42,112
1713304,2023,16,53
1713304,2023,46,46
1713304,2023,96,3
1713304,2023,13,2
1713304,2023,84,703
1713304,2023,47,555
1713304,2023,23,113
1713304,2023,43,213
1713304,2023,71,17
1713304,2023,56,120
1713304,2023,45,63
1713304,2023,36,10
1713304,2023,52,41
1713304,2023,66,1
1713304,2023,61,6
1713304,2023,64,29
1713304,2023,69,39
1713304,2023,77,15
1713304,2023,32,7
1713304,2023,94,20
1713304,2023,85,7
1713304,2023,35,11
1713304,2023,95,1
1713304,2023,53,3
1713304,2023,49,131
1713304,2023,15,114
1713304,2023,68,5
1713304,2023,81,1
1713304,2023,55,40
1713304,2023,41,37
1713304,2023,75,2
1713304,2024,42,206
1713304,2024,56,147
1713304,2024,86,259
1713304,2024,16,96
1713304,2024,96,6
1713304,2024,53,3
1713304,2024,45,77
1713304,2024,64,28
1713304,2024,55,37
1713304,2024,66,1
1713304,2024,81,1
1713304,2024,30,1
1713304,2024,15,103
1713304,2024,77,12
1713304,2024,61,6
1713304,2024,32,3
1713304,2024,78,3
1713304,2024,68,3
1713304,2024,49,121
1713304,2024,85,7
1713304,2024,71,14
1713304,2024,75,2
1713304,2024,11,379
1713304,2024,52,42
1713304,2024,93,2
1713304,2024,69,32
1713304,2024,13,3
1713304,2024,84,808
1713304,2024,23,100
1713304,2024,46,33
1713304,2024,31,1
1713304,2024,82,195
1713304,2024,10,151
1713304,2024,43,91
1713304,2024,94,24
