cod_ibge,ano,cnae_2_secao,vinculos
1703909,2019,01,584
1703909,2019,45,6
1703909,2019,35,6
1703909,2019,85,2
1703909,2019,69,3
1703909,2020,56,4
1703909,2020,10,2
1703909,2020,45,7
1703909,2020,53,1
1703909,2020,69,3
1703909,2020,84,311
1703909,2020,91,10
1703909,2020,25,69
1703909,2020,61,8
1703909,2020,01,679
1703909,2020,35,7
1703909,2020,47,28
1703909,2020,46,24
1703909,2020,85,2
1703909,2020,55,2
1703909,2020,50,110
1703909,2020,82,4
1703909,2021,01,682
1703909,2021,10,2
1703909,2021,56,2
1703909,2021,25,96
1703909,2021,61,17
1703909,2021,46,26
1703909,2021,78,89
1703909,2021,85,2
1703909,2021,35,7
1703909,2021,47,30
1703909,2021,91,15
1703909,2021,69,5
1703909,2021,82,2
1703909,2021,53,1
1703909,2021,50,90
1703909,2021,84,423
1703909,2021,45,9
1703909,2021,55,2
1703909,2022,41,15
1703909,2022,50,99
1703909,2022,55,2
1703909,2022,10,3
1703909,2022,38,30
1703909,2022,56,2
1703909,2022,78,89
1703909,2022,43,2
1703909,2022,91,10
1703909,2022,47,41
1703909,2022,61,26
1703909,2022,69,5
1703909,2022,86,2
1703909,2022,45,10
1703909,2022,82,2
1703909,2022,25,42
1703909,2022,49,3
1703909,2022,84,229
1703909,2022,02,5
1703909,2022,53,1
1703909,2022,46,43
1703909,2022,01,1141
1703909,2022,35,7
1703909,2022,85,5
1703909,2023,11,826
1703909,2023,61,30
1703909,2023,91,8
1703909,2023,49,2
1703909,2023,46,38
1703909,2023,85,5
1703909,2023,45,9
1703909,2023,10,5
1703909,2023,38,31
1703909,2023,25,1
1703909,2023,86,2
1703909,2023,56,5
1703909,2023,35,7
1703909,2023,15,108
1703909,2023,47,35
1703909,2023,22,4
1703909,2023,16,41
1703909,2023,82,2
1703909,2023,50,100
1703909,2023,69,6
1703909,2023,78,88
1703909,2023,41,9
1703909,2023,53,1
1703909,2023,55,2
1703909,2023,84,357
1703909,2024,47,34
1703909,2024,45,12
1703909,2024,86,3
1703909,2024,49,3
1703909,2024,61,34
1703909,2024,41,7
1703909,2024,91,4
1703909,2024,38,39
1703909,2024,82,1
1703909,2024,56,5
1703909,2024,53,1
1703909,2024,50,110
1703909,2024,52,27
1703909,2024,25,1
1703909,2024,16,126
1703909,2024,69,6
1703909,2024,35,7
1703909,2024,85,3
1703909,2024,11,930
1703909,2024,10,7
1703909,2024,78,88
1703909,2024,15,116
1703909,2024,46,14
1703909,2024,84,412
1703909,2024,22,3
1703909,2024,55,2
1704105,2019,84,207
1704105,2019,47,13
1704105,2019,02,55
1704105,2019,69,1
1704105,2019,01,37
1704105,2019,53,1
1704105,2019,45,1
1704105,2020,02,38
1704105,2020,53,1
1704105,2020,84,236
1704105,2020,01,38
1704105,2020,47,15
1704105,2020,69,2
1704105,2021,01,41
1704105,2021,69,2
1704105,2021,84,281
1704105,2021,47,16
1704105,2021,45,1
1704105,2021,53,1
1704105,2022,84,256
1704105,2022,69,3
1704105,2022,45,1
1704105,2022,53,1
1704105,2022,01,59
1704105,2022,47,21
1704105,2022,02,2
1704105,2023,16,6
1704105,2023,53,1
1704105,2023,45,3
1704105,2023,69,3
1704105,2023,11,52
1704105,2023,84,253
1704105,2023,47,19
1704105,2023,15,18
1704105,2024,84,291
1704105,2024,15,10
1704105,2024,16,7
1704105,2024,69,4
1704105,2024,53,1
1704105,2024,47,18
1704105,2024,11,39
1704105,2024,45,2
1704600,2019,36,8
1704600,2019,47,6
1704600,2019,53,1
1704600,2019,01,43
1704600,2019,46,1
1704600,2019,69,1
1704600,2019,49,6
1704600,2019,84,216
1704600,2020,53,1
1704600,2020,01,43
1704600,2020,47,3
1704600,2020,84,223
1704600,2020,56,13
1704600,2020,49,5
1704600,2020,36,10
1704600,2020,69,1
1704600,2020,46,1
1704600,2021,01,50
1704600,2021,43,3
1704600,2021,56,14
1704600,2021,36,7
1704600,2021,69,1
1704600,2021,46,4
1704600,2021,47,6
1704600,2021,84,202
1704600,2021,53,1
1704600,2021,86,49
1704600,2022,46,5
1704600,2022,69,2
1704600,2022,53,1
1704600,2022,86,57
1704600,2022,01,60
1704600,2022,47,9
1704600,2022,49,1
1704600,2022,36,9
1704600,2022,84,220
1704600,2023,10,1
1704600,2023,36,7
1704600,2023,86,92
1704600,2023,16,12
1704600,2023,47,10
1704600,2023,53,1
1704600,2023,69,2
1704600,2023,46,2
1704600,2023,15,57
1704600,2023,84,354
1704600,2023,11,8
1704600,2024,36,3
1704600,2024,53,1
1704600,2024,69,2
1704600,2024,86,128
1704600,2024,10,1
1704600,2024,16,10
1704600,2024,84,514
1704600,2024,15,73
1704600,2024,47,9
1704600,2024,11,9
1705102,2019,56,13
1705102,2019,07,89
1705102,2019,47,13
1705102,2019,01,131
1705102,2019,11,2
1705102,2019,82,1
1705102,2019,84,263
1705102,2020,08,1
1705102,2020,23,12
1705102,2020,49,3
1705102,2020,82,1
1705102,2020,01,129
1705102,2020,11,1
1705102,2020,07,144
1705102,2020,84,268
1705102,2020,36,3
1705102,2020,47,14
1705102,2021,07,256
1705102,2021,47,10
1705102,2021,82,2
1705102,2021,23,7
1705102,2021,36,6
1705102,2021,56,5
1705102,2021,11,1
1705102,2021,08,1
1705102,2021,49,1
1705102,2021,84,345
1705102,2021,01,159
1705102,2022,23,26
1705102,2022,49,3
1705102,2022,02,2
1705102,2022,47,15
1705102,2022,08,2
1705102,2022,07,276
1705102,2022,36,7
1705102,2022,84,162
1705102,2022,41,3
1705102,2022,01,144
1705102,2022,85,111
1705102,2022,86,81
1705102,2022,56,22
1705102,2022,42,1
1705102,2022,82,2
1705102,2023,81,1
1705102,2023,82,3
1705102,2023,47,14
1705102,2023,43,3
1705102,2023,85,118
1705102,2023,16,8
1705102,2023,56,22
1705102,2023,72,219
1705102,2023,23,32
1705102,2023,15,49
1705102,2023,36,8
1705102,2023,14,3
1705102,2023,33,2
1705102,2023,22,1
1705102,2023,84,173
1705102,2023,86,77
1705102,2023,49,3
1705102,2023,41,7
1705102,2023,11,106
1705102,2023,13,2
1705102,2024,85,123
1705102,2024,33,2
1705102,2024,82,2
1705102,2024,15,44
1705102,2024,86,86
1705102,2024,36,4
1705102,2024,16,3
1705102,2024,47,14
1705102,2024,11,109
1705102,2024,22,2
1705102,2024,14,2
1705102,2024,77,1
1705102,2024,72,157
1705102,2024,13,1
1705102,2024,84,196
1705102,2024,23,26
1705102,2024,56,21
1705102,2024,49,2
1705508,2019,69,133
1705508,2019,20,7
1705508,2019,79,3
1705508,2019,14,8
1705508,2019,10,149
1705508,2019,23,41
1705508,2019,52,23
1705508,2019,53,19
1705508,2019,60,6
1705508,2019,61,233
1705508,2019,68,7
1705508,2019,93,11
1705508,2019,94,89
1705508,2019,96,17
1705508,2019,32,2
1705508,2019,15,265
1705508,2019,84,2142
1705508,2019,02,2
1705508,2019,42,177
1705508,2019,95,30
1705508,2019,31,2
1705508,2019,74,1
1705508,2019,29,12
1705508,2019,70,2
1705508,2019,17,2
1705508,2019,28,3
1705508,2019,41,34
1705508,2019,49,583
1705508,2019,56,121
1705508,2019,66,2
1705508,2019,82,110
1705508,2019,86,87
1705508,2019,01,350
1705508,2019,25,3
1705508,2019,45,253
1705508,2019,47,1620
1705508,2019,80,12
1705508,2019,46,159
1705508,2019,77,6
1705508,2019,85,128
1705508,2019,71,4
1705508,2019,18,1
1705508,2019,35,36
1705508,2019,43,29
1705508,2019,55,95
1705508,2019,64,61
1705508,2019,33,3
1705508,2020,45,227
1705508,2020,60,4
1705508,2020,56,113
1705508,2020,86,96
1705508,2020,15,283
1705508,2020,23,44
1705508,2020,41,10
1705508,2020,49,680
1705508,2020,55,98
1705508,2020,66,1
1705508,2020,42,241
1705508,2020,47,1601
1705508,2020,52,63
1705508,2020,77,3
1705508,2020,02,2
1705508,2020,10,168
1705508,2020,18,1
1705508,2020,35,38
1705508,2020,33,3
1705508,2020,53,11
1705508,2020,71,4
1705508,2020,81,2
1705508,2020,14,8
1705508,2020,20,9
1705508,2020,31,2
1705508,2020,32,3
1705508,2020,79,3
1705508,2020,85,113
1705508,2020,93,7
1705508,2020,29,9
1705508,2020,46,154
1705508,2020,69,127
1705508,2020,84,2127
1705508,2020,95,15
1705508,2020,01,312
1705508,2020,17,2
1705508,2020,43,28
1705508,2020,61,301
1705508,2020,68,7
1705508,2020,25,2
1705508,2020,64,76
1705508,2020,70,4
1705508,2020,80,11
1705508,2020,82,113
1705508,2020,94,72
1705508,2020,96,18
1705508,2021,16,1
1705508,2021,53,13
1705508,2021,81,2
1705508,2021,85,111
1705508,2021,03,1
1705508,2021,60,4
1705508,2021,25,2
1705508,2021,47,1767
1705508,2021,31,2
1705508,2021,66,1
1705508,2021,23,43
1705508,2021,42,277
1705508,2021,74,1
1705508,2021,77,3
1705508,2021,79,2
1705508,2021,35,37
1705508,2021,43,32
1705508,2021,56,118
1705508,2021,80,4
1705508,2021,82,108
1705508,2021,17,2
1705508,2021,01,383
1705508,2021,14,8
1705508,2021,20,8
1705508,2021,46,182
1705508,2021,69,138
1705508,2021,70,4
1705508,2021,84,1808
1705508,2021,94,64
1705508,2021,96,22
1705508,2021,29,11
1705508,2021,86,94
1705508,2021,32,1
1705508,2021,55,101
1705508,2021,93,11
1705508,2021,71,5
1705508,2021,33,2
1705508,2021,45,268
1705508,2021,49,734
1705508,2021,64,87
1705508,2021,95,22
1705508,2021,10,187
1705508,2021,15,261
1705508,2021,41,13
1705508,2021,52,86
1705508,2021,61,352
1705508,2021,62,1
1705508,2021,68,7
1705508,2022,56,120
1705508,2022,68,21
1705508,2022,93,11
1705508,2022,01,420
1705508,2022,32,9
1705508,2022,33,4
1705508,2022,45,304
1705508,2022,74,6
1705508,2022,17,2
1705508,2022,16,4
1705508,2022,29,16
1705508,2022,35,38
1705508,2022,69,175
1705508,2022,03,1
1705508,2022,75,1
1705508,2022,70,1
1705508,2022,10,187
1705508,2022,14,8
1705508,2022,15,290
1705508,2022,42,371
1705508,2022,43,100
1705508,2022,82,127
1705508,2022,66,3
1705508,2022,60,5
1705508,2022,25,2
1705508,2022,46,300
1705508,2022,71,22
1705508,2022,79,1
1705508,2022,85,123
1705508,2022,53,12
1705508,2022,61,77
1705508,2022,64,94
1705508,2022,81,2
1705508,2022,84,2047
1705508,2022,86,119
1705508,2022,94,90
1705508,2022,96,24
1705508,2022,73,1
1705508,2022,23,66
1705508,2022,41,95
1705508,2022,47,1895
1705508,2022,49,561
1705508,2022,95,26
1705508,2022,52,55
1705508,2022,55,96
1705508,2022,63,5
1705508,2022,77,5
1705508,2022,31,2
1705508,2022,80,4
1705508,2022,20,2
1705508,2023,60,4
1705508,2023,45,391
1705508,2023,49,769
1705508,2023,77,6
1705508,2023,16,30
1705508,2023,66,2
1705508,2023,70,1
1705508,2023,23,54
1705508,2023,42,694
1705508,2023,64,90
1705508,2023,14,6
1705508,2023,25,1
1705508,2023,56,131
1705508,2023,41,94
1705508,2023,11,3
1705508,2023,46,385
1705508,2023,47,1914
1705508,2023,86,126
1705508,2023,61,59
1705508,2023,94,90
1705508,2023,95,28
1705508,2023,35,42
1705508,2023,12,6
1705508,2023,96,27
1705508,2023,20,2
1705508,2023,71,13
1705508,2023,33,6
1705508,2023,74,7
1705508,2023,81,3
1705508,2023,85,928
1705508,2023,82,135
1705508,2023,32,10
1705508,2023,62,6
1705508,2023,52,12
1705508,2023,75,1
1705508,2023,80,7
1705508,2023,93,18
1705508,2023,29,14
1705508,2023,53,13
1705508,2023,17,2
1705508,2023,43,93
1705508,2023,10,183
1705508,2023,69,162
1705508,2023,84,990
1705508,2023,15,683
1705508,2023,55,111
1705508,2023,68,10
1705508,2023,73,1
1705508,2023,31,2
1705508,2024,29,11
1705508,2024,10,212
1705508,2024,94,99
1705508,2024,64,97
1705508,2024,41,96
1705508,2024,35,47
1705508,2024,15,744
1705508,2024,77,44
1705508,2024,95,31
1705508,2024,55,130
1705508,2024,82,220
1705508,2024,93,21
1705508,2024,52,14
1705508,2024,17,2
1705508,2024,14,7
1705508,2024,79,1
1705508,2024,32,14
1705508,2024,74,6
1705508,2024,66,3
1705508,2024,53,12
1705508,2024,45,352
1705508,2024,43,73
1705508,2024,33,9
1705508,2024,96,31
1705508,2024,62,4
1705508,2024,81,1
1705508,2024,85,780
1705508,2024,86,141
1705508,2024,23,51
1705508,2024,69,172
1705508,2024,84,945
1705508,2024,60,5
1705508,2024,25,1
1705508,2024,12,2
1705508,2024,46,292
1705508,2024,68,18
1705508,2024,49,759
1705508,2024,20,27
1705508,2024,71,24
1705508,2024,61,67
1705508,2024,80,6
1705508,2024,47,2188
1705508,2024,42,565
1705508,2024,56,159
1705508,2024,75,9
1705508,2024,16,20
1705508,2024,11,3
1705508,2024,70,1
1705508,2024,31,1
1705557,2019,49,2
1705557,2019,45,6
1705557,2019,64,5
1705557,2019,01,13
1705557,2019,25,3
1705557,2019,94,1
1705557,2019,86,69
1705557,2019,85,3
1705557,2019,53,3
1705557,2019,10,20
1705557,2019,82,5
1705557,2019,84,277
1705557,2019,87,19
1705557,2019,56,1
1705557,2019,46,26
1705557,2019,47,91
1705557,2019,69,11
1705557,2019,41,1
1705557,2019,35,6
1705557,2019,11,1
1705557,2020,64,4
1705557,2020,69,8
1705557,2020,84,248
1705557,2020,11,1
1705557,2020,25,3
1705557,2020,01,12
1705557,2020,47,84
1705557,2020,86,4
1705557,2020,94,5
1705557,2020,45,6
1705557,2020,46,24
1705557,2020,82,4
1705557,2020,10,20
1705557,2020,35,6
1705557,2020,49,1
1705557,2020,53,3
1705557,2020,56,1
1705557,2020,85,3
1705557,2021,46,24
1705557,2021,64,6
1705557,2021,11,4
1705557,2021,47,86
1705557,2021,53,3
1705557,2021,33,1
1705557,2021,49,1
1705557,2021,45,6
1705557,2021,56,1
1705557,2021,84,319
1705557,2021,94,5
1705557,2021,86,3
1705557,2021,25,1
1705557,2021,35,6
1705557,2021,10,32
1705557,2021,69,8
1705557,2021,82,6
1705557,2021,01,12
1705557,2021,85,1
1705557,2022,10,25
1705557,2022,69,9
1705557,2022,82,7
1705557,2022,94,6
1705557,2022,11,1
1705557,2022,49,2
1705557,2022,87,19
1705557,2022,46,24
1705557,2022,64,7
1705557,2022,41,1
1705557,2022,86,82
1705557,2022,53,2
1705557,2022,35,8
1705557,2022,47,97
1705557,2022,01,16
1705557,2022,84,262
1705557,2022,25,1
1705557,2022,33,1
1705557,2022,45,6
1705557,2022,61,2
1705557,2023,47,101
1705557,2023,45,6
1705557,2023,15,11
1705557,2023,61,2
1705557,2023,49,2
1705557,2023,25,1
1705557,2023,82,6
1705557,2023,64,6
1705557,2023,35,6
1705557,2023,16,10
1705557,2023,69,7
1705557,2023,85,1
1705557,2023,86,91
1705557,2023,94,6
1705557,2023,53,2
1705557,2023,46,24
1705557,2023,87,23
1705557,2023,84,333
1705557,2023,33,1
1705557,2023,10,24
1705557,2023,41,1
1705557,2024,35,8
1705557,2024,82,15
1705557,2024,84,280
1705557,2024,25,1
1705557,2024,85,1
1705557,2024,15,10
1705557,2024,10,21
1705557,2024,86,100
1705557,2024,46,24
1705557,2024,41,1
1705557,2024,33,1
1705557,2024,87,26
1705557,2024,49,1
1705557,2024,64,4
1705557,2024,94,5
1705557,2024,61,6
1705557,2024,53,2
1705557,2024,56,2
1705557,2024,47,100
1705557,2024,45,8
1705557,2024,69,6
1705557,2024,16,14
1705607,2019,53,1
1705607,2019,01,44
1705607,2019,69,3
1705607,2019,42,1
1705607,2019,82,2
1705607,2019,74,1
1705607,2019,84,323
1705607,2019,02,1
1705607,2019,97,1
1705607,2019,47,62
1705607,2019,35,4
1705607,2020,02,1
1705607,2020,42,1
1705607,2020,82,2
1705607,2020,35,4
1705607,2020,53,1
1705607,2020,69,2
1705607,2020,01,51
1705607,2020,46,1
1705607,2020,94,1
1705607,2020,47,57
1705607,2020,97,2
1705607,2020,84,375
1705607,2021,02,30
1705607,2021,47,64
1705607,2021,84,380
1705607,2021,94,2
1705607,2021,61,1
1705607,2021,01,47
1705607,2021,42,1
1705607,2021,69,4
1705607,2021,35,4
1705607,2021,46,1
1705607,2021,97,3
1705607,2021,53,2
1705607,2021,82,1
1705607,2022,35,4
1705607,2022,82,2
1705607,2022,01,92
1705607,2022,69,6
1705607,2022,42,2
1705607,2022,94,2
1705607,2022,86,90
1705607,2022,02,18
1705607,2022,47,76
1705607,2022,84,341
1705607,2022,53,1
1705607,2022,41,2
1705607,2022,61,2
1705607,2023,84,370
1705607,2023,82,1
1705607,2023,15,81
1705607,2023,35,5
1705607,2023,53,2
1705607,2023,86,93
1705607,2023,94,1
1705607,2023,16,35
1705607,2023,21,5
1705607,2023,61,2
1705607,2023,11,28
1705607,2023,47,90
1705607,2023,42,11
1705607,2023,69,6
1705607,2024,15,57
1705607,2024,84,409
1705607,2024,86,100
1705607,2024,16,20
1705607,2024,45,1
1705607,2024,94,1
1705607,2024,61,3
1705607,2024,42,1
1705607,2024,11,34
1705607,2024,69,7
1705607,2024,53,1
1705607,2024,47,93
1705607,2024,41,28
1705607,2024,82,2
1705607,2024,35,4
1706001,2019,01,185
1706001,2019,94,1
1706001,2019,53,2
1706001,2019,08,1
1706001,2019,86,5
1706001,2019,25,2
1706001,2019,69,4
1706001,2019,35,3
1706001,2019,56,15
1706001,2019,49,5
1706001,2019,41,85
1706001,2019,47,118
1706001,2019,82,2
1706001,2019,43,4
1706001,2019,84,389
1706001,2020,82,2
1706001,2020,35,4
1706001,2020,08,1
1706001,2020,01,184
1706001,2020,41,44
1706001,2020,56,13
1706001,2020,53,1
1706001,2020,47,139
1706001,2020,49,13
1706001,2020,84,363
1706001,2020,69,5
1706001,2020,94,1
1706001,2020,55,2
1706001,2020,86,2
1706001,2021,84,390
1706001,2021,53,2
1706001,2021,82,2
1706001,2021,56,2
1706001,2021,69,6
1706001,2021,35,4
1706001,2021,25,3
1706001,2021,94,1
1706001,2021,41,58
1706001,2021,47,139
1706001,2021,46,2
1706001,2021,49,32
1706001,2021,70,1
1706001,2021,08,1
1706001,2021,61,3
1706001,2021,86,5
1706001,2021,01,202
1706001,2021,55,2
1706001,2022,84,470
1706001,2022,77,5
1706001,2022,53,1
1706001,2022,41,60
1706001,2022,49,67
1706001,2022,35,7
1706001,2022,69,7
1706001,2022,94,1
1706001,2022,01,243
1706001,2022,86,6
1706001,2022,61,4
1706001,2022,25,2
1706001,2022,47,158
1706001,2022,46,1
1706001,2022,55,2
1706001,2022,08,1
1706001,2022,56,5
1706001,2022,82,3
1706001,2023,82,8
1706001,2023,45,1
1706001,2023,84,423
1706001,2023,11,166
1706001,2023,35,5
1706001,2023,61,4
1706001,2023,55,2
1706001,2023,69,7
1706001,2023,74,1
1706001,2023,47,154
1706001,2023,89,1
1706001,2023,53,1
1706001,2023,16,2
1706001,2023,25,1
1706001,2023,77,1
1706001,2023,94,2
1706001,2023,56,2
1706001,2023,86,6
1706001,2023,15,119
1706001,2023,49,87
1706001,2023,41,55
1706001,2024,41,47
1706001,2024,69,7
1706001,2024,86,8
1706001,2024,45,1
1706001,2024,53,1
1706001,2024,47,162
1706001,2024,74,1
1706001,2024,25,1
1706001,2024,89,1
1706001,2024,11,176
1706001,2024,46,1
1706001,2024,35,5
1706001,2024,84,467
1706001,2024,94,2
1706001,2024,96,2
1706001,2024,49,111
1706001,2024,61,4
1706001,2024,55,2
1706001,2024,82,6
1706001,2024,77,1
1706001,2024,15,128
1706001,2024,42,76
1706001,2024,16,1
1706100,2019,64,12
1706100,2019,35,8
1706100,2019,23,66
1706100,2019,96,7
1706100,2019,45,5
1706100,2019,58,1
1706100,2019,84,336
1706100,2019,94,11
1706100,2019,53,4
1706100,2019,01,274
1706100,2019,10,14
1706100,2019,46,8
1706100,2019,47,110
1706100,2019,69,27
1706100,2019,85,5
1706100,2019,86,4
1706100,2019,02,87
1706100,2019,52,24
1706100,2019,82,6
1706100,2019,93,2
1706100,2020,35,8
1706100,2020,46,7
1706100,2020,01,282
1706100,2020,02,89
1706100,2020,45,4
1706100,2020,94,9
1706100,2020,52,5
1706100,2020,64,12
1706100,2020,82,7
1706100,2020,03,2
1706100,2020,10,11
1706100,2020,69,26
1706100,2020,86,4
1706100,2020,47,103
1706100,2020,85,3
1706100,2020,84,404
1706100,2020,93,1
1706100,2020,96,3
1706100,2020,23,46
1706100,2020,53,4
1706100,2021,02,44
1706100,2021,52,11
1706100,2021,94,10
1706100,2021,10,6
1706100,2021,95,1
1706100,2021,03,7
1706100,2021,85,3
1706100,2021,53,4
1706100,2021,82,7
1706100,2021,96,4
1706100,2021,45,5
1706100,2021,86,5
1706100,2021,35,9
1706100,2021,46,6
1706100,2021,01,289
1706100,2021,47,109
1706100,2021,23,90
1706100,2021,64,13
1706100,2021,69,28
1706100,2021,84,453
1706100,2022,10,16
1706100,2022,77,1
1706100,2022,08,1
1706100,2022,41,1
1706100,2022,93,1
1706100,2022,88,59
1706100,2022,52,8
1706100,2022,64,14
1706100,2022,69,26
1706100,2022,02,14
1706100,2022,03,8
1706100,2022,45,4
1706100,2022,82,8
1706100,2022,56,1
1706100,2022,85,141
1706100,2022,01,296
1706100,2022,23,111
1706100,2022,46,8
1706100,2022,94,9
1706100,2022,47,98
1706100,2022,53,3
1706100,2022,86,143
1706100,2022,35,8
1706100,2022,84,135
1706100,2022,96,3
1706100,2023,85,190
1706100,2023,88,88
1706100,2023,41,5
1706100,2023,94,12
1706100,2023,45,5
1706100,2023,32,11
1706100,2023,35,9
1706100,2023,53,25
1706100,2023,49,1
1706100,2023,69,29
1706100,2023,15,139
1706100,2023,11,115
1706100,2023,86,243
1706100,2023,52,8
1706100,2023,93,1
1706100,2023,13,1
1706100,2023,84,270
1706100,2023,47,111
1706100,2023,82,6
1706100,2023,64,12
1706100,2023,96,2
1706100,2023,56,1
1706100,2023,16,29
1706100,2023,23,102
1706100,2023,10,10
1706100,2023,46,7
1706100,2023,61,1
1706100,2023,89,2
1706100,2024,32,19
1706100,2024,45,5
1706100,2024,88,88
1706100,2024,86,241
1706100,2024,23,82
1706100,2024,52,7
1706100,2024,47,136
1706100,2024,69,33
1706100,2024,35,15
1706100,2024,49,1
1706100,2024,61,1
1706100,2024,41,3
1706100,2024,94,10
1706100,2024,84,260
1706100,2024,64,10
1706100,2024,46,8
1706100,2024,15,148
1706100,2024,89,1
1706100,2024,85,189
1706100,2024,56,1
1706100,2024,13,1
1706100,2024,93,3
1706100,2024,53,15
1706100,2024,82,7
1706100,2024,10,11
1706100,2024,96,1
1706100,2024,11,120
1706100,2024,16,20
1706258,2019,47,1
1706258,2019,52,8
1706258,2019,69,1
1706258,2019,53,3
1706258,2019,84,215
1706258,2019,82,1
1706258,2019,01,82
1706258,2020,01,77
1706258,2020,52,8
1706258,2020,47,4
1706258,2020,82,2
1706258,2020,84,227
1706258,2020,69,1
1706258,2020,53,3
1706258,2021,01,76
1706258,2021,52,8
1706258,2021,69,1
1706258,2021,53,1
1706258,2021,47,6
1706258,2021,82,4
1706258,2021,84,248
1706258,2022,88,21
1706258,2022,47,8
1706258,2022,52,8
1706258,2022,82,4
1706258,2022,84,212
1706258,2022,01,106
1706258,2022,53,1
1706258,2022,69,1
1706258,2023,15,46
1706258,2023,52,8
1706258,2023,88,33
1706258,2023,11,48
1706258,2023,53,1
1706258,2023,10,1
1706258,2023,47,8
1706258,2023,16,9
1706258,2023,82,3
1706258,2023,84,260
1706258,2024,84,276
1706258,2024,82,3
1706258,2024,53,1
1706258,2024,15,46
1706258,2024,49,1
1706258,2024,88,31
1706258,2024,16,7
1706258,2024,21,2
1706258,2024,52,16
1706258,2024,47,9
1706258,2024,11,51
1706506,2019,01,480
1706506,2019,47,41
1706506,2019,53,3
1706506,2019,55,1
1706506,2019,02,123
1706506,2019,84,344
1706506,2019,31,1
1706506,2019,56,49
1706506,2019,49,3
1706506,2019,41,17
1706506,2019,82,1
1706506,2019,45,5
1706506,2019,69,2
1706506,2019,20,1
1706506,2020,69,2
1706506,2020,01,534
1706506,2020,49,6
1706506,2020,53,2
1706506,2020,41,12
1706506,2020,47,48
1706506,2020,45,6
1706506,2020,55,2
1706506,2020,84,361
1706506,2020,56,49
1706506,2020,02,122
1706506,2020,20,1
1706506,2020,61,2
1706506,2020,82,1
1706506,2021,84,8
1706506,2021,61,1
1706506,2021,20,1
1706506,2021,01,573
1706506,2021,49,13
1706506,2021,53,2
1706506,2021,56,55
1706506,2021,41,3
1706506,2021,78,7
1706506,2021,82,1
1706506,2021,02,84
1706506,2021,45,7
1706506,2021,69,2
1706506,2021,47,67
1706506,2021,74,5
1706506,2021,55,1
1706506,2022,02,133
1706506,2022,82,1
1706506,2022,53,2
1706506,2022,01,658
1706506,2022,47,60
1706506,2022,74,5
1706506,2022,88,52
1706506,2022,56,49
1706506,2022,86,131
1706506,2022,55,1
1706506,2022,49,176
1706506,2022,84,307
1706506,2022,78,5
1706506,2022,69,3
1706506,2022,25,2
1706506,2022,45,7
1706506,2022,61,1
1706506,2022,20,1
1706506,2022,42,59
1706506,2023,16,10
1706506,2023,46,12
1706506,2023,42,27
1706506,2023,74,4
1706506,2023,53,3
1706506,2023,13,13
1706506,2023,45,5
1706506,2023,21,159
1706506,2023,25,2
1706506,2023,20,1
1706506,2023,88,59
1706506,2023,23,45
1706506,2023,61,1
1706506,2023,82,90
1706506,2023,84,327
1706506,2023,11,109
1706506,2023,47,60
1706506,2023,15,510
1706506,2023,55,1
1706506,2023,69,3
1706506,2023,49,249
1706506,2023,86,133
1706506,2024,11,126
1706506,2024,20,1
1706506,2024,88,74
1706506,2024,69,8
1706506,2024,46,7
1706506,2024,42,18
1706506,2024,21,132
1706506,2024,61,1
1706506,2024,15,533
1706506,2024,55,1
1706506,2024,16,16
1706506,2024,82,133
1706506,2024,13,12
1706506,2024,45,11
1706506,2024,53,2
1706506,2024,94,1
1706506,2024,84,454
1706506,2024,23,60
1706506,2024,86,177
1706506,2024,47,63
1706506,2024,43,1
1706506,2024,74,5
1706506,2024,49,8
1706506,2024,77,2
1707009,2019,02,7
1707009,2019,41,41
1707009,2019,47,622
1707009,2019,86,42
1707009,2019,03,11
1707009,2019,68,7
1707009,2019,62,2
1707009,2019,74,1
1707009,2019,49,54
1707009,2019,79,1
1707009,2019,13,20
1707009,2019,23,54
1707009,2019,42,14
1707009,2019,56,57
1707009,2019,69,37
1707009,2019,71,8
1707009,2019,85,31
1707009,2019,73,2
1707009,2019,08,9
1707009,2019,35,46
1707009,2019,55,24
1707009,2019,82,14
1707009,2019,84,1015
1707009,2019,01,620
1707009,2019,10,11
1707009,2019,32,2
1707009,2019,61,12
1707009,2019,64,57
1707009,2019,93,8
1707009,2019,94,20
1707009,2019,45,61
1707009,2019,53,7
1707009,2019,16,2
1707009,2019,18,10
1707009,2019,43,10
1707009,2019,46,135
1707009,2019,77,22
1707009,2019,95,7
1707009,2019,52,4
1707009,2020,13,18
1707009,2020,55,25
1707009,2020,66,1
1707009,2020,77,1
1707009,2020,94,26
1707009,2020,96,1
1707009,2020,01,710
1707009,2020,42,32
1707009,2020,95,9
1707009,2020,35,49
1707009,2020,52,3
1707009,2020,69,38
1707009,2020,71,3
1707009,2020,84,839
1707009,2020,85,23
1707009,2020,03,5
1707009,2020,10,16
1707009,2020,23,56
1707009,2020,62,2
1707009,2020,08,7
1707009,2020,16,1
1707009,2020,32,2
1707009,2020,45,67
1707009,2020,56,48
1707009,2020,93,8
1707009,2020,18,9
1707009,2020,64,55
1707009,2020,68,7
1707009,2020,82,14
1707009,2020,46,136
1707009,2020,49,53
1707009,2020,86,45
1707009,2020,41,44
1707009,2020,47,618
1707009,2020,61,14
1707009,2020,02,11
1707009,2020,53,7
1707009,2020,73,2
1707009,2021,13,17
