cod_ibge_1,color,nome,shape_area,shape_leng,cod_ibge,last_modification_1,modified_by_1,ndc_est_ru,ndc_est_ur,ndc_mun_ru,ndc_mun_u,ndc_mun_ur,ndc_pa_ru,ndc_pa_ur,nde_e_ru,nde_e_ur,nde_m_ur,nde_pa_ur,ndeja_e_r,ndeja_e_ru,ndeja_e_u,ndeja_e_ur,ndeja_m_ru,ndeja_m_u,ndeja_m_ur,ndeja_p_ru,ndeja_p_u,ndeja_p_ur,ndeja_ur_f,ndf_es_ru,ndf_es_ur,ndf_mun_ru,ndf_mun_ur,ndf_pa_ru,ndf_pa_ur,ndm_es_ru,ndm_es_ur,ndm_mun_ru,ndm_mun_ur,ndm_pa_ru,ndm_pa_ur,ndm_ru_fe,ndm_ur_fe,ndp_es_ru,ndp_es_u,ndp_es_ur,ndp_mun_ru,ndp_pa_r,ndp_pa_ru,ndp_pa_u,ndp_pa_ur,ndp_ru_fe,ndp_ur_fe
1703842,0,Campos Lindos,0.26544488,3.07382058,1703842,,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,21,39,56,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1705508,0,Colinas do Tocantins,0.06911198,1.65806589,1705508,,,0,0,0,29,40,0,2,0,13,0,0,0,0,0,26,0,16,0,0,0,0,0,0,119,2,83,0,28,0,64,6,0,0,24,0,0,0,0,1,1,0,0,12,6,0,0
1703206,0,Bernardo Sayão,0.07569765,1.80585331,1703206,,,0,0,0,4,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,25,14,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1703057,3,Bandeirantes do Tocantins,0.12632406,2.84391773,1703057,,,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,14,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1702307,1,Arapoema,0.12809344,2.23976159,1702307,,,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,24,0,20,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1709005,2,Goiatins,0.52625545,5.68972557,1709005,,,0,0,6,7,11,0,0,0,0,0,0,0,0,0,13,10,14,0,0,0,0,0,60,22,63,37,0,0,32,27,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
1715705,3,Palmeirante,0.21634383,3.13200183,1715705,,,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,5,1,0,0,0,0,0,0,18,29,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714880,1,Nova Olinda,0.12848224,2.27077846,1714880,,,0,1,0,13,12,0,0,0,10,0,0,0,0,0,22,0,5,0,0,0,0,0,0,34,24,45,0,0,0,32,0,0,0,0,0,0,0,0,1,2,0,0,8,0,0,0
1703073,0,Barra do Ouro,0.09063905,2.23770324,1703073,,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22,24,0,0,8,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
1716307,0,Pau d'Arco,0.11331092,3.39820532,1716307,,,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,10,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707702,1,Filadélfia,0.16279728,2.32339044,1707702,,,0,0,0,1,7,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,35,36,10,0,0,0,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1702109,2,Araguaína,0.32776982,5.01307033,1702109,,,0,5,0,162,142,0,69,0,46,0,0,8,9,28,96,3,51,0,0,3,15,15,0,530,34,299,0,239,0,324,6,0,0,102,0,18,0,0,5,18,0,0,37,105,0,34
1703883,0,Carmolândia,0.02777452,1.02298311,1703883,,,0,0,0,4,4,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,13,0,18,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703008,0,Babaçulândia,0.14601325,2.120541,1703008,,,0,0,0,8,8,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,29,34,17,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1718865,0,Santa Fé do Araguaia,0.13647941,2.24325853,1718865,,,0,0,1,3,5,0,0,0,0,0,0,0,0,4,13,10,8,0,0,0,0,0,17,22,26,23,0,3,6,21,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
1713957,1,Muricilândia,0.09725123,2.29045583,1713957,,,0,0,0,2,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,5,15,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1701309,3,Aragominas,0.09721209,2.64412508,1701309,,,0,0,0,1,6,0,0,0,0,0,0,0,0,23,21,1,2,0,0,0,0,0,0,40,7,24,0,0,0,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1722081,1,Wanderlândia,0.1117185,1.98725643,1722081,,,0,0,0,5,10,0,0,22,0,0,0,0,0,0,10,7,9,0,0,0,0,0,0,40,40,15,0,3,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
1706506,2,Darcinópolis,0.13413108,2.60092145,1706506,,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,6,25,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702158,1,Araguanã,0.06863359,2.27146378,1702158,,,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,17,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1713809,0,Palmeiras do Tocantins,0.06080486,1.40726161,1713809,,,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,24,10,15,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1717206,3,Piraquê,0.11151501,2.04098834,1717206,,,0,0,0,3,2,0,0,0,0,0,0,0,0,6,7,1,0,0,0,0,0,0,0,13,7,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700301,1,Aguiarnópolis,0.01949218,0.72766301,1700301,,,0,0,0,2,6,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,14,1,39,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720002,3,Santa Terezinha do Tocantins,0.02240767,0.8818359,1720002,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718550,0,Riachinho,0.04186685,1.58641725,1718550,,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1722107,4,Xambioá,0.09747879,2.0382447,1722107,,,0,0,0,3,10,0,0,0,0,0,0,0,0,12,13,0,7,0,0,0,0,0,0,53,9,48,0,6,0,46,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0
1701051,1,Angico,0.0365836,1.00452955,1701051,,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,13,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1714302,0,Nazaré,0.03236314,1.3587917,1714302,,,0,1,0,4,4,0,0,0,14,0,0,0,0,0,8,0,0,0,0,0,0,0,20,11,17,12,0,0,12,12,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
1712454,1,Luzinópolis,0.02300428,0.85456616,1712454,,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,14,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1721208,2,Tocantinópolis,0.08862486,1.53743985,1721208,,,0,0,0,21,25,0,2,0,17,0,0,0,0,6,12,0,0,0,0,0,0,0,41,120,10,23,0,19,20,61,0,0,0,0,0,0,0,0,0,6,0,0,4,6,0,0
1703826,0,Cachoeirinha,0.02871666,0.99451115,1703826,,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701002,2,Ananás,0.12943565,2.43667103,1701002,,,0,0,0,0,12,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,6,28,7,28,0,0,6,14,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0
1712801,3,Maurilândia do Tocantins,0.06004962,1.3130021,1712801,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,22,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720101,1,São Bento do Tocantins,0.08980596,2.47057622,1720101,,,0,0,1,0,2,0,0,0,0,0,0,1,0,9,10,2,0,0,0,0,0,0,10,20,27,8,0,0,9,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
1710706,0,Itaguatins,0.05969923,1.17096201,1710706,,,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,15,34,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1702901,2,Axixá do Tocantins,0.01253302,0.66156119,1702901,,,0,0,3,12,12,0,8,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,20,43,79,0,0,0,20,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0
1720804,1,Sítio Novo do Tocantins,0.02506643,1.1084091,1720804,,,0,0,6,8,8,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,14,25,27,29,0,0,10,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
1720200,2,São Miguel do Tocantins,0.03317107,1.03034354,1720200,,,0,0,0,3,5,0,0,0,0,0,0,0,7,0,0,7,4,0,0,0,0,0,19,16,42,19,0,0,15,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1702554,0,Augustinópolis,0.03172942,1.24720365,1702554,,,0,0,0,0,20,0,2,0,0,0,0,6,6,0,0,0,2,0,0,0,0,0,9,69,18,35,0,13,0,26,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,0
1718303,3,Praia Norte,0.02451385,0.87893194,1718303,,,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,48,41,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
1702208,3,Araguatins,0.21587864,3.16015036,1702208,,,0,0,0,10,23,0,2,0,0,0,3,6,14,0,12,5,12,0,0,0,0,0,35,104,80,64,0,11,30,32,0,0,0,0,53,0,0,0,0,13,0,0,7,6,10,0
1703800,1,Buriti do Tocantins,0.02058103,0.75504154,1703800,,,0,0,1,5,14,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,20,33,8,27,0,0,13,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1703891,2,Carrasco Bonito,0.01552455,0.59337614,1703891,,,0,0,0,0,6,0,0,0,0,0,0,6,8,0,0,9,0,0,0,0,0,0,10,15,13,9,0,0,9,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1718808,1,Sampaio,0.01819926,0.82128823,1718808,,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,16,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707405,0,Esperantina,0.04019503,1.10849154,1707405,,,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,18,11,47,47,0,0,13,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1720309,2,São Sebastião do Tocantins,0.02389014,0.83973119,1720309,,,0,0,0,7,5,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,22,5,17,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1712157,3,Lavandeira,0.03896077,2.42961894,1712157,,,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702703,0,Aurora do Tocantins,0.05792851,2.34812282,1702703,,,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717800,3,Ponte Alta do Bom Jesus,0.14270328,3.80572305,1717800,,,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,33,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715259,0,Novo Jardim,0.10068307,3.57160081,1715259,,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,11,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1707009,1,Dianópolis,0.27511889,4.87377208,1707009,,,0,0,0,9,23,0,7,0,0,0,17,0,0,12,16,0,0,0,0,0,0,0,11,100,35,36,0,2,7,62,0,0,0,0,13,0,0,0,0,4,0,0,1,3,16,0
1718659,3,Rio da Conceição,0.07004661,1.59845971,1718659,,,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712702,0,Mateiros,0.79193478,6.2912366,1712702,,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709302,1,Guaraí,0.17310763,2.92286983,1709302,,,0,1,0,15,18,0,6,0,28,0,0,0,0,17,18,0,0,0,0,0,0,0,0,72,10,44,0,47,0,68,0,0,0,12,0,0,0,3,1,2,0,0,30,10,0,0
