ano,sigla_uf,quantidade_cvli,quantidade_feminicidio,quantidade_ocorrencia_homicidio_doloso,quantidade_vitima_homicidio_doloso,quantidade_latrocinio,quantidade_lesao_corporal_seguida_de_morte,quantidade_morte_a_esclarecer,quantidade_morte_intervencao_policial_civil_servico,quantidade_morte_intervencao_policial_civil_fora_servico,quantidade_morte_intervencao_policial_militar_servico,quantidade_morte_intervencao_policial_militar_fora_servico,quantidade_morte_violenta_intencional,quantidade_policial_civil_morto_confronto_servico,quantidade_policial_civil_morto_confronto_fora_servico,quantidade_policial_militar_morto_confronto_servico,quantidade_policial_militar_morto_confronto_fora_servico,quantidade_suicidio,quantidade_estupro,quantidade_tentativa_estupro,quantidade_furto_veiculo,quantidade_roubo_instituicao_financeira,quantidade_roubo_carga,quantidade_roubo_de_veiculo,quantidade_arma_fogo_apreendida,quantidade_registro_pessoa_desaparecida,quantidade_populacao_sistema_penitenciario,despesa_empenhada_seguranca_publica
2013,RO,483,0,456,470,10,3,343,1,0,10,1,495,0,0,1,9,95,833,117,2681,9,4,1242,1648,1122,0,1194371332.46089
2013,RR,107,0,99,99,2,6,68,0,0,0,0,107,0,0,0,0,26,302,46,85,,,13,54,277,0,264991258.70213211
2013,RS,2043,0,1914,1914,129,0,0,3,0,42,0,2043,3,0,2,0,0,3147,911,16887,,,11984,8318,10319,0,3696859168.3434029
2013,SC,778,0,704,704,55,19,0,7,0,43,0,828,1,2,3,0,569,3004,,12468,70,,2623,3209,3054,0,2261383723.5771842
2013,SE,923,0,880,880,35,8,572,0,0,0,0,952,0,0,0,0,34,498,53,,40,20,1724,1623,154,0,1013223314.045087
2013,SP,5119,0,4444,4739,380,0,0,12,28,341,233,5472,3,12,20,54,2093,12057,739,116784,220,7959,98726,18838,30205,0,13420623936.95204
2013,TO,318,0,287,290,20,8,155,0,0,1,0,319,0,0,0,0,59,452,65,1304,36,14,294,688,405,0,851743498.63565731
2014,AC,204,0,0,195,7,2,0,0,0,2,0,204,0,0,0,0,0,478,,81,4,,156,535,358,4237,616709951.60543478
2014,AL,2131,0,2057,2057,61,13,13,4,0,58,7,2201,0,0,0,4,149,565,70,863,41,75,3690,1472,281,5558,1458842832.7168281
2014,AM,1171,0,1084,1108,45,18,46,2,1,24,3,1201,0,1,0,10,81,971,261,1838,34,6,2595,594,1048,7874,1861072542.897485
2014,AP,249,0,201,233,15,1,4,0,0,0,0,274,0,0,0,0,17,343,23,639,,,254,97,,2663,82495040.584392667
2014,BA,6088,0,5468,5764,199,125,291,0,0,0,0,6366,1,1,2,26,381,2712,327,5478,74,326,14582,4628,329,12249,4705640833.7778568
2014,CE,4439,0,4135,4297,75,67,1209,3,2,33,1,4492,0,0,1,6,488,1687,190,,,,,6224,1938,21594,2331965025.8606782
2014,DF,767,0,693,714,50,3,0,1,0,3,6,767,0,0,3,9,136,777,87,8353,9,43,7124,2302,3408,13503,1113289485.714668
2014,ES,1603,0,1467,1528,50,25,51,2,1,17,3,1626,0,0,1,2,157,238,196,3456,36,21,3343,4301,2102,16684,1656646310.2600591
2014,GO,2771,0,2580,2580,167,24,1669,1,3,79,13,2851,0,2,0,6,268,605,472,10455,97,337,12740,3676,3814,15392,2977949538.98911
2014,MA,2098,0,1902,1902,72,124,184,4,2,49,5,2158,1,1,1,16,111,1019,268,1735,164,42,3347,1543,731,5268,1494232131.2756951
2014,MG,4421,0,4152,4288,63,70,0,7,7,98,14,4421,1,2,5,7,1339,4001,750,25918,119,471,9958,21669,11283,56337,9664411645.4568176
2014,MS,646,0,596,596,42,8,897,1,0,79,7,646,2,0,6,18,168,1414,135,3569,15,1,1150,1021,1547,13309,1302261482.2841661
2014,MT,1402,0,1276,1314,52,36,223,0,0,6,1,1402,2,2,4,14,126,1300,142,4026,22,24,4338,2267,1105,10138,1536235544.220119
2014,PA,3459,0,3188,3257,180,22,122,13,1,127,11,3611,4,1,2,15,240,2927,185,2136,26,80,4970,1155,2875,11958,2579506641.844615
2014,PB,1513,0,1431,1489,19,5,17,0,1,21,1,1513,0,0,0,2,47,367,22,,35,3,,875,107,10420,1181463144.156888
2014,PE,3434,0,3223,3315,81,38,928,0,0,0,0,3434,0,5,4,8,247,2231,343,4305,20,282,7980,6670,2778,26588,2997200656.8046269
2014,PI,734,0,685,685,35,14,84,2,0,11,3,734,0,0,0,3,97,481,113,1456,18,4,2866,991,462,3182,80984504.557697743
2014,PR,2686,0,1367,2515,105,66,416,6,2,178,12,2870,2,1,2,4,283,4298,502,16453,389,,8539,6864,6913,18807,3440524741.912868
2014,RJ,5135,0,4610,4942,152,41,0,0,0,0,0,5719,0,3,18,79,371,5676,596,17684,72,5890,32652,8649,6201,40297,10589292213.468639
2014,RN,1693,0,1402,1557,62,74,0,1,0,68,0,1762,1,0,3,2,0,323,14,894,11,13,2677,533,84,7576,1025118604.819326
2014,RO,528,0,484,504,17,7,272,0,1,11,0,540,0,0,1,2,64,778,86,2666,6,6,1235,881,1227,9659,1277796554.3164229
2014,RR,76,0,72,72,3,1,77,0,0,1,1,78,0,0,0,1,26,278,47,571,,,256,151,551,1604,335150148.03286588
2014,RS,2691,0,2342,2498,141,52,959,6,0,60,26,2691,1,0,0,5,979,3176,842,18962,48,162,13760,7912,9905,28125,4121602518.2104712
2014,SC,830,0,718,760,57,13,0,13,2,75,1,921,0,0,0,4,595,2832,655,13781,90,109,3264,3940,3463,16825,2707789798.943912
2014,SE,1034,0,0,999,33,2,0,0,0,0,0,1077,0,0,0,0,29,510,47,788,46,51,2013,1247,612,4403,1016635923.222623
2014,SP,4938,0,4293,4527,385,26,0,13,22,693,230,5818,2,13,8,61,1719,10026,1422,122769,182,8518,98763,18036,30592,216813,14251272080.109961
2014,TO,350,0,313,327,14,9,114,0,0,2,1,353,1,0,0,0,54,425,51,1421,34,11,474,655,387,3233,799897111.421934
2015,AC,203,,189,221,10,3,24,0,0,8,2,234,0,0,0,3,30,524,,49,8,,398,,313,4649,534921056.9278816
2015,AL,1716,9,1580,1650,55,7,14,19,0,77,0,1808,0,0,2,6,158,548,63,694,21,95,3158,1987,304,6257,1320650899.2765191
2015,AM,1415,,1267,1306,73,35,105,0,0,30,3,1447,0,0,0,7,121,726,113,1867,51,0,2781,707,957,9586,1697488495.1222179
2015,AP,273,,196,205,23,2,8,0,0,19,1,250,0,0,0,0,23,324,20,1122,2,0,405,237,,2586,581273537.053811
2015,BA,6039,,0,5588,207,124,311,0,0,0,0,6273,2,3,2,13,371,2549,286,5530,136,436,14430,5051,386,12498,4641372196.48632
2015,CE,4019,,3779,3948,65,31,758,0,0,0,0,4130,0,3,0,7,533,1454,234,4839,61,212,9411,6615,1387,22627,2262494475.59217
2015,DF,682,5,618,631,46,7,9,0,0,0,0,694,3,7,2,4,120,624,75,6490,23,31,4808,2277,2988,14343,841628045.479992
2015,ES,1444,58,1348,1384,37,16,40,2,0,15,8,1462,0,0,0,4,196,203,181,3068,41,28,2963,4026,1762,18714,1554968141.9615281
2015,GO,2813,26,2731,2731,156,26,2165,3,4,111,23,3054,0,0,0,3,271,527,393,11945,89,513,16296,5461,3731,13940,3726507258.228004
2015,MA,2191,,2007,2007,117,67,147,2,1,85,1,2280,0,0,2,6,114,952,232,2240,152,48,4065,2252,865,6734,1438257914.8251131
2015,MG,4339,,4032,4176,122,62,0,5,6,65,32,4360,0,1,0,0,1279,3971,696,27470,111,653,11687,22629,9506,61491,10932349853.990271
2015,MS,598,16,558,558,36,6,900,10,0,23,7,600,0,4,0,1,159,1429,155,3697,10,2,991,1170,1523,15154,1341403736.9822581
2015,MT,1349,,1121,1135,59,32,287,2,0,4,2,1226,0,0,1,3,109,1484,188,3614,33,17,3541,3169,1304,8945,1788679898.8404219
2015,PA,3579,24,3234,3365,191,23,167,0,0,0,0,3772,1,0,2,18,270,2751,177,2718,24,147,5643,1729,2371,12402,2652664735.0763431
2015,PB,1502,4,1300,1446,48,8,11,6,0,9,0,1502,1,0,1,3,194,289,20,,118,4,,3887,95,10532,1138345305.492569
2015,PE,3888,,3623,3750,116,23,199,5,2,37,0,3889,1,3,5,18,375,1939,242,4373,38,152,10446,5008,2849,31764,2663761156.2662892
2015,PI,667,26,612,615,47,11,74,0,2,11,5,673,0,0,1,7,92,539,118,1641,15,9,2876,1059,488,3720,285446298.67350042
2015,PR,2594,22,1233,2416,117,61,444,2,2,214,28,2840,2,3,4,10,322,4082,533,17009,454,,9240,6902,6770,43377,4110215847.9538932
2015,RJ,4365,,3902,4200,133,32,0,0,0,0,0,5010,2,9,23,64,383,4453,487,16944,60,7225,31035,8956,6348,55551,10849815600.247129
2015,RN,1588,29,0,1390,58,135,0,2,0,74,0,1659,0,2,0,7,0,320,33,940,60,62,4258,971,75,7647,999681138.83248508
2015,RO,542,,503,523,15,4,327,0,0,8,1,542,0,0,1,0,98,692,96,3304,7,3,1795,1000,1186,10314,1207414018.6895061
2015,RR,86,,83,83,9,5,52,2,3,0,0,102,0,0,0,1,19,201,50,604,0,0,308,67,242,2227,373484246.43146509
2015,RS,2777,99,2438,2624,143,32,1099,6,0,74,29,2799,2,0,2,10,936,4078,692,20435,78,1086,18145,8480,9576,30713,3817498651.9348631
2015,SC,913,46,0,827,71,15,0,3,1,51,8,976,0,0,0,1,631,2714,698,14062,49,162,3471,4046,3314,18471,2508439363.482697
2015,SE,1243,,1133,1196,47,0,0,0,0,0,0,1286,1,0,1,5,28,443,44,881,33,36,2215,1353,472,4897,978911489.19217253
2015,SP,4364,85,3758,3963,356,45,2088,26,22,580,204,5196,3,11,13,39,0,9265,1335,110690,164,8489,78630,17635,27132,230302,14060774028.72998
2015,TO,385,,348,369,9,7,109,0,0,9,1,395,0,0,0,2,43,380,50,1595,26,7,564,588,225,3283,790875077.17003882
2016,AC,368,14,341,354,13,1,35,3,2,13,7,368,0,1,1,3,33,277,,,,,,712,22,5364,498534695.85514331
2016,AL,1766,36,1627,1696,61,9,23,11,0,98,3,1878,0,1,2,7,146,1278,124,818,30,106,3892,1106,363,6539,1196640762.2040851
2016,AM,1152,10,981,1023,93,36,36,6,0,22,9,1189,0,1,1,7,96,958,152,2697,17,10,3588,725,846,10277,1604732215.6325769
2016,AP,340,,308,307,20,13,56,0,1,58,0,399,0,0,0,1,18,450,34,805,12,0,207,459,481,2680,475323291.75387412
2016,BA,6635,18,5964,6310,211,114,417,43,0,412,1,7091,1,1,1,12,395,2845,366,5984,,397,14851,5496,2027,12548,4760591103.4054518
2016,CE,3457,,3163,3331,88,38,755,1,0,79,13,3566,0,3,9,14,562,1670,283,4927,62,276,10084,5497,1828,22701,2188315249.8772368
2016,DF,652,20,591,603,44,5,4,0,0,0,0,659,0,0,1,2,149,803,92,7038,6,68,5663,2116,2970,15035,812247442.30636263
2016,ES,1252,35,1177,1181,55,16,67,1,0,31,24,1308,0,0,0,4,213,390,215,3110,32,26,3392,4842,1910,19413,1503902324.6018479
2016,GO,2790,17,0,2576,167,47,1495,2,4,179,39,3014,0,2,4,8,441,2313,427,12148,108,702,17197,9678,3473,16272,3455909972.030911
2016,MA,2215,,2071,2071,113,31,156,3,0,122,2,2342,0,0,3,7,159,955,229,3249,79,67,4811,2629,,7677,1593472060.7253611
2016,MG,4370,134,4042,4194,116,60,0,4,4,90,21,4370,1,2,2,6,1287,4692,613,28733,98,551,14176,23006,8808,64025,10200578719.844879
2016,MS,622,34,574,574,41,7,1006,0,0,24,2,622,0,2,0,2,148,1694,170,3903,17,0,893,887,1599,18079,1459525449.2670929
2016,MT,1172,49,1086,1086,64,22,265,8,0,7,0,1172,0,0,1,4,145,1614,163,3403,25,13,3169,2825,1869,10362,2085541434.84387
2016,PA,3926,44,3531,3649,224,53,110,0,0,0,0,4207,0,2,6,15,269,3002,176,3846,33,142,6909,2979,1168,13811,2551740769.922648
2016,PB,1324,24,1248,1280,33,11,11,6,0,16,0,1324,0,2,3,2,185,464,18,,3,2,,3477,74,11373,1286810010.408462
2016,PE,4480,112,4116,4277,169,34,112,0,0,0,0,4480,0,1,0,17,449,2067,275,6243,64,486,15903,4887,2873,34556,2657597769.5967312
2016,PI,703,31,642,642,49,12,73,1,1,19,7,703,0,0,0,3,120,653,160,2389,16,15,3322,1107,487,4032,804429478.02606487
2016,PR,2675,20,1450,2498,117,60,472,10,2,210,43,2940,0,2,1,9,379,4595,479,20267,,,12554,6860,6659,41874,4378226997.0195646
2016,RJ,5337,16,4641,5042,239,56,599,0,0,0,0,6262,2,5,25,55,398,4705,426,16759,148,9874,41696,9010,5657,50215,10516679721.36335
2016,RN,1915,27,0,1748,48,119,369,10,0,55,0,1980,0,2,1,8,79,210,52,1336,39,37,6010,887,361,8696,1215256792.6783681
2016,RO,586,37,535,545,35,6,304,0,0,14,4,586,0,0,0,3,86,790,138,3562,11,14,1913,1020,1161,10832,874874024.27441227
2016,RR,207,3,192,192,8,7,35,4,1,0,0,212,0,1,0,3,0,82,17,746,,0,457,47,,2328,408934196.87399822
2016,RS,3051,96,2646,2856,168,27,1019,7,9,119,33,3051,0,0,3,8,984,4079,652,19560,76,354,17634,7351,4384,33809,3830293517.800303
2016,SC,976,54,860,896,60,20,0,3,0,51,7,1037,0,0,1,1,685,3588,782,14276,41,258,3469,4118,7199,21472,2504618356.2646618
2016,SE,1356,,0,1306,49,1,0,0,0,0,0,1450,0,2,0,6,9,373,45,1012,,,2684,1240,383,5019,942150394.01529157
2016,SP,4069,60,3521,3674,361,34,2342,14,24,577,242,4926,5,16,19,40,2142,10055,,110932,137,9943,77948,16873,24333,237053,12623118259.113
2016,TO,446,38,417,427,14,5,125,1,0,11,3,461,0,0,0,0,46,468,42,1478,27,23,917,646,241,3468,839882380.45615256
2017,AC,530,13,483,503,26,1,38,0,1,32,4,530,0,0,0,0,54,210,,793,,,1415,712,33,6263,568361392.43769658
2017,AL,1784,34,1630,1707,58,19,16,17,1,119,5,1926,0,0,0,2,135,1485,127,1195,21,77,3133,1936,427,7421,1244519570.965415
2017,AM,1246,16,1074,1132,77,37,28,5,2,25,7,1285,0,0,1,4,101,1053,142,3542,26,10,4597,1352,957,8931,1578956656.670351
2017,AP,378,2,335,352,18,8,3,0,0,53,3,434,0,0,0,1,39,398,22,721,8,1,267,345,396,2806,500226894.86092609
2017,BA,6253,74,5648,6009,176,68,359,50,0,674,2,6979,0,5,3,12,423,3359,422,5510,34,417,13506,5673,2052,14031,4569076407.1257658
2017,CE,5171,22,4746,5042,88,41,769,9,3,124,22,5329,0,1,2,23,581,1755,249,4997,56,310,11133,6969,2128,25998,2400234787.3259091
2017,DF,549,18,502,508,36,5,7,1,0,2,5,557,0,1,0,4,167,889,111,5726,8,82,4851,2030,2712,15764,909791591.7183851
2017,ES,1462,42,1407,1407,45,10,176,1,1,19,25,1508,1,0,0,3,223,408,167,4709,51,28,6079,3113,1797,20060,1515639319.353636
2017,GO,2411,23,2130,2255,120,36,410,3,1,237,24,2676,0,0,0,5,533,2708,354,12284,43,565,15633,6787,3134,20683,3084743655.9447832
2017,MA,1949,51,1820,1820,97,32,115,5,0,104,0,2058,0,1,0,2,157,1199,242,3130,12,57,4477,2793,756,8764,1764787875.9150181
2017,MG,4136,150,3828,3966,104,66,0,11,8,121,26,4136,0,2,5,6,1510,5245,621,25471,99,644,13015,23544,8900,74981,10184395518.22242
2017,MS,564,29,526,530,23,11,912,1,1,38,1,564,0,1,0,6,197,2136,190,3640,11,0,907,1086,1634,16185,1487222153.2211471
2017,MT,1053,0,985,985,50,18,300,1,1,33,8,1053,1,9,1,6,187,1705,414,2817,7,20,2585,2682,2079,12292,2118650745.116642
2017,PA,4145,49,3707,3877,228,40,228,35,2,333,12,4527,1,5,11,22,237,3332,174,5079,61,131,8593,1422,1469,16123,2579915982.3385291
2017,PB,1286,22,1207,1242,38,6,3,2,0,17,11,1286,1,0,0,5,230,365,20,,5,61,,3462,185,12121,1295206823.531626
2017,PE,5427,76,4895,5140,250,37,53,0,0,0,0,5427,1,3,3,7,446,2361,229,6860,66,673,19701,4718,2974,31001,2807873646.528903
2017,PI,653,26,598,598,45,10,55,1,1,20,8,653,0,0,1,4,127,836,158,2563,13,33,3114,717,487,4368,792976805.79946911
2017,PR,2290,41,2090,2187,67,36,0,8,0,220,39,2557,0,0,4,5,447,5781,492,19354,,,11368,6978,7015,40291,4832395417.63838
2017,RJ,5622,68,4923,5346,237,39,423,0,0,0,0,6749,1,1,27,75,529,4952,395,15708,159,10599,54366,8706,4439,52691,9517643874.0096054
2017,RN,2247,23,0,1863,83,301,1,12,0,96,0,2355,0,0,0,18,156,213,33,1329,40,69,6992,961,303,9252,983317470.21628928
2017,RO,506,0,421,481,21,4,245,1,0,15,4,506,0,1,0,2,85,859,164,3120,2,2,1811,1233,1251,11383,895867664.429872
2017,RR,203,3,159,190,7,6,18,0,0,8,0,211,0,0,0,1,49,332,43,790,1,1,358,277,423,2579,440123923.16826528
2017,RS,3132,83,2686,2970,128,34,1002,3,3,105,24,3132,1,0,2,3,1099,4963,716,16919,207,1358,17881,9477,8998,36149,4242065267.4270959
2017,SC,1078,52,941,987,65,26,0,6,1,67,3,1155,0,0,0,2,772,3663,691,11988,59,209,3014,3566,3129,21558,2499202655.2856379
2017,SE,1185,6,1078,1121,59,5,1,0,0,0,0,1275,0,3,0,5,37,568,47,886,,,2815,1202,530,4888,938500636.51488984
2017,SP,3891,120,3294,3504,338,49,2202,44,19,643,234,4831,4,11,11,34,2237,11788,1373,104829,97,10584,67964,15597,25200,226463,12833788528.089251
2017,TO,372,32,339,355,12,5,173,0,0,6,1,379,0,0,0,0,58,594,70,1544,23,8,817,677,293,3573,898651659.69014025
2018,AC,417,14,368,397,20,0,17,0,0,0,0,417,0,0,0,0,53,260,,617,2,0,1224,873,,7901,627350849.5004679
2018,AL,1357,21,1258,1309,39,9,18,29,2,101,10,1499,0,1,0,0,173,759,56,1436,22,85,3481,1585,383,8581,1251228766.108289
2018,AM,1185,4,973,1101,56,28,73,6,0,36,7,1234,0,0,2,0,102,988,101,2257,74,0,3086,1394,294,9133,1862668906.563092
2018,AP,437,3,389,392,16,29,10,1,2,44,0,484,0,2,0,3,37,297,39,649,17,3,340,200,271,2963,489227978.6388306
2018,BA,5558,76,5041,5349,137,72,262,48,0,742,0,6348,1,3,3,7,378,3342,402,5328,13,303,13347,5324,2024,14896,4601027227.72956
2018,CE,4567,30,4184,4481,53,33,921,5,1,190,25,4788,0,1,0,10,604,1790,253,4184,41,244,9319,7171,2000,29888,2763339422.5042658
2018,DF,500,28,446,459,33,8,9,0,2,1,2,505,0,0,2,0,176,789,96,5300,6,63,3993,1657,2401,16356,905006405.90355361
2018,ES,1157,34,1079,1109,34,14,225,2,0,28,0,1187,0,2,0,4,256,1555,218,5816,37,36,5407,3005,2120,22993,1575667351.9997621
2018,GO,2276,36,2030,2110,105,61,432,0,0,0,0,2705,0,0,0,0,489,3189,367,11264,30,433,10139,1265,3835,23075,3643160832.40105
2018,MA,1704,45,1619,1619,71,14,122,2,0,73,0,1779,0,0,0,5,157,1189,253,2980,45,37,4093,2378,934,11359,1980318301.819793
2018,MG,3216,157,2948,3077,82,57,0,3,1,121,17,3216,0,0,2,3,1488,5619,596,21423,101,525,9525,23268,8775,78728,9905974933.5340233
2018,MS,590,42,455,546,36,8,995,6,0,43,4,590,1,0,0,1,191,2283,169,3646,10,0,771,677,1567,15011,1233863810.054513
2018,MT,978,42,916,916,36,26,248,5,0,63,0,978,0,1,1,0,207,1676,184,2438,9,17,2288,2339,2096,12670,2204075320.6135969
2018,PA,4051,66,3602,3827,202,22,223,42,0,607,20,4720,1,2,3,28,340,3659,237,4380,34,114,6742,2425,1263,19079,2903200194.4409142
2018,PB,1210,34,1109,1163,34,13,0,1,3,17,8,1210,0,1,1,3,224,245,44,1019,3,28,3659,2440,105,12924,1352971532.809665
2018,PE,4173,74,3814,4027,131,15,183,5,0,103,0,4173,0,0,11,10,432,2751,255,5546,59,587,15534,6800,3138,32188,2971231514.8263969
2018,PI,621,26,567,567,46,8,30,1,1,20,7,621,0,0,0,2,163,751,158,3210,21,31,3893,589,466,4514,799000413.12150717
2018,PR,2088,69,1899,1955,94,39,12,13,0,284,24,2409,2,1,1,2,523,6898,497,17620,24,695,7874,6266,6952,23198,4159686904.1570511
2018,RJ,5180,71,4553,4950,174,56,4524,0,0,0,0,6714,4,4,23,58,611,5310,339,15794,80,9182,52097,8721,4619,52873,10222454879.86512
2018,RN,1792,28,0,1503,73,216,0,2,0,132,0,1926,1,2,0,22,212,315,,1043,35,59,6982,725,371,8872,1045736468.811139
2018,RO,431,9,394,419,12,0,200,1,0,8,0,431,0,0,1,0,100,1053,191,3103,2,2,1816,1260,1322,12025,903253857.46520138
2018,RR,359,4,330,336,14,9,15,1,0,23,1,384,0,2,0,2,47,253,49,636,6,0,529,625,406,3188,405445804.72182637
2018,RS,2485,116,2145,2362,93,30,924,3,3,123,12,2485,1,0,0,2,1037,4794,643,14410,80,1109,16123,9729,9082,38888,4835823408.7671814
2018,SC,841,42,744,775,44,22,0,0,3,92,4,940,0,0,0,2,815,4303,722,9169,12,151,2220,3280,2004,24248,2484836333.716187
2018,SE,986,16,919,948,32,6,1,0,0,0,0,1130,0,0,3,2,64,546,42,776,3,,2639,910,473,5384,956072434.57694864
2018,SP,3464,136,2949,3106,278,80,2565,13,17,642,179,4315,1,7,16,36,2367,11949,,99346,54,8738,58970,13138,21122,229562,12259800261.64584
2018,TO,391,6,363,368,16,7,160,1,0,12,0,404,0,0,0,1,81,648,55,1861,8,,901,905,267,4347,939626723.71327412
2019,AC,296,11,270,281,13,2,10,2,1,14,6,296,0,0,0,1,60,433,22,701,6,,1745,355,110,8414,692570200.3406359
2019,AL,1095,44,1029,1068,20,7,15,14,0,73,0,1095,0,0,0,3,192,877,62,1474,4,39,2372,1915,566,9161,1159158819.287626
2019,AM,1084,12,971,1014,47,23,255,2,0,86,0,1172,0,0,1,0,229,997,108,2056,60,10,2494,1470,907,10890,2108459954.5363359
2019,AP,339,7,284,297,15,27,35,1,0,120,1,461,0,0,0,1,66,549,63,768,6,10,701,264,379,2750,606366325.29107642
2019,BA,5229,101,4660,5013,142,74,305,37,0,736,0,6002,0,3,2,3,371,3451,376,5257,7,273,11479,4462,1821,15108,4682403355.7700377
2019,CE,2223,34,2057,2155,37,31,685,1,1,119,15,2359,0,0,0,2,641,1972,259,4602,14,90,5128,5165,1912,31569,2842359793.7356181
2019,DF,453,32,409,422,25,6,6,1,0,5,2,461,0,0,0,0,182,906,107,5137,0,35,3425,1393,2876,16586,931987487.31607354
2019,ES,1023,35,937,987,26,10,160,0,1,35,5,1064,0,0,0,0,233,1741,182,5606,40,20,3957,3334,1708,23427,1427714224.066216
2019,GO,1718,41,1552,1623,59,36,290,6,3,515,9,2251,0,0,1,5,581,3334,419,8083,5,177,4047,5890,3397,25761,3839270038.56778
2019,MA,1490,51,1401,1401,76,13,127,10,0,62,0,1562,0,0,0,1,171,1450,,2905,40,42,3959,2589,799,12346,2003659796.09261
2019,MG,2829,144,2644,2722,77,30,0,4,0,97,6,2829,0,0,2,4,1687,4973,425,20494,35,356,6104,24280,8756,74712,9308713900.688076
2019,MS,482,30,416,456,17,9,1009,7,0,44,11,482,0,0,0,1,179,2280,176,3525,1,2,540,636,1551,17423,1259368696.243958
2019,MT,906,39,842,842,41,23,260,0,0,0,0,906,0,1,0,2,254,1823,321,2367,4,38,1836,2189,2008,12519,2486875991.6951041
2019,PA,2934,47,2582,2764,138,32,269,58,3,489,13,3497,0,0,1,27,360,3593,254,3724,30,162,3975,3583,889,20825,2943447535.9182358
2019,PB,942,38,880,907,26,9,0,1,1,12,12,942,0,0,0,2,253,178,193,1052,4,13,3206,3754,102,13326,1386240450.045752
2019,PE,3412,57,3136,3257,136,19,226,3,0,70,0,3412,0,0,0,0,494,2508,,6228,16,579,13227,7410,3129,33641,2985145287.17494
2019,PI,587,29,539,539,37,11,20,1,5,20,16,587,0,0,1,1,141,815,169,2966,7,19,4337,524,373,4433,893295942.37348759
2019,PR,1931,89,1667,1780,99,52,26,3,2,266,17,2219,0,0,0,1,629,7670,470,16005,17,637,5790,6150,6780,29690,3986054602.7496881
2019,RJ,4166,85,3671,4004,117,45,4334,0,0,0,0,5980,0,1,15,25,734,5450,655,15595,68,7456,39749,8423,4619,50822,10035271022.47233
2019,RN,1264,21,1004,1074,62,128,60,12,0,148,0,1264,0,2,0,10,106,538,17,857,11,24,6164,745,356,10155,1203684063.05019
2019,RO,380,7,362,362,14,4,304,0,3,13,6,402,0,0,1,1,148,1083,186,3289,31,3,2418,2027,1253,13419,853970999.51582074
2019,RR,207,6,175,180,18,9,22,0,0,9,3,219,0,0,0,0,56,340,44,748,0,0,512,353,250,3688,288197942.22198212
2019,RS,1913,97,1687,1815,70,28,1006,7,0,92,0,2012,1,0,5,0,1280,4743,575,13107,42,304,11127,7595,8486,41189,5038747815.0857763
2019,SC,740,58,660,698,28,14,0,4,0,70,4,818,0,0,0,0,970,4298,814,8861,16,38,1678,2363,4353,23470,2396133288.0100808
2019,SE,801,21,738,772,25,4,1,0,0,0,0,967,1,0,1,0,109,732,89,881,1,1,1935,643,254,6244,989128393.43267357
2019,SP,3209,184,2778,2906,199,104,3971,17,5,716,129,4076,3,0,14,17,2525,12374,,90652,21,7325,46517,12815,21745,231287,12321963972.533039
2019,TO,391,10,340,361,22,8,215,1,0,15,0,407,0,0,0,0,94,778,70,1782,2,1,700,1480,229,4481,1119190085.6678231
2020,AC,295,12,281,281,12,2,22,0,0,0,0,322,0,0,0,1,76,308,33,401,1,,558,221,229,7914,493753295.05
2020,AL,1249,35,1217,1217,23,9,22,12,0,74,0,1249,0,1,0,1,172,805,40,1601,,19,1525,1834,386,9856,1354986271.1
2020,AM,1019,16,932,954,46,19,398,3,0,96,3,1121,0,0,2,5,292,864,99,1982,3,20,1924,1380,638,12477,2101446656.49
2020,AP,245,9,221,224,8,13,67,2,1,107,1,356,0,0,0,0,42,470,71,209,7,,187,427,27,2752,752252498.84
2020,BA,5558,113,5087,5360,108,90,367,40,0,1098,0,6696,0,0,1,10,395,3126,,4252,17,220,10466,3992,1456,14380,4321663327.23
2020,CE,4040,27,3732,3962,48,30,620,3,1,119,20,4183,0,1,2,6,649,1812,165,4200,8,63,8609,6117,1588,33710,3045582668.99
2020,DF,414,17,359,376,33,5,3,2,1,6,2,425,0,0,0,1,196,699,63,4285,,30,2218,1588,2008,16008,976512801.87
2020,ES,1166,26,1051,1107,39,20,0,1,0,37,2,1206,0,0,0,0,255,1508,177,5387,33,25,3722,3900,1597,23528,1408398431.23
2020,GO,1578,44,1510,1510,46,22,292,14,0,614,3,2209,0,0,2,3,606,2951,315,5582,4,160,2377,6264,2289,22988,3191756073.42
2020,MA,1947,65,1859,1859,75,13,0,4,0,87,3,2041,0,0,1,4,191,1663,154,1836,28,28,2268,2099,610,12241,1954383775.43
2020,MG,2708,151,2493,2573,105,30,0,6,2,111,3,2708,0,0,2,3,1657,4668,335,20138,26,314,7606,27001,6855,62912,8987254187.84
2020,MS,607,41,435,581,17,9,1005,3,1,14,3,607,2,2,0,0,170,2331,155,2937,1,1,417,579,1147,19240,1240097629.22
2020,MT,862,62,758,810,27,25,187,0,0,0,0,990,0,0,0,1,267,1613,308,1860,4,89,1322,2217,1692,15864,2577010278.49
2020,PA,2349,67,2118,2198,109,42,405,35,1,488,3,2876,0,1,1,11,387,3290,192,3013,5,139,2541,2048,593,20301,2966553398.06
2020,PB,1166,36,1062,1132,26,8,0,0,0,34,4,1166,0,0,0,2,244,371,19,1073,,22,3511,3502,80,12521,1417591703.65
2020,PE,3760,75,3446,3622,124,14,192,8,0,108,0,3760,0,2,0,12,474,2549,,4834,16,530,9517,6322,2580,32960,2880151335.77
