cod_ibge,ano,homicidios,homicidios_masculino,homicidios_feminino
1718659,2005,1,1,0
1718659,2007,1,1,0
1718659,2008,1,1,0
1718659,2011,1,0,1
1718659,2017,2,2,0
1718659,2019,1,1,0
1718659,2020,2,2,0
1718659,2021,2,2,0
1718709,2000,1,1,0
1718709,2003,2,2,0
1718709,2006,1,0,1
1718709,2008,1,1,0
1718709,2013,1,0,1
1718709,2020,1,1,0
1718709,2021,1,1,0
1718758,2001,1,1,0
1718758,2005,2,2,0
1718758,2007,1,1,0
1718758,2008,1,1,0
1718758,2010,1,0,1
1718758,2011,1,1,0
1718758,2013,1,1,0
1718758,2014,1,1,0
1718758,2015,1,1,0
1718758,2016,1,1,0
1718758,2019,1,1,0
1718758,2022,1,1,0
1718808,2001,1,1,0
1718808,2009,2,2,0
1718808,2010,2,2,0
1718808,2017,2,2,0
1718808,2018,2,2,0
1718808,2019,1,1,0
1718808,2020,3,3,0
1718808,2021,1,1,0
1718840,2001,4,4,0
1718840,2002,1,1,0
1718840,2006,1,1,0
1718840,2012,2,1,1
1718840,2013,1,1,0
1718840,2014,1,1,0
1718840,2015,1,1,0
1718840,2017,2,2,0
1718840,2018,4,4,0
1718840,2020,3,3,0
1718840,2021,1,1,0
1718865,2000,1,1,0
1718865,2001,5,5,0
1718865,2002,1,1,0
1718865,2003,4,2,2
1718865,2004,1,1,0
1718865,2005,2,2,0
1718865,2006,3,3,0
1718865,2007,2,2,0
1718865,2008,2,2,0
1718865,2009,2,2,0
1718865,2010,1,1,0
1718865,2011,2,2,0
1718865,2012,2,2,0
1718865,2014,3,3,0
1718865,2016,1,1,0
1718865,2018,5,5,0
1718865,2019,1,1,0
1718865,2020,1,1,0
1718865,2021,4,4,0
1718881,2008,1,1,0
1718881,2011,2,0,2
1718881,2012,1,1,0
1718881,2017,1,1,0
1718881,2018,1,1,0
1718881,2021,2,1,1
1718899,2005,1,1,0
1718899,2014,2,2,0
1718899,2015,1,1,0
1718899,2020,1,1,0
1718899,2022,1,1,0
1718907,2000,1,1,0
1718907,2002,1,0,1
1718907,2004,3,3,0
1718907,2010,2,1,1
1718907,2013,2,1,1
1718907,2016,1,1,0
1718907,2017,3,2,1
1718907,2018,1,0,1
1718907,2019,2,2,0
1718907,2021,2,2,0
1719004,2009,1,0,1
1719004,2010,1,0,1
1719004,2013,1,1,0
1719004,2014,1,1,0
1719004,2015,2,1,1
1719004,2016,1,0,1
1719004,2017,2,2,0
1719004,2018,1,1,0
1719004,2019,3,3,0
1719004,2021,2,2,0
1719004,2022,1,0,1
1720002,2006,1,1,0
1720002,2010,1,0,1
1720002,2015,1,1,0
1720101,2000,1,1,0
1720101,2003,2,2,0
1720101,2007,3,2,1
1720101,2008,2,2,0
1720101,2009,1,1,0
1720101,2010,2,2,0
1720101,2011,2,2,0
1720101,2014,1,0,1
1720101,2016,1,1,0
1720101,2017,1,1,0
1720101,2018,1,1,0
1720101,2019,2,2,0
1720101,2020,4,4,0
1720101,2021,1,1,0
1720150,2020,1,1,0
1720150,2021,1,0,1
1720200,2000,1,1,0
1720200,2001,1,1,0
1720200,2002,1,1,0
1720200,2006,2,2,0
1720200,2007,1,1,0
1720200,2008,2,2,0
1720200,2010,1,1,0
1720200,2011,3,3,0
1720200,2013,2,2,0
1720200,2014,5,4,1
1720200,2015,5,4,1
1720200,2016,4,4,0
1720200,2017,5,5,0
1720200,2018,4,2,2
1720200,2019,3,2,1
1720200,2020,1,1,0
1720200,2021,4,3,1
1720200,2022,1,1,0
1720259,2000,1,1,0
1720259,2004,1,1,0
1720259,2005,1,1,0
1720259,2006,2,2,0
1720259,2008,1,1,0
1720259,2012,1,1,0
1720259,2014,1,1,0
1720259,2015,2,1,1
1720259,2016,2,2,0
1720259,2017,1,1,0
1720259,2018,1,1,0
1720259,2020,2,2,0
1720309,2007,1,1,0
1720309,2008,2,2,0
1720309,2010,1,1,0
1720309,2011,1,1,0
1720309,2012,1,1,0
1720309,2016,3,3,0
1720309,2017,2,2,0
1720309,2018,2,2,0
1720499,2002,1,0,1
1720499,2003,2,1,1
1720499,2007,1,1,0
1720499,2008,2,2,0
1720499,2010,1,1,0
1720499,2013,2,2,0
1720499,2015,3,2,1
1720499,2016,1,1,0
1720499,2017,1,1,0
1720499,2019,1,1,0
1720499,2020,2,2,0
1720499,2021,1,1,0
1720499,2022,1,1,0
1720655,2000,1,0,1
1720655,2006,1,1,0
1720655,2007,1,1,0
1720655,2008,2,2,0
1720655,2010,1,0,1
1720655,2012,1,1,0
1720655,2013,4,3,1
1720655,2014,1,1,0
1720655,2016,2,2,0
1720655,2018,2,2,0
1720655,2019,5,1,4
1720655,2020,2,1,1
1720655,2021,1,1,0
1720655,2022,3,2,1
1720804,2002,3,3,0
1720804,2003,2,2,0
1720804,2004,1,1,0
1720804,2005,1,1,0
1720804,2009,2,2,0
1720804,2011,1,1,0
1720804,2012,3,3,0
1720804,2013,2,2,0
1720804,2014,4,4,0
1720804,2015,2,2,0
1720804,2016,3,3,0
1720804,2017,4,3,1
1720804,2018,3,3,0
1720804,2019,5,5,0
1720804,2020,1,1,0
1720804,2022,2,2,0
1720853,2017,1,0,1
1720903,2000,4,4,0
1720903,2001,2,2,0
1720903,2002,2,2,0
1720903,2003,2,2,0
1720903,2004,3,2,1
1720903,2005,1,1,0
1720903,2006,1,1,0
1720903,2007,5,4,1
1720903,2008,2,0,2
1720903,2009,2,2,0
1720903,2010,6,6,0
1720903,2011,4,4,0
1720903,2012,7,7,0
1720903,2013,4,4,0
1720903,2014,1,1,0
1720903,2015,1,1,0
1720903,2016,2,2,0
1720903,2017,3,1,2
1720903,2018,2,2,0
1720903,2019,2,2,0
1720903,2020,6,5,1
1720903,2021,10,9,1
1720903,2022,5,5,0
1720937,2003,1,1,0
1720937,2013,1,1,0
1720937,2014,1,1,0
1720937,2016,1,1,0
1720937,2021,1,1,0
1720978,2000,1,1,0
1720978,2005,1,1,0
1720978,2006,2,2,0
1720978,2013,1,1,0
1720978,2015,1,1,0
1720978,2016,1,1,0
1720978,2020,1,0,1
1720978,2022,1,0,1
1721000,2000,30,27,3
1721000,2001,40,36,4
1721000,2002,30,28,2
1721000,2003,37,34,3
1721000,2004,34,31,3
1721000,2005,23,22,1
1721000,2006,25,24,1
1721000,2007,21,20,1
1721000,2008,25,23,2
1721000,2009,27,24,3
1721000,2010,46,43,3
1721000,2011,61,54,7
1721000,2012,46,39,7
1721000,2013,64,54,10
1721000,2014,83,73,10
1721000,2015,94,86,8
1721000,2016,91,84,7
1721000,2017,83,80,3
1721000,2018,97,89,8
1721000,2019,91,83,8
1721000,2020,102,93,9
1721000,2021,74,65,9
1721000,2022,85,81,4
1721109,2001,1,1,0
1721109,2006,1,1,0
1721109,2007,2,2,0
1721109,2009,2,2,0
1721109,2010,1,0,1
1721109,2013,1,1,0
1721109,2014,2,2,0
1721109,2016,2,2,0
1721109,2018,4,4,0
1721109,2019,3,3,0
1721109,2022,1,1,0
1721208,2000,2,2,0
1721208,2001,2,2,0
1721208,2002,1,1,0
1721208,2003,2,1,1
1721208,2006,2,2,0
1721208,2007,4,4,0
1721208,2008,3,2,1
1721208,2009,2,2,0
1721208,2010,6,6,0
1721208,2011,8,7,1
1721208,2012,5,4,1
1721208,2013,1,1,0
1721208,2014,4,4,0
1721208,2015,8,6,2
1721208,2016,7,6,1
1721208,2017,7,7,0
1721208,2018,5,5,0
1721208,2019,8,7,1
1721208,2020,8,7,1
1721208,2021,9,9,0
1721208,2022,3,3,0
1721257,2011,2,2,0
1721257,2013,1,1,0
1721257,2017,1,1,0
1721257,2018,1,1,0
1721257,2022,1,1,0
1721307,2003,1,1,0
1721307,2010,1,1,0
1721307,2011,1,1,0
1721307,2013,1,1,0
1721307,2014,1,1,0
1721307,2015,1,1,0
1721307,2016,2,2,0
1721307,2020,1,1,0
1722081,2000,1,1,0
1722081,2001,3,3,0
1722081,2002,1,1,0
1722081,2003,2,2,0
1722081,2004,1,1,0
1722081,2005,4,3,1
1722081,2006,3,3,0
1722081,2007,2,2,0
1722081,2008,3,2,1
1722081,2009,6,5,1
1722081,2010,3,3,0
1722081,2011,6,6,0
1722081,2012,3,3,0
1722081,2013,3,3,0
1722081,2014,4,4,0
1722081,2015,2,2,0
1722081,2016,9,8,1
1722081,2017,6,6,0
1722081,2018,4,4,0
1722081,2019,3,3,0
1722081,2020,2,2,0
1722081,2021,1,1,0
1722081,2022,4,4,0
1722107,2000,3,2,1
1722107,2001,7,5,2
1722107,2002,2,1,1
1722107,2003,4,4,0
1722107,2004,6,5,1
1722107,2005,2,2,0
1722107,2006,3,3,0
1722107,2007,3,3,0
1722107,2008,4,4,0
1722107,2009,3,2,1
1722107,2011,1,1,0
1722107,2012,4,3,1
1722107,2013,1,1,0
1722107,2014,2,2,0
1722107,2015,5,4,1
1722107,2016,6,6,0
1722107,2017,4,4,0
1722107,2018,10,9,1
1722107,2019,3,3,0
1722107,2020,5,4,1
1722107,2021,4,3,1
1722107,2022,1,1,0
