cod_ibge,ano,id_classe,classe,area
1700251,2020,24,4.2. Área Urbanizada,0.71508123309326166
1700251,2020,25,4.4. Outras Áreas não Vegetadas,4.8014375558471691
1700251,2020,3,1.1 Formação Florestal,219.49489957495479
1700251,2020,33,"5.1 Rio, Lago e Oceano",1.2178034026489259
1700251,2020,39,3.2.1.1. Soja,68.158471776855265
1700251,2020,4,1.2. Formação Savânica,819.22870334559821
1700251,2020,41,3.2.1.5. Outras Lavouras Temporárias,9.718526009765684
1700251,2020,9,3.3. Silvicultura,0.36682919763183458
1700251,2021,11,2.1. Campo Alagado e Área Pantanosa,11.62173742370609
1700251,2021,12,2.2. Formação Campestre,151.84973118597171
1700251,2021,15,3.1. Pastagem,598.34430456856012
1700251,2021,21,3.4. Mosaico de Usos,37.1913648356934
1700251,2021,24,4.2. Área Urbanizada,0.7168447128906249
1700251,2021,25,4.4. Outras Áreas não Vegetadas,4.7450765559082084
1700251,2021,3,1.1 Formação Florestal,223.0635874627728
1700251,2021,33,"5.1 Rio, Lago e Oceano",0.90277084210204916
1700251,2021,39,3.2.1.1. Soja,68.312873061950512
1700251,2021,4,1.2. Formação Savânica,799.46676546191918
1700251,2021,41,3.2.1.5. Outras Lavouras Temporárias,9.6876398344116765
1700251,2021,9,3.3. Silvicultura,0.3641837883300767
1700301,2000,11,2.1. Campo Alagado e Área Pantanosa,0.0719555377807617
1700301,2000,12,2.2. Formação Campestre,0.1607871691894531
1700301,2000,15,3.1. Pastagem,53.862203528260068
1700301,2000,21,3.4. Mosaico de Usos,4.6107949430541986
1700301,2000,24,4.2. Área Urbanizada,0.91758830688476223
1700301,2000,25,4.4. Outras Áreas não Vegetadas,0.37754323480224627
1700301,2000,3,1.1 Formação Florestal,71.611731542410482
1700301,2000,33,"5.1 Rio, Lago e Oceano",7.0164094157714594
1700301,2000,39,3.2.1.1. Soja,0.46723797027587982
1700301,2000,4,1.2. Formação Savânica,97.705072552497938
1700301,2000,41,3.2.1.5. Outras Lavouras Temporárias,0.0071070465087891
1700301,2001,11,2.1. Campo Alagado e Área Pantanosa,0.0755094799804688
1700301,2001,12,2.2. Formação Campestre,0.15634750872802711
1700301,2001,15,3.1. Pastagem,59.056714134029818
1700301,2001,21,3.4. Mosaico de Usos,3.5713818997192379
1700301,2001,24,4.2. Área Urbanizada,1.0055279622802711
1700301,2001,25,4.4. Outras Áreas não Vegetadas,0.46460310534667981
1700301,2001,3,1.1 Formação Florestal,70.25596219499819
1700301,2001,33,"5.1 Rio, Lago e Oceano",6.9817619153442187
1700301,2001,39,3.2.1.1. Soja,0.64932951678466788
1700301,2001,4,1.2. Formação Savânica,94.182639261056721
