cod_ibge,ano,bioma,desmatado,vegetacao_natural,hidrografia
1710508,2018,Cerrado,700.4,2347.8,1.2
1710508,2019,Cerrado,726.1,2322.1,1.2
1710508,2020,Cerrado,754.4,2293.8,1.2
1710508,2021,Cerrado,787.6,2260.6,1.2
1710508,2022,Cerrado,819.3,2228.9,1.2
1710508,2023,Cerrado,844.1,2204.1,1.2
1710706,2000,Cerrado,332.0,404.5,10.9
1710706,2001,Cerrado,340.6,395.9,10.9
1710706,2002,Cerrado,349.2,387.3,10.9
1710706,2003,Cerrado,355.8,380.7,10.9
1710706,2004,Cerrado,362.4,374.1,10.9
1710706,2005,Cerrado,375.1,361.4,10.9
1710706,2006,Cerrado,387.8,348.7,10.9
1710706,2007,Cerrado,398.5,338.0,10.9
1710706,2008,Cerrado,409.2,327.3,10.9
1710706,2009,Cerrado,412.7,323.8,10.9
1710706,2010,Cerrado,416.2,320.3,10.9
1710706,2011,Cerrado,422.2,314.3,10.9
1710706,2012,Cerrado,428.2,308.3,10.9
1710706,2013,Cerrado,430.3,306.2,10.9
1710706,2014,Cerrado,435.8,300.7,10.9
1710706,2015,Cerrado,444.0,292.5,10.9
1710706,2016,Cerrado,447.7,288.8,10.9
1710706,2017,Cerrado,450.3,286.2,10.9
1710706,2018,Cerrado,454.3,282.2,10.9
1710706,2019,Cerrado,459.4,277.1,10.9
1710706,2020,Cerrado,462.3,274.2,10.9
1710706,2021,Cerrado,465.7,270.8,10.9
1710706,2022,Cerrado,477.7,258.8,10.9
1710706,2023,Cerrado,483.4,253.1,10.9
1710904,2000,Cerrado,141.4,1072.0,25.2
1710904,2001,Cerrado,162.2,1051.2,25.2
1710904,2002,Cerrado,183.0,1030.4,25.2
1710904,2003,Cerrado,220.7,992.7,25.2
1710904,2004,Cerrado,258.4,955.0,25.2
1710904,2005,Cerrado,290.5,922.9,25.2
1710904,2006,Cerrado,322.6,890.8,25.2
1710904,2007,Cerrado,351.0,862.4,25.2
1710904,2008,Cerrado,379.4,834.0,25.2
1710904,2009,Cerrado,407.8,805.6,25.2
1710904,2010,Cerrado,436.2,777.2,25.2
1710904,2011,Cerrado,467.5,745.9,25.2
1710904,2012,Cerrado,498.8,714.6,25.2
1710904,2013,Cerrado,516.4,697.0,25.2
1710904,2014,Cerrado,533.6,679.8,25.2
1710904,2015,Cerrado,552.9,660.5,25.2
1710904,2016,Cerrado,575.3,638.1,25.2
1710904,2017,Cerrado,581.9,631.5,25.2
1710904,2018,Cerrado,602.0,611.4,25.2
1710904,2019,Cerrado,605.2,608.2,25.2
1710904,2020,Cerrado,609.7,603.7,25.2
1710904,2021,Cerrado,615.9,597.5,25.2
1710904,2022,Cerrado,627.3,586.1,25.2
1710904,2023,Cerrado,646.9,566.5,25.2
1711100,2000,Amazônia,895.7,76.9,0.0
1711100,2001,Amazônia,905.5,67.1,0.0
1711100,2002,Amazônia,915.1,57.5,0.0
1711100,2003,Amazônia,916.4,56.2,0.0
1711100,2004,Amazônia,921.6,51.0,0.0
1711100,2005,Amazônia,922.4,50.2,0.0
1711100,2006,Amazônia,922.4,50.2,0.0
1711100,2007,Amazônia,923.0,49.6,0.0
1711100,2008,Amazônia,923.7,48.9,0.0
1711100,2009,Amazônia,923.8,48.8,0.0
1711100,2010,Amazônia,924.0,48.6,0.0
1711100,2011,Amazônia,924.2,48.4,0.0
1711100,2012,Amazônia,924.5,48.1,0.0
1711100,2013,Amazônia,924.9,47.7,0.0
1711100,2014,Amazônia,925.2,47.4,0.0
1711100,2015,Amazônia,925.5,47.1,0.0
1711100,2016,Amazônia,927.5,45.1,0.0
1711100,2017,Amazônia,927.5,45.1,0.0
1711100,2018,Amazônia,927.7,44.9,0.0
1711100,2019,Amazônia,927.7,44.9,0.0
1711100,2020,Amazônia,927.9,44.7,0.0
1711100,2021,Amazônia,927.9,44.7,0.0
1711100,2022,Amazônia,928.1,44.5,0.0
1711100,2023,Amazônia,928.1,44.5,0.0
1711506,2000,Cerrado,434.7,1728.0,4.6
1711506,2001,Cerrado,479.7,1683.0,4.6
1711506,2002,Cerrado,524.7,1638.0,4.6
1711506,2003,Cerrado,566.6,1596.1,4.6
1711506,2004,Cerrado,608.5,1554.2,4.6
1711506,2005,Cerrado,626.5,1536.2,4.6
1711506,2006,Cerrado,644.5,1518.2,4.6
1711506,2007,Cerrado,665.9,1496.8,4.6
1711506,2008,Cerrado,687.3,1475.4,4.6
1711506,2009,Cerrado,709.5,1453.2,4.6
1711506,2010,Cerrado,731.7,1431.0,4.6
1711506,2011,Cerrado,767.2,1395.5,4.6
1711506,2012,Cerrado,802.7,1360.0,4.6
1711506,2013,Cerrado,822.5,1340.2,4.6
1711506,2014,Cerrado,852.1,1310.6,4.6
1711506,2015,Cerrado,886.9,1275.8,4.6
1711506,2016,Cerrado,907.6,1255.1,4.6
1711506,2017,Cerrado,918.5,1244.2,4.6
1711506,2018,Cerrado,930.3,1232.4,4.6
1711506,2019,Cerrado,938.2,1224.5,4.6
1711506,2020,Cerrado,948.2,1214.5,4.6
1711506,2021,Cerrado,962.5,1200.2,4.6
1711506,2022,Cerrado,978.0,1184.7,4.6
1711506,2023,Cerrado,989.8,1172.9,4.6
1711803,2000,Cerrado,78.8,178.5,0.0
1711803,2000,Amazônia,165.8,16.3,9.3
1711803,2001,Amazônia,169.3,12.8,9.3
1711803,2001,Cerrado,85.8,171.5,0.0
1711803,2002,Cerrado,92.8,164.5,0.0
1711803,2002,Amazônia,170.4,11.7,9.3
1711803,2003,Amazônia,170.4,11.7,9.3
1711803,2003,Cerrado,96.3,161.0,0.0
1711803,2004,Amazônia,170.8,11.3,9.3
1711803,2004,Cerrado,99.8,157.5,0.0
1711803,2005,Cerrado,104.7,152.6,0.0
1711803,2005,Amazônia,170.8,11.3,9.3
1711803,2006,Amazônia,170.8,11.3,9.3
1711803,2006,Cerrado,109.6,147.7,0.0
1711803,2007,Cerrado,113.4,143.9,0.0
1711803,2007,Amazônia,170.8,11.3,9.3
1711803,2008,Cerrado,117.2,140.1,0.0
1711803,2008,Amazônia,170.8,11.3,9.3
1711803,2009,Cerrado,119.5,137.8,0.0
1711803,2009,Amazônia,170.8,11.3,9.3
1711803,2010,Cerrado,121.8,135.5,0.0
1711803,2010,Amazônia,170.8,11.3,9.3
1711803,2011,Cerrado,121.8,135.5,0.0
1711803,2011,Amazônia,170.8,11.3,9.3
1711803,2012,Cerrado,121.8,135.5,0.0
1711803,2012,Amazônia,170.8,11.3,9.3
1711803,2013,Amazônia,170.8,11.3,9.3
1711803,2013,Cerrado,124.9,132.4,0.0
1711803,2014,Amazônia,170.8,11.3,9.3
1711803,2014,Cerrado,126.4,130.9,0.0
1711803,2015,Amazônia,170.8,11.3,9.3
1711803,2015,Cerrado,127.6,129.7,0.0
1711803,2016,Amazônia,170.9,11.2,9.3
1711803,2016,Cerrado,137.3,120.0,0.0
1711803,2017,Cerrado,137.9,119.4,0.0
1711803,2017,Amazônia,170.9,11.2,9.3
1711803,2018,Cerrado,141.7,115.6,0.0
1711803,2018,Amazônia,170.9,11.2,9.3
1711803,2019,Amazônia,170.9,11.2,9.3
1711803,2019,Cerrado,142.2,115.1,0.0
1711803,2020,Cerrado,146.8,110.5,0.0
1711803,2020,Amazônia,170.9,11.2,9.3
1711803,2021,Cerrado,151.5,105.8,0.0
1711803,2021,Amazônia,170.9,11.2,9.3
1711803,2022,Cerrado,156.4,100.9,0.0
1711803,2022,Amazônia,170.9,11.2,9.3
1711803,2023,Cerrado,160.3,97.0,0.0
1711803,2023,Amazônia,170.9,11.2,9.3
1711902,2000,Cerrado,642.7,9732.3,189.6
1711902,2001,Cerrado,699.5,9675.5,189.6
1711902,2002,Cerrado,756.3,9618.7,189.6
1711902,2003,Cerrado,842.1,9532.9,189.6
1711902,2004,Cerrado,927.9,9447.1,189.6
1711902,2005,Cerrado,971.5,9403.5,189.6
1711902,2006,Cerrado,1015.1,9359.9,189.6
1711902,2007,Cerrado,1046.2,9328.8,189.6
1711902,2008,Cerrado,1077.3,9297.7,189.6
1711902,2009,Cerrado,1124.3,9250.7,189.6
1711902,2010,Cerrado,1171.3,9203.7,189.6
1711902,2011,Cerrado,1203.2,9171.8,189.6
1711902,2012,Cerrado,1235.1,9139.9,189.6
1711902,2013,Cerrado,1308.7,9066.3,189.6
1711902,2014,Cerrado,1347.5,9027.5,189.6
1711902,2015,Cerrado,1415.0,8960.0,189.6
1711902,2016,Cerrado,1436.5,8938.5,189.6
1711902,2017,Cerrado,1461.9,8913.1,189.6
1711902,2018,Cerrado,1498.9,8876.1,189.6
1711902,2019,Cerrado,1521.5,8853.5,189.6
1711902,2020,Cerrado,1549.7,8825.3,189.6
1711902,2021,Cerrado,1588.7,8786.3,189.6
1711902,2022,Cerrado,1614.4,8760.6,189.6
1711902,2023,Cerrado,1627.5,8747.5,189.6
1711951,2000,Cerrado,14.3,898.7,0.0
1711951,2001,Cerrado,15.5,897.5,0.0
1711951,2002,Cerrado,16.7,896.3,0.0
1711951,2003,Cerrado,18.8,894.2,0.0
1711951,2004,Cerrado,20.9,892.1,0.0
1711951,2005,Cerrado,24.6,888.4,0.0
1711951,2006,Cerrado,28.3,884.7,0.0
1711951,2007,Cerrado,31.1,881.9,0.0
1711951,2008,Cerrado,33.9,879.1,0.0
1711951,2009,Cerrado,38.9,874.1,0.0
1711951,2010,Cerrado,43.9,869.1,0.0
1711951,2011,Cerrado,50.8,862.2,0.0
1711951,2012,Cerrado,57.7,855.3,0.0
1711951,2013,Cerrado,68.3,844.7,0.0
1711951,2014,Cerrado,87.0,826.0,0.0
1711951,2015,Cerrado,94.7,818.3,0.0
1711951,2016,Cerrado,103.8,809.2,0.0
1711951,2017,Cerrado,120.5,792.5,0.0
1711951,2018,Cerrado,130.4,782.6,0.0
1711951,2019,Cerrado,151.8,761.2,0.0
1711951,2020,Cerrado,167.3,745.7,0.0
1711951,2021,Cerrado,185.0,728.0,0.0
1711951,2022,Cerrado,201.8,711.2,0.0
1711951,2023,Cerrado,247.0,666.0,0.0
1712009,2000,Cerrado,27.5,263.9,28.5
1712009,2001,Cerrado,28.0,263.4,28.5
1712009,2002,Cerrado,28.5,262.9,28.5
1712009,2003,Cerrado,32.6,258.8,28.5
1712009,2004,Cerrado,36.7,254.7,28.5
1712009,2005,Cerrado,38.4,253.0,28.5
1712009,2006,Cerrado,40.1,251.3,28.5
1712009,2007,Cerrado,40.8,250.6,28.5
1712009,2008,Cerrado,41.5,249.9,28.5
1712009,2009,Cerrado,42.3,249.1,28.5
1712009,2010,Cerrado,43.1,248.3,28.5
1712009,2011,Cerrado,46.0,245.4,28.5
1712009,2012,Cerrado,48.9,242.5,28.5
1712009,2013,Cerrado,51.9,239.5,28.5
1712009,2014,Cerrado,52.4,239.0,28.5
1712009,2015,Cerrado,53.8,237.6,28.5
1712009,2016,Cerrado,55.3,236.1,28.5
1712009,2017,Cerrado,55.9,235.5,28.5
1712009,2018,Cerrado,55.9,235.5,28.5
1712009,2019,Cerrado,56.4,235.0,28.5
1712009,2020,Cerrado,56.6,234.8,28.5
1712009,2021,Cerrado,58.1,233.3,28.5
1712009,2022,Cerrado,59.4,232.0,28.5
1712009,2023,Cerrado,59.8,231.6,28.5
1712157,2000,Cerrado,68.5,448.3,1.2
1712157,2001,Cerrado,77.4,439.4,1.2
1712157,2002,Cerrado,86.3,430.5,1.2
1712157,2003,Cerrado,92.2,424.6,1.2
1712157,2004,Cerrado,98.1,418.7,1.2
1712157,2005,Cerrado,105.8,411.0,1.2
1712157,2006,Cerrado,113.5,403.3,1.2
1712157,2007,Cerrado,119.1,397.7,1.2
1712157,2008,Cerrado,124.7,392.1,1.2
1712157,2009,Cerrado,126.1,390.7,1.2
1712157,2010,Cerrado,127.5,389.3,1.2
1712157,2011,Cerrado,130.1,386.7,1.2
1712157,2012,Cerrado,132.7,384.1,1.2
1712157,2013,Cerrado,137.1,379.7,1.2
1712157,2014,Cerrado,140.1,376.7,1.2
1712157,2015,Cerrado,143.2,373.6,1.2
1712157,2016,Cerrado,144.3,372.5,1.2
1712157,2017,Cerrado,145.2,371.6,1.2
1712157,2018,Cerrado,145.7,371.1,1.2
1712157,2019,Cerrado,146.3,370.5,1.2
1712157,2020,Cerrado,147.5,369.3,1.2
1712157,2021,Cerrado,153.9,362.9,1.2
1712157,2022,Cerrado,165.6,351.2,1.2
1712157,2023,Cerrado,169.1,347.7,1.2
1712405,2000,Cerrado,37.8,5682.1,4.5
1712405,2001,Cerrado,48.6,5671.3,4.5
1712405,2002,Cerrado,59.4,5660.5,4.5
1712405,2003,Cerrado,67.3,5652.6,4.5
1712405,2004,Cerrado,75.2,5644.7,4.5
1712405,2005,Cerrado,85.5,5634.4,4.5
1712405,2006,Cerrado,95.8,5624.1,4.5
1712405,2007,Cerrado,106.0,5613.9,4.5
1712405,2008,Cerrado,116.2,5603.7,4.5
1712405,2009,Cerrado,119.0,5600.9,4.5
1712405,2010,Cerrado,121.8,5598.1,4.5
1712405,2011,Cerrado,132.4,5587.5,4.5
1712405,2012,Cerrado,143.0,5576.9,4.5
1712405,2013,Cerrado,155.0,5564.9,4.5
1712405,2014,Cerrado,165.4,5554.5,4.5
1712405,2015,Cerrado,176.2,5543.7,4.5
1712405,2016,Cerrado,184.1,5535.8,4.5
1712405,2017,Cerrado,195.3,5524.6,4.5
1712405,2018,Cerrado,220.9,5499.0,4.5
1712405,2019,Cerrado,243.8,5476.1,4.5
1712405,2020,Cerrado,273.0,5446.9,4.5
1712405,2021,Cerrado,287.0,5432.9,4.5
1712405,2022,Cerrado,334.6,5385.3,4.5
1712405,2023,Cerrado,367.5,5352.4,4.5
1712454,2000,Cerrado,150.1,129.9,0.0
1712454,2001,Cerrado,150.2,129.8,0.0
1712454,2002,Cerrado,150.3,129.7,0.0
1712454,2003,Cerrado,150.4,129.6,0.0
1712454,2004,Cerrado,150.5,129.5,0.0
1712454,2005,Cerrado,152.5,127.5,0.0
1712454,2006,Cerrado,154.5,125.5,0.0
1712454,2007,Cerrado,155.8,124.2,0.0
1712454,2008,Cerrado,157.1,122.9,0.0
1712454,2009,Cerrado,157.2,122.8,0.0
1712454,2010,Cerrado,157.3,122.7,0.0
1712454,2011,Cerrado,157.5,122.5,0.0
1712454,2012,Cerrado,157.7,122.3,0.0
1712454,2013,Cerrado,157.9,122.1,0.0
1712454,2014,Cerrado,158.0,122.0,0.0
1712454,2015,Cerrado,158.6,121.4,0.0
1712454,2016,Cerrado,164.0,116.0,0.0
1712454,2017,Cerrado,165.6,114.4,0.0
1712454,2018,Cerrado,167.2,112.8,0.0
1712454,2019,Cerrado,169.1,110.9,0.0
1712454,2020,Cerrado,169.7,110.3,0.0
1712454,2021,Cerrado,171.1,108.9,0.0
1712454,2022,Cerrado,171.2,108.8,0.0
1712454,2023,Cerrado,171.2,108.8,0.0
1712504,2000,Cerrado,559.9,1517.7,8.6
1712504,2001,Cerrado,631.0,1446.6,8.6
1712504,2002,Cerrado,702.1,1375.5,8.6
1712504,2003,Cerrado,767.0,1310.6,8.6
1712504,2004,Cerrado,831.9,1245.7,8.6
1712504,2005,Cerrado,872.5,1205.1,8.6
1712504,2006,Cerrado,913.1,1164.5,8.6
1712504,2007,Cerrado,941.9,1135.7,8.6
1712504,2008,Cerrado,970.7,1106.9,8.6
1712504,2009,Cerrado,1014.2,1063.4,8.6
1712504,2010,Cerrado,1057.7,1019.9,8.6
1712504,2011,Cerrado,1071.0,1006.6,8.6
1712504,2012,Cerrado,1084.3,993.3,8.6
1712504,2013,Cerrado,1104.1,973.5,8.6
1712504,2014,Cerrado,1118.6,959.0,8.6
1712504,2015,Cerrado,1160.5,917.1,8.6
1712504,2016,Cerrado,1177.8,899.8,8.6
1712504,2017,Cerrado,1191.8,885.8,8.6
1712504,2018,Cerrado,1204.5,873.1,8.6
1712504,2019,Cerrado,1212.3,865.3,8.6
1712504,2020,Cerrado,1220.3,857.3,8.6
1712504,2021,Cerrado,1231.6,846.0,8.6
1712504,2022,Cerrado,1243.6,834.0,8.6
1712504,2023,Cerrado,1248.3,829.3,8.6
1712702,2000,Cerrado,228.8,9442.6,4.7
1712702,2001,Cerrado,277.6,9393.8,4.7
1712702,2002,Cerrado,326.4,9345.0,4.7
1712702,2003,Cerrado,377.7,9293.7,4.7
1712702,2004,Cerrado,429.0,9242.4,4.7
1712702,2005,Cerrado,457.3,9214.1,4.7
1712702,2006,Cerrado,485.6,9185.8,4.7
1712702,2007,Cerrado,559.5,9111.9,4.7
1712702,2008,Cerrado,633.4,9038.0,4.7
1712702,2009,Cerrado,698.9,8972.5,4.7
1712702,2010,Cerrado,764.4,8907.0,4.7
1712702,2011,Cerrado,795.1,8876.3,4.7
1712702,2012,Cerrado,825.8,8845.6,4.7
1712702,2013,Cerrado,889.2,8782.2,4.7
1712702,2014,Cerrado,939.1,8732.3,4.7
1712702,2015,Cerrado,956.9,8714.5,4.7
1712702,2016,Cerrado,975.7,8695.7,4.7
1712702,2017,Cerrado,1015.3,8656.1,4.7
1712702,2018,Cerrado,1063.4,8608.0,4.7
1712702,2019,Cerrado,1079.4,8592.0,4.7
1712702,2020,Cerrado,1122.4,8549.0,4.7
1712702,2021,Cerrado,1143.8,8527.6,4.7
1712702,2022,Cerrado,1156.3,8515.1,4.7
1712702,2023,Cerrado,1180.0,8491.4,4.7
1712801,2000,Cerrado,140.4,585.5,11.4
1712801,2001,Cerrado,143.7,582.2,11.4
1712801,2002,Cerrado,147.0,578.9,11.4
1712801,2003,Cerrado,149.9,576.0,11.4
1712801,2004,Cerrado,152.8,573.1,11.4
1712801,2005,Cerrado,155.9,570.0,11.4
1712801,2006,Cerrado,159.0,566.9,11.4
1712801,2007,Cerrado,164.8,561.1,11.4
1712801,2008,Cerrado,170.6,555.3,11.4
1712801,2009,Cerrado,171.9,554.0,11.4
1712801,2010,Cerrado,173.2,552.7,11.4
1712801,2011,Cerrado,176.3,549.6,11.4
1712801,2012,Cerrado,179.4,546.5,11.4
1712801,2013,Cerrado,181.2,544.7,11.4
1712801,2014,Cerrado,182.6,543.3,11.4
1712801,2015,Cerrado,186.6,539.3,11.4
1712801,2016,Cerrado,187.3,538.6,11.4
1712801,2017,Cerrado,188.2,537.7,11.4
1712801,2018,Cerrado,189.2,536.7,11.4
1712801,2019,Cerrado,190.6,535.3,11.4
1712801,2020,Cerrado,192.1,533.8,11.4
1712801,2021,Cerrado,193.8,532.1,11.4
1712801,2022,Cerrado,196.1,529.8,11.4
1712801,2023,Cerrado,197.0,528.9,11.4
1713205,2000,Cerrado,703.2,1865.1,94.7
1713205,2001,Cerrado,714.5,1853.8,94.7
1713205,2002,Cerrado,725.8,1842.5,94.7
1713205,2003,Cerrado,839.5,1728.8,94.7
1713205,2004,Cerrado,953.2,1615.1,94.7
1713205,2005,Cerrado,988.1,1580.2,94.7
1713205,2006,Cerrado,1023.0,1545.3,94.7
1713205,2007,Cerrado,1044.3,1524.0,94.7
1713205,2008,Cerrado,1065.6,1502.7,94.7
1713205,2009,Cerrado,1090.3,1478.0,94.7
1713205,2010,Cerrado,1115.0,1453.3,94.7
1713205,2011,Cerrado,1138.4,1429.9,94.7
1713205,2012,Cerrado,1161.8,1406.5,94.7
1713205,2013,Cerrado,1201.0,1367.3,94.7
1713205,2014,Cerrado,1236.1,1332.2,94.7
1713205,2015,Cerrado,1268.4,1299.9,94.7
1713205,2016,Cerrado,1298.3,1270.0,94.7
1713205,2017,Cerrado,1324.6,1243.7,94.7
1713205,2018,Cerrado,1335.1,1233.2,94.7
1713205,2019,Cerrado,1354.1,1214.2,94.7
1713205,2020,Cerrado,1367.5,1200.8,94.7
1713205,2021,Cerrado,1385.2,1183.1,94.7
1713205,2022,Cerrado,1400.5,1167.8,94.7
1713205,2023,Cerrado,1426.1,1142.2,94.7
1713304,2000,Cerrado,640.1,387.6,1.9
1713304,2000,Amazônia,3.5,0.0,0.0
1713304,2001,Amazônia,3.5,0.0,0.0
1713304,2001,Cerrado,646.7,381.0,1.9
1713304,2002,Cerrado,653.3,374.4,1.9
1713304,2002,Amazônia,3.5,0.0,0.0
1713304,2003,Amazônia,3.5,0.0,0.0
1713304,2003,Cerrado,694.9,332.8,1.9
1713304,2004,Amazônia,3.5,0.0,0.0
1713304,2004,Cerrado,736.5,291.2,1.9
1713304,2005,Amazônia,3.5,0.0,0.0
1713304,2005,Cerrado,744.0,283.7,1.9
1713304,2006,Amazônia,3.5,0.0,0.0
1713304,2006,Cerrado,751.5,276.2,1.9
1713304,2007,Amazônia,3.5,0.0,0.0
1713304,2007,Cerrado,760.1,267.6,1.9
1713304,2008,Cerrado,768.7,259.0,1.9
1713304,2008,Amazônia,3.5,0.0,0.0
1713304,2009,Cerrado,776.0,251.7,1.9
1713304,2009,Amazônia,3.5,0.0,0.0
1713304,2010,Amazônia,3.5,0.0,0.0
1713304,2010,Cerrado,783.3,244.4,1.9
1713304,2011,Cerrado,793.7,234.0,1.9
1713304,2011,Amazônia,3.5,0.0,0.0
1713304,2012,Amazônia,3.5,0.0,0.0
1713304,2012,Cerrado,804.1,223.6,1.9
1713304,2013,Amazônia,3.5,0.0,0.0
1713304,2013,Cerrado,814.4,213.3,1.9
1713304,2014,Amazônia,3.5,0.0,0.0
1713304,2014,Cerrado,824.2,203.5,1.9
1713304,2015,Amazônia,3.5,0.0,0.0
1713304,2015,Cerrado,835.5,192.2,1.9
1713304,2016,Amazônia,3.5,0.0,0.0
1713304,2016,Cerrado,843.0,184.7,1.9
1713304,2017,Cerrado,847.3,180.4,1.9
1713304,2017,Amazônia,3.5,0.0,0.0
1713304,2018,Cerrado,850.7,177.0,1.9
1713304,2018,Amazônia,3.5,0.0,0.0
1713304,2019,Amazônia,3.5,0.0,0.0
1713304,2019,Cerrado,856.7,171.0,1.9
1713304,2020,Cerrado,859.3,168.4,1.9
1713304,2020,Amazônia,3.5,0.0,0.0
1713304,2021,Cerrado,862.2,165.5,1.9
1713304,2021,Amazônia,3.5,0.0,0.0
1713304,2022,Amazônia,3.5,0.0,0.0
1713304,2022,Cerrado,863.5,164.2,1.9
1713304,2023,Amazônia,3.5,0.0,0.0
1713304,2023,Cerrado,866.5,161.2,1.9
1713601,2000,Cerrado,474.2,3118.8,8.5
1713601,2001,Cerrado,505.3,3087.7,8.5
1713601,2002,Cerrado,536.4,3056.6,8.5
1713601,2003,Cerrado,588.7,3004.3,8.5
1713601,2004,Cerrado,641.0,2952.0,8.5
1713601,2005,Cerrado,667.4,2925.6,8.5
1713601,2006,Cerrado,693.8,2899.2,8.5
1713601,2007,Cerrado,718.3,2874.7,8.5
1713601,2008,Cerrado,742.8,2850.2,8.5
1713601,2009,Cerrado,754.7,2838.3,8.5
1713601,2010,Cerrado,766.6,2826.4,8.5
1713601,2011,Cerrado,800.0,2793.0,8.5
1713601,2012,Cerrado,833.4,2759.6,8.5
1713601,2013,Cerrado,888.9,2704.1,8.5
1713601,2014,Cerrado,919.7,2673.3,8.5
1713601,2015,Cerrado,965.1,2627.9,8.5
1713601,2016,Cerrado,989.5,2603.5,8.5
1713601,2017,Cerrado,1024.2,2568.8,8.5
1713601,2018,Cerrado,1053.2,2539.8,8.5
1713601,2019,Cerrado,1091.6,2501.4,8.5
1713601,2020,Cerrado,1114.1,2478.9,8.5
1713601,2021,Cerrado,1138.9,2454.1,8.5
1713601,2022,Cerrado,1168.0,2425.0,8.5
1713601,2023,Cerrado,1215.0,2378.0,8.5
1713700,2000,Cerrado,252.9,826.5,1.2
1713700,2001,Cerrado,265.0,814.4,1.2
1713700,2002,Cerrado,277.1,802.3,1.2
1713700,2003,Cerrado,306.7,772.7,1.2
1713700,2004,Cerrado,336.3,743.1,1.2
1713700,2005,Cerrado,370.5,708.9,1.2
1713700,2006,Cerrado,404.7,674.7,1.2
1713700,2007,Cerrado,411.9,667.5,1.2
1713700,2008,Cerrado,419.1,660.3,1.2
1713700,2009,Cerrado,433.1,646.3,1.2
1713700,2010,Cerrado,447.1,632.3,1.2
1713700,2011,Cerrado,452.9,626.5,1.2
1713700,2012,Cerrado,458.7,620.7,1.2
1713700,2013,Cerrado,473.8,605.6,1.2
1713700,2014,Cerrado,483.9,595.5,1.2
1713700,2015,Cerrado,507.6,571.8,1.2
1713700,2016,Cerrado,518.6,560.8,1.2
1713700,2017,Cerrado,531.5,547.9,1.2
1713700,2018,Cerrado,549.0,530.4,1.2
1713700,2019,Cerrado,561.5,517.9,1.2
1713700,2020,Cerrado,589.6,489.8,1.2
1713700,2021,Cerrado,600.9,478.5,1.2
1713700,2022,Cerrado,613.2,466.2,1.2
1713700,2023,Cerrado,618.0,461.4,1.2
1713809,2000,Cerrado,204.3,530.1,15.0
1713809,2001,Cerrado,221.8,512.6,15.0
1713809,2002,Cerrado,239.3,495.1,15.0
1713809,2003,Cerrado,248.4,486.0,15.0
1713809,2004,Cerrado,257.5,476.9,15.0
1713809,2005,Cerrado,270.6,463.8,15.0
1713809,2006,Cerrado,283.7,450.7,15.0
1713809,2007,Cerrado,291.6,442.8,15.0
1713809,2008,Cerrado,299.5,434.9,15.0
1713809,2009,Cerrado,305.6,428.8,15.0
1713809,2010,Cerrado,311.7,422.7,15.0
1713809,2011,Cerrado,321.3,413.1,15.0
1713809,2012,Cerrado,330.9,403.5,15.0
1713809,2013,Cerrado,336.0,398.4,15.0
1713809,2014,Cerrado,340.1,394.3,15.0
1713809,2015,Cerrado,350.4,384.0,15.0
1713809,2016,Cerrado,367.5,366.9,15.0
1713809,2017,Cerrado,374.3,360.1,15.0
1713809,2018,Cerrado,381.4,353.0,15.0
1713809,2019,Cerrado,384.7,349.7,15.0
1713809,2020,Cerrado,390.2,344.2,15.0
1713809,2021,Cerrado,393.7,340.7,15.0
1713809,2022,Cerrado,397.9,336.5,15.0
1713809,2023,Cerrado,404.0,330.4,15.0
1713957,2000,Amazônia,932.5,241.0,21.9
1713957,2001,Amazônia,934.0,239.5,21.9
1713957,2002,Amazônia,939.4,234.1,21.9
1713957,2003,Amazônia,939.4,234.1,21.9
1713957,2004,Amazônia,946.6,226.9,21.9
1713957,2005,Amazônia,951.7,221.8,21.9
1713957,2006,Amazônia,953.5,220.0,21.9
1713957,2007,Amazônia,954.4,219.1,21.9
1713957,2008,Amazônia,956.9,216.6,21.9
1713957,2009,Amazônia,957.7,215.8,21.9
1713957,2010,Amazônia,958.8,214.7,21.9
1713957,2011,Amazônia,959.4,214.1,21.9
1713957,2012,Amazônia,959.8,213.7,21.9
1713957,2013,Amazônia,960.1,213.4,21.9
1713957,2014,Amazônia,960.3,213.2,21.9
1713957,2015,Amazônia,964.6,208.9,21.9
1713957,2016,Amazônia,965.1,208.4,21.9
1713957,2017,Amazônia,965.1,208.4,21.9
1713957,2018,Amazônia,965.6,207.9,21.9
1713957,2019,Amazônia,965.7,207.8,21.9
1713957,2020,Amazônia,966.0,207.5,21.9
1713957,2021,Amazônia,966.8,206.7,21.9
1713957,2022,Amazônia,967.2,206.3,21.9
1713957,2023,Amazônia,967.3,206.2,21.9
1714203,2000,Cerrado,103.4,3148.0,6.4
1714203,2001,Cerrado,116.6,3134.8,6.4
1714203,2002,Cerrado,129.8,3121.6,6.4
1714203,2003,Cerrado,157.8,3093.6,6.4
1714203,2004,Cerrado,185.8,3065.6,6.4
1714203,2005,Cerrado,221.1,3030.3,6.4
1714203,2006,Cerrado,256.4,2995.0,6.4
1714203,2007,Cerrado,278.9,2972.5,6.4
1714203,2008,Cerrado,301.4,2950.0,6.4
1714203,2009,Cerrado,324.4,2927.0,6.4
1714203,2010,Cerrado,347.4,2904.0,6.4
1714203,2011,Cerrado,368.8,2882.6,6.4
1714203,2012,Cerrado,390.2,2861.2,6.4
1714203,2013,Cerrado,434.3,2817.1,6.4
