cod_ibge,ano,bioma,desmatado,vegetacao_natural,hidrografia
1706258,2001,Cerrado,325.6,643.2,3.7
1706258,2002,Cerrado,356.9,611.9,3.7
1706258,2003,Cerrado,371.6,597.2,3.7
1706258,2004,Cerrado,386.3,582.5,3.7
1706258,2005,Cerrado,401.1,567.7,3.7
1706258,2006,Cerrado,415.9,552.9,3.7
1706258,2007,Cerrado,425.2,543.6,3.7
1706258,2008,Cerrado,434.5,534.3,3.7
1706258,2009,Cerrado,438.7,530.1,3.7
1706258,2010,Cerrado,442.9,525.9,3.7
1706258,2011,Cerrado,446.3,522.5,3.7
1706258,2012,Cerrado,449.7,519.1,3.7
1706258,2013,Cerrado,475.8,493.0,3.7
1706258,2014,Cerrado,494.4,474.4,3.7
1706258,2015,Cerrado,511.4,457.4,3.7
1706258,2016,Cerrado,525.8,443.0,3.7
1706258,2017,Cerrado,533.3,435.5,3.7
1706258,2018,Cerrado,546.0,422.8,3.7
1706258,2019,Cerrado,552.5,416.3,3.7
1706258,2020,Cerrado,556.3,412.5,3.7
1706258,2021,Cerrado,558.1,410.7,3.7
1706258,2022,Cerrado,560.6,408.2,3.7
1706258,2023,Cerrado,565.9,402.9,3.7
1706506,2000,Cerrado,158.4,1330.1,33.6
1706506,2000,Amazônia,62.7,28.9,0.0
1706506,2001,Cerrado,183.9,1304.6,33.6
1706506,2001,Amazônia,63.1,28.5,0.0
1706506,2002,Amazônia,64.7,26.9,0.0
1706506,2002,Cerrado,209.4,1279.1,33.6
1706506,2003,Cerrado,243.2,1245.3,33.6
1706506,2003,Amazônia,67.7,23.9,0.0
1706506,2004,Amazônia,68.4,23.2,0.0
1706506,2004,Cerrado,277.0,1211.5,33.6
1706506,2005,Cerrado,300.3,1188.2,33.6
1706506,2005,Amazônia,71.2,20.4,0.0
1706506,2006,Amazônia,72.1,19.5,0.0
1706506,2006,Cerrado,323.6,1164.9,33.6
1706506,2007,Amazônia,72.1,19.5,0.0
1706506,2007,Cerrado,337.4,1151.1,33.6
1706506,2008,Amazônia,72.4,19.2,0.0
1706506,2008,Cerrado,351.2,1137.3,33.6
1706506,2009,Amazônia,72.6,19.0,0.0
1706506,2009,Cerrado,362.2,1126.3,33.6
1706506,2010,Cerrado,373.2,1115.3,33.6
1706506,2010,Amazônia,72.6,19.0,0.0
1706506,2011,Cerrado,383.3,1105.2,33.6
1706506,2011,Amazônia,72.7,18.9,0.0
1706506,2012,Cerrado,393.4,1095.1,33.6
1706506,2012,Amazônia,72.7,18.9,0.0
1706506,2013,Cerrado,409.7,1078.8,33.6
1706506,2013,Amazônia,72.8,18.8,0.0
1706506,2014,Amazônia,72.8,18.8,0.0
1706506,2014,Cerrado,421.1,1067.4,33.6
1706506,2015,Cerrado,452.1,1036.4,33.6
1706506,2015,Amazônia,72.8,18.8,0.0
1706506,2016,Amazônia,72.8,18.8,0.0
1706506,2016,Cerrado,460.7,1027.8,33.6
1706506,2017,Cerrado,475.6,1012.9,33.6
1706506,2017,Amazônia,72.8,18.8,0.0
1706506,2018,Amazônia,72.8,18.8,0.0
1706506,2018,Cerrado,498.6,989.9,33.6
1706506,2019,Amazônia,72.9,18.7,0.0
1706506,2019,Cerrado,512.2,976.3,33.6
1706506,2020,Cerrado,520.5,968.0,33.6
1706506,2020,Amazônia,73.9,17.7,0.0
1706506,2021,Amazônia,74.5,17.1,0.0
1706506,2021,Cerrado,532.2,956.3,33.6
1706506,2022,Amazônia,74.5,17.1,0.0
1706506,2022,Cerrado,557.1,931.4,33.6
1706506,2023,Amazônia,74.5,17.1,0.0
1706506,2023,Cerrado,569.8,918.7,33.6
1707009,2000,Cerrado,77.4,3109.6,26.5
1707009,2001,Cerrado,115.1,3071.9,26.5
1707009,2002,Cerrado,152.8,3034.2,26.5
1707009,2003,Cerrado,175.1,3011.9,26.5
1707009,2004,Cerrado,197.4,2989.6,26.5
1707009,2005,Cerrado,229.0,2958.0,26.5
1707009,2006,Cerrado,260.6,2926.4,26.5
1707009,2007,Cerrado,279.3,2907.7,26.5
1707009,2008,Cerrado,298.0,2889.0,26.5
1707009,2009,Cerrado,312.6,2874.4,26.5
1707009,2010,Cerrado,327.2,2859.8,26.5
1707009,2011,Cerrado,347.1,2839.9,26.5
1707009,2012,Cerrado,367.0,2820.0,26.5
1707009,2013,Cerrado,398.6,2788.4,26.5
1707009,2014,Cerrado,431.2,2755.8,26.5
1707009,2015,Cerrado,473.4,2713.6,26.5
1707009,2016,Cerrado,483.7,2703.3,26.5
1707009,2017,Cerrado,508.2,2678.8,26.5
1707009,2018,Cerrado,547.1,2639.9,26.5
1707009,2019,Cerrado,557.6,2629.4,26.5
1707009,2020,Cerrado,567.6,2619.4,26.5
1707009,2021,Cerrado,586.8,2600.2,26.5
1707009,2022,Cerrado,622.9,2564.1,26.5
1707009,2023,Cerrado,661.8,2525.2,26.5
1707108,2000,Cerrado,444.5,1910.2,3.7
1707108,2001,Cerrado,485.6,1869.1,3.7
1707108,2002,Cerrado,526.7,1828.0,3.7
1707108,2003,Cerrado,576.8,1777.9,3.7
1707108,2004,Cerrado,626.9,1727.8,3.7
1707108,2005,Cerrado,687.5,1667.2,3.7
1707108,2006,Cerrado,748.1,1606.6,3.7
1707108,2007,Cerrado,771.9,1582.8,3.7
1707108,2008,Cerrado,795.7,1559.0,3.7
1707108,2009,Cerrado,832.2,1522.5,3.7
1707108,2010,Cerrado,868.7,1486.0,3.7
1707108,2011,Cerrado,895.1,1459.6,3.7
1707108,2012,Cerrado,921.5,1433.2,3.7
1707108,2013,Cerrado,967.5,1387.2,3.7
1707108,2014,Cerrado,981.7,1373.0,3.7
1707108,2015,Cerrado,1030.7,1324.0,3.7
1707108,2016,Cerrado,1045.5,1309.2,3.7
1707108,2017,Cerrado,1082.8,1271.9,3.7
1707108,2018,Cerrado,1101.7,1253.0,3.7
1707108,2019,Cerrado,1119.4,1235.3,3.7
1707108,2020,Cerrado,1146.0,1208.7,3.7
1707108,2021,Cerrado,1166.9,1187.8,3.7
1707108,2022,Cerrado,1183.2,1171.5,3.7
1707108,2023,Cerrado,1200.2,1154.5,3.7
1707207,2000,Amazônia,0.0,0.2,0.0
1707207,2000,Cerrado,385.1,3363.7,0.5
1707207,2001,Amazônia,0.0,0.2,0.0
1707207,2001,Cerrado,421.5,3327.3,0.5
1707207,2002,Amazônia,0.1,0.1,0.0
1707207,2002,Cerrado,457.9,3290.9,0.5
1707207,2003,Cerrado,507.6,3241.2,0.5
1707207,2003,Amazônia,0.1,0.1,0.0
1707207,2004,Cerrado,557.3,3191.5,0.5
1707207,2004,Amazônia,0.1,0.1,0.0
1707207,2005,Amazônia,0.1,0.1,0.0
1707207,2005,Cerrado,642.1,3106.7,0.5
1707207,2006,Cerrado,726.9,3021.9,0.5
1707207,2006,Amazônia,0.1,0.1,0.0
1707207,2007,Amazônia,0.1,0.1,0.0
1707207,2007,Cerrado,760.8,2988.0,0.5
1707207,2008,Amazônia,0.1,0.1,0.0
1707207,2008,Cerrado,794.7,2954.1,0.5
1707207,2009,Amazônia,0.1,0.1,0.0
1707207,2009,Cerrado,907.7,2841.1,0.5
1707207,2010,Amazônia,0.1,0.1,0.0
1707207,2010,Cerrado,1020.7,2728.1,0.5
1707207,2011,Amazônia,0.1,0.1,0.0
1707207,2011,Cerrado,1047.1,2701.7,0.5
1707207,2012,Cerrado,1073.5,2675.3,0.5
1707207,2012,Amazônia,0.1,0.1,0.0
1707207,2013,Amazônia,0.1,0.1,0.0
1707207,2013,Cerrado,1141.9,2606.9,0.5
1707207,2014,Cerrado,1170.5,2578.3,0.5
1707207,2014,Amazônia,0.1,0.1,0.0
1707207,2015,Amazônia,0.1,0.1,0.0
1707207,2015,Cerrado,1236.8,2512.0,0.5
1707207,2016,Amazônia,0.1,0.1,0.0
1707207,2016,Cerrado,1287.9,2460.9,0.5
1707207,2017,Amazônia,0.1,0.1,0.0
1707207,2017,Cerrado,1324.2,2424.6,0.5
1707207,2018,Cerrado,1365.7,2383.1,0.5
1707207,2018,Amazônia,0.1,0.1,0.0
1707207,2019,Amazônia,0.1,0.1,0.0
1707207,2019,Cerrado,1417.6,2331.2,0.5
1707207,2020,Amazônia,0.1,0.1,0.0
1707207,2020,Cerrado,1464.9,2283.9,0.5
1707207,2021,Amazônia,0.1,0.1,0.0
1707207,2021,Cerrado,1511.9,2236.9,0.5
1707207,2022,Cerrado,1576.5,2172.3,0.5
1707207,2022,Amazônia,0.1,0.1,0.0
1707207,2023,Cerrado,1630.5,2118.3,0.5
1707207,2023,Amazônia,0.1,0.1,0.0
1707306,2000,Cerrado,716.1,2698.6,14.2
1707306,2001,Cerrado,829.4,2585.3,14.2
1707306,2002,Cerrado,942.7,2472.0,14.2
1707306,2003,Cerrado,1011.7,2403.0,14.2
1707306,2004,Cerrado,1080.7,2334.0,14.2
1707306,2005,Cerrado,1138.5,2276.2,14.2
1707306,2006,Cerrado,1196.3,2218.4,14.2
1707306,2007,Cerrado,1240.3,2174.4,14.2
1707306,2008,Cerrado,1284.3,2130.4,14.2
1707306,2009,Cerrado,1307.6,2107.1,14.2
1707306,2010,Cerrado,1330.9,2083.8,14.2
1707306,2011,Cerrado,1342.9,2071.8,14.2
1707306,2012,Cerrado,1354.9,2059.8,14.2
1707306,2013,Cerrado,1429.2,1985.5,14.2
1707306,2014,Cerrado,1459.2,1955.5,14.2
1707306,2015,Cerrado,1501.5,1913.2,14.2
1707306,2016,Cerrado,1530.0,1884.7,14.2
1707306,2017,Cerrado,1574.1,1840.6,14.2
1707306,2018,Cerrado,1606.4,1808.3,14.2
1707306,2019,Cerrado,1654.0,1760.7,14.2
1707306,2020,Cerrado,1683.1,1731.6,14.2
1707306,2021,Cerrado,1713.2,1701.5,14.2
1707306,2022,Cerrado,1736.7,1678.0,14.2
1707306,2023,Cerrado,1765.4,1649.3,14.2
1707405,2000,Amazônia,194.4,42.0,51.4
1707405,2001,Amazônia,206.7,29.7,51.4
1707405,2002,Amazônia,207.1,29.3,51.4
1707405,2003,Amazônia,208.7,27.7,51.4
1707405,2004,Amazônia,209.6,26.8,51.4
1707405,2005,Amazônia,211.1,25.3,51.4
1707405,2006,Amazônia,211.3,25.1,51.4
1707405,2007,Amazônia,211.9,24.5,51.4
1707405,2008,Amazônia,213.0,23.4,51.4
1707405,2009,Amazônia,214.3,22.1,51.4
1707405,2010,Amazônia,215.0,21.4,51.4
1707405,2011,Amazônia,215.1,21.3,51.4
1707405,2012,Amazônia,215.4,21.0,51.4
1707405,2013,Amazônia,215.7,20.7,51.4
1707405,2014,Amazônia,215.7,20.7,51.4
1707405,2015,Amazônia,215.7,20.7,51.4
1707405,2016,Amazônia,216.2,20.2,51.4
1707405,2017,Amazônia,216.2,20.2,51.4
1707405,2018,Amazônia,216.4,20.0,51.4
1707405,2019,Amazônia,217.0,19.4,51.4
1707405,2020,Amazônia,217.8,18.6,51.4
1707405,2021,Amazônia,218.0,18.4,51.4
1707405,2022,Amazônia,218.3,18.1,51.4
1707405,2023,Amazônia,219.0,17.4,51.4
1707553,2000,Cerrado,114.5,269.0,0.4
1707553,2001,Cerrado,133.0,250.5,0.4
1707553,2002,Cerrado,151.5,232.0,0.4
1707553,2003,Cerrado,154.0,229.5,0.4
1707553,2004,Cerrado,156.5,227.0,0.4
1707553,2005,Cerrado,160.6,222.9,0.4
1707553,2006,Cerrado,164.7,218.8,0.4
1707553,2007,Cerrado,170.5,213.0,0.4
1707553,2008,Cerrado,176.3,207.2,0.4
1707553,2009,Cerrado,179.8,203.7,0.4
1707553,2010,Cerrado,183.3,200.2,0.4
1707553,2011,Cerrado,186.1,197.4,0.4
1707553,2012,Cerrado,188.9,194.6,0.4
1707553,2013,Cerrado,195.7,187.8,0.4
1707553,2014,Cerrado,201.2,182.3,0.4
1707553,2015,Cerrado,209.3,174.2,0.4
1707553,2016,Cerrado,211.6,171.9,0.4
1707553,2017,Cerrado,213.9,169.6,0.4
1707553,2018,Cerrado,215.1,168.4,0.4
1707553,2019,Cerrado,219.0,164.5,0.4
1707553,2020,Cerrado,220.1,163.4,0.4
1707553,2021,Cerrado,222.2,161.3,0.4
1707553,2022,Cerrado,224.9,158.6,0.4
1707553,2023,Cerrado,229.4,154.1,0.4
1707652,2000,Cerrado,775.8,1144.1,13.3
1707652,2001,Cerrado,830.0,1089.9,13.3
1707652,2002,Cerrado,884.2,1035.7,13.3
1707652,2003,Cerrado,914.6,1005.3,13.3
1707652,2004,Cerrado,945.0,974.9,13.3
1707652,2005,Cerrado,966.1,953.8,13.3
1707652,2006,Cerrado,987.2,932.7,13.3
1707652,2007,Cerrado,1001.5,918.4,13.3
1707652,2008,Cerrado,1015.8,904.1,13.3
1707652,2009,Cerrado,1028.7,891.2,13.3
1707652,2010,Cerrado,1041.6,878.3,13.3
1707652,2011,Cerrado,1051.1,868.8,13.3
1707652,2012,Cerrado,1060.6,859.3,13.3
1707652,2013,Cerrado,1085.2,834.7,13.3
1707652,2014,Cerrado,1105.5,814.4,13.3
1707652,2015,Cerrado,1128.6,791.3,13.3
1707652,2016,Cerrado,1142.2,777.7,13.3
1707652,2017,Cerrado,1149.3,770.6,13.3
1707652,2018,Cerrado,1156.6,763.3,13.3
1707652,2019,Cerrado,1164.8,755.1,13.3
1707652,2020,Cerrado,1174.5,745.4,13.3
1707652,2021,Cerrado,1178.3,741.6,13.3
1707652,2022,Cerrado,1187.0,732.9,13.3
1707652,2023,Cerrado,1191.7,728.2,13.3
1707702,2000,Cerrado,123.6,1787.5,72.5
1707702,2001,Cerrado,144.6,1766.5,72.5
1707702,2002,Cerrado,165.6,1745.5,72.5
1707702,2003,Cerrado,188.7,1722.4,72.5
1707702,2004,Cerrado,211.8,1699.3,72.5
1707702,2005,Cerrado,261.5,1649.6,72.5
1707702,2006,Cerrado,311.2,1599.9,72.5
1707702,2007,Cerrado,326.2,1584.9,72.5
1707702,2008,Cerrado,341.2,1569.9,72.5
1707702,2009,Cerrado,357.5,1553.6,72.5
1707702,2010,Cerrado,373.8,1537.3,72.5
1707702,2011,Cerrado,408.5,1502.6,72.5
1707702,2012,Cerrado,443.2,1467.9,72.5
1707702,2013,Cerrado,455.8,1455.3,72.5
1707702,2014,Cerrado,468.8,1442.3,72.5
1707702,2015,Cerrado,504.2,1406.9,72.5
1707702,2016,Cerrado,524.1,1387.0,72.5
1707702,2017,Cerrado,536.5,1374.6,72.5
1707702,2018,Cerrado,546.3,1364.8,72.5
1707702,2019,Cerrado,563.8,1347.3,72.5
1707702,2020,Cerrado,588.1,1323.0,72.5
1707702,2021,Cerrado,605.7,1305.4,72.5
1707702,2022,Cerrado,625.4,1285.7,72.5
1707702,2023,Cerrado,637.4,1273.7,72.5
1708205,2000,Cerrado,1532.7,11617.1,274.7
1708205,2001,Cerrado,1670.1,11479.7,274.7
1708205,2002,Cerrado,1807.5,11342.3,274.7
1708205,2003,Cerrado,1921.4,11228.4,274.7
1708205,2004,Cerrado,2035.3,11114.5,274.7
1708205,2005,Cerrado,2083.8,11066.0,274.7
1708205,2006,Cerrado,2132.3,11017.5,274.7
1708205,2007,Cerrado,2181.7,10968.1,274.7
1708205,2008,Cerrado,2231.1,10918.7,274.7
1708205,2009,Cerrado,2273.4,10876.4,274.7
1708205,2010,Cerrado,2315.7,10834.1,274.7
1708205,2011,Cerrado,2359.6,10790.2,274.7
1708205,2012,Cerrado,2403.5,10746.3,274.7
1708205,2013,Cerrado,2470.9,10678.9,274.7
1708205,2014,Cerrado,2515.7,10634.1,274.7
1708205,2015,Cerrado,2582.9,10566.9,274.7
1708205,2016,Cerrado,2609.3,10540.5,274.7
1708205,2017,Cerrado,2643.4,10506.4,274.7
1708205,2018,Cerrado,2672.9,10476.9,274.7
1708205,2019,Cerrado,2710.7,10439.1,274.7
1708205,2020,Cerrado,2733.2,10416.6,274.7
1708205,2021,Cerrado,2761.9,10387.9,274.7
1708205,2022,Cerrado,2790.4,10359.4,274.7
1708205,2023,Cerrado,2808.3,10341.5,274.7
1708254,2000,Cerrado,432.7,150.0,0.0
1708254,2000,Amazônia,38.1,0.0,0.0
1708254,2001,Amazônia,38.1,0.0,0.0
1708254,2001,Cerrado,436.7,146.0,0.0
1708254,2002,Amazônia,38.1,0.0,0.0
1708254,2002,Cerrado,440.7,142.0,0.0
1708254,2003,Amazônia,38.1,0.0,0.0
1708254,2003,Cerrado,449.7,133.0,0.0
1708254,2004,Cerrado,458.7,124.0,0.0
1708254,2004,Amazônia,38.1,0.0,0.0
1708254,2005,Amazônia,38.1,0.0,0.0
1708254,2005,Cerrado,460.9,121.8,0.0
1708254,2006,Amazônia,38.1,0.0,0.0
1708254,2006,Cerrado,463.1,119.6,0.0
1708254,2007,Cerrado,466.2,116.5,0.0
1708254,2007,Amazônia,38.1,0.0,0.0
1708254,2008,Amazônia,38.1,0.0,0.0
1708254,2008,Cerrado,469.3,113.4,0.0
1708254,2009,Cerrado,470.7,112.0,0.0
1708254,2009,Amazônia,38.1,0.0,0.0
1708254,2010,Amazônia,38.1,0.0,0.0
1708254,2010,Cerrado,472.1,110.6,0.0
1708254,2011,Amazônia,38.1,0.0,0.0
1708254,2011,Cerrado,475.1,107.6,0.0
1708254,2012,Amazônia,38.1,0.0,0.0
1708254,2012,Cerrado,478.1,104.6,0.0
1708254,2013,Amazônia,38.1,0.0,0.0
1708254,2013,Cerrado,479.2,103.5,0.0
1708254,2014,Cerrado,482.9,99.8,0.0
1708254,2014,Amazônia,38.1,0.0,0.0
1708254,2015,Amazônia,38.1,0.0,0.0
1708254,2015,Cerrado,484.9,97.8,0.0
1708254,2016,Cerrado,489.5,93.2,0.0
1708254,2016,Amazônia,38.1,0.0,0.0
1708254,2017,Amazônia,38.1,0.0,0.0
1708254,2017,Cerrado,491.8,90.9,0.0
1708254,2018,Cerrado,493.3,89.4,0.0
1708254,2018,Amazônia,38.1,0.0,0.0
1708254,2019,Amazônia,38.1,0.0,0.0
1708254,2019,Cerrado,493.6,89.1,0.0
1708254,2020,Amazônia,38.1,0.0,0.0
1708254,2020,Cerrado,493.9,88.8,0.0
1708254,2021,Cerrado,494.5,88.2,0.0
1708254,2021,Amazônia,38.1,0.0,0.0
1708254,2022,Cerrado,495.4,87.3,0.0
1708254,2022,Amazônia,38.1,0.0,0.0
1708254,2023,Amazônia,38.1,0.0,0.0
1708254,2023,Cerrado,496.4,86.3,0.0
1708304,2000,Cerrado,150.0,1595.3,0.9
1708304,2000,Amazônia,39.7,5.5,0.0
1708304,2001,Amazônia,40.4,4.8,0.0
1708304,2001,Cerrado,184.2,1561.1,0.9
1708304,2002,Amazônia,41.0,4.2,0.0
1708304,2002,Cerrado,218.4,1526.9,0.9
1708304,2003,Cerrado,251.8,1493.5,0.9
1708304,2003,Amazônia,41.8,3.4,0.0
1708304,2004,Amazônia,41.9,3.3,0.0
1708304,2004,Cerrado,285.2,1460.1,0.9
1708304,2005,Amazônia,42.8,2.4,0.0
1708304,2005,Cerrado,339.6,1405.7,0.9
1708304,2006,Amazônia,42.8,2.4,0.0
1708304,2006,Cerrado,394.0,1351.3,0.9
1708304,2007,Cerrado,407.9,1337.4,0.9
1708304,2007,Amazônia,42.8,2.4,0.0
1708304,2008,Amazônia,42.9,2.3,0.0
1708304,2008,Cerrado,421.8,1323.5,0.9
1708304,2009,Amazônia,43.0,2.2,0.0
1708304,2009,Cerrado,519.2,1226.1,0.9
1708304,2010,Amazônia,43.0,2.2,0.0
1708304,2010,Cerrado,616.6,1128.7,0.9
1708304,2011,Amazônia,43.0,2.2,0.0
1708304,2011,Cerrado,636.9,1108.4,0.9
1708304,2012,Amazônia,43.1,2.1,0.0
1708304,2012,Cerrado,657.2,1088.1,0.9
1708304,2013,Cerrado,704.9,1040.4,0.9
1708304,2013,Amazônia,43.1,2.1,0.0
1708304,2014,Cerrado,729.7,1015.6,0.9
1708304,2014,Amazônia,43.1,2.1,0.0
1708304,2015,Cerrado,773.8,971.5,0.9
1708304,2015,Amazônia,43.1,2.1,0.0
1708304,2016,Cerrado,799.3,946.0,0.9
1708304,2016,Amazônia,43.1,2.1,0.0
1708304,2017,Amazônia,43.2,2.0,0.0
1708304,2017,Cerrado,811.9,933.4,0.9
1708304,2018,Amazônia,43.2,2.0,0.0
1708304,2018,Cerrado,826.7,918.6,0.9
1708304,2019,Amazônia,43.2,2.0,0.0
1708304,2019,Cerrado,848.6,896.7,0.9
1708304,2020,Cerrado,865.0,880.3,0.9
1708304,2020,Amazônia,43.2,2.0,0.0
1708304,2021,Amazônia,43.2,2.0,0.0
1708304,2021,Cerrado,877.9,867.4,0.9
1708304,2022,Amazônia,43.2,2.0,0.0
1708304,2022,Cerrado,900.2,845.1,0.9
1708304,2023,Cerrado,916.9,828.4,0.9
1708304,2023,Amazônia,43.2,2.0,0.0
1709005,2000,Cerrado,86.7,6304.2,22.8
1709005,2001,Cerrado,106.0,6284.9,22.8
1709005,2002,Cerrado,125.3,6265.6,22.8
1709005,2003,Cerrado,158.9,6232.0,22.8
1709005,2004,Cerrado,192.5,6198.4,22.8
1709005,2005,Cerrado,265.3,6125.6,22.8
1709005,2006,Cerrado,338.1,6052.8,22.8
1709005,2007,Cerrado,386.7,6004.2,22.8
1709005,2008,Cerrado,435.3,5955.6,22.8
1709005,2009,Cerrado,466.9,5924.0,22.8
1709005,2010,Cerrado,498.5,5892.4,22.8
1709005,2011,Cerrado,566.4,5824.5,22.8
1709005,2012,Cerrado,634.3,5756.6,22.8
1709005,2013,Cerrado,716.4,5674.5,22.8
1709005,2014,Cerrado,788.0,5602.9,22.8
1709005,2015,Cerrado,846.6,5544.3,22.8
1709005,2016,Cerrado,901.4,5489.5,22.8
1709005,2017,Cerrado,962.6,5428.3,22.8
1709005,2018,Cerrado,988.6,5402.3,22.8
1709005,2019,Cerrado,1036.8,5354.1,22.8
1709005,2020,Cerrado,1085.4,5305.5,22.8
1709005,2021,Cerrado,1146.0,5244.9,22.8
1709005,2022,Cerrado,1210.5,5180.4,22.8
1709005,2023,Cerrado,1272.3,5118.6,22.8
1709302,2000,Amazônia,442.7,4.0,0.0
1709302,2000,Cerrado,677.8,1145.0,7.7
1709302,2001,Amazônia,442.9,3.8,0.0
1709302,2001,Cerrado,705.0,1117.8,7.7
1709302,2002,Cerrado,732.2,1090.6,7.7
1709302,2002,Amazônia,443.2,3.5,0.0
1709302,2003,Amazônia,443.2,3.5,0.0
1709302,2003,Cerrado,778.6,1044.2,7.7
1709302,2004,Amazônia,443.3,3.4,0.0
1709302,2004,Cerrado,825.0,997.8,7.7
1709302,2005,Cerrado,851.5,971.3,7.7
1709302,2005,Amazônia,443.3,3.4,0.0
1709302,2006,Cerrado,878.0,944.8,7.7
1709302,2006,Amazônia,443.3,3.4,0.0
1709302,2007,Amazônia,443.3,3.4,0.0
1709302,2007,Cerrado,898.8,924.0,7.7
1709302,2008,Amazônia,443.3,3.4,0.0
1709302,2008,Cerrado,919.6,903.2,7.7
1709302,2009,Cerrado,933.0,889.8,7.7
1709302,2009,Amazônia,443.3,3.4,0.0
1709302,2010,Amazônia,443.3,3.4,0.0
1709302,2010,Cerrado,946.4,876.4,7.7
1709302,2011,Amazônia,443.3,3.4,0.0
1709302,2011,Cerrado,958.0,864.8,7.7
1709302,2012,Amazônia,443.3,3.4,0.0
1709302,2012,Cerrado,969.6,853.2,7.7
1709302,2013,Cerrado,984.7,838.1,7.7
1709302,2013,Amazônia,443.5,3.2,0.0
1709302,2014,Amazônia,443.5,3.2,0.0
1709302,2014,Cerrado,1000.6,822.2,7.7
1709302,2015,Amazônia,443.5,3.2,0.0
1709302,2015,Cerrado,1016.3,806.5,7.7
1709302,2016,Amazônia,443.5,3.2,0.0
1709302,2016,Cerrado,1032.5,790.3,7.7
1709302,2017,Amazônia,443.5,3.2,0.0
1709302,2017,Cerrado,1046.1,776.7,7.7
1709302,2018,Amazônia,443.5,3.2,0.0
1709302,2018,Cerrado,1049.5,773.3,7.7
1709302,2019,Amazônia,443.5,3.2,0.0
1709302,2019,Cerrado,1060.2,762.6,7.7
1709302,2020,Amazônia,443.5,3.2,0.0
1709302,2020,Cerrado,1069.8,753.0,7.7
1709302,2021,Cerrado,1076.9,745.9,7.7
1709302,2021,Amazônia,443.5,3.2,0.0
1709302,2022,Cerrado,1092.1,730.7,7.7
1709302,2022,Amazônia,443.5,3.2,0.0
1709302,2023,Amazônia,443.5,3.2,0.0
1709302,2023,Cerrado,1112.7,710.1,7.7
1709500,2000,Cerrado,779.5,1011.0,25.8
1709500,2001,Cerrado,823.9,966.6,25.8
1709500,2002,Cerrado,868.3,922.2,25.8
1709500,2003,Cerrado,878.1,912.4,25.8
1709500,2004,Cerrado,887.9,902.6,25.8
1709500,2005,Cerrado,899.8,890.7,25.8
1709500,2006,Cerrado,911.7,878.8,25.8
1709500,2007,Cerrado,925.5,865.0,25.8
1709500,2008,Cerrado,939.3,851.2,25.8
1709500,2009,Cerrado,949.0,841.5,25.8
1709500,2010,Cerrado,958.7,831.8,25.8
1709500,2011,Cerrado,968.9,821.6,25.8
1709500,2012,Cerrado,979.1,811.4,25.8
1709500,2013,Cerrado,995.3,795.2,25.8
1709500,2014,Cerrado,1015.3,775.2,25.8
1709500,2015,Cerrado,1035.2,755.3,25.8
1709500,2016,Cerrado,1046.8,743.7,25.8
1709500,2017,Cerrado,1064.7,725.8,25.8
1709500,2018,Cerrado,1073.2,717.3,25.8
1709500,2019,Cerrado,1078.6,711.9,25.8
1709500,2020,Cerrado,1086.5,704.0,25.8
1709500,2021,Cerrado,1093.1,697.4,25.8
1709500,2022,Cerrado,1100.6,689.9,25.8
1709500,2023,Cerrado,1104.8,685.7,25.8
1709807,2000,Cerrado,92.0,699.7,24.6
1709807,2001,Cerrado,104.5,687.2,24.6
1709807,2002,Cerrado,117.0,674.7,24.6
1709807,2003,Cerrado,123.8,667.9,24.6
1709807,2004,Cerrado,130.6,661.1,24.6
1709807,2005,Cerrado,136.3,655.4,24.6
1709807,2006,Cerrado,142.0,649.7,24.6
1709807,2007,Cerrado,152.9,638.8,24.6
1709807,2008,Cerrado,163.8,627.9,24.6
1709807,2009,Cerrado,166.8,624.9,24.6
1709807,2010,Cerrado,169.8,621.9,24.6
1709807,2011,Cerrado,181.6,610.1,24.6
1709807,2012,Cerrado,193.4,598.3,24.6
1709807,2013,Cerrado,210.8,580.9,24.6
1709807,2014,Cerrado,215.3,576.4,24.6
1709807,2015,Cerrado,230.2,561.5,24.6
1709807,2016,Cerrado,236.6,555.1,24.6
1709807,2017,Cerrado,263.7,528.0,24.6
1709807,2018,Cerrado,267.9,523.8,24.6
1709807,2019,Cerrado,272.6,519.1,24.6
1709807,2020,Cerrado,279.0,512.7,24.6
1709807,2021,Cerrado,283.5,508.2,24.6
1709807,2022,Cerrado,290.4,501.3,24.6
1709807,2023,Cerrado,304.3,487.4,24.6
1710508,2000,Cerrado,178.6,2869.6,1.2
1710508,2001,Cerrado,204.6,2843.6,1.2
1710508,2002,Cerrado,230.6,2817.6,1.2
1710508,2003,Cerrado,264.0,2784.2,1.2
1710508,2004,Cerrado,297.4,2750.8,1.2
1710508,2005,Cerrado,329.5,2718.7,1.2
1710508,2006,Cerrado,361.6,2686.6,1.2
1710508,2007,Cerrado,401.3,2646.9,1.2
1710508,2008,Cerrado,441.0,2607.2,1.2
1710508,2009,Cerrado,462.6,2585.6,1.2
1710508,2010,Cerrado,484.2,2564.0,1.2
1710508,2011,Cerrado,503.6,2544.6,1.2
1710508,2012,Cerrado,523.0,2525.2,1.2
1710508,2013,Cerrado,544.3,2503.9,1.2
1710508,2014,Cerrado,579.7,2468.5,1.2
1710508,2015,Cerrado,621.8,2426.4,1.2
1710508,2016,Cerrado,656.7,2391.5,1.2
1710508,2017,Cerrado,675.7,2372.5,1.2
