ano,sigla_uf,id_municipio,recusa,tipo_administracao,existencia_adm_indireta,tipo_vinculo,escolaridade,quantidade_vinculo
2020,TO,1715101,0,Direta,0,Estatutários,Total,175
2020,TO,1715101,0,Direta,0,Celetistas,Total,0
2020,TO,1715101,0,Direta,0,Somente comissionados,Total,55
2020,TO,1715101,0,Direta,0,Estagiários,Total,0
2020,TO,1715101,0,Direta,0,Sem vínculo permanente,Total,95
2020,TO,1715101,0,Indireta,0,Estatutários,Total,
2020,TO,1715101,0,Indireta,0,Celetistas,Total,
2020,TO,1715101,0,Indireta,0,Somente comissionados,Total,
2020,TO,1715101,0,Indireta,0,Estagiários,Total,
2020,TO,1715101,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1715101,0,Direta,0,Estatutários,Total,169
2021,TO,1715101,0,Direta,0,Celetistas,Total,0
2021,TO,1715101,0,Direta,0,Somente comissionados,Total,48
2021,TO,1715101,0,Direta,0,Estagiários,Total,0
2021,TO,1715101,0,Direta,0,Sem vínculo permanente,Total,93
2021,TO,1715101,0,Indireta,0,Estatutários,Total,
2021,TO,1715101,0,Indireta,0,Celetistas,Total,
2021,TO,1715101,0,Indireta,0,Somente comissionados,Total,
2021,TO,1715101,0,Indireta,0,Estagiários,Total,
2021,TO,1715101,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1715150,0,Direta,0,Estatutários,Total,52
2018,TO,1715150,0,Direta,0,Estatutários,Sem instrução,
2018,TO,1715150,0,Direta,0,Estatutários,Ensino fundamental,
2018,TO,1715150,0,Direta,0,Estatutários,Ensino médio,
2018,TO,1715150,0,Direta,0,Estatutários,Ensino superior,
2018,TO,1715150,0,Direta,0,Estatutários,Pós-graduação,
2018,TO,1715150,0,Direta,0,Celetistas,Total,0
2018,TO,1715150,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1715150,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1715150,0,Direta,0,Celetistas,Ensino médio,0
2018,TO,1715150,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1715150,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1715150,0,Direta,0,Somente comissionados,Total,31
2018,TO,1715150,0,Direta,0,Somente comissionados,Sem instrução,
2018,TO,1715150,0,Direta,0,Somente comissionados,Ensino fundamental,
2018,TO,1715150,0,Direta,0,Somente comissionados,Ensino médio,
2018,TO,1715150,0,Direta,0,Somente comissionados,Ensino superior,
2018,TO,1715150,0,Direta,0,Somente comissionados,Pós-graduação,
2018,TO,1715150,0,Direta,0,Estagiários,Total,0
2018,TO,1715150,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1715150,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1715150,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1715150,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1715150,0,Direta,0,Sem vínculo permanente,Total,77
2018,TO,1715150,0,Direta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1715150,0,Direta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1715150,0,Direta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1715150,0,Direta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1715150,0,Direta,0,Sem vínculo permanente,Pós-graduação,
2018,TO,1715150,0,Indireta,0,Estatutários,Total,
2018,TO,1715150,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1715150,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1715150,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1715150,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1715150,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1715150,0,Indireta,0,Celetistas,Total,
2018,TO,1715150,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1715150,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1715150,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1715150,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1715150,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1715150,0,Indireta,0,Somente comissionados,Total,
2018,TO,1715150,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1715150,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1715150,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1715150,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1715150,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1715150,0,Indireta,0,Estagiários,Total,
2018,TO,1715150,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1715150,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1715150,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1715150,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1715150,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1715150,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1715150,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1715150,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1715150,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1715150,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1715150,0,Direta,0,Estatutários,Total,50
2019,TO,1715150,0,Direta,0,Celetistas,Total,0
2019,TO,1715150,0,Direta,0,Somente comissionados,Total,29
2019,TO,1715150,0,Direta,0,Estagiários,Total,0
2019,TO,1715150,0,Direta,0,Sem vínculo permanente,Total,78
2019,TO,1715150,0,Indireta,0,Estatutários,Total,
2019,TO,1715150,0,Indireta,0,Celetistas,Total,
2019,TO,1715150,0,Indireta,0,Somente comissionados,Total,
2019,TO,1715150,0,Indireta,0,Estagiários,Total,
2019,TO,1715150,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1715150,0,Direta,0,Estatutários,Total,140
2020,TO,1715150,0,Direta,0,Celetistas,Total,0
2020,TO,1715150,0,Direta,0,Somente comissionados,Total,25
2020,TO,1715150,0,Direta,0,Estagiários,Total,0
2020,TO,1715150,0,Direta,0,Sem vínculo permanente,Total,0
2020,TO,1715150,0,Indireta,0,Estatutários,Total,
2020,TO,1715150,0,Indireta,0,Celetistas,Total,
2020,TO,1715150,0,Indireta,0,Somente comissionados,Total,
2020,TO,1715150,0,Indireta,0,Estagiários,Total,
2020,TO,1715150,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1715150,0,Direta,0,Estatutários,Total,59
2021,TO,1715150,0,Direta,0,Celetistas,Total,0
2021,TO,1715150,0,Direta,0,Somente comissionados,Total,25
2021,TO,1715150,0,Direta,0,Estagiários,Total,0
2021,TO,1715150,0,Direta,0,Sem vínculo permanente,Total,97
2021,TO,1715150,0,Indireta,0,Estatutários,Total,
2021,TO,1715150,0,Indireta,0,Celetistas,Total,
2021,TO,1715150,0,Indireta,0,Somente comissionados,Total,
2021,TO,1715150,0,Indireta,0,Estagiários,Total,
2021,TO,1715150,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1715259,0,Direta,0,Estatutários,Total,85
2018,TO,1715259,0,Direta,0,Estatutários,Sem instrução,
2018,TO,1715259,0,Direta,0,Estatutários,Ensino fundamental,
2018,TO,1715259,0,Direta,0,Estatutários,Ensino médio,
2018,TO,1715259,0,Direta,0,Estatutários,Ensino superior,
2018,TO,1715259,0,Direta,0,Estatutários,Pós-graduação,
2018,TO,1715259,0,Direta,0,Celetistas,Total,0
2018,TO,1715259,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1715259,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1715259,0,Direta,0,Celetistas,Ensino médio,0
2018,TO,1715259,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1715259,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1715259,0,Direta,0,Somente comissionados,Total,31
2018,TO,1715259,0,Direta,0,Somente comissionados,Sem instrução,
2018,TO,1715259,0,Direta,0,Somente comissionados,Ensino fundamental,
2018,TO,1715259,0,Direta,0,Somente comissionados,Ensino médio,
2018,TO,1715259,0,Direta,0,Somente comissionados,Ensino superior,
2018,TO,1715259,0,Direta,0,Somente comissionados,Pós-graduação,
2018,TO,1715259,0,Direta,0,Estagiários,Total,0
2018,TO,1715259,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1715259,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1715259,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1715259,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1715259,0,Direta,0,Sem vínculo permanente,Total,47
2018,TO,1715259,0,Direta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1715259,0,Direta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1715259,0,Direta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1715259,0,Direta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1715259,0,Direta,0,Sem vínculo permanente,Pós-graduação,
2018,TO,1715259,0,Indireta,0,Estatutários,Total,
2018,TO,1715259,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1715259,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1715259,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1715259,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1715259,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1715259,0,Indireta,0,Celetistas,Total,
2018,TO,1715259,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1715259,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1715259,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1715259,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1715259,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1715259,0,Indireta,0,Somente comissionados,Total,
2018,TO,1715259,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1715259,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1715259,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1715259,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1715259,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1715259,0,Indireta,0,Estagiários,Total,
2018,TO,1715259,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1715259,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1715259,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1715259,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1715259,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1715259,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1715259,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1715259,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1715259,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1715259,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1715259,0,Direta,0,Estatutários,Total,91
2019,TO,1715259,0,Direta,0,Celetistas,Total,0
2019,TO,1715259,0,Direta,0,Somente comissionados,Total,31
2019,TO,1715259,0,Direta,0,Estagiários,Total,0
2019,TO,1715259,0,Direta,0,Sem vínculo permanente,Total,69
2019,TO,1715259,0,Indireta,0,Estatutários,Total,
2019,TO,1715259,0,Indireta,0,Celetistas,Total,
2019,TO,1715259,0,Indireta,0,Somente comissionados,Total,
2019,TO,1715259,0,Indireta,0,Estagiários,Total,
2019,TO,1715259,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1715259,1,Direta,,Estatutários,Total,
2020,TO,1715259,1,Direta,,Celetistas,Total,
2020,TO,1715259,1,Direta,,Somente comissionados,Total,
2020,TO,1715259,1,Direta,,Estagiários,Total,
2020,TO,1715259,1,Direta,,Sem vínculo permanente,Total,
2020,TO,1715259,1,Indireta,,Estatutários,Total,
2020,TO,1715259,1,Indireta,,Celetistas,Total,
2020,TO,1715259,1,Indireta,,Somente comissionados,Total,
2020,TO,1715259,1,Indireta,,Estagiários,Total,
2020,TO,1715259,1,Indireta,,Sem vínculo permanente,Total,
2021,TO,1715259,0,Direta,0,Estatutários,Total,93
2021,TO,1715259,0,Direta,0,Celetistas,Total,0
2021,TO,1715259,0,Direta,0,Somente comissionados,Total,17
2021,TO,1715259,0,Direta,0,Estagiários,Total,0
2021,TO,1715259,0,Direta,0,Sem vínculo permanente,Total,110
2021,TO,1715259,0,Indireta,0,Estatutários,Total,
2021,TO,1715259,0,Indireta,0,Celetistas,Total,
2021,TO,1715259,0,Indireta,0,Somente comissionados,Total,
2021,TO,1715259,0,Indireta,0,Estagiários,Total,
2021,TO,1715259,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1715507,0,Direta,0,Estatutários,Total,92
2018,TO,1715507,0,Direta,0,Estatutários,Sem instrução,2
2018,TO,1715507,0,Direta,0,Estatutários,Ensino fundamental,14
2018,TO,1715507,0,Direta,0,Estatutários,Ensino médio,49
2018,TO,1715507,0,Direta,0,Estatutários,Ensino superior,27
2018,TO,1715507,0,Direta,0,Estatutários,Pós-graduação,0
2018,TO,1715507,0,Direta,0,Celetistas,Total,0
2018,TO,1715507,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1715507,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1715507,0,Direta,0,Celetistas,Ensino médio,0
2018,TO,1715507,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1715507,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1715507,0,Direta,0,Somente comissionados,Total,18
2018,TO,1715507,0,Direta,0,Somente comissionados,Sem instrução,4
2018,TO,1715507,0,Direta,0,Somente comissionados,Ensino fundamental,1
2018,TO,1715507,0,Direta,0,Somente comissionados,Ensino médio,11
2018,TO,1715507,0,Direta,0,Somente comissionados,Ensino superior,2
2018,TO,1715507,0,Direta,0,Somente comissionados,Pós-graduação,0
2018,TO,1715507,0,Direta,0,Estagiários,Total,0
2018,TO,1715507,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1715507,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1715507,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1715507,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1715507,0,Direta,0,Sem vínculo permanente,Total,28
2018,TO,1715507,0,Direta,0,Sem vínculo permanente,Sem instrução,9
2018,TO,1715507,0,Direta,0,Sem vínculo permanente,Ensino fundamental,2
2018,TO,1715507,0,Direta,0,Sem vínculo permanente,Ensino médio,14
2018,TO,1715507,0,Direta,0,Sem vínculo permanente,Ensino superior,3
2018,TO,1715507,0,Direta,0,Sem vínculo permanente,Pós-graduação,0
2018,TO,1715507,0,Indireta,0,Estatutários,Total,
2018,TO,1715507,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1715507,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1715507,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1715507,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1715507,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1715507,0,Indireta,0,Celetistas,Total,
2018,TO,1715507,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1715507,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1715507,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1715507,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1715507,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1715507,0,Indireta,0,Somente comissionados,Total,
2018,TO,1715507,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1715507,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1715507,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1715507,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1715507,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1715507,0,Indireta,0,Estagiários,Total,
2018,TO,1715507,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1715507,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1715507,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1715507,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1715507,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1715507,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1715507,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1715507,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1715507,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1715507,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1715507,0,Direta,0,Estatutários,Total,91
2019,TO,1715507,0,Direta,0,Celetistas,Total,0
2019,TO,1715507,0,Direta,0,Somente comissionados,Total,61
2019,TO,1715507,0,Direta,0,Estagiários,Total,0
2019,TO,1715507,0,Direta,0,Sem vínculo permanente,Total,0
2019,TO,1715507,0,Indireta,0,Estatutários,Total,
2019,TO,1715507,0,Indireta,0,Celetistas,Total,
2019,TO,1715507,0,Indireta,0,Somente comissionados,Total,
2019,TO,1715507,0,Indireta,0,Estagiários,Total,
2019,TO,1715507,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1715507,0,Direta,0,Estatutários,Total,103
2020,TO,1715507,0,Direta,0,Celetistas,Total,0
2020,TO,1715507,0,Direta,0,Somente comissionados,Total,15
2020,TO,1715507,0,Direta,0,Estagiários,Total,0
2020,TO,1715507,0,Direta,0,Sem vínculo permanente,Total,98
2020,TO,1715507,0,Indireta,0,Estatutários,Total,
2020,TO,1715507,0,Indireta,0,Celetistas,Total,
2020,TO,1715507,0,Indireta,0,Somente comissionados,Total,
2020,TO,1715507,0,Indireta,0,Estagiários,Total,
2020,TO,1715507,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1715507,0,Direta,0,Estatutários,Total,59
2021,TO,1715507,0,Direta,0,Celetistas,Total,0
2021,TO,1715507,0,Direta,0,Somente comissionados,Total,64
2021,TO,1715507,0,Direta,0,Estagiários,Total,0
2021,TO,1715507,0,Direta,0,Sem vínculo permanente,Total,54
2021,TO,1715507,0,Indireta,0,Estatutários,Total,
2021,TO,1715507,0,Indireta,0,Celetistas,Total,
2021,TO,1715507,0,Indireta,0,Somente comissionados,Total,
2021,TO,1715507,0,Indireta,0,Estagiários,Total,
2021,TO,1715507,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1715705,0,Direta,0,Estatutários,Total,155
2018,TO,1715705,0,Direta,0,Estatutários,Sem instrução,0
2018,TO,1715705,0,Direta,0,Estatutários,Ensino fundamental,19
2018,TO,1715705,0,Direta,0,Estatutários,Ensino médio,67
2018,TO,1715705,0,Direta,0,Estatutários,Ensino superior,65
2018,TO,1715705,0,Direta,0,Estatutários,Pós-graduação,4
2018,TO,1715705,0,Direta,0,Celetistas,Total,0
2018,TO,1715705,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1715705,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1715705,0,Direta,0,Celetistas,Ensino médio,0
2018,TO,1715705,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1715705,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1715705,0,Direta,0,Somente comissionados,Total,30
2018,TO,1715705,0,Direta,0,Somente comissionados,Sem instrução,0
2018,TO,1715705,0,Direta,0,Somente comissionados,Ensino fundamental,0
2018,TO,1715705,0,Direta,0,Somente comissionados,Ensino médio,5
2018,TO,1715705,0,Direta,0,Somente comissionados,Ensino superior,25
2018,TO,1715705,0,Direta,0,Somente comissionados,Pós-graduação,0
2018,TO,1715705,0,Direta,0,Estagiários,Total,0
2018,TO,1715705,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1715705,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1715705,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1715705,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1715705,0,Direta,0,Sem vínculo permanente,Total,170
2018,TO,1715705,0,Direta,0,Sem vínculo permanente,Sem instrução,0
2018,TO,1715705,0,Direta,0,Sem vínculo permanente,Ensino fundamental,32
2018,TO,1715705,0,Direta,0,Sem vínculo permanente,Ensino médio,90
2018,TO,1715705,0,Direta,0,Sem vínculo permanente,Ensino superior,48
2018,TO,1715705,0,Direta,0,Sem vínculo permanente,Pós-graduação,0
2018,TO,1715705,0,Indireta,0,Estatutários,Total,
2018,TO,1715705,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1715705,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1715705,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1715705,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1715705,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1715705,0,Indireta,0,Celetistas,Total,
2018,TO,1715705,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1715705,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1715705,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1715705,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1715705,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1715705,0,Indireta,0,Somente comissionados,Total,
2018,TO,1715705,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1715705,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1715705,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1715705,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1715705,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1715705,0,Indireta,0,Estagiários,Total,
2018,TO,1715705,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1715705,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1715705,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1715705,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1715705,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1715705,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1715705,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1715705,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1715705,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1715705,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1715705,0,Direta,0,Estatutários,Total,152
2019,TO,1715705,0,Direta,0,Celetistas,Total,0
2019,TO,1715705,0,Direta,0,Somente comissionados,Total,60
2019,TO,1715705,0,Direta,0,Estagiários,Total,0
2019,TO,1715705,0,Direta,0,Sem vínculo permanente,Total,176
2019,TO,1715705,0,Indireta,0,Estatutários,Total,
2019,TO,1715705,0,Indireta,0,Celetistas,Total,
2019,TO,1715705,0,Indireta,0,Somente comissionados,Total,
2019,TO,1715705,0,Indireta,0,Estagiários,Total,
2019,TO,1715705,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1715705,0,Direta,0,Estatutários,Total,155
2020,TO,1715705,0,Direta,0,Celetistas,Total,0
2020,TO,1715705,0,Direta,0,Somente comissionados,Total,70
2020,TO,1715705,0,Direta,0,Estagiários,Total,0
2020,TO,1715705,0,Direta,0,Sem vínculo permanente,Total,0
2020,TO,1715705,0,Indireta,0,Estatutários,Total,
2020,TO,1715705,0,Indireta,0,Celetistas,Total,
2020,TO,1715705,0,Indireta,0,Somente comissionados,Total,
2020,TO,1715705,0,Indireta,0,Estagiários,Total,
2020,TO,1715705,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1715705,0,Direta,0,Estatutários,Total,158
2021,TO,1715705,0,Direta,0,Celetistas,Total,0
2021,TO,1715705,0,Direta,0,Somente comissionados,Total,94
2021,TO,1715705,0,Direta,0,Estagiários,Total,0
2021,TO,1715705,0,Direta,0,Sem vínculo permanente,Total,212
2021,TO,1715705,0,Indireta,0,Estatutários,Total,
2021,TO,1715705,0,Indireta,0,Celetistas,Total,
2021,TO,1715705,0,Indireta,0,Somente comissionados,Total,
2021,TO,1715705,0,Indireta,0,Estagiários,Total,
2021,TO,1715705,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1715754,0,Direta,0,Estatutários,Total,215
2018,TO,1715754,0,Direta,0,Estatutários,Sem instrução,
2018,TO,1715754,0,Direta,0,Estatutários,Ensino fundamental,
2018,TO,1715754,0,Direta,0,Estatutários,Ensino médio,
2018,TO,1715754,0,Direta,0,Estatutários,Ensino superior,
2018,TO,1715754,0,Direta,0,Estatutários,Pós-graduação,
2018,TO,1715754,0,Direta,0,Celetistas,Total,0
2018,TO,1715754,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1715754,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1715754,0,Direta,0,Celetistas,Ensino médio,0
2018,TO,1715754,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1715754,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1715754,0,Direta,0,Somente comissionados,Total,59
2018,TO,1715754,0,Direta,0,Somente comissionados,Sem instrução,
2018,TO,1715754,0,Direta,0,Somente comissionados,Ensino fundamental,
2018,TO,1715754,0,Direta,0,Somente comissionados,Ensino médio,
2018,TO,1715754,0,Direta,0,Somente comissionados,Ensino superior,
2018,TO,1715754,0,Direta,0,Somente comissionados,Pós-graduação,
2018,TO,1715754,0,Direta,0,Estagiários,Total,0
2018,TO,1715754,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1715754,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1715754,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1715754,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1715754,0,Direta,0,Sem vínculo permanente,Total,152
2018,TO,1715754,0,Direta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1715754,0,Direta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1715754,0,Direta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1715754,0,Direta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1715754,0,Direta,0,Sem vínculo permanente,Pós-graduação,
2018,TO,1715754,0,Indireta,0,Estatutários,Total,
2018,TO,1715754,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1715754,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1715754,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1715754,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1715754,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1715754,0,Indireta,0,Celetistas,Total,
2018,TO,1715754,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1715754,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1715754,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1715754,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1715754,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1715754,0,Indireta,0,Somente comissionados,Total,
2018,TO,1715754,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1715754,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1715754,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1715754,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1715754,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1715754,0,Indireta,0,Estagiários,Total,
2018,TO,1715754,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1715754,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1715754,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1715754,0,Indireta,0,Estagiários,Pós-graduação,
