cod_ibge,ano,mes,acessos_densidade
1718865,2023,12,1.1225055432373
1718865,2024,12,1.3753505140873
1718881,2019,12,4.3680838672103
1718881,2020,12,4.4176706827309
1718881,2021,12,2.7141645462256
1718881,2022,12,4.1417910447761
1718881,2023,12,3.955223880597
1718881,2024,12,4.6588407923698
1718899,2019,12,3.7209302325581
1718899,2020,12,3.5624476110645
1718899,2021,12,2.7835479850436
1718899,2022,12,4.1009463722397
1718899,2023,12,4.7769265434881
1718899,2024,12,4.8013967699694
1718907,2019,12,2.0294056740526
1718907,2020,12,1.8572018159307
1718907,2021,12,1.3569078947368
1718907,2022,12,1.159793814433
1718907,2023,12,19.501718213058
1718907,2024,12,15.013572770933
1719004,2019,12,1.6050244242847
1719004,2020,12,1.7259233690024
1719004,2021,12,3.1420765027322
1719004,2022,12,4.9262855088098
1719004,2023,12,8.1625314635023
1719004,2024,12,5.8843890619592
1720002,2019,12,1.067615658363
1720002,2020,12,0.98814229249012
1720002,2021,12,1.0276679841897
1720002,2022,12,1.1221945137157
1720002,2023,12,0.91438071487947
1720002,2024,12,0.32480714575721
1720101,2019,12,1.1457550713749
1720101,2020,12,0.98312001483955
1720101,2021,12,1.117830309694
1720101,2022,12,0.83126989741776
1720101,2023,12,0.81358330385568
1720101,2024,12,0.70754716981132
1720150,2019,12,2.3343848580442
1720150,2020,12,2.0650813516896
1720150,2021,12,3.8509316770186
1720150,2022,12,1.8508132361189
1720150,2023,12,2.5238362310712
1720150,2024,12,3.6266666666667
1720200,2019,12,0.50251256281407
1720200,2020,12,0.47990889864975
1720200,2021,12,1.5267175572519
1720200,2022,12,2.2958991012763
1720200,2023,12,4.5162752058002
1720200,2024,12,4.325991821508
1720259,2019,12,2.2388059701493
1720259,2020,12,2.6179702650291
1720259,2021,12,2.4468770122344
1720259,2022,12,3.2285115303983
1720259,2023,12,3.8574423480084
1720259,2024,12,3.2704402515723
1720309,2019,12,0.99895941727367
1720309,2020,12,0.74196207749382
1720309,2021,12,0.4491629236423
1720309,2022,12,0.36585365853659
1720309,2023,12,5.4878048780488
1720309,2024,12,56.218667939842
1720499,2019,12,5.530303030303
1720499,2020,12,4.8155737704918
1720499,2021,12,3.4823284823285
1720499,2022,12,2.6684758028042
1720499,2023,12,4.1836273179557
1720499,2024,12,3.7607213547394
1720655,2019,12,6.2372755876365
1720655,2020,12,5.0847457627119
1720655,2021,12,5.6126192223037
1720655,2022,12,7.4393108848865
1720655,2023,12,8.868441660141
1720655,2024,12,7.5971058644326
1720804,2019,12,0.70882711263706
1720804,2020,12,0.63354451483828
1720804,2021,12,0.7473508087005
1720804,2022,12,0.77562326869806
1720804,2023,12,1.0341643582641
1720804,2024,12,0.82053996823716
1720853,2019,12,2.9501525940997
1720853,2020,12,2.3162134944612
1720853,2021,12,1.7937219730942
1720853,2022,12,1.8389346861129
1720853,2023,12,1.9023462270133
1720853,2024,12,2.4390243902439
1720903,2019,12,4.1779056524606
1720903,2020,12,4.0118870728083
1720903,2021,12,3.5777437227396
1720903,2022,12,3.2545856826779
1720903,2023,12,2.7692527299979
1720903,2024,12,2.0706113567769
1720937,2019,12,1.9087523277467
1720937,2020,12,2.0313942751616
1720937,2021,12,2.1071919377004
1720937,2022,12,2.5729836714498
1720937,2023,12,2.9193468579911
1720937,2024,12,3.1639501438159
1720978,2019,12,4.1174364482635
1720978,2020,12,3.271692745377
1720978,2021,12,2.9671494171671
1720978,2022,12,5.5781758957655
1720978,2023,12,6.1074918566775
1720978,2024,12,5.4204862495018
1721000,2019,12,17.883373951532
1721000,2020,12,16.99826311803
1721000,2021,12,20.842255759552
1721000,2022,12,31.42203956497
1721000,2023,12,31.449460177342
1721000,2024,12,34.123445345693
1721109,2019,12,1.9350563286945
1721109,2020,12,3.1245897334909
1721109,2021,12,3.55098855359
1721109,2022,12,3.4991285695133
1721109,2023,12,4.3437458104304
1721109,2024,12,4.3091214036898
1721208,2019,12,4.774814167031
1721208,2020,12,5.9619172685489
1721208,2021,12,3.6283961437336
1721208,2022,12,2.653106345346
1721208,2023,12,2.4806544328985
1721208,2024,12,1.8316596991768
1721257,2019,12,7.8265468006346
1721257,2020,12,6.4516129032258
1721257,2021,12,8.9651639344262
1721257,2022,12,11.995809324254
1721257,2023,12,11.576741749607
1721257,2024,12,7.9380928607089
1721307,2019,12,1.6847622613253
1721307,2020,12,2.6749725174056
1721307,2021,12,3.1238779174147
1721307,2022,12,5.0160085378869
1721307,2023,12,4.2689434364995
1721307,2024,12,18.081180811808
1722081,2019,12,2.2168963451168
1722081,2020,12,2.9913073120845
1722081,2021,12,1.7822286344734
1722081,2022,12,1.6631819045809
