numero_distribuicao,ano,mes,ente,sigla_estado,codigo_ente,nome_ente,tipo_distribuicao,substancia,tipo_afetamento,valor,data_criacao
383,2014,1,Município,TO,1718402.0,PRESIDENTE KENNEDY,Produtor,GRANITO,-,93.2165,2013-10-31
383,2014,1,Município,TO,1711902.0,LAGOA DA CONFUSÃO,Produtor,MINÉRIO DE FERRO,-,9774.9925,2013-11-30
383,2014,1,Município,TO,1714203.0,NATIVIDADE,Produtor,MINÉRIO DE OURO,-,1746.55,2013-11-30
383,2014,1,Município,TO,1721307.0,TUPIRATINS,Produtor,SEIXOS,-,305.5455,2013-11-30
384,2014,2,Município,TO,1701101.0,APARECIDA DO RIO NEGRO,Produtor,ÁGUA MINERAL,-,1088.4965,2013-11-30
384,2014,2,Município,TO,1707009.0,DIANÓPOLIS,Produtor,AREIA,-,478.4585,2003-08-31
384,2014,2,Município,TO,1707009.0,DIANÓPOLIS,Produtor,AREIA,-,289.64,2014-01-17
384,2014,2,Município,TO,1707009.0,DIANÓPOLIS,Produtor,AREIA,-,238.1535,2003-09-30
384,2014,2,Município,TO,1721109.0,TOCANTÍNIA,Produtor,AREIA,-,204.0675,2008-10-31
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,197.873,2014-01-16
384,2014,2,Município,TO,1715705.0,PALMEIRANTE,Produtor,AREIA,-,185.393,2013-11-30
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,150.566,2013-10-31
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,137.137,2013-11-30
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,129.207,2013-06-30
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,111.2865,2013-09-30
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,99.463,2013-05-31
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,97.4935,2013-03-31
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,96.746,2013-08-31
384,2014,2,Município,TO,1722081.0,WANDERLÂNDIA,Produtor,AREIA,-,93.418,2013-09-30
384,2014,2,Município,TO,1722081.0,WANDERLÂNDIA,Produtor,AREIA,-,85.241,2013-08-31
384,2014,2,Município,TO,1722081.0,WANDERLÂNDIA,Produtor,AREIA,-,82.394,2013-11-30
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,73.3655,2013-04-30
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,73.2225,2013-07-31
384,2014,2,Município,TO,1722081.0,WANDERLÂNDIA,Produtor,AREIA,-,72.696,2013-12-31
384,2014,2,Município,TO,1722081.0,WANDERLÂNDIA,Produtor,AREIA,-,71.1165,2013-10-31
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,48.737,2013-01-31
384,2014,2,Município,TO,1721307.0,TUPIRATINS,Produtor,AREIA,-,47.528,2013-12-31
384,2014,2,Município,TO,1707009.0,DIANÓPOLIS,Produtor,AREIA,-,1.118,2014-01-31
384,2014,2,Município,TO,1720655.0,SILVANÓPOLIS,Produtor,ARGILA,-,2230.527,2003-10-31
384,2014,2,Município,TO,1716109.0,PARAÍSO DO TOCANTINS,Produtor,ARGILA,-,2157.454,2008-08-31
384,2014,2,Município,TO,1721109.0,TOCANTÍNIA,Produtor,ARGILA,-,388.3295,2009-06-30
384,2014,2,Município,TO,1706100.0,CRISTALÂNDIA,Produtor,ARGILA,-,326.664,2009-06-30
384,2014,2,Município,TO,1703107.0,BARROLÂNDIA,Produtor,ARGILA,-,247.247,2009-06-30
384,2014,2,Município,TO,1721109.0,TOCANTÍNIA,Produtor,ARGILA,-,204.451,2009-02-28
384,2014,2,Município,TO,1721000.0,PALMAS,Produtor,ARGILA,-,109.2,2013-12-31
384,2014,2,Município,TO,1707009.0,DIANÓPOLIS,Produtor,ARGILA,-,40.989,2013-12-31
384,2014,2,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO,-,25302.849,2013-12-31
384,2014,2,Município,TO,1708205.0,FORMOSO DO ARAGUAIA,Produtor,CALCÁRIO,-,8325.2715,2013-11-30
384,2014,2,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO,-,4156.8735,2013-12-31
384,2014,2,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO,-,3641.2155,2008-09-30
384,2014,2,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO,-,2007.473,2013-12-31
384,2014,2,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO,-,363.415,2013-11-30
384,2014,2,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO,-,282.4705,2013-09-30
384,2014,2,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO,-,232.063,2013-10-31
384,2014,2,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO,-,62.3935,2013-08-31
384,2014,2,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO DOLOMÍTICO,-,10768.0495,2013-11-30
384,2014,2,Município,TO,1703057.0,BANDEIRANTES DO TOCANTINS,Produtor,CALCÁRIO DOLOMÍTICO,-,10181.5935,2013-12-31
384,2014,2,Município,TO,1720903.0,TAGUATINGA,Produtor,CALCÁRIO DOLOMÍTICO,-,2165.3125,2014-01-31
384,2014,2,Município,TO,1720903.0,TAGUATINGA,Produtor,CALCÁRIO DOLOMÍTICO,-,1359.02,2013-12-31
384,2014,2,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO DOLOMÍTICO,-,1050.3285,2009-01-31
384,2014,2,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO DOLOMÍTICO,-,1017.042,2008-01-31
384,2014,2,Município,TO,1707009.0,DIANÓPOLIS,Produtor,CALCÁRIO DOLOMÍTICO,-,64.35,2013-12-31
384,2014,2,Município,TO,1711902.0,LAGOA DA CONFUSÃO,Produtor,DOLOMITO,-,1705.366,2013-12-31
384,2014,2,Município,TO,1702109.0,ARAGUAÍNA,Produtor,GNAISSE,-,3031.9445,2013-11-30
384,2014,2,Município,TO,1716604.0,PEIXE,Produtor,GNAISSE,-,200.109,2013-12-31
384,2014,2,Município,TO,1721000.0,PALMAS,Produtor,GRANITO,-,592.1695,2013-12-31
384,2014,2,Município,TO,1718402.0,PRESIDENTE KENNEDY,Produtor,GRANITO,-,57.9475,2013-11-30
384,2014,2,Município,TO,1716604.0,PEIXE,Produtor,MINÉRIO DE BERÍLIO,-,7110.844,2013-06-30
384,2014,2,Município,TO,1716604.0,PEIXE,Produtor,MINÉRIO DE BERÍLIO,-,6020.066,2013-12-31
384,2014,2,Município,TO,1716604.0,PEIXE,Produtor,MINÉRIO DE BERÍLIO,-,978.016,2013-03-31
384,2014,2,Município,TO,1711902.0,LAGOA DA CONFUSÃO,Produtor,MINÉRIO DE FERRO,-,6119.997,2013-12-31
384,2014,2,Município,TO,1706100.0,CRISTALÂNDIA,Produtor,QUARTZO,-,105.2415,2003-08-31
384,2014,2,Município,TO,1721307.0,TUPIRATINS,Produtor,SEIXOS,-,323.609,2013-12-31
384,2014,2,Município,TO,1721109.0,TOCANTÍNIA,Produtor,SEIXOS,-,200.603,2008-06-30
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,SEIXOS,-,170.495,2013-11-30
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,SEIXOS,-,99.4695,2013-10-31
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,SEIXOS,-,93.6845,2013-08-31
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,SEIXOS,-,91.7085,2013-07-31
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,SEIXOS,-,86.9115,2013-09-30
384,2014,2,Município,TO,1721257.0,TUPIRAMA,Produtor,SEIXOS,-,39.936,2013-05-31
385,2014,3,Município,TO,1701101.0,APARECIDA DO RIO NEGRO,Produtor,ÁGUA MINERAL,-,1453.101,2013-12-31
385,2014,3,Município,TO,1707009.0,DIANÓPOLIS,Produtor,AREIA,-,293.6635,2009-07-31
385,2014,3,Município,TO,1721109.0,TOCANTÍNIA,Produtor,AREIA,-,214.955,2009-02-28
385,2014,3,Município,TO,1721000.0,PALMAS,Produtor,AREIA,-,201.24,2009-08-31
385,2014,3,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,199.58,2014-02-18
385,2014,3,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,69.0495,2014-01-31
385,2014,3,Município,TO,1716109.0,PARAÍSO DO TOCANTINS,Produtor,ARGILA,-,2154.62,2008-08-31
385,2014,3,Município,TO,1714880.0,NOVA OLINDA,Produtor,ARGILA,-,418.4245,2014-01-31
385,2014,3,Município,TO,1721109.0,TOCANTÍNIA,Produtor,ARGILA,-,392.21,2009-06-30
385,2014,3,Município,TO,1706100.0,CRISTALÂNDIA,Produtor,ARGILA,-,332.085,2009-08-31
385,2014,3,Município,TO,1714880.0,NOVA OLINDA,Produtor,ARGILA,-,274.391,2013-12-31
385,2014,3,Município,TO,1703107.0,BARROLÂNDIA,Produtor,ARGILA,-,257.062,2009-08-31
385,2014,3,Município,TO,1721109.0,TOCANTÍNIA,Produtor,ARGILA,-,215.3645,2008-05-31
385,2014,3,Município,TO,1721000.0,PALMAS,Produtor,ARGILA,-,101.4,2014-01-31
385,2014,3,Município,TO,1707009.0,DIANÓPOLIS,Produtor,ARGILA,-,66.677,2014-01-31
385,2014,3,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO,-,22895.431,2014-01-31
385,2014,3,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO,-,12335.8755,2014-01-31
385,2014,3,Município,TO,1708205.0,FORMOSO DO ARAGUAIA,Produtor,CALCÁRIO,-,5369.6565,2013-12-31
385,2014,3,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO,-,2742.2915,2014-01-31
385,2014,3,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO,-,2282.995,2008-11-30
385,2014,3,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO CALCÍTICO,-,4327.2125,2013-12-31
385,2014,3,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO CALCÍTICO,-,3074.162,2014-01-31
385,2014,3,Município,TO,1703057.0,BANDEIRANTES DO TOCANTINS,Produtor,CALCÁRIO DOLOMÍTICO,-,7374.146,2014-01-31
385,2014,3,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO DOLOMÍTICO,-,5823.428,2013-12-31
385,2014,3,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO DOLOMÍTICO,-,3981.185,2013-12-31
385,2014,3,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO DOLOMÍTICO,-,3339.5505,2014-01-31
385,2014,3,Município,TO,1720903.0,TAGUATINGA,Produtor,CALCÁRIO DOLOMÍTICO,-,2315.7615,2014-01-31
385,2014,3,Município,TO,1720903.0,TAGUATINGA,Produtor,CALCÁRIO DOLOMÍTICO,-,2183.532,2014-02-28
385,2014,3,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO DOLOMÍTICO,-,2084.381,2009-01-31
385,2014,3,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO DOLOMÍTICO,-,1295.3785,2006-09-30
385,2014,3,Município,TO,1707009.0,DIANÓPOLIS,Produtor,CALCÁRIO DOLOMÍTICO,-,172.38,2014-01-31
385,2014,3,Município,TO,1711902.0,LAGOA DA CONFUSÃO,Produtor,DOLOMITO,-,472.797,2014-01-31
385,2014,3,Município,TO,1702109.0,ARAGUAÍNA,Produtor,GNAISSE,-,4165.2585,2013-12-31
385,2014,3,Município,TO,1716604.0,PEIXE,Produtor,GNAISSE,-,2450.3765,2014-01-31
385,2014,3,Município,TO,1716604.0,PEIXE,Produtor,GNAISSE,-,956.1955,2013-01-31
385,2014,3,Município,TO,1716604.0,PEIXE,Produtor,GNAISSE,-,607.841,2013-03-31
385,2014,3,Município,TO,1716604.0,PEIXE,Produtor,GNAISSE,-,506.129,2013-02-28
385,2014,3,Município,TO,1716604.0,PEIXE,Produtor,GNAISSE,-,50.1215,2013-04-30
385,2014,3,Município,TO,1721000.0,PALMAS,Produtor,GRANITO,-,839.6895,2014-01-31
385,2014,3,Município,TO,1721000.0,PALMAS,Produtor,GRANITO,-,210.3465,2013-11-30
385,2014,3,Município,TO,1721000.0,PALMAS,Produtor,GRANITO,-,75.751,2013-12-31
385,2014,3,Município,TO,1718402.0,PRESIDENTE KENNEDY,Produtor,GRANITO,-,46.8585,2013-12-31
385,2014,3,Município,TO,1718402.0,PRESIDENTE KENNEDY,Produtor,GRANITO,-,38.5385,2014-01-31
385,2014,3,Município,TO,1707009.0,DIANÓPOLIS,Produtor,SAIBRO,-,46.67,2013-04-30
385,2014,3,Município,TO,1707009.0,DIANÓPOLIS,Produtor,SAIBRO,-,39.637,2013-01-31
385,2014,3,Município,TO,1721307.0,TUPIRATINS,Produtor,SEIXOS,-,340.873,2014-01-31
385,2014,3,Município,TO,1721109.0,TOCANTÍNIA,Produtor,SEIXOS,-,211.302,2008-07-31
386,2014,4,Município,TO,1701101.0,APARECIDA DO RIO NEGRO,Produtor,ÁGUA MINERAL,-,1409.408,2014-01-31
386,2014,4,Município,TO,1715705.0,PALMEIRANTE,Produtor,AREIA,-,459.342,2013-12-31
386,2014,4,Município,TO,1707009.0,DIANÓPOLIS,Produtor,AREIA,-,295.9645,2009-07-31
386,2014,4,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,203.5605,2009-07-31
386,2014,4,Município,TO,1721000.0,PALMAS,Produtor,AREIA,-,203.255,2009-08-31
386,2014,4,Município,TO,1710706.0,ITAGUATINS,Produtor,AREIA,-,154.479,2013-08-31
386,2014,4,Município,TO,1703701.0,BREJINHO DE NAZARÉ,Produtor,AREIA,-,146.835,2013-07-31
386,2014,4,Município,TO,1710706.0,ITAGUATINS,Produtor,AREIA,-,121.173,2013-06-30
386,2014,4,Município,TO,1703701.0,BREJINHO DE NAZARÉ,Produtor,AREIA,-,116.766,2013-04-30
386,2014,4,Município,TO,1710706.0,ITAGUATINS,Produtor,AREIA,-,105.001,2013-10-31
386,2014,4,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,74.2495,2014-02-28
386,2014,4,Município,TO,1722081.0,WANDERLÂNDIA,Produtor,AREIA,-,73.229,2014-02-28
386,2014,4,Município,TO,1722081.0,WANDERLÂNDIA,Produtor,AREIA,-,67.5935,2014-01-31
386,2014,4,Município,TO,1715705.0,PALMEIRANTE,Produtor,AREIA,-,45.8445,2014-02-28
386,2014,4,Município,TO,1715705.0,PALMEIRANTE,Produtor,AREIA,-,37.973,2014-01-31
386,2014,4,Município,TO,1716109.0,PARAÍSO DO TOCANTINS,Produtor,ARGILA,-,2170.6295,2007-07-31
386,2014,4,Município,TO,1706100.0,CRISTALÂNDIA,Produtor,ARGILA,-,334.6655,2009-03-31
386,2014,4,Município,TO,1721000.0,PALMAS,Produtor,ARGILA,-,124.8,2014-02-28
386,2014,4,Município,TO,1707009.0,DIANÓPOLIS,Produtor,ARGILA,-,88.6015,2014-02-28
386,2014,4,Município,TO,1713809.0,PALMEIRAS DO TOCANTINS,Produtor,BASALTO,-,3641.313,2013-09-30
386,2014,4,Município,TO,1702208.0,ARAGUATINS,Produtor,BASALTO,-,3022.344,2013-11-30
386,2014,4,Município,TO,1702208.0,ARAGUATINS,Produtor,BASALTO,-,2352.0185,2014-01-31
386,2014,4,Município,TO,1713809.0,PALMEIRAS DO TOCANTINS,Produtor,BASALTO,-,2316.678,2013-11-30
386,2014,4,Município,TO,1702208.0,ARAGUATINS,Produtor,BASALTO,-,2229.747,2014-02-28
386,2014,4,Município,TO,1713809.0,PALMEIRAS DO TOCANTINS,Produtor,BASALTO,-,1121.3475,2014-01-31
386,2014,4,Município,TO,1713809.0,PALMEIRAS DO TOCANTINS,Produtor,BASALTO,-,1045.746,2014-02-28
386,2014,4,Município,TO,1713809.0,PALMEIRAS DO TOCANTINS,Produtor,BASALTO,-,940.6865,2013-12-31
386,2014,4,Município,TO,1702208.0,ARAGUATINS,Produtor,BASALTO,-,796.1005,2013-12-31
386,2014,4,Município,TO,1702208.0,ARAGUATINS,Produtor,BASALTO,-,56.121,2013-10-31
386,2014,4,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO,-,20594.7885,2014-02-28
386,2014,4,Município,TO,1708205.0,FORMOSO DO ARAGUAIA,Produtor,CALCÁRIO,-,7830.186,2014-01-31
386,2014,4,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO,-,6419.6665,2014-02-28
386,2014,4,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO,-,3464.864,2014-02-28
386,2014,4,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO,-,2917.629,2008-03-31
386,2014,4,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO CALCÍTICO,-,1425.554,2014-02-28
386,2014,4,Município,TO,1703057.0,BANDEIRANTES DO TOCANTINS,Produtor,CALCÁRIO DOLOMÍTICO,-,14095.6985,2014-02-28
386,2014,4,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO DOLOMÍTICO,-,4535.791,2013-08-31
386,2014,4,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO DOLOMÍTICO,-,3730.142,2014-01-31
386,2014,4,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO DOLOMÍTICO,-,3491.5075,2013-09-30
386,2014,4,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO DOLOMÍTICO,-,2317.2825,2013-10-31
386,2014,4,Município,TO,1720903.0,TAGUATINGA,Produtor,CALCÁRIO DOLOMÍTICO,-,2200.471,2014-03-31
386,2014,4,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO DOLOMÍTICO,-,1546.9155,2014-02-28
386,2014,4,Município,TO,1720903.0,TAGUATINGA,Produtor,CALCÁRIO DOLOMÍTICO,-,1510.392,2014-02-28
386,2014,4,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO DOLOMÍTICO,-,1067.001,2008-12-31
386,2014,4,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO DOLOMÍTICO,-,1033.1815,2009-01-31
386,2014,4,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO DOLOMÍTICO,-,930.124,2013-07-31
386,2014,4,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO DOLOMÍTICO,-,537.42,2013-11-30
386,2014,4,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO DOLOMÍTICO,-,160.277,2013-01-31
386,2014,4,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO DOLOMÍTICO,-,55.8155,2013-02-28
386,2014,4,Município,TO,1711902.0,LAGOA DA CONFUSÃO,Produtor,DOLOMITO,-,204.3275,2014-02-28
386,2014,4,Município,TO,1702109.0,ARAGUAÍNA,Produtor,GNAISSE,-,2816.8465,2014-01-31
386,2014,4,Município,TO,1716604.0,PEIXE,Produtor,GNAISSE,-,830.6935,2014-02-28
386,2014,4,Município,TO,1711902.0,LAGOA DA CONFUSÃO,Produtor,MINÉRIO DE FERRO,-,4525.651,2014-02-28
386,2014,4,Município,TO,1713601.0,MONTE DO CARMO,Produtor,OURO,-,2325.258,2013-06-30
386,2014,4,Município,TO,1713601.0,MONTE DO CARMO,Produtor,OURO,-,1273.35,2013-09-30
386,2014,4,Município,TO,1713601.0,MONTE DO CARMO,Produtor,OURO,-,1195.324,2013-05-31
386,2014,4,Município,TO,1713601.0,MONTE DO CARMO,Produtor,OURO,-,975.8385,2013-07-31
386,2014,4,Município,TO,1713601.0,MONTE DO CARMO,Produtor,OURO,-,730.873,2013-10-31
386,2014,4,Município,TO,1713601.0,MONTE DO CARMO,Produtor,OURO,-,597.558,2013-08-31
386,2014,4,Município,TO,1713601.0,MONTE DO CARMO,Produtor,OURO,-,596.5895,2013-11-30
386,2014,4,Município,TO,1713601.0,MONTE DO CARMO,Produtor,OURO,-,337.4085,2013-12-31
386,2014,4,Município,TO,1721307.0,TUPIRATINS,Produtor,SEIXOS,-,306.852,2014-02-28
386,2014,4,Município,TO,1721257.0,TUPIRAMA,Produtor,SEIXOS,-,37.9015,2014-02-28
387,2014,5,Município,TO,1701101.0,APARECIDA DO RIO NEGRO,Produtor,ÁGUA MINERAL,-,1096.6605,2014-02-28
387,2014,5,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,412.5355,2014-03-31
387,2014,5,Município,TO,1707009.0,DIANÓPOLIS,Produtor,AREIA,-,298.2005,2009-07-31
387,2014,5,Município,TO,1715705.0,PALMEIRANTE,Produtor,AREIA,-,239.4015,2014-03-31
387,2014,5,Município,TO,1721000.0,PALMAS,Produtor,AREIA,-,206.7975,2009-09-30
387,2014,5,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,205.7575,2009-07-31
387,2014,5,Município,TO,1713205.0,MIRACEMA DO TOCANTINS,Produtor,AREIA,-,200.2715,2014-03-31
387,2014,5,Município,TO,1716109.0,PARAÍSO DO TOCANTINS,Produtor,ARGILA,-,2206.3015,2008-08-31
387,2014,5,Município,TO,1706100.0,CRISTALÂNDIA,Produtor,ARGILA,-,335.0295,2009-08-31
387,2014,5,Município,TO,1721000.0,PALMAS,Produtor,ARGILA,-,109.2,2014-03-31
387,2014,5,Município,TO,1707009.0,DIANÓPOLIS,Produtor,ARGILA,-,108.589,2014-03-31
387,2014,5,Município,TO,1702208.0,ARAGUATINS,Produtor,BASALTO,-,2244.8725,2014-03-31
387,2014,5,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO,-,15324.8225,2014-03-31
387,2014,5,Município,TO,1708205.0,FORMOSO DO ARAGUAIA,Produtor,CALCÁRIO,-,8576.3795,2014-02-28
387,2014,5,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO,-,3053.4465,2014-03-31
387,2014,5,Município,TO,1715259.0,NOVO JARDIM,Produtor,CALCÁRIO,-,2313.8505,2014-03-31
387,2014,5,Município,TO,1703057.0,BANDEIRANTES DO TOCANTINS,Produtor,CALCÁRIO DOLOMÍTICO,-,15139.761,2014-03-31
387,2014,5,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO DOLOMÍTICO,-,7969.0455,2014-02-28
387,2014,5,Município,TO,1720903.0,TAGUATINGA,Produtor,CALCÁRIO DOLOMÍTICO,-,2281.669,2014-03-31
387,2014,5,Município,TO,1720903.0,TAGUATINGA,Produtor,CALCÁRIO DOLOMÍTICO,-,2216.981,2014-04-30
387,2014,5,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO DOLOMÍTICO,-,2122.198,2009-01-31
387,2014,5,Município,TO,1713205.0,MIRACEMA DO TOCANTINS,Produtor,CASCALHO,-,59.3515,2014-03-31
387,2014,5,Município,TO,1711902.0,LAGOA DA CONFUSÃO,Produtor,DOLOMITO,-,210.483,2014-03-31
387,2014,5,Município,TO,1702109.0,ARAGUAÍNA,Produtor,GNAISSE,-,3174.8145,2014-02-28
387,2014,5,Município,TO,1716604.0,PEIXE,Produtor,GNAISSE,-,1983.293,2014-03-31
387,2014,5,Município,TO,1721000.0,PALMAS,Produtor,GRANITO,-,1514.0255,2014-03-31
387,2014,5,Município,TO,1721000.0,PALMAS,Produtor,GRANITO,-,917.332,2014-02-28
387,2014,5,Município,TO,1711902.0,LAGOA DA CONFUSÃO,Produtor,MINÉRIO DE FERRO,-,6649.7535,2014-03-31
387,2014,5,Município,TO,1721257.0,TUPIRAMA,Produtor,SEIXOS,-,56.0235,2014-03-31
388,2014,6,Município,TO,1701101.0,APARECIDA DO RIO NEGRO,Produtor,ÁGUA MINERAL,-,1320.7415,2014-03-31
388,2014,6,Município,TO,1707009.0,DIANÓPOLIS,Produtor,AREIA,-,302.5035,2009-07-31
388,2014,6,Município,TO,1715705.0,PALMEIRANTE,Produtor,AREIA,-,250.77,2014-04-30
388,2014,6,Município,TO,1721000.0,PALMAS,Produtor,AREIA,-,207.116,2009-08-31
388,2014,6,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,205.4195,2009-07-31
388,2014,6,Município,TO,1721257.0,TUPIRAMA,Produtor,AREIA,-,183.9955,2014-04-30
388,2014,6,Município,TO,1702109.0,ARAGUAÍNA,Produtor,AREIA,-,138.294,2013-12-31
388,2014,6,Município,TO,1702109.0,ARAGUAÍNA,Produtor,AREIA,-,135.3495,2013-11-30
388,2014,6,Município,TO,1702109.0,ARAGUAÍNA,Produtor,AREIA,-,130.91,2013-10-31
388,2014,6,Município,TO,1702109.0,ARAGUAÍNA,Produtor,AREIA,-,117.39,2014-03-31
388,2014,6,Município,TO,1702109.0,ARAGUAÍNA,Produtor,AREIA,-,108.836,2014-01-31
388,2014,6,Município,TO,1702109.0,ARAGUAÍNA,Produtor,AREIA,-,102.9535,2014-02-28
388,2014,6,Município,TO,1716109.0,PARAÍSO DO TOCANTINS,Produtor,ARGILA,-,2216.2335,2008-08-31
388,2014,6,Município,TO,1706100.0,CRISTALÂNDIA,Produtor,ARGILA,-,337.7075,2009-08-31
388,2014,6,Município,TO,1721000.0,PALMAS,Produtor,ARGILA,-,101.4,2014-04-30
388,2014,6,Município,TO,1702208.0,ARAGUATINS,Produtor,BASALTO,-,1773.668,2014-04-30
388,2014,6,Município,TO,1722107.0,XAMBIOÁ,Produtor,CALCÁRIO,-,15676.882,2014-04-30
388,2014,6,Município,TO,1708205.0,FORMOSO DO ARAGUAIA,Produtor,CALCÁRIO,-,7203.911,2014-03-31
388,2014,6,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO,-,4058.6715,2014-04-30
388,2014,6,Município,TO,1703057.0,BANDEIRANTES DO TOCANTINS,Produtor,CALCÁRIO DOLOMÍTICO,-,17530.253,2014-04-30
388,2014,6,Município,TO,1720903.0,TAGUATINGA,Produtor,CALCÁRIO DOLOMÍTICO,-,2234.5635,2014-05-30
388,2014,6,Município,TO,1714203.0,NATIVIDADE,Produtor,CALCÁRIO DOLOMÍTICO,-,2132.0,2008-12-31
388,2014,6,Município,TO,1720903.0,TAGUATINGA,Produtor,CALCÁRIO DOLOMÍTICO,-,1262.1635,2014-04-30
388,2014,6,Município,TO,1707009.0,DIANÓPOLIS,Produtor,CALCÁRIO DOLOMÍTICO,-,140.4585,2014-04-30
388,2014,6,Município,TO,1720200.0,SÃO MIGUEL DO TOCANTINS,Produtor,CASCALHO,-,41.3595,2014-04-30
388,2014,6,Município,TO,1711902.0,LAGOA DA CONFUSÃO,Produtor,DOLOMITO,-,378.924,2014-04-30
388,2014,6,Município,TO,1716604.0,PEIXE,Produtor,GNAISSE,-,4022.3625,2014-04-30
388,2014,6,Município,TO,1702109.0,ARAGUAÍNA,Produtor,GNAISSE,-,2425.1175,2014-03-31
388,2014,6,Município,TO,1721000.0,PALMAS,Produtor,GRANITO,-,2476.708,2014-04-30
388,2014,6,Município,TO,1721000.0,PALMAS,Produtor,GRANITO,-,299.546,2014-02-28
388,2014,6,Município,TO,1721000.0,PALMAS,Produtor,GRANITO,-,180.7065,2014-03-31
388,2014,6,Município,TO,1721307.0,TUPIRATINS,Produtor,SEIXOS,-,89.5635,2014-04-30
388,2014,6,Município,TO,1721257.0,TUPIRAMA,Produtor,SEIXOS,-,33.579,2014-04-30
